game	RCPS	ffight	\N	\N	\N	\N	\N	Final Fight (World)	1989	Capcom	\N	\N	\N	
game_rom	RCPS	19xx	19x.14	\N	\N	2097152	e916967c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.16	\N	\N	2097152	6e75f3db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.18	\N	\N	2097152	2213e798	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.20	\N	\N	2097152	ab9d5b96	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.01	\N	\N	131072	ef55195e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.11	\N	\N	2097152	d38beef3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.12	\N	\N	2097152	d47c96e2	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	sfa	\N	\N	\N	\N	\N	Street Fighter Alpha: Warriors' Dreams (Euro 950727)	1995	Capcom	\N	\N	\N	
game_rom	RCPS	sfa	sfze.03b	\N	\N	524288	ebf2054d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.04b	\N	\N	524288	8b73b0e5	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.05a	\N	\N	524288	0810544d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.06	\N	\N	524288	806e8f38	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfzex.03b	\N	\N	524288	505a1b4a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.14	\N	\N	2097152	90fefdb3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.16	\N	\N	2097152	5354c948	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.18	\N	\N	2097152	41a1e790	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.20	\N	\N	2097152	a549df98	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.01	\N	\N	131072	ffffec7d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.02	\N	\N	131072	45f46a08	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.11	\N	\N	2097152	c4b093cd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa	sfz.12	\N	\N	2097152	8bdbc4b4	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	strider	\N	\N	\N	\N	\N	Strider (US)	1989	Capcom	\N	\N	\N	
game_rom	RCPS	strider	strider.30	\N	\N	131072	da997474	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.35	\N	\N	131072	5463aaa3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.31	\N	\N	131072	d20786db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.36	\N	\N	131072	21aa2863	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.32	\N	\N	524288	9b3cfc08	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.06	\N	\N	524288	4eee9aea	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.08	\N	\N	524288	2d7f21e4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.02	\N	\N	524288	7705aa46	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.04	\N	\N	524288	5b18b722	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.05	\N	\N	524288	005f000b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.07	\N	\N	524288	b9441519	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.01	\N	\N	524288	b7d04e8b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.03	\N	\N	524288	6b4713b4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.09	\N	\N	65536	2ed403bc	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.18	\N	\N	131072	4386bc80	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	strider	strider.19	\N	\N	131072	444536d7	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	striderj	\N	\N	strider	strider	\N	Strider Hiryu (Japan set 1)	1989	Capcom	\N	\N	\N	
game_rom	RCPS	striderj	sthj23.bin	\N	\N	524288	046e7b12	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.32	strider.32	\N	524288	9b3cfc08	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.06	strider.06	\N	524288	4eee9aea	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.08	strider.08	\N	524288	2d7f21e4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.02	strider.02	\N	524288	7705aa46	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.04	strider.04	\N	524288	5b18b722	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.05	strider.05	\N	524288	005f000b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.07	strider.07	\N	524288	b9441519	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.01	strider.01	\N	524288	b7d04e8b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.03	strider.03	\N	524288	6b4713b4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.09	strider.09	\N	65536	2ed403bc	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.18	strider.18	\N	131072	4386bc80	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	striderj	strider.19	strider.19	\N	131072	444536d7	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	mtwins	\N	\N	\N	\N	\N	Mega Twins (World)	1990	Capcom	\N	\N	\N	
game_rom	RCPS	mtwins	che_30.rom	\N	\N	131072	9a2a2db1	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	che_35.rom	\N	\N	131072	a7f96b02	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	che_31.rom	\N	\N	131072	bbff8a99	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	che_36.rom	\N	\N	131072	0fa00c39	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_32.rom	\N	\N	524288	9b70bd41	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_gfx5.rom	\N	\N	524288	4ec75f15	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_gfx7.rom	\N	\N	524288	d85d00d6	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_gfx1.rom	\N	\N	524288	f33ca9d4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_gfx3.rom	\N	\N	524288	0ba2047f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_09.rom	\N	\N	65536	4d4255b7	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_18.rom	\N	\N	131072	f909e8de	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	mtwins	ch_19.rom	\N	\N	131072	fc158cf7	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	chikij	\N	\N	mtwins	mtwins	\N	Chiki Chiki Boys (Japan)	1990	Capcom	\N	\N	\N	
game_rom	RCPS	chikij	chj36a.bin	\N	\N	131072	ec1328d8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	chj42a.bin	\N	\N	131072	4ae13503	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	chj37a.bin	\N	\N	131072	46d2cf7b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	chj43a.bin	\N	\N	131072	8d387fe8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_32.rom	ch_32.rom	\N	524288	9b70bd41	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_gfx5.rom	ch_gfx5.rom	\N	524288	4ec75f15	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_gfx7.rom	ch_gfx7.rom	\N	524288	d85d00d6	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_gfx1.rom	ch_gfx1.rom	\N	524288	f33ca9d4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_gfx3.rom	ch_gfx3.rom	\N	524288	0ba2047f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_09.rom	ch_09.rom	\N	65536	4d4255b7	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_18.rom	ch_18.rom	\N	131072	f909e8de	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	chikij	ch_19.rom	ch_19.rom	\N	131072	fc158cf7	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	RCPS	1941	41e_30.rom	\N	\N	131072	9deb1e75	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41e_35.rom	\N	\N	131072	d63942b3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41e_31.rom	\N	\N	131072	df201112	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41e_36.rom	\N	\N	131072	816a818f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_32.rom	\N	\N	524288	4e9648ca	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_gfx5.rom	\N	\N	524288	01d1cb11	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_gfx7.rom	\N	\N	524288	aeaa3509	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_gfx1.rom	\N	\N	524288	ff77985a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_gfx3.rom	\N	\N	524288	983be58f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_09.rom	\N	\N	65536	0f9d8527	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_18.rom	\N	\N	131072	d1f15aeb	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941	41_19.rom	\N	\N	131072	15aec3a6	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	1941j	\N	\N	1941	1941	\N	1941 - Counter Attack (Japan)	1990	Capcom	\N	\N	\N	
game_rom	RCPS	1941j	4136.bin	\N	\N	131072	7fbd42ab	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	4142.bin	\N	\N	131072	c7781f89	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	4137.bin	\N	\N	131072	c6464b0b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	4143.bin	\N	\N	131072	440fc0b5	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_32.rom	41_32.rom	\N	524288	4e9648ca	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_gfx5.rom	41_gfx5.rom	\N	524288	01d1cb11	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_gfx7.rom	41_gfx7.rom	\N	524288	aeaa3509	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_gfx1.rom	41_gfx1.rom	\N	524288	ff77985a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_gfx3.rom	41_gfx3.rom	\N	524288	983be58f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_09.rom	41_09.rom	\N	65536	0f9d8527	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_18.rom	41_18.rom	\N	131072	d1f15aeb	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	1941j	41_19.rom	41_19.rom	\N	131072	15aec3a6	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	unsquad	\N	\N	\N	\N	\N	U.N. Squadron (US)	1989	Capcom	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.30	\N	\N	131072	24d8f88d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.35	\N	\N	131072	8b954b59	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.31	\N	\N	131072	33e9694b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.36	\N	\N	131072	7cc8fb9e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.32	\N	\N	524288	ae1d7fb0	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.05	\N	\N	524288	bf4575d8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.07	\N	\N	524288	a02945f4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.01	\N	\N	524288	5965ca8d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.03	\N	\N	524288	ac6db17d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.09	\N	\N	65536	f3dd1367	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	unsquad	unsquad.18	\N	\N	131072	584b43a9	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	captcomm	\N	\N	\N	\N	\N	Captain Commando (World)	1991	Capcom	\N	\N	\N	
game_rom	RCPS	captcomm	cce_23d.rom	\N	\N	524288	19c58ece	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	cc_22d.rom	\N	\N	524288	a91949b7	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	cc_24d.rom	\N	\N	131072	680e543f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	cc_28d.rom	\N	\N	131072	8820039f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_01.rom	\N	\N	524288	7261d8ba	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_03.rom	\N	\N	524288	6a60f949	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_02.rom	\N	\N	524288	00637302	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_04.rom	\N	\N	524288	cc87cf61	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_05.rom	\N	\N	524288	28718bed	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_07.rom	\N	\N	524288	d4acc53a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_06.rom	\N	\N	524288	0c69f151	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	gfx_08.rom	\N	\N	524288	1f9ebb97	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	cc_09.rom	\N	\N	65536	698e8b58	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	cc_18.rom	\N	\N	131072	6de2c2db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomm	cc_19.rom	\N	\N	131072	b99091ae	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	captcomu	\N	\N	captcomm	captcomm	\N	Captain Commando (US)	1991	Capcom	\N	\N	\N	
game_rom	RCPS	captcomu	23b	\N	\N	524288	03da44fd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	22c	\N	\N	524288	9b82a052	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	24b	\N	\N	131072	84ff99b2	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	28b	\N	\N	131072	fbcec223	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_01.rom	gfx_01.rom	\N	524288	7261d8ba	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_03.rom	gfx_03.rom	\N	524288	6a60f949	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_02.rom	gfx_02.rom	\N	524288	00637302	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_04.rom	gfx_04.rom	\N	524288	cc87cf61	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_05.rom	gfx_05.rom	\N	524288	28718bed	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_07.rom	gfx_07.rom	\N	524288	d4acc53a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_06.rom	gfx_06.rom	\N	524288	0c69f151	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	gfx_08.rom	gfx_08.rom	\N	524288	1f9ebb97	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	cc_09.rom	cc_09.rom	\N	65536	698e8b58	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	cc_18.rom	cc_18.rom	\N	131072	6de2c2db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomu	cc_19.rom	cc_19.rom	\N	131072	b99091ae	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	captcomj	\N	\N	captcomm	captcomm	\N	Captain Commando (Japan)	1991	Capcom	\N	\N	\N	
game_rom	RCPS	captcomj	cc23.bin	\N	\N	524288	5b482b62	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	cc22.bin	\N	\N	524288	0fd34195	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	cc24.bin	\N	\N	131072	3a794f25	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	cc28.bin	\N	\N	131072	fc3c2906	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_01.rom	gfx_01.rom	\N	524288	7261d8ba	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_03.rom	gfx_03.rom	\N	524288	6a60f949	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_02.rom	gfx_02.rom	\N	524288	00637302	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_04.rom	gfx_04.rom	\N	524288	cc87cf61	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_05.rom	gfx_05.rom	\N	524288	28718bed	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_07.rom	gfx_07.rom	\N	524288	d4acc53a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_06.rom	gfx_06.rom	\N	524288	0c69f151	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	gfx_08.rom	gfx_08.rom	\N	524288	1f9ebb97	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	cc_09.rom	cc_09.rom	\N	65536	698e8b58	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	cc_18.rom	cc_18.rom	\N	131072	6de2c2db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	captcomj	cc_19.rom	cc_19.rom	\N	131072	b99091ae	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	varth	\N	\N	\N	\N	\N	Varth - Operation Thunderstorm (World)	1992	Capcom	\N	\N	\N	
game_rom	RCPS	varth	vae_30a.rom	\N	\N	131072	7fcd0091	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_35a.rom	\N	\N	131072	35cf9509	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_31a.rom	\N	\N	131072	15e5ee81	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_36a.rom	\N	\N	131072	153a201e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_28a.rom	\N	\N	131072	7a0e0d25	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_33a.rom	\N	\N	131072	f2365922	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_29a.rom	\N	\N	131072	5e2cd2c3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	vae_34a.rom	\N	\N	131072	3d9bdf83	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_gfx5.rom	\N	\N	524288	b1fb726e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_gfx7.rom	\N	\N	524288	4c6588cd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_gfx1.rom	\N	\N	524288	0b1ace37	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_gfx3.rom	\N	\N	524288	44dfe706	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_09.rom	\N	\N	65536	7a99446e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_18.rom	\N	\N	131072	de30510e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varth	va_19.rom	\N	\N	131072	0610a4ac	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	varthu	\N	\N	varth	varth	\N	Varth - Operation Thunderstorm (US)	1992	Capcom (Romstar license)	\N	\N	\N	
game_rom	RCPS	varthu	vau23a.bin	\N	\N	524288	fbe68726	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	vae_28a.rom	vae_28a.rom	\N	131072	7a0e0d25	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	vae_33a.rom	vae_33a.rom	\N	131072	f2365922	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	vae_29a.rom	vae_29a.rom	\N	131072	5e2cd2c3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	vae_34a.rom	vae_34a.rom	\N	131072	3d9bdf83	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_gfx5.rom	va_gfx5.rom	\N	524288	b1fb726e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_gfx7.rom	va_gfx7.rom	\N	524288	4c6588cd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_gfx1.rom	va_gfx1.rom	\N	524288	0b1ace37	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_gfx3.rom	va_gfx3.rom	\N	524288	44dfe706	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_09.rom	va_09.rom	\N	65536	7a99446e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_18.rom	va_18.rom	\N	131072	de30510e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthu	va_19.rom	va_19.rom	\N	131072	0610a4ac	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	varthj	\N	\N	varth	varth	\N	Varth - Operation Thunderstorm (Japan)	1992	Capcom	\N	\N	\N	
game_rom	RCPS	varthj	vaj36b.bin	\N	\N	131072	1d798d6a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj42b.bin	\N	\N	131072	0f720233	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj37b.bin	\N	\N	131072	24414b17	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj43b.bin	\N	\N	131072	34b4b06c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj34b.bin	\N	\N	131072	87c79aed	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj40b.bin	\N	\N	131072	210b4bd0	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj35b.bin	\N	\N	131072	6b0da69f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	vaj41b.bin	\N	\N	131072	6542c8a4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_gfx5.rom	va_gfx5.rom	\N	524288	b1fb726e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_gfx7.rom	va_gfx7.rom	\N	524288	4c6588cd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_gfx1.rom	va_gfx1.rom	\N	524288	0b1ace37	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_gfx3.rom	va_gfx3.rom	\N	524288	44dfe706	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_09.rom	va_09.rom	\N	65536	7a99446e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_18.rom	va_18.rom	\N	131072	de30510e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	varthj	va_19.rom	va_19.rom	\N	131072	0610a4ac	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	wof	\N	\N	\N	\N	\N	Warriors of Fate (World)	1992	Capcom	\N	\N	\N	
game_rom	RCPS	wof	tk2e_23b.rom	\N	\N	524288	11fb2ed1	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2e_22b.rom	\N	\N	524288	479b3f24	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx1.rom	\N	\N	524288	0d9cb9bf	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx3.rom	\N	\N	524288	45227027	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx2.rom	\N	\N	524288	c5ca2460	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx4.rom	\N	\N	524288	e349551c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx5.rom	\N	\N	524288	291f0f0b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx7.rom	\N	\N	524288	3edeb949	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx6.rom	\N	\N	524288	1abd14d6	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_gfx8.rom	\N	\N	524288	b27948e3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_qa.rom	\N	\N	131072	c9183a0d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_q1.rom	\N	\N	524288	611268cf	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_q2.rom	\N	\N	524288	20f55ca9	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_q3.rom	\N	\N	524288	bfcf6f52	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wof	tk2_q4.rom	\N	\N	524288	36642e88	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	wofu	\N	\N	wof	wof	\N	Warriors of Fate (US)	1992	Capcom	\N	\N	\N	
game_rom	RCPS	wofu	tk2u.23c	\N	\N	524288	29b89c12	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	wofu	tk2u.22c	\N	\N	524288	f5af4774	\N	\N	\N	\N	\N	\N	\N	
