game	Mimic_v2.11	bombjack	\N	\N	\N	\N	\N	Bomb Jack (set 2)	1984	Tehkan	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	8.rom	\N	\N	524288	eee2f087	37285ae7b49c9d20ad92b3971db89ba593975154	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	4.rom	\N	\N	524288	56298489	6dce296d752fa5579e8a3c1db3e563c4f98b6bae	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	9.rom	\N	\N	524288	d9e4964c	0bb63384ed57a6ee1d45d1f2c181172a3f0b39df	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	5.rom	\N	\N	524288	a5e71ee4	f41ea4ab07be263157d6c1f4a96ef45c9bccfe39	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	10.rom	\N	\N	524288	3a20e1e5	850be621547bc9c7519055211392f2684e440462	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	6.rom	\N	\N	524288	94927d20	0ea1a179956ad9a93a99cccec92f0490044ad1d3	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	2.rom	\N	\N	65536	fae688a7	e1ef7abd18f6a820d1a7f0ceb9a9b1a2c7de41f0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	17.rom	\N	\N	262144	7d435701	f6a2241c95f101d09b18f550689d125abd3ea9c4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	18.rom	\N	\N	262144	136adaac	5f5e70a66d256cad9fcdbc5a7fff035f9a3279b9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	15.rom	\N	\N	131072	4beb840d	351cd8da361a55794595d2cf7b0fed9233d0a5a0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	16.rom	\N	\N	131072	93d3c610	0cf1f311ec2646a436c37e121634731646c06437	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	1.rom	\N	\N	262144	93c06d3d	8620d274ca7824e7e72a1ad1da3eaa804d550653	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	tetrisbl	\N	\N	\N	\N	\N	Tetris (Sega bootleg)	1988	bootleg	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	rom2.bin	\N	\N	65536	4d165c38	04706b1977ae18bd09bafaf8ea65f8e5f32e04b8	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	rom1.bin	\N	\N	65536	1e912131	8f53504ac08942ee340489d84eab825e654d0a2c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	scr01.rom	\N	\N	65536	62640221	c311d3847a981d0e1609f9b3d80481565d32d78c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	scr02.rom	\N	\N	65536	9abd183b	621b017cb34973f9227be383e26b5cd41aea9422	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	scr03.rom	\N	\N	65536	2495fd4e	2db94ead9223a67238a97e724668076fc43e5534	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	obj0-o.rom	\N	\N	65536	2fb38880	0e1b601bbda78d1887951c1f7e752531c281bc83	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	tetrisbl	obj0-e.rom	\N	\N	65536	d6a02cba	d80000f92e754e89c6ca7b7273feab448fc9a061	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	aliensyn	\N	\N	\N	\N	\N	Alien Syndrome (set 1)	1987	Sega	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	11083.a4	\N	\N	32768	cb2ad9b3	66284b4e1071b3cb4b36960a2dba8949325f9e86	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	11080.a1	\N	\N	32768	fe7378d9	acfee79e5fe9fdf95926562c02599e96e96f76b5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	11084.a5	\N	\N	32768	2e1ec7b1	666a9e402d7d02d74c0a2468853a3843b161c1a2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	11081.a2	\N	\N	32768	1308ee63	36a4c8cf3a310398e264c57c7c6f53c05dbc0108	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	11085.a6	\N	\N	32768	cff78f39	78431ce6c03232150a8db15499da9371977b570b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	11082.a3	\N	\N	32768	9cdc2a14	c06693f45675e31d591703c27bb3f6ec02fc1215	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	10702.b9	\N	\N	65536	393bc813	672782c8fb2a6e454b27e073acc26130cacf3e50	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	10703.b10	\N	\N	65536	6b6dd9f5	964409c6630caa13caf7d644d0c6fb071860b61b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aliensyn	10704.b11	\N	\N	65536	911e7ebc	f03d3d3a09d19f7b705f9cb29f73140a3073463f	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	aburner	\N	\N	\N	\N	\N	After Burner (Japan)	1987	Sega	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10940.0	\N	\N	131072	4d132c4e	007af52167c369177b86fc0f8b007ebceba2a30c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10941.0	\N	\N	131072	136ea264	606ac67db53a6002ed1bd71287aed2e3e720cdf4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10926.0	\N	\N	65536	ed8bd632	d5bbd5e257ebef8cfb3baf5fa530b189d9cddb57	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10925.0	\N	\N	65536	4ef048cc	3b386b3bfa600f114dbc19796bb6864a88ff4562	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10924.0	\N	\N	65536	50c15a6d	fc202cc583fc6804647abc884fdf332e72ea3100	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10932.125	\N	\N	131072	cc0821d6	22e84419a585209bbda1466d2180504c316a9b7f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10934.129	\N	\N	131072	4a51b1fa	2eed018a5a1e935bb72b6f440a794466a1397dc5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10936.133	\N	\N	131072	ada70d64	ba6203b0fdb4c4998b7be5b446eb8354751d553a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10938.102	\N	\N	131072	e7675baf	aa979319a44c0b18c462afb5ca9cdeed2292c76a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10933.126	\N	\N	131072	c8efb2c3	ba31da93f929f2c457e60b2099d5a1ba6b5a9f48	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10935.130	\N	\N	131072	c1e23521	5e95f3b6ff9f4caca676eaa6c84f1200315218ea	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10937.134	\N	\N	131072	f0199658	cd67504fef53f637a3b1c723c4a04148f88028d2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	mpr10939.103	\N	\N	131072	a0d49480	6c4234456bc09ae771beec284d7aa21ebe474f6f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10942.0	\N	\N	131072	5ce10b8c	c6c189143762b0ef473d5d31d66226820c5cf080	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10943.0	\N	\N	131072	b98294dc	a4161af23f9a67b4ed81308c73e72e1797cce894	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10944.0	\N	\N	131072	17be8f67	371f0dd1914a98695cb86f921fe8e82b49e69a4a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10945.0	\N	\N	131072	df4d4c4f	24075a6709869d9acf9082b6b4ad96bc6f8b1932	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10946.0	\N	\N	131072	d7d485f4	d843aefb4d99e0dff8d62ee6bd0c3aa6aa6c941b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10947.0	\N	\N	131072	08838392	84f7ff3bff31c0738dead7bc00219ede834eb0e0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10948.0	\N	\N	131072	64284761	9594c671900f7f49d8fb965bc17b4380ce2c68d5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10949.0	\N	\N	131072	d8437d92	480291358c3d197645d7bd149bdfe5d41071d52d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10927.0	\N	\N	131072	66d36757	c7f6d653fb6bfd629bb62057010d41f3ccfccc4d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10928.0	\N	\N	131072	7c01d40b	d95b4702a9c813db8bc24c8cd7e0933cbe54a573	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner	epr10922.40	\N	\N	65536	b49183d4	71d87bfbce858049ccde9597ab15575b3cdba892	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	aburner2	\N	\N	\N	\N	\N	After Burner II	1987	Sega	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11107.58	\N	\N	131072	6d87bab7	ab34fe78f1f216037b3e3dca3e61f1b31c05cedf	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11108.104	\N	\N	131072	202a3e1d	cf2018bbad366de4b222eae35942636ca68aa581	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11115.154	\N	\N	65536	e8e32921	30a96e6b514a475c778296228ba5b6fb96b211b0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11114.153	\N	\N	65536	2e97f633	074125c106dd00785903b2e10cd7e28d5036eb60	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11113.152	\N	\N	65536	36058c8c	52befe6c6c53f10b6fd4971098abc8f8d3eef9d4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10932.125	\N	\N	131072	cc0821d6	22e84419a585209bbda1466d2180504c316a9b7f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10933.126	\N	\N	131072	c8efb2c3	ba31da93f929f2c457e60b2099d5a1ba6b5a9f48	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11103.127	\N	\N	131072	bdd60da2	01673837c5ad84fa087728a05549ac01542ef4e9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11116.128	\N	\N	131072	49b4c1ba	5419f49f091e386eead4ccf5e03f12769e278179	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10934.129	\N	\N	131072	4a51b1fa	2eed018a5a1e935bb72b6f440a794466a1397dc5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10935.130	\N	\N	131072	c1e23521	5e95f3b6ff9f4caca676eaa6c84f1200315218ea	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11104.131	\N	\N	131072	06a35fce	c39ae02fc8246e883c4f4c320f668ce6ca9c845a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11117.132	\N	\N	131072	821fbb71	be2366d7b4a3a2543ba5024f0e258f1bc43caec8	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10936.133	\N	\N	131072	ada70d64	ba6203b0fdb4c4998b7be5b446eb8354751d553a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10937.134	\N	\N	131072	f0199658	cd67504fef53f637a3b1c723c4a04148f88028d2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11105.135	\N	\N	131072	027b0689	c704c79faadb5e445fd3bd9281683b09831782d2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11118.136	\N	\N	131072	8f38540b	1fdfb157d1aca96cb635bd3d64f94545eb88c133	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10938.102	\N	\N	131072	e7675baf	aa979319a44c0b18c462afb5ca9cdeed2292c76a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10939.103	\N	\N	131072	a0d49480	6c4234456bc09ae771beec284d7aa21ebe474f6f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11106.104	\N	\N	131072	9e1fec09	6cc47d86852b988bfcd64cb4ed7d832c683e3114	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11119.105	\N	\N	131072	d0343a8e	8c0c0addb6dfd0ea04c3900a9f7f7c731ca6e9ea	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11109.20	\N	\N	131072	85a0fe07	5a3a8fda6cb4898cfece4ec865b81b9b60f9ad55	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	11110.29	\N	\N	131072	f3d6797c	17487b89ddbfbcc32a0b52268259f1c8d10fd0b2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	aburner2	10922.40	\N	\N	65536	b49183d4	71d87bfbce858049ccde9597ab15575b3cdba892	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	thbladej	\N	\N	\N	\N	\N	Thunder Blade (Jap)	1987	Sega	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11304.epr	\N	\N	131072	a90630ef	8f29e020119b2243b1c95e15546af1773327ae85	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11305.epr	\N	\N	131072	9ba3ef61	f75748b37ce35b0ef881804f73417643068dfbb2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11306.epr	\N	\N	131072	4b95f2b4	9e0ff898a2af05c35db3551e52c7485748698c28	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11307.epr	\N	\N	131072	2d6833e4	b39a744370014237121f0010d18897e63f7058cf	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11308.epr	\N	\N	131072	7956c238	4608225cfd6ea3d38317cbe970f26a5fc2f8e320	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11309.epr	\N	\N	131072	c887f620	644c47cc2cf75cbe489ea084c13c59d94631e83f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11310.epr	\N	\N	131072	5d9fa02c	0ca71e35cf9740e38a52960f7d1ef96e7e1dda94	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11311.epr	\N	\N	131072	483de21b	871f0e856dcc81dcef1d9846261b3c011fa26dde	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11314.epr	\N	\N	65536	d4f954a9	93ee8cf8fcf4e1d0dd58329bba9b594431193449	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11315.epr	\N	\N	65536	35813088	ea1ec982d1509efb26e7b6a150825a6a905efed9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11316.epr	\N	\N	65536	84290dff	c13fb6ef12a991f79a95072f953a02b5c992aa2d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11320.epr	\N	\N	131072	a95c76b8	cda62f3c25b9414a523c2fc5d109031ed560069e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11321.epr	\N	\N	131072	8e738f58	9f2dceebf01e582cf60f072ae411000d8503894b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11322.epr	\N	\N	131072	10364d74	393b19a972b5d8817ffd438f13ded73cd58ebe56	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11323.epr	\N	\N	131072	27e40735	284ddb88efe741fb78199ea619c9b230ee689803	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11324.epr	\N	\N	131072	9742b552	922032264d469e943dfbcaaf57464efc638fcf73	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11325.epr	\N	\N	131072	b9e98ae9	c4932e2590b10d54fa8ded94593dc4203fccc60d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11326.epr	\N	\N	131072	29198403	3ecf315a0e6b3ed5005f8bdcb2e2a884c8b176c7	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11327.epr	\N	\N	131072	deae90f1	c73c23bab949041242302cec13d653dcc71bb944	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11328.epr	\N	\N	131072	da39e89c	526549ce9112754c82743552eeebec63fe7ad968	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11329.epr	\N	\N	131072	31b20257	7ce10a94bce67b2d15d7b576b0f7d47389dc8948	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11330.epr	\N	\N	131072	aa7c70c5	b6fea17392b7821b8b3bba78002f9c1604f09edc	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11331.epr	\N	\N	131072	3a2c042e	c296ff222d156d3bdcb42bef321831f502830fd6	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11332.epr	\N	\N	131072	dc089ec6	d72390c45138a507e79af112addbc015560fc248	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11333.epr	\N	\N	131072	05a2333f	70f213945fa7fe056fe17a02558638e87f2c001e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11334.epr	\N	\N	131072	348f91c7	03da6a4fee1fdea76058be4bc5ffcde7a79e5948	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	thbladej	11335.epr	\N	\N	131072	f19b3e86	40e8ba10cd5020782b82279974d13330a9c015e5	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	frogger	\N	\N	\N	\N	\N	Frogger (Sega set 2)	1981	[Konami] (Sega license)	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	frogger.ic5	\N	\N	4096	efab0c79	68c99b6cdcb9396bb473739a62ffc009b4bf57d5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	frogger.ic6	\N	\N	4096	aeca9c13	cdf560adbd7f2813e86e378da7781cccf7928a44	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	frogger.ic7	\N	\N	4096	dd251066	4612e1fe1ab7182a277140b1a1976cc17e0746a5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	frogger.ic8	\N	\N	4096	bf293a02	be94e9f5caa74c3de6fd95bd20928f4a9c514227	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	frogger.607	\N	\N	2048	05f7d883	78831fd287da18928651a8adb7e578d291493eff	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	frogger.606	\N	\N	2048	f524ee30	dd768967add61467baa08d5929001f157d6cd911	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	frogger	pr-91.6l	\N	\N	32	413703bf	66648b2b28d3dcbda5bdb2605d1977428939dd3c	\N	\N	\N	\N	\N	\N	
