game	Sparcade_v2.33b	frogger	\N	\N	\N	\N	\N	Frogger (Sega set 2)	1981	[Konami] (Sega license)	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.5d	\N	\N	4096	9b5bdc0a	84d953618c8bf510d23b42232a856ac55f1baff5	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	amidarjp	\N	\N	\N	\N	\N	Amidar	1981	Konami	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.2c	\N	\N	4096	c294bf27	399325bf1559e8cdbddf7cfbf0dc739f9ed72ef0	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.2e	\N	\N	4096	e6e96826	e9c4f8c594640424b456505e676352a98b758c03	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.2f	\N	\N	4096	3656be6f	9d652f66bedcf17a6453c0e0ead30bfd7ea0bd0a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.2h	\N	\N	4096	1be170bd	c047bc393b297c0d47668a5f6f4870e3fac937ef	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.5f	\N	\N	2048	5e51e84d	dfe84db7e2b1a45a1d484fcf37291f536bc5324c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.5h	\N	\N	2048	2f7f1c30	83c330eca20dfcc6a4099001943b9ed7a7c3db5b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.5c	\N	\N	4096	c4b66ae4	9d09dbde4019f7be3abe0815b0e06d542c01c255	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarjp	amidar.5d	\N	\N	4096	806785af	c8c85e3a6a204feccd7859b4527bd649e96134b4	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	mooncres	\N	\N	\N	\N	\N	Moon Cresta (Gremlin)	1980	Gremlin	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.194	\N	\N	2048	0e5582b1	946ad4aeb10c0b7b3f93fd24925cc9bcb49e443c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.195	\N	\N	2048	12cb201b	ebb01ec646b9e015cbcb93f70dfdaf448afefc12	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.196	\N	\N	2048	18255614	b373e22d47c0f7facba13148ca9c462ec9a0d732	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.197	\N	\N	2048	05ac1466	cbf93a8ce0925fa1c073c74f1274b190d9faefaf	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.198	\N	\N	2048	c28a2e8f	9ff6bab1e1185597ba55cb0d6086091a1fce01a6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.199	\N	\N	2048	5a4571de	2a4170dee105922fc69c99b79f6f328098e81918	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.200	\N	\N	2048	b7c85bf1	cc9f593658ea39c849d80c83ee0c2170cc29879e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.201	\N	\N	2048	2caba07f	8fec4904e12b4cfb6068784007278be986a3eede	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncres	mooncres.171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	mooncrs2	\N	\N	\N	\N	\N	Moon Cresta (Nichibutsu)	1980	Nichibutsu	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.1	\N	\N	2048	7d954a7a	a93ee403cfd7887538ad12d33f6dd6c71bea2a32	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.2	\N	\N	2048	44bb7cfa	349c2e23a9fce73f95bb8168d369082fa129fe3d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.3	\N	\N	2048	9c412104	1b40054ebb1ace965a8522119bb23f09797bc5f6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.4	\N	\N	2048	7e9b1ab5	435f603c0c3e788a509dd144a7916a34e791ae44	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.5	\N	\N	2048	16c759af	3b48050411f65f9d3fb41ff22901e22d82bf1cf6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.6	\N	\N	2048	69bcafdb	939c8c6ed1cd4660a3d99b8f17ed99cbd7e1352a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.7	\N	\N	2048	b50dbc46	4fa084fd1ba5f78e7703e684c57af15ca7a844e4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.8	\N	\N	2048	18ca312b	39219059003b949e38305553fea2d33071062c64	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.b	\N	\N	2048	fb0f1f81	38a6679a8b69bc1870a0e67e692131c42f9535c8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.d	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.a	\N	\N	2048	631ebb5a	5bc9493afa76c55858b8c8849524cbc77dc838fc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	mooncrs2	mooncres.c	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	spaceatt	\N	\N	\N	\N	\N	Space Attack II	1980	Zenitone-Microsec Ltd	\N	\N	\N	
game_rom	Sparcade_v2.33b	spaceatt	spaceatt.h	\N	\N	2048	a31d0756	2b76929654ed0b180091348546dac29fc6e5438e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	spaceatt	spaceatt.g	\N	\N	2048	f41241f7	d93cead75922510075433849c4f7099279eafc18	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	spaceatt	spaceatt.f	\N	\N	2048	4c060223	957e75a978aa600627399061cae0a6525e92ad11	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	spaceatt	spaceatt.e	\N	\N	2048	7cf6f604	469557de15178c4b2d686e5724e1006f7c20d7a4	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	invdelux	\N	\N	\N	\N	\N	Space Invaders Part II (Midway)	1980	Midway	\N	\N	\N	
game_rom	Sparcade_v2.33b	invdelux	invdelux.h	\N	\N	2048	e690818f	0860fb03a64d34a9704a1459a5e96929eafd39c7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invdelux	invdelux.g	\N	\N	2048	4268c12d	df02419f01cf0874afd1f1aa16276751acd0604a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invdelux	invdelux.f	\N	\N	2048	f4aa1880	995d77b67cb4f2f3781c2c8747cb058b7c1b3412	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invdelux	invdelux.e	\N	\N	2048	408849c1	f717e81017047497a2e9f33f0aafecfec5a2ed7d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invdelux	invdelux.d	\N	\N	2048	e8d5afcd	91fde9a9e7c3dd53aac4770bd169721a79b41ed1	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	pyros	\N	\N	\N	\N	\N	Pyros (US)	1987	[Toaplan] Taito America Corporation	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.29	\N	\N	32768	b568294d	5d04dd006f5180fa0c9340e2efa6613625d712a8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.18	\N	\N	65536	9aab8ee2	16fa44b75f4a3a5b1ff713690a299ecec2b5a4bf	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.19	\N	\N	65536	95b68813	06ea1b1d6e2e6326ceb9324fc471d082fda6112e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.30	\N	\N	32768	5056c799	9750fa8bf5d1181a4fecbcbf822f8f027bebd5a8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.16	\N	\N	32768	e5202ff8	15ae8c0bb16a20bee14e8d80d81c249404ab1463	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.33	\N	\N	16384	9a55fcb9	e04d68cc0b80b79b5f4c19c14b2e87f226f45ac8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.34	\N	\N	16384	02505dad	28993c68a17929d6b819ca81cdf60985531fc80b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.35	\N	\N	16384	fec6f0c0	f91d698fa0712659c2e6b382a8166b1cacc50a3f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.09	\N	\N	32768	585411b7	67c0f4b7ab303341d5481c4024dc4199acb7c279	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.10	\N	\N	32768	b9a61e81	541e579664d583fbbf81111046115018fdaff073	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.11	\N	\N	32768	d6ebd510	d65e0db7756ebe6828bf637a6c915bb06082636c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.08	\N	\N	32768	883ccaa3	90d686094eac6e80caf8e2cf90c00bb41a0d26e2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.13	\N	\N	32768	be21db2b	7fc1809618f2432c9ec6eb33ce57a5faffd44974	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.14	\N	\N	32768	5a2aef4f	60f4ab2582a924defb5241ab367826ae1f4b3f5e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.15	\N	\N	32768	cdd2d408	7e4d77f8725fa30d4d65e811d10e0b2c00b23cfe	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.12	\N	\N	32768	15d08848	e2e62d95a3f240664b5e0ac0f163a0d5cefa5312	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.04	\N	\N	65536	8059573c	75bd19e504433438b85ed00e50e85fb98eebf4de	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.03	\N	\N	65536	b923db99	2f4be81afdf200586bc44b1e94553d84d16d0b62	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.02	\N	\N	65536	6c0130b7	8b6ad72848d03c3d4ee3acd35abbb3a0e678122c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	pyros	pyros.01	\N	\N	65536	42ec01fb	646192a2e89f795ed016860cdcdc0b5ef645fca2	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	berzerk	\N	\N	\N	\N	\N	Berzerk (set 1)	1980	Stern	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.1c	\N	\N	2048	ca566dbc	fae2647f12f1cd82826db61b53b116a5e0c9f995	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.1d	\N	\N	2048	7ba69fde	69af170c4a39a3494dcd180737e5c87b455f9203	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.3d	\N	\N	2048	a1d5248b	a0b7842f6a5f86c16d80d78e7012c78b3ea11d1d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.5d	\N	\N	2048	fcaefa95	07f849aa39f1e3db938187ffde4a46a588156ddc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.6d	\N	\N	2048	1e35b9a0	5a5e549ec0e4803ab2d1eac6b3e7171aedf28244	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.5c	\N	\N	2048	c8c665e5	e9eca4b119549e0061384abf52327c14b0d56624	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.s1c	\N	\N	2048	2cfe825d	f12fed8712f20fa8213f606c4049a8144bfea42e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	berzerk	berzerk.s2c	\N	\N	2048	d2b6324e	20a6611ad6ec19409ac138bdae7bdfaeab6c47cf	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	uniwars	\N	\N	\N	\N	\N	UniWar S	1980	Irem	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u1	\N	\N	2048	d975af10	a2e2a36a75db8fd09441308b08b6ae073c68b8cf	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u2	\N	\N	2048	b2ed14c3	7668df11f64b8e296eedfee53437777dc53a56d5	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u3	\N	\N	2048	945f4160	5fbe879f51e14c4c7ae551e5b3089f8e148770a4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u4	\N	\N	2048	ddc80bc5	18c3920198baf87267bc7f12db6b23b090d3577a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u5	\N	\N	2048	62354351	85bf18942f73023b8be0c3659a0dcd3dfcccfc2c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u6	\N	\N	2048	270a3f4d	20f5097033fca515d70fe47178cbd341a1d07443	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u7	\N	\N	2048	c9245346	239bad3fe64eaab2dfc3febd06d1124103a10504	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u8	\N	\N	2048	797d45c7	76fb8b45fcce3622c59c04af32cfa001ef7bf71d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u10	\N	\N	2048	012941e0	4f7ec4d95939cb7c4086bb7df43759ac504ae47c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u12	\N	\N	2048	c26132af	7ae125a911dfd47aeca4f129f580762ce4d8d91a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u9	\N	\N	2048	fc8b58fd	72553e2735b0dcc2dcfce9698d49566732492588	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	uniwars	uniwars.u11	\N	\N	2048	dcc2b33b	c3a5ac935c519400dfabb28909f7e460769d1837	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	slapfigh	\N	\N	\N	\N	\N	Slap Fight	1986	Taito	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.0	\N	\N	32768	674c0e0f	69fc17881c89cc5e82b0fefec49c4116054f9e3b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.1	\N	\N	32768	3c42e4a7	8e4da1e6e73603e484ba4f5609ac9ea92999a526	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.13	\N	\N	8192	87f4705a	a90d5644ce268f3321047a4f96df96ac294d2f1b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.4	\N	\N	8192	33cadc93	59ffc206c62a651d2ac0ef52f519dd56edf2c021	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.3	\N	\N	8192	2ac7b943	d0c3560bb1f0c2647aeff807cb4b09450237b955	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.8	\N	\N	32768	974e2ea9	3840550fc3a833828dad8f3e300d2ea583d69ce7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.7	\N	\N	32768	5faeeea3	696fba24bcf1f3a7e914a4403854da5eededaf7f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.5	\N	\N	32768	e92d9d60	2554617e0e6615ca8c85a49299a4a0e762478339	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.6	\N	\N	32768	b6358305	c7bb4236a75ec6b88f011bc30f8fb9a718e2ca3e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.9	\N	\N	32768	587113ae	90abe961494a1af7c87693a419fbabf7a58a5dee	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.10	\N	\N	32768	422d946b	c251ef9597a11ec8de39be4fcbddaba84e649ef2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.11	\N	\N	32768	b1b7b925	199b0b52bbeb384211171eca5c50a1c0ebf6826f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapfigh	slapfigh.12	\N	\N	32768	8545d397	9a1fd5bfd8fb830b8e46643c08eef32ba968fc23	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	slapboot	\N	\N	\N	\N	\N	Slap Fight (Japan bootleg)	1986	bootleg	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.2	\N	\N	32768	9a7ac8b3	01fbad9b4fc80f2406eff18db20e196e212d0c17	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.1	\N	\N	32768	3c42e4a7	8e4da1e6e73603e484ba4f5609ac9ea92999a526	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.13	\N	\N	8192	87f4705a	a90d5644ce268f3321047a4f96df96ac294d2f1b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.4	\N	\N	8192	33cadc93	59ffc206c62a651d2ac0ef52f519dd56edf2c021	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.3	\N	\N	8192	2ac7b943	d0c3560bb1f0c2647aeff807cb4b09450237b955	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.8	\N	\N	32768	974e2ea9	3840550fc3a833828dad8f3e300d2ea583d69ce7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.7	\N	\N	32768	5faeeea3	696fba24bcf1f3a7e914a4403854da5eededaf7f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.5	\N	\N	32768	e92d9d60	2554617e0e6615ca8c85a49299a4a0e762478339	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.6	\N	\N	32768	b6358305	c7bb4236a75ec6b88f011bc30f8fb9a718e2ca3e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.9	\N	\N	32768	587113ae	90abe961494a1af7c87693a419fbabf7a58a5dee	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.10	\N	\N	32768	422d946b	c251ef9597a11ec8de39be4fcbddaba84e649ef2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.11	\N	\N	32768	b1b7b925	199b0b52bbeb384211171eca5c50a1c0ebf6826f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	slapboot	slapfigh.12	\N	\N	32768	8545d397	9a1fd5bfd8fb830b8e46643c08eef32ba968fc23	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	alcon	\N	\N	\N	\N	\N	Alcon	1986	<unknown>	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.0	\N	\N	32768	2ba82d60	b37659aa18a3f96a3cc7fa93db2439f36487b8c8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.1	\N	\N	32768	18bb2f12	7c16d4bbb8b5e22f227aff170e5e6326c5968968	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.2	\N	\N	8192	87f4705a	a90d5644ce268f3321047a4f96df96ac294d2f1b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.3	\N	\N	8192	404152c0	d05bc9baa1f336475fffc2f19f1018e9f0547f10	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.4	\N	\N	8192	31003483	7014ceb6313ac5a3d2dcb735643dfd8bfabaa185	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.5	\N	\N	32768	974e2ea9	3840550fc3a833828dad8f3e300d2ea583d69ce7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.6	\N	\N	32768	5faeeea3	696fba24bcf1f3a7e914a4403854da5eededaf7f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.8	\N	\N	32768	e92d9d60	2554617e0e6615ca8c85a49299a4a0e762478339	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.7	\N	\N	32768	b6358305	c7bb4236a75ec6b88f011bc30f8fb9a718e2ca3e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.9	\N	\N	32768	587113ae	90abe961494a1af7c87693a419fbabf7a58a5dee	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.10	\N	\N	32768	422d946b	c251ef9597a11ec8de39be4fcbddaba84e649ef2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.11	\N	\N	32768	b1b7b925	199b0b52bbeb384211171eca5c50a1c0ebf6826f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	alcon	alcon.12	\N	\N	32768	8545d397	9a1fd5bfd8fb830b8e46643c08eef32ba968fc23	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	tazmania	\N	\N	\N	\N	\N	Tazz-Mania	1982	Stern	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.1	\N	\N	2048	6ecc84a2	6f31e69bd613b93e1fac26163f39676299c65a76	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.2	\N	\N	2048	e27b09f6	1a419c8f45639e2c2351eeb94bf62fca35d5928e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.3	\N	\N	2048	954868f3	3882e17ffd9bcfcff383ed95279606962f89dafd	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.4	\N	\N	2048	238520e6	eec76b54058a6a6139f13f188d243f20d1a7aa12	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.5	\N	\N	2048	0527e513	20175c293f1cf45fa21dd400cb2718dd8ee0dcea	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.6	\N	\N	2048	af2b92d8	5642666eb66d549390cd5b13a7029daede6d3ff8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.7	\N	\N	2048	bbdc41d3	17de825efd56541dbdbacdc83f77f3ccaef2d07f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.8	\N	\N	2048	eb35f49c	0f2bf1043092e746fdbc5d2e0292aeaa7b7f0218	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.a	\N	\N	4096	38f326f8	5c5463666b6ed15cbcc874faf79cc06ae1cba59a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.b	\N	\N	4096	2a22a9dc	07aecdff852065671e488682cf710fd48273b88c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.g1	\N	\N	2048	2c5b612b	32e3a41a9a4a8b1285b6a195213ff0d98012360a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tazmania	tazmania.g2	\N	\N	2048	3f5ff3ac	bc70eef54a45b52c14e35464e5f06b5eec554eb6	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	starfor2	\N	\N	\N	\N	\N	Starforce v2	1984	Tehkan	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.1	\N	\N	32768	d8d85ab7	be73af0ea28e55163ae64a000d8c0914fde0ea83	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.2	\N	\N	16384	f59d941b	2a922624e7245c63cf5b34d878b6ba38f0c3728e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.3	\N	\N	16384	73f4140f	5815721b3a89415c4845c392ec9fcd5f0396a12a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.4	\N	\N	16384	a9e719c3	cb27395c4a269db03a2e21662529f536f872e56e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.5	\N	\N	16384	cf779ce8	693a7fa5ede1df42ffaa73821e60cace4c3b9632	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.6	\N	\N	16384	dfe04a7d	4f669d37e544c1b130dd1d589e2ebf1666e16863	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starfor2	starforc.7	\N	\N	61440	f3808e6e	adc0f00db85af9815f25bb6615d318dae57bba23	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	airwolf	\N	\N	\N	\N	\N	Air Wolf	1987	Kyugo	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.1	\N	\N	32768	a3c7af5c	0f70ca94f3d168d38e0e93252e9441973f72441a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.2	\N	\N	32768	8c993cce	925a5a9a2ee382556e2c2e928fd483344eba72c3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.3	\N	\N	32768	de91dfb1	9f338542f44905d0b895d99510475113eb860f0d	\N	\N	\N	\N	\N	\N	
