game	SEGA_Model_2_Emulator_v0.9	bel	\N	\N	\N	\N	\N	Behind Enemy Lines	1998	Sega/EPL Productions	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	epr-18822c.12	\N	\N	131072	c7b3e45a	d3a6910bf6efc138e0e40332219b90dea7d6ea56	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	epr-18823c.13	\N	\N	131072	6b0c1dfb	6da5c071e3ce842a99f928f473d4ccf7165785ac	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	epr-18824c.14	\N	\N	131072	352bb817	389cbf951ba606acb9ab7bff5cda85d9166e64ff	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	epr-18825c.15	\N	\N	131072	f88b036c	f6196e8da5e6579fe3fa5c24ab9538964c98e267	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18751.10	\N	\N	2097152	773ad43d	4d1601dc08a08b724e33e7cd90a4f22e18cfed9c	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18752.11	\N	\N	2097152	4da3719e	24007e4ae3ba1a06321328d14e2bd6002fa1936e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18749.8	\N	\N	2097152	c3fe0eea	ada21405a136935ac4da1a3535c25fccf903f2d1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18750.9	\N	\N	2097152	40b55494	d98ae5518c5d31b155b1a7c4f7d9d67f44d7beae	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18747.6	\N	\N	2097152	a65ec1e8	92636bdff0ae4cdb43dfc2986fad2d1b59469323	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18748.7	\N	\N	2097152	375e3748	6c2e903dd073b130bcabb347631b876dc868b494	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18862.4	\N	\N	524288	9adc3a30	029db946338f8e0eccace8590082cc96bdf13e31	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18863.5	\N	\N	524288	603742e9	f78a5f7e582d313880c734158bb0fa68b256a58a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18761.28	\N	\N	2097152	4e39ec05	50696cd320f1a6492e0c193713acbce085d959cd	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18762.29	\N	\N	2097152	4ab165d8	7ff42a4c7236fec76f94f2d0c5537e503bcc98e5	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18753.16	\N	\N	2097152	33ddaa0d	26f643d6b9cecf08bd249290a670a0edea1b5be4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18756.20	\N	\N	2097152	28713617	fc2a6258387a1bc3fae2109b2dae6dd2a1984ab5	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18754.17	\N	\N	2097152	09aabde5	e50646efb2ca59792833ce91398c4efa861ad6d1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18757.21	\N	\N	2097152	25fc92e9	226c4c7289b3b6009c1ffea4a171e3fb4e31a67c	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18755.18	\N	\N	2097152	bf094d9e	2cd7130b226a28098191a6caf6fd761bb0bfac7b	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18758.22	\N	\N	2097152	1b5473d0	658e33503f6990f4d9a954c63efad5f53d15f3a4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18760.25	\N	\N	2097152	4e3a4a89	bba6cd2a15b3f963388a3a87880da86b10f6e0a2	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18759.24	\N	\N	2097152	278d8742	5f285fc8cfe88c00ba2bbe1b509b49abd38e00ec	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	epr-18826.30	\N	\N	262144	ed9fe4c1	c3dd8a1324a4dc9b012bd9bf21d1f48578870f72	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18827.31	\N	\N	2097152	58d78ca1	95275ed8315c044bfde2f23c10416f22627b34df	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18764.32	\N	\N	2097152	0dc6a860	cb2ada0f8a592940de11ee781ad4beb5095c3b37	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18765.36	\N	\N	2097152	ca4a803c	70b59da8f2532a02e980caba5bb86ec13a4d7ab5	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	manxtt	mpr-18766.37	\N	\N	2097152	e41892ea	9ef5e26db4abf0ed36df63fc246b568e1c5d6cfa	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	motoraid	\N	\N	\N	model2	\N	Motoraid	1995	Sega	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20007.12	\N	\N	524288	f040c108	a6a0fa8fb9d62d0cc2ac84ea3ad457953952d980	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20008.13	\N	\N	524288	78976e1a	fd15e8c81b3b2f3bdf3bb8d9414b9b8a6f1f000f	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20019.10	\N	\N	4194304	49053727	0543d19d1d60b1d12b4409c1491782f2232da685	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20020.11	\N	\N	4194304	cc5ddb15	19e15e0e9ec1bb5d1b789876778fbb487cfea1ba	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20017.8	\N	\N	4194304	4e206acd	b48b5bd3a2f68c62d16516a037fbd45f49283d23	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20018.9	\N	\N	4194304	e7ed0e85	78a0c72095a664c4b6e529beea46a31ae0a99e5a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20015.6	\N	\N	4194304	23427339	3e37cfcb4dcc8976805934faf8805cd83acde66e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20016.7	\N	\N	4194304	c99a83f4	b057d61478f7dc7a32ad233473f1a63498b3779e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20013.4	\N	\N	524288	a4478f52	28f430319b34e715ca57ce4e01be23a786eab4bc	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20014.5	\N	\N	524288	1aa541be	c4cc61a42e89aaae075ad1b6e8df2907c5710d3e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20011.28	\N	\N	1048576	794c026c	85abd667491fd019ee18ba256fd580356f4e1fe9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20012.29	\N	\N	1048576	f53db4e3	4474610eed52248e5e36be438eff5d39f076b134	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20023.16	\N	\N	4194304	016be8d6	804f69cd342e25cf1bed48e778981d67c4d1c9c7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20026.20	\N	\N	4194304	20044a30	46be0cc2b8a4a3f530d081d11c6099d814977270	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20024.17	\N	\N	4194304	62fd2d5b	6a386a666ae57da5e47364da7b97da9c913710ef	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20027.21	\N	\N	4194304	b2504ea6	17c23c64b1080ab6a8eb282cabcd7d7612193045	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20025.18	\N	\N	4194304	d4ecd0be	9df0d1db32b818dad28f9eeab3bc19c56d27ec6d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20028.22	\N	\N	4194304	3147e0e1	9aa0e13c8dc5073a603279a538cc7662531dfd19	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20022.25	\N	\N	4194304	9e47b3c2	c73279e837f56c0417c07ba3c642af28fe9a24fa	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20021.24	\N	\N	4194304	3cbf36cb	059cea17f9d6f5960d9fd869c36ffb6fcf230c1a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	epr-20029.30	\N	\N	524288	927d31b9	e7a18ccf5a0b9ebf18ae1d5518973fa3b4eb4653	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20030.31	\N	\N	2097152	b70ab686	006911ce6332091d17808855c60a72fe928df778	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20031.32	\N	\N	2097152	84da70e4	77962afcac82589cc7bc852329335676ae3e23cf	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20032.36	\N	\N	2097152	15516d35	bced0d30f9b6ab579a11ac069cbb9d6d91352246	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	motoraid	mpr-20033.37	\N	\N	2097152	8c8ed187	a9e8e2d38b23716df2e211748c52b6b666f4c111	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	overrev	\N	\N	\N	\N	\N	Over Rev (Revision A)	1997	Jaleco	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	epr-20124a.15	\N	\N	524288	74beb8d7	c65c641138ecd7312c4930702d1498b8a346175a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	epr-20125a.16	\N	\N	524288	def64456	cedb64d2d99a73301ef45c2f5f860a9b87faf6a7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-19996.11	\N	\N	4194304	21928a00	6b439fd2b113b64df9378ef8180a17aa6fa975c5	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-19997.12	\N	\N	4194304	2a169cab	dbf9af938afd0599d345c42c1df242e575c14de9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-19994.9	\N	\N	4194304	e691fbd5	b99c2f3f2a682966d792917dfcb8ed8e53bc0b7a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-19995.10	\N	\N	4194304	82a7828e	4336a12a07a67f94091b4a9b491bab02c375dd15	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-19998.17	\N	\N	2097152	6a834574	8be19bf42dbb157d6acde62a2018ef4c0d41aab4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-19999.21	\N	\N	2097152	ff590a2d	ad29e4270b4a2f82189fbab83358eb1200f43777	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-20001.27	\N	\N	2097152	6ca236aa	b3cb89fadb42afed13be4f229d7158dee487978a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-20000.25	\N	\N	2097152	894d8ded	9bf7c754a29eef47fa49b5567980601895127306	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	epr-20002.31	\N	\N	524288	7efb069e	30b1bbaf348d6a6b9ee2fdf82a0749baa025e0bf	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-20003.32	\N	\N	4194304	149ac22b	c890bbaebbbb07b62bcb8a3a8edded9fa0ec9a1e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	overrev	mpr-20004.34	\N	\N	4194304	0b9c5410	e5bb30702fc853ccc03316be07a334269d3ebb4a	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	pltkids	\N	\N	\N	model2	\N	Pilot Kids (Model 2B, Revision A)	1998	Psikyo	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	epr-21285a.15	\N	\N	524288	bdde5b41	14c3f5031f85c6756c00bc67765a967ebaf7eb7f	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	epr-21286a.16	\N	\N	524288	c8092e0e	01030621efa9c97eb43f4a5e3e029ec99a2363c5	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21262.da0	\N	\N	4194304	aa71353e	6eb5e8284734f01beec1dbbee049b6b7672e2504	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21263.da1	\N	\N	4194304	d55d4509	641db6ec3e9266f8265a4b541bcd8c2f7d164cc3	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21264.tp0	\N	\N	4194304	6b35204d	3a07701b140eb3088fad29c8b2d9c1e1e7ef9471	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21268.tp1	\N	\N	4194304	16ce2147	39cba6b4f1130a3da7e2d226c948425eec34090e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21265.tp2	\N	\N	4194304	f061e639	a89b7a84192fcc1e9e0fe9adf7446f7b275d5a03	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21269.tp3	\N	\N	4194304	8c06255e	9a8c302528e590be1b56ed301da30abf21f0be2e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21266.tp4	\N	\N	4194304	f9c32021	b21f8bf281bf2cfcdc7e5eb798cd633e905ab8b8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21270.tp5	\N	\N	4194304	b61f81c3	7733f44e791974070df139958eb97e0585ee50f8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21267.tp6	\N	\N	4194304	c42cc938	6153f52add63295122e1215dd07d648d030a7306	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21271.tp7	\N	\N	4194304	a5325c75	d52836760475c7d9fbb4e5b8147ac416ffd1fcd9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21274.tx1	\N	\N	4194304	f045e3d1	548909d2da22ed98594e0ab6ecffebec4fca2f93	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21272.tx0	\N	\N	4194304	dd605c21	8363a082a666ceeb84df84929ff3fbaff49af821	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21275.tx3	\N	\N	4194304	c4870b7c	feb8a34acb620a36ed5aea92d22622a76d7e1b29	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21273.tx2	\N	\N	4194304	722ec8a2	1a1dc92488cde6284a96acce80e47a9cceccde76	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	epr-21276.sd0	\N	\N	524288	8f415bc3	4e8e1ccbe025deca42fcf2582f3da46fa34780b7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21277.sd1	\N	\N	2097152	bfba0ff6	11081b3eabc33a42ecfc0b2b535ce16510496144	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21278.sd2	\N	\N	2097152	27e18e08	254c0ad4d6bd572ff0efc3ea80489e73716a31a7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21279.sd3	\N	\N	2097152	3a8dcf68	312496b45b699051c8b4dd0e5d94e73fe5f3ad8d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkids	mpr-21280.sd4	\N	\N	2097152	aa548124	a94adfe16b5c3236746451c181ccd3e1c27432f4	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	pltkidsa	\N	\N	pltkids	pltkids	\N	Pilot Kids (Model 2A)	1998	Psikyo	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	epr-21281.pr0	\N	\N	524288	293ead5d	5a6295e543d7e68387de0ca4d88e930a0d8ed25c	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	epr-21282.pr1	\N	\N	524288	ed0e7b9e	15f3fab6ac2dd40f32bda55503378ab14f998707	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21262.da0	mpr-21262.da0	\N	4194304	aa71353e	6eb5e8284734f01beec1dbbee049b6b7672e2504	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21263.da1	mpr-21263.da1	\N	4194304	d55d4509	641db6ec3e9266f8265a4b541bcd8c2f7d164cc3	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21264.tp0	mpr-21264.tp0	\N	4194304	6b35204d	3a07701b140eb3088fad29c8b2d9c1e1e7ef9471	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21268.tp1	mpr-21268.tp1	\N	4194304	16ce2147	39cba6b4f1130a3da7e2d226c948425eec34090e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21265.tp2	mpr-21265.tp2	\N	4194304	f061e639	a89b7a84192fcc1e9e0fe9adf7446f7b275d5a03	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21269.tp3	mpr-21269.tp3	\N	4194304	8c06255e	9a8c302528e590be1b56ed301da30abf21f0be2e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21266.tp4	mpr-21266.tp4	\N	4194304	f9c32021	b21f8bf281bf2cfcdc7e5eb798cd633e905ab8b8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21270.tp5	mpr-21270.tp5	\N	4194304	b61f81c3	7733f44e791974070df139958eb97e0585ee50f8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21267.tp6	mpr-21267.tp6	\N	4194304	c42cc938	6153f52add63295122e1215dd07d648d030a7306	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21271.tp7	mpr-21271.tp7	\N	4194304	a5325c75	d52836760475c7d9fbb4e5b8147ac416ffd1fcd9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21274.tx1	mpr-21274.tx1	\N	4194304	f045e3d1	548909d2da22ed98594e0ab6ecffebec4fca2f93	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21272.tx0	mpr-21272.tx0	\N	4194304	dd605c21	8363a082a666ceeb84df84929ff3fbaff49af821	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21275.tx3	mpr-21275.tx3	\N	4194304	c4870b7c	feb8a34acb620a36ed5aea92d22622a76d7e1b29	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21273.tx2	mpr-21273.tx2	\N	4194304	722ec8a2	1a1dc92488cde6284a96acce80e47a9cceccde76	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	epr-21276.sd0	epr-21276.sd0	\N	524288	8f415bc3	4e8e1ccbe025deca42fcf2582f3da46fa34780b7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21277.sd1	mpr-21277.sd1	\N	2097152	bfba0ff6	11081b3eabc33a42ecfc0b2b535ce16510496144	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21278.sd2	mpr-21278.sd2	\N	2097152	27e18e08	254c0ad4d6bd572ff0efc3ea80489e73716a31a7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21279.sd3	mpr-21279.sd3	\N	2097152	3a8dcf68	312496b45b699051c8b4dd0e5d94e73fe5f3ad8d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	pltkidsa	mpr-21280.sd4	mpr-21280.sd4	\N	2097152	aa548124	a94adfe16b5c3236746451c181ccd3e1c27432f4	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	rchase2	\N	\N	\N	\N	\N	Rail Chase 2 (Revision A)	\N	Sega	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	rchase2	epr-18045a.15	\N	\N	524288	bfca0314	9eb0f2cdab8c10fda9edc0ddc439263af3903cdc	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	rchase2	epr-18046a.16	\N	\N	524288	0b8d3074	fee8436399fb97ad5b8357b81e69bd5c27af1dde	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	rchase2	epr-18074a.13	\N	\N	524288	ca4b58df	d41cb8efd9fd65eea9e7aefadebfd0a27ef145fb	\N	\N	\N	\N	\N	\N	
