game	WinKawaks_v1.60	2020bb	\N	\N	\N	neogeo	\N	2020 Super Baseball	1991	SNK / Pallas	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.17m	\N	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.19m	\N	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.14m	\N	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.16m	\N	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.18m	\N	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.20m	\N	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvse.03f	\N	\N	524288	b72dc199	61bd581ea4b969298f8a39fe03023b5456cac750	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvse.04f	\N	\N	524288	6ef799f9	2d45dbf7bc277b84c6bcd9615ab3b80c42af7781	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.05a	\N	\N	524288	1a5de0cb	738a27f83704c208d36d73bf766d861ef2d51a89	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.06a	\N	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.07b	\N	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.08a	\N	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.09b	\N	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.10b	\N	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.01	\N	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.02	\N	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.11m	\N	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsf	mvs.12m	\N	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	mshvsfu	\N	\N	mshvsf	mshvsf	\N	Marvel Super Heroes Vs. Street Fighter (US 970827)	1997	Capcom	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.13m	mvs.13m	\N	4194304	29b05fd9	e8fdb1ee5515a560eb4256ae4fd99bb1192e1a87	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.15m	mvs.15m	\N	4194304	faddccf1	4ed03ea91883a0413325f57edcc1614120b5922c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.17m	mvs.17m	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.19m	mvs.19m	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.14m	mvs.14m	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.16m	mvs.16m	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.18m	mvs.18m	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.20m	mvs.20m	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvsu.03g	\N	\N	524288	0664ab15	939fb1e3c06c33fc212b26ecfceac3180e108e9d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvsu.04g	\N	\N	524288	97e060ee	787924e04508c83ecd4c3a872882d2be9e57eb50	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.05d	\N	\N	524288	921fc542	b813082a480d42d663c713062892245faabe9101	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.06a	mvs.06a	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.07b	mvs.07b	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.08a	mvs.08a	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.09b	mvs.09b	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.10b	mvs.10b	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.01	mvs.01	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.02	mvs.02	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.11m	mvs.11m	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu	mvs.12m	mvs.12m	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	mshvsfu1	\N	\N	mshvsf	mshvsf	\N	Marvel Super Heroes Vs. Street Fighter (US 970625)	1997	Capcom	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.13m	mvs.13m	\N	4194304	29b05fd9	e8fdb1ee5515a560eb4256ae4fd99bb1192e1a87	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.15m	mvs.15m	\N	4194304	faddccf1	4ed03ea91883a0413325f57edcc1614120b5922c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.17m	mvs.17m	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.19m	mvs.19m	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.14m	mvs.14m	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.16m	mvs.16m	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.18m	mvs.18m	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.20m	mvs.20m	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvsu.03d	\N	\N	524288	ae60a66a	1fa7e6534d02ec8059153705b1161a55b9cfe803	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvsu.04d	\N	\N	524288	91f67d8a	e95f7a3fb281e1bafdbe7a1b22532c4fab5ec89d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.05a	mvs.05a	\N	524288	1a5de0cb	738a27f83704c208d36d73bf766d861ef2d51a89	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.06a	mvs.06a	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.07b	mvs.07b	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.08a	mvs.08a	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.09b	mvs.09b	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.10b	mvs.10b	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.01	mvs.01	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.02	mvs.02	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.11m	mvs.11m	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfu1	mvs.12m	mvs.12m	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	mshvsfa	\N	\N	mshvsf	mshvsf	\N	Marvel Super Heroes Vs. Street Fighter (Asia 970625)	1997	Capcom	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.13m	mvs.13m	\N	4194304	29b05fd9	e8fdb1ee5515a560eb4256ae4fd99bb1192e1a87	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.15m	mvs.15m	\N	4194304	faddccf1	4ed03ea91883a0413325f57edcc1614120b5922c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.17m	mvs.17m	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.19m	mvs.19m	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.14m	mvs.14m	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.16m	mvs.16m	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.18m	mvs.18m	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.20m	mvs.20m	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvsa.03f	\N	\N	524288	5b863716	6a129274711765bbf5acbb225e3fce6d93d7f421	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvsa.04f	\N	\N	524288	4886e65f	758fc9c453a864e32588c7fb33166c93e798a39c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.05a	mvs.05a	\N	524288	1a5de0cb	738a27f83704c208d36d73bf766d861ef2d51a89	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.06a	mvs.06a	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.07b	mvs.07b	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.08a	mvs.08a	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.09b	mvs.09b	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.10b	mvs.10b	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.01	mvs.01	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.02	mvs.02	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.11m	mvs.11m	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa	mvs.12m	mvs.12m	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	mshvsfa1	\N	\N	mshvsf	mshvsf	\N	Marvel Super Heroes Vs. Street Fighter (Asia 970620)	1997	Capcom	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.13m	mvs.13m	\N	4194304	29b05fd9	e8fdb1ee5515a560eb4256ae4fd99bb1192e1a87	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.15m	mvs.15m	\N	4194304	faddccf1	4ed03ea91883a0413325f57edcc1614120b5922c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.17m	mvs.17m	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.19m	mvs.19m	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.14m	mvs.14m	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.16m	mvs.16m	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.18m	mvs.18m	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.20m	mvs.20m	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvsa.03	\N	\N	524288	92ef1933	34e6a074734032af74afa52bfebbc213a9c886d7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvsa.04	\N	\N	524288	4b24373c	f340dda7d5339645fd1ea523e72783fb7bb7aba1	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.05	\N	\N	524288	ac180c1c	1b368ebe7680796dc068b511b72359eec546cd9f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.06a	mvs.06a	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.07b	mvs.07b	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.08a	mvs.08a	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.09b	mvs.09b	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.10b	mvs.10b	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.01	mvs.01	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.02	mvs.02	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.11m	mvs.11m	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfa1	mvs.12m	mvs.12m	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	mshvsfj	\N	\N	mshvsf	mshvsf	\N	Marvel Super Heroes Vs. Street Fighter (Japan 970707)	1997	Capcom	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.13m	mvs.13m	\N	4194304	29b05fd9	e8fdb1ee5515a560eb4256ae4fd99bb1192e1a87	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.15m	mvs.15m	\N	4194304	faddccf1	4ed03ea91883a0413325f57edcc1614120b5922c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.17m	mvs.17m	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.19m	mvs.19m	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.14m	mvs.14m	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.16m	mvs.16m	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.18m	mvs.18m	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.20m	mvs.20m	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvsj.03i	\N	\N	524288	d8cbb691	16820cf3bc7285477e61bd598a3ed4ea5e0e770d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvsj.04i	\N	\N	524288	32741ace	36db3a3aeaf29369977593c051bf5665cffefb2d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.05h	\N	\N	524288	77870dc3	924a7c82456bb44d7b0be65af11dbe1a2420a3f0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.06a	mvs.06a	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.07b	mvs.07b	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.08a	mvs.08a	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.09b	mvs.09b	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.10b	mvs.10b	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.01	mvs.01	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.02	mvs.02	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.11m	mvs.11m	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj	mvs.12m	mvs.12m	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	mshvsfj1	\N	\N	mshvsf	mshvsf	\N	Marvel Super Heroes Vs. Street Fighter (Japan 970702)	1997	Capcom	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.13m	mvs.13m	\N	4194304	29b05fd9	e8fdb1ee5515a560eb4256ae4fd99bb1192e1a87	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.15m	mvs.15m	\N	4194304	faddccf1	4ed03ea91883a0413325f57edcc1614120b5922c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.17m	mvs.17m	\N	4194304	97aaf4c7	6a054921cc14fe080cb3f62c391f8ae3cc7e8ba9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.19m	mvs.19m	\N	4194304	cb70e915	da4d2480d348ac6dfd01256a88f4f3db8357ae46	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.14m	mvs.14m	\N	4194304	b3b1972d	0f2c3fb7de014181ee481ec35d0578b2c116c2dc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.16m	mvs.16m	\N	4194304	08aadb5d	3a2c222eca3e7df80ce69951b3db6442312751a4	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.18m	mvs.18m	\N	4194304	c1228b35	7afdfb552888c79d0fbb30242b3d917b87fad57a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.20m	mvs.20m	\N	4194304	366cc6c2	6f2a789087c8e404c5227b927fa8328c03593243	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvsj.03h	\N	\N	524288	fbe2115f	b2d8a62e394c2eb4070cac742b0f403252e46a25	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvsj.04h	\N	\N	524288	b528a367	ecac71b032b431c63a4cf73a1d1d1be1faebc12b	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.05g	\N	\N	524288	9515a245	eafa877fd4a4e58e7c98336658e986a4a27d6b91	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.06a	mvs.06a	\N	524288	959f3030	fbbaa915324815246738f3426232e623f039ce26	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.07b	mvs.07b	\N	524288	7f915bdb	683da09c5ba55e31b59aa95a8e13c45dc574ab3c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.08a	mvs.08a	\N	524288	c2813884	49e5d4bc48f90c8146cb6aafb9240aff0119f1a7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.09b	mvs.09b	\N	524288	3ba08818	9ab132a3cac55fcccebe6c99b6fb0ba1305f8f6e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.10b	mvs.10b	\N	524288	cf0dba98	f4c1f8a6e7a79ecc6241d5268b3039f8a09ea516	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.01	mvs.01	\N	131072	68252324	138ef320ef27956b2ab5591d49a1315b7b0a194c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.02	mvs.02	\N	131072	b34e773d	3bcf44bf06c35814cff29d244142db7abe05bd39	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.11m	mvs.11m	\N	4194304	86219770	4e5b68d382a5aa37f8b0b6434c53a2b95f5f9a4d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	mshvsfj1	mvs.12m	mvs.12m	\N	4194304	f2fd7f68	28a30d55d3eaf963006c7cbe7c288099cd3ba536	\N	\N	\N	\N	\N	\N	
