game	GalEmu_v40.9	galaxian	\N	\N	\N	\N	\N	Galaxian (Namco)	1979	Namco	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk1	\N	\N	4096	c8866ccb	1fc8bc643ecbfa86a50448d79b299f5a3dd586c5	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk2	\N	\N	4096	7caea29b	5b3946ee914b1637db9046abf92d66ceaeb4fc5f	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk3	\N	\N	4096	7b4bfa76	9223bec0c1cc39bc84670869b2a4fab0d0167c6e	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk4	\N	\N	4096	056fc921	de8525571e5a82ddf74dd57b1a6c5bc9f2d2c0fe	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk5	\N	\N	4096	d27f1e0c	c3b4ae55a93516b034a16c9f943b360b24c933d6	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk6	\N	\N	4096	a7089588	e76242b043b1d8f060f669da3ddeee3d10122cdb	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	streakng	sk.bpr	\N	\N	32	bce79607	49d60fde149240bcd025f721b0fbbbdbc549a42f	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	blkhole	\N	\N	galaxian	galaxian	\N	Black Hole	1980	TDS	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh1	\N	\N	2048	64998819	69fe5dfbe6cde18ef4cae62da12b5c692c2c72b9	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh2	\N	\N	2048	26f26ce4	720ce7af05ef596fb9a109591534c74d282955e8	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh3	\N	\N	2048	3418bc45	088bbbde66b7b5c36fa48cf14c22146e1444e67c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh4	\N	\N	2048	735ff481	d9b32db048a0e2a1195cd6f7326005e6622242a9	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh5	\N	\N	2048	3f657be9	3ed1ee0bc199c1625156d2771eecd18a57a0e6ed	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh6	\N	\N	2048	a057ab35	430261bafe20fc182e6e6659019cf42643e95d54	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh7	\N	\N	2048	975ba821	c50d55f6ab81b803d67f5e18c1243ef85a1a2df1	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	bh8	\N	\N	2048	03d11020	5768b573fac9aac168db2723462cca76d4d80552	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	blkhole	galaxian.clr	galaxian.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
