game	Mjolnir_v0.3.1	winrun	\N	namcos21.c	\N	\N	\N	Winning Run Suzuka Grand Prix	1989	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg3.1e	\N	\N	2097152	39b62921	873287d81338baf10dd85214d82f6c38bfdf199e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg4.1f	\N	\N	2097152	a9791ea2	245b2ebbadd1fbca90dc241f88e9f6f341b2a01a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg5.1j	\N	\N	2097152	b2c79ec1	6f669996863bdf1fe09b0c1a2a876625029d3d43	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg6.1k	\N	\N	2097152	8cddedc2	e3993f5505bc7e61bec7be5b48c873572e1220f7	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg7.1n	\N	\N	2097152	b39147ca	50ca6691fc809c95e6999dd52e39f2b8c2d22f3b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1ccrl.5a	\N	\N	2097152	bc634f72	b5c504ed92bca7682614fc4c51f38cff607e6f2a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1ccrh.5c	\N	\N	524288	a741b262	363076220a0eacc67befda05f8253963e8ffbcaa	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potl0.5b	\N	\N	524288	de2ce519	2fe0dd000571f76d1a4df6a439d40119125170ef	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potl1.4b	\N	\N	524288	2215cb5a	d48ee692ab3dbcffdc49d22f6f232ca9390da766	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potl2.3b	\N	\N	524288	ddb15bf7	4c54ec98e0cba10841d43a4ce593cdacfd7f90f8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potl3.2b	\N	\N	524288	fa9361ca	35a5c2712bca9c62400b724754de3a931ad21561	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potm0.5c	\N	\N	524288	3c024f3a	711f0442823797b2d410352796a5cca66af98dce	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potm1.4c	\N	\N	524288	b1a32a68	e24abb3a7e35d098abae5420bf8ef5c975718987	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potm2.3c	\N	\N	524288	a414fe15	eb27cdca045ab2ab27dec179043328847fb65e11	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potm3.2c	\N	\N	524288	2953bbb4	aca1acd87f7130d2522d0c6f8e60beeb7ab7495a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potu0.5d	\N	\N	524288	b9eaf3cc	3b2a9041f1fa90706ecf7d4fbff918516f891a07	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potu1.4d	\N	\N	524288	a5c55258	826d4dde761aec7d848456f7bc4ba6268fe99605	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potu2.3d	\N	\N	524288	c18fcb74	a4009ae2b014dc89aed4741fd97f84350117c2f4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1potu3.2d	\N	\N	524288	79735aaa	1cf14274669b916a7641f7a16785da1b72347485	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1eeprm.9e	\N	\N	8192	801222e6	a97ba76ad73f75fe7289e2c0d60b2dfdf2a99604	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rr1gam.2d	\N	\N	256	b2161bce	d2681cc0cf8e68df0d942d392b4eb4458c4bb356	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1wav0.10r	\N	\N	1048576	5aef8143	a75d31298e3ff9b290f238976a11e8b85cfb72d3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1wav1.10p	\N	\N	1048576	9ed9e6b3	dd1da2b08d1b6aa0912daacc77744c9799aabb78	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1wav2.10n	\N	\N	1048576	5af9dc83	9aeb7f8217b806a6f3ed93056513af9fbcb6b372	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1wav3.10l	\N	\N	1048576	ffb9ad75	a9a61a597bd3bbe9732f92747d82264fe4d9af48	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	raveracj	\N	namcos22.c	raveracw	raveracw	\N	Rave Racer (Rev. RV1, Japan)	1995	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1prll.4d	\N	\N	524288	5dfce6cd	1aeeca1e507ae4cbe3d39ca5efd1cc4fe1ab03a8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1prlm.2d	\N	\N	524288	0d4d9f74	f886b0629cbf5a369af1f44e53c6fd3f51b3fbc9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1prum.8d	\N	\N	524288	28e503e3	a3071461f840f28c65c660de215c73f812f356b3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1pruu.6d	\N	\N	524288	c47d9ff4	4d7c4ac4151a3b306e7277937add8eee26e561a6	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1data.6r	rv1data.6r	\N	524288	d358ec20	140c513349240417bb546dd2d151f3666b818e91	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	pr1data.8k	pr1data.8k	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg0.1a	rv1cg0.1a	\N	2097152	c518f06b	4c01d453244192dd13087bdc72a7f7be80b47cbc	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg1.1c	rv1cg1.1c	\N	2097152	6628f792	7a5405c5fcb2f3f001ae17df393c31e61a834f2b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg2.1d	rv1cg2.1d	\N	2097152	0b707cc5	38e1a554b278062edc369565353497ac4b016f78	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg3.1e	rv1cg3.1e	\N	2097152	39b62921	873287d81338baf10dd85214d82f6c38bfdf199e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg4.1f	rv1cg4.1f	\N	2097152	a9791ea2	245b2ebbadd1fbca90dc241f88e9f6f341b2a01a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg5.1j	rv1cg5.1j	\N	2097152	b2c79ec1	6f669996863bdf1fe09b0c1a2a876625029d3d43	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg6.1k	rv1cg6.1k	\N	2097152	8cddedc2	e3993f5505bc7e61bec7be5b48c873572e1220f7	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1cg7.1n	rv1cg7.1n	\N	2097152	b39147ca	50ca6691fc809c95e6999dd52e39f2b8c2d22f3b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1ccrl.5a	rv1ccrl.5a	\N	2097152	bc634f72	b5c504ed92bca7682614fc4c51f38cff607e6f2a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1ccrh.5c	rv1ccrh.5c	\N	524288	a741b262	363076220a0eacc67befda05f8253963e8ffbcaa	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potl0.5b	rv1potl0.5b	\N	524288	de2ce519	2fe0dd000571f76d1a4df6a439d40119125170ef	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potl1.4b	rv1potl1.4b	\N	524288	2215cb5a	d48ee692ab3dbcffdc49d22f6f232ca9390da766	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potl2.3b	rv1potl2.3b	\N	524288	ddb15bf7	4c54ec98e0cba10841d43a4ce593cdacfd7f90f8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potl3.2b	rv1potl3.2b	\N	524288	fa9361ca	35a5c2712bca9c62400b724754de3a931ad21561	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potm0.5c	rv1potm0.5c	\N	524288	3c024f3a	711f0442823797b2d410352796a5cca66af98dce	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potm1.4c	rv1potm1.4c	\N	524288	b1a32a68	e24abb3a7e35d098abae5420bf8ef5c975718987	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potm2.3c	rv1potm2.3c	\N	524288	a414fe15	eb27cdca045ab2ab27dec179043328847fb65e11	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potm3.2c	rv1potm3.2c	\N	524288	2953bbb4	aca1acd87f7130d2522d0c6f8e60beeb7ab7495a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potu0.5d	rv1potu0.5d	\N	524288	b9eaf3cc	3b2a9041f1fa90706ecf7d4fbff918516f891a07	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potu1.4d	rv1potu1.4d	\N	524288	a5c55258	826d4dde761aec7d848456f7bc4ba6268fe99605	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potu2.3d	rv1potu2.3d	\N	524288	c18fcb74	a4009ae2b014dc89aed4741fd97f84350117c2f4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1potu3.2d	rv1potu3.2d	\N	524288	79735aaa	1cf14274669b916a7641f7a16785da1b72347485	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1eeprm.9e	rv1eeprm.9e	\N	8192	801222e6	a97ba76ad73f75fe7289e2c0d60b2dfdf2a99604	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rr1gam.2d	rr1gam.2d	\N	256	b2161bce	d2681cc0cf8e68df0d942d392b4eb4458c4bb356	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1wav0.10r	rv1wav0.10r	\N	1048576	5aef8143	a75d31298e3ff9b290f238976a11e8b85cfb72d3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1wav1.10p	rv1wav1.10p	\N	1048576	9ed9e6b3	dd1da2b08d1b6aa0912daacc77744c9799aabb78	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1wav2.10n	rv1wav2.10n	\N	1048576	5af9dc83	9aeb7f8217b806a6f3ed93056513af9fbcb6b372	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracj	rv1wav3.10l	rv1wav3.10l	\N	1048576	ffb9ad75	a9a61a597bd3bbe9732f92747d82264fe4d9af48	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	ridgerac	\N	namcos22.c	\N	\N	\N	Ridge Racer (Rev. RR2, World)	1993	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1prll.4d	\N	\N	524288	4bb7fc86	8291375b8ec4d37e0d9e3bf38da2d5907b0f31bd	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1prlm.2d	\N	\N	524288	68e13830	ddc447c7afbb5c4238969d7e78bfe9cf8fac6061	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1prum.8d	\N	\N	524288	705ef78a	881903413e66d6fd83d46eb18c4e1230531832ae	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr2pruu.6d	\N	\N	524288	a79e456f	049c596e01e53e3a401c5c4260517f170688d387	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1data.6r	\N	\N	524288	18f5f748	e0d149a66de36156edd9b55f604c9a9801aaefa8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	pr1data.8k	\N	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1cg0.bin	\N	\N	2097152	b557a795	f345486ffbe797246ad80a55d3c4a332ed6e2888	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1cg1.bin	\N	\N	2097152	0fa212d9	a1311de0a504e2d399044fa8ac32ec6c56ec965f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1cg2.bin	\N	\N	2097152	18e2d2bd	69c2ea62eeb255f27d3c69373f6716b0a34683cc	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1cg3.bin	\N	\N	2097152	9564488b	6b27d1aea75d6be747c62e165cfa49ecc5d9e767	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1ccrl.bin	\N	\N	2097152	6092d181	52c0e3ac20aa23059a87d1a985d24ae641577310	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1ccrh.bin	\N	\N	524288	dd332fd5	a7d9c1d6b5a8e3a937b525c1363880e404dcd147	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1potl0.5b	\N	\N	524288	3ac193e3	ff213766f15e34dc1b25187b57d94e17930090a3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1potl1.4b	\N	\N	524288	ac3ffba5	4eb4dda5faeff237e0d35725b56d309948fba900	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1potm0.5c	\N	\N	524288	42a3fa08	15db0ae7ccf7f5a77b9dd9a9d82a488b67f8aaff	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1potm1.4c	\N	\N	524288	1bc1ea7b	52c21eef4989c45acc5fa4deda2d0b63214731c8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1potu0.5d	\N	\N	524288	5e367f72	5887f011379dce865fef238b402678a3d2033de9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1potu1.4d	\N	\N	524288	31d92475	51d3c0baa223e1bc16ea2950f2e085597528f870	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1wav0.10r	\N	\N	1048576	a8e85bde	b56677e9f6c98f7b600043f5dcfef3a482ca7455	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1wav1.10p	\N	\N	1048576	35f47c8e	7c3f9e942f532af8008fbead2a96fee6084bcde6	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1wav2.10n	\N	\N	1048576	3244cb59	b3283b30cfafbfdcbc6d482ecc4ed6a47a527ca4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgerac	rr1wav3.10l	\N	\N	1048576	c4cda1a7	60bc96880ec79efdff3cc70c09e848692a40bea4	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	ridgeraj	\N	namcos22.c	ridgerac	ridgerac	\N	Ridge Racer (Rev. RR1, Japan)	1993	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1prll.4d	rr1prll.4d	\N	524288	4bb7fc86	8291375b8ec4d37e0d9e3bf38da2d5907b0f31bd	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1prlm.2d	rr1prlm.2d	\N	524288	68e13830	ddc447c7afbb5c4238969d7e78bfe9cf8fac6061	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1prum.8d	rr1prum.8d	\N	524288	705ef78a	881903413e66d6fd83d46eb18c4e1230531832ae	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1pruu.6d	\N	\N	524288	c1371f96	a78e0bf6c147c034487a85efa0a8470f4e8f4bf0	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1data.6r	rr1data.6r	\N	524288	18f5f748	e0d149a66de36156edd9b55f604c9a9801aaefa8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	pr1data.8k	pr1data.8k	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1cg0.bin	rr1cg0.bin	\N	2097152	b557a795	f345486ffbe797246ad80a55d3c4a332ed6e2888	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1cg1.bin	rr1cg1.bin	\N	2097152	0fa212d9	a1311de0a504e2d399044fa8ac32ec6c56ec965f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1cg2.bin	rr1cg2.bin	\N	2097152	18e2d2bd	69c2ea62eeb255f27d3c69373f6716b0a34683cc	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1cg3.bin	rr1cg3.bin	\N	2097152	9564488b	6b27d1aea75d6be747c62e165cfa49ecc5d9e767	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1ccrl.bin	rr1ccrl.bin	\N	2097152	6092d181	52c0e3ac20aa23059a87d1a985d24ae641577310	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1ccrh.bin	rr1ccrh.bin	\N	524288	dd332fd5	a7d9c1d6b5a8e3a937b525c1363880e404dcd147	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1potl0.5b	rr1potl0.5b	\N	524288	3ac193e3	ff213766f15e34dc1b25187b57d94e17930090a3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1potl1.4b	rr1potl1.4b	\N	524288	ac3ffba5	4eb4dda5faeff237e0d35725b56d309948fba900	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1potm0.5c	rr1potm0.5c	\N	524288	42a3fa08	15db0ae7ccf7f5a77b9dd9a9d82a488b67f8aaff	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1potm1.4c	rr1potm1.4c	\N	524288	1bc1ea7b	52c21eef4989c45acc5fa4deda2d0b63214731c8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1potu0.5d	rr1potu0.5d	\N	524288	5e367f72	5887f011379dce865fef238b402678a3d2033de9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1potu1.4d	rr1potu1.4d	\N	524288	31d92475	51d3c0baa223e1bc16ea2950f2e085597528f870	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1wav0.10r	rr1wav0.10r	\N	1048576	a8e85bde	b56677e9f6c98f7b600043f5dcfef3a482ca7455	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1wav1.10p	rr1wav1.10p	\N	1048576	35f47c8e	7c3f9e942f532af8008fbead2a96fee6084bcde6	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1wav2.10n	rr1wav2.10n	\N	1048576	3244cb59	b3283b30cfafbfdcbc6d482ecc4ed6a47a527ca4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgeraj	rr1wav3.10l	rr1wav3.10l	\N	1048576	c4cda1a7	60bc96880ec79efdff3cc70c09e848692a40bea4	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	ridgera2	\N	namcos22.c	\N	\N	\N	Ridge Racer 2 (Rev. RRS2, US)	1994	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs2prll.4d	\N	\N	524288	88199c0f	5cf5bb714c3d209943a8d815eaea60afd34641ff	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1prlmb.2d	\N	\N	524288	8e86f199	7bd9ec9147ef0380864508f66203ef2c6ad1f7f6	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1prumb.8d	\N	\N	524288	78c360b6	8ee502291359cbc8aef39145c8fe7538311cc58f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pruub.6d	\N	\N	524288	60d6d4a4	759762a9b7d7aee7ee1b44b1721e5356898aa7ea	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1data.6r	\N	\N	524288	b7063aa8	08ff689e8dd529b91eee423c93f084945c6de417	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	pr1data.8k	\N	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1cg0.1a	\N	\N	2097152	714c0091	df29512bd6e64827660c40304051366d2c4d7977	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1cg1.2a	\N	\N	2097152	836545c1	05e3346463d8d42b5d33216207e855033a65510d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1cg2.3a	\N	\N	2097152	00e9799d	280184451138420f64080efe13e5e2795f7b61d4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1cg3.5a	\N	\N	2097152	3858983f	feda270b71f1310ecf4c17823bc8827ca2951b40	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1ccrl.5a	\N	\N	2097152	304a8b57	f4f3e7c194697d754375f36a0e41d0941fa5d225	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1ccrh.5c	\N	\N	524288	bd3c86ab	cd3a8774843c5864e651fa8989c80e2d975a13e8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pol0.5b	\N	\N	524288	9376c384	cde0e36db1beab1523607098a760d81fac2ea90e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pol1.4b	\N	\N	524288	094fa832	cc59442540b1cdef068c4408b6e048c11042beb8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pom0.5c	\N	\N	524288	b47a7f8b	0fa0456ad8b4864a7071b5b5ba1a78877c1ac0f0	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pom1.4c	\N	\N	524288	27260361	8775cc779eb8b6a0d79fa84d606c970ec2d6ea8d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pou0.5d	\N	\N	524288	74d6ec84	63f5beee51443c98100330ec04291f71e10716c4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1pou1.4d	\N	\N	524288	f527caaa	f92bdd15323239d593ddac92a11d23a27e6635ed	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1wav0.10r	\N	\N	1048576	99d11a2d	1f3db98a99be0f07c03b0a7817561459a58f310e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1wav1.10p	\N	\N	1048576	ad28444a	c31bbf3cae5015e5494fe4988b9b01d822224c69	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1wav2.10n	\N	\N	1048576	6f0d4619	cd3d57f2ea21497f388ffa29ec7d2665647a01c0	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridgera2	rrs1wav3.10l	\N	\N	1048576	106e761f	97f47b857bdcbc79b0aface53dd385e67fcc9108	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	ridger2a	\N	namcos22.c	ridgera2	ridgera2	\N	Ridge Racer 2 (Rev. RRS1, Ver.B, Japan)	1994	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1prllb.4d	\N	\N	524288	22f069e5	fcaec3aa83853c39d713ed01c511060663027ccd	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1prlmb.2d	rrs1prlmb.2d	\N	524288	8e86f199	7bd9ec9147ef0380864508f66203ef2c6ad1f7f6	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1prumb.8d	rrs1prumb.8d	\N	524288	78c360b6	8ee502291359cbc8aef39145c8fe7538311cc58f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1pruub.6d	rrs1pruub.6d	\N	524288	60d6d4a4	759762a9b7d7aee7ee1b44b1721e5356898aa7ea	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1data.6r	rrs1data.6r	\N	524288	b7063aa8	08ff689e8dd529b91eee423c93f084945c6de417	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	pr1data.8k	pr1data.8k	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1cg0.1a	rrs1cg0.1a	\N	2097152	714c0091	df29512bd6e64827660c40304051366d2c4d7977	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1cg1.2a	rrs1cg1.2a	\N	2097152	836545c1	05e3346463d8d42b5d33216207e855033a65510d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1cg2.3a	rrs1cg2.3a	\N	2097152	00e9799d	280184451138420f64080efe13e5e2795f7b61d4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	ridger2a	rrs1cg3.5a	rrs1cg3.5a	\N	2097152	3858983f	feda270b71f1310ecf4c17823bc8827ca2951b40	\N	\N	\N	\N	\N	\N	
