game	HiVE_v1.04	amidar	\N	\N	\N	\N	\N	Amidar	1982	Konami (Stern license)	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr195	\N	\N	2048	12cb201b	ebb01ec646b9e015cbcb93f70dfdaf448afefc12	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr196	\N	\N	2048	18255614	b373e22d47c0f7facba13148ca9c462ec9a0d732	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr197	\N	\N	2048	05ac1466	cbf93a8ce0925fa1c073c74f1274b190d9faefaf	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr198	\N	\N	2048	c28a2e8f	9ff6bab1e1185597ba55cb0d6086091a1fce01a6	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr199	\N	\N	2048	5a4571de	2a4170dee105922fc69c99b79f6f328098e81918	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr200	\N	\N	2048	b7c85bf1	cc9f593658ea39c849d80c83ee0c2170cc29879e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr201	\N	\N	2048	2caba07f	8fec4904e12b4cfb6068784007278be986a3eede	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	motos	\N	\N	\N	\N	\N	Motos	1985	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	motos	motos.pr1	\N	\N	32	71972383	66b0619affcc5168b099108800a941d6e2416ab0	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	motos.pr2	\N	\N	256	730ba7fb	24eb167266752b064689662e3ef0f62d0407ac26	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	motos.pr3	\N	\N	256	7721275d	543adb5348db81ea82a5c039451001ebd82735e3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	motos.spr	\N	\N	256	2accdfb4	e21a0618c0f8e35ce26666b6850ac9c0d95d7971	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	mts_1b.bin	\N	\N	16384	57b157e2	b050495fcc4a4d93551b29d4f05e49f64017c870	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	mts_1d.bin	\N	\N	16384	1104abb2	ade809a73ac24494b9f95f65b7592df5f86dce60	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	mts_1k.bin	\N	\N	8192	55e45d21	a8b195acfec542734751de29c9dafc2b165a5881	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	mts_3b.bin	\N	\N	4096	5d4a2a22	4af9bf2ae9bb78d2d029ef38809181ffa3c0eb66	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	mts_3m.bin	\N	\N	16384	2f0e396e	664679f9d3d74a3fccb086af910392b4fe40c9bc	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	motos	mts_3n.bin	\N	\N	16384	cf8a3b86	2b49cdec516e23783f2a291633d81ab8bd0245fc	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	mspacman	\N	\N	\N	\N	\N	Ms. Pac Man	1981	bootleg	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	pacman.spr	\N	\N	256	a9cc86bf	bbcec0570aeceb582ff8238a4bc8546a23430081	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	5e	\N	\N	4096	5c281d01	5e8b472b615f12efca3fe792410c23619f067845	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	5f	\N	\N	4096	615af909	fd6a1dde780b39aea76bf1c4befa5882573c2ef4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	boot1	\N	\N	4096	d16b31b7	bc2247ec946b639dd1f00bfc603fa157d0baaa97	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	boot2	\N	\N	4096	0d32de5e	13ea0c343de072508908be885e6a2a217bbb3047	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	boot3	\N	\N	4096	1821ee0b	5ea4d907dbb2690698db72c4e0b5be4d3e9a7786	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	boot4	\N	\N	4096	165a9dd8	3022a408118fa7420060e32a760aeef15b8a96cf	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	boot5	\N	\N	4096	8c3e6de6	fed6e9a2b210b07e7189a18574f6b8c4ec5bb49b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mspacman	boot6	\N	\N	4096	368cb165	387010a0c76319a1eab61b54c9bcb5c66c4b67a1	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	nrallyx	\N	\N	\N	\N	rallyx	New Rally X	1981	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	nrallyx	nrallyx.spr	\N	\N	256	b75c4e87	450f79a5ae09e34f7624d37769815baf93c0028e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	nrallyx	nrallyx.8e	\N	\N	4096	ca7a174a	dc553df18c45ba399661122be75b71d6cb54d6a2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	nrallyx	nrallyx.1b	\N	\N	4096	9404c8d6	ee7e45c22a2fbf72d3ac5ac26ab1111a22623fc5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	nrallyx	nrallyx.1e	\N	\N	4096	ac01bf3f	8e1a7cce92ef709d18727db6ee7f89936f4b8df8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	nrallyx	nrallyx.1h	\N	\N	4096	aeba29b5	2a6e4568729b83c430bf70e43c4146ad6a556b1b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	nrallyx	nrallyx.1k	\N	\N	4096	78f17da7	1e035746a10f91e898166a58093d45bdb158ae47	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	nrallyx	bang.sam	
game	HiVE_v1.04	pacland	\N	\N	\N	\N	\N	Pac Land	1984	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-1	\N	\N	16384	a938ae99	bf12097d8c69685cb7af763f9b9617c767aaed2f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-2	\N	\N	16384	3fe43bb5	14e6144d06ff2fd786f383f36f1b8238ac364849	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-3	\N	\N	16384	aa9fa739	7b1f7857eb5f68e166b1f8988c82051aaf05df48	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-4	\N	\N	16384	2b895a90	820f8873c6a5a736089406d0f03d491dfb82d00d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-5	\N	\N	16384	7af66200	f44161ded1633e9801b7a9cd84d481e53823f5d9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-6	\N	\N	16384	b01e59a9	e5b093852d33a4d09969d111fa6e42e964aa4dac	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-7	\N	\N	8192	8c5becae	14d67136395c4c64472980a69648ce2d479ae67f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-8	\N	\N	16384	a2ebfa4a	4a2a2b43a23a7a46266751415d1bde118143429c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-9	\N	\N	16384	f5d5962b	8d008a9bc06dc562c241955d9c551647b5c1f4e9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-10	\N	\N	16384	c7cf1904	7ca8ed20ee32eb8609ac96b4e4fcb3b6027b598a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-11	\N	\N	16384	6621361a	4efa40adba803006e86d5e12514983d4132b5efb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-12	\N	\N	8192	c159fbce	b0326c85b7df407f3e94c38a5971f911968d7b27	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-13	\N	\N	8192	6c5ed9ae	db919c9254289179e98ba5d2ed8c66d67ae95f35	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl-snd	\N	\N	512	d3aff2df	213b87acdc8494e5bd24b44bc9e6a17dcb5aea5e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-mcu.bin	\N	\N	4096	6ef08fb3	4842590d60035a0059b0899eb2d5f58ae72c2529	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-1.bin	\N	\N	1024	a78ebdaf	8ea215701eb5e1a2a329ef92c19fc69b18fc28c7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-2.bin	\N	\N	1024	472885de	8d552c90b8d5bc6ad6c60934c00f4303cd180ce7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-3.bin	\N	\N	1024	80558da8	7e1483467817295f36d1e2bdb32934c4f2617d52	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-4.bin	\N	\N	1024	3a7be418	475cdc68205e3acce83fe79b00b74c6a7e28dde4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacland	pl1-5.bin	\N	\N	1024	4b7ee712	dd0ec4c632d8b160f7b54d8f18fcf4ef1508d832	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	pacman	\N	\N	\N	\N	\N	Pac Man (Midway)	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.spr	\N	\N	256	a9cc86bf	bbcec0570aeceb582ff8238a4bc8546a23430081	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.6e	\N	\N	4096	c1e6ab10	e87e059c5be45753f7e9f33dff851f16d6751181	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.6f	\N	\N	4096	1a6fb2d4	674d3a7f00d8be5e38b1fdc208ebef5a92d38329	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.6h	\N	\N	4096	bcdd1beb	8e47e8c2c4d6117d174cdac150392042d3e0a881	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.6j	\N	\N	4096	817d94e3	d4a70d56bb01d27d094d73db8667ffb00ca69cb9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.5e	\N	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacman	pacman.5f	\N	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	pacnpal	\N	\N	\N	\N	\N	Pac N Pal	1983	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	pap11b.cpu	\N	\N	8192	3cac401c	38a14228469fa4a20cbc5d862198dc901842682e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	pap12b.cpu	\N	\N	8192	15308bcf	334603f8904f8968d05edc420b5f9e3b483ee86d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	pap13b.cpu	\N	\N	8192	ed64a565	b16930981490d97486d4df96acbb3d1cddbd3a80	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	pap14.cpu	\N	\N	4096	330e20de	5b23e5dcc38dc644a36efc8b03eba34cea540bea	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	pap15.vid	\N	\N	8192	fb6f56e3	fd10d2ee49b4e059e9ef6046bc86d97e3185164d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	pap16.cpu	\N	\N	4096	a36b96cb	e0a11b5a43cbf756ddb045c743973d0a55dbb979	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	papi4.vid	\N	\N	256	686bde84	541d08b43dbfb789c2867955635d2c9e051fedd9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	papi5.vid	\N	\N	256	ac46203c	3f47f1991aab9640c0d5f70fad85d20d6cf2ea3d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	papi6.vid	\N	\N	32	52634b41	dfb109c8e2c62ae1612ba0e3272468d152123842	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pacnpal	papi3.cpu	\N	\N	256	83c31a98	8f1219a6c2b565ae9d8f72a9c277dc4bd38ec40f	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	pengo2u	\N	\N	\N	\N	\N	Pengo (set 2, not encrypted)	1982	Sega	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	ic105	\N	\N	8192	5bfd26e9	bdec535e486b43a8f5550334beff423eeace10b2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	ic92	\N	\N	8192	d7eec6cd	e542bcc28f292be9a0a29d949de726e0b55e654a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pr1635.051	\N	\N	256	c29dea27	563c9770028fe39188e62630711589d6ed242a66	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u8	\N	\N	4096	3dfeb20e	a387b72501da77bf38b58619d2099083a0463e1f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u7	\N	\N	4096	1db341bd	d1c66bb9cf479e6960dbcd35c820097a81eaa555	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u32	\N	\N	4096	e5920728	0ac5ffdad7bdcb32e630b9582e1b1aaece5198c9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u31	\N	\N	4096	13de47ed	332b484d47c9921ed93432755bb2d7a9d4628939	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u21	\N	\N	4096	95f354ff	fdebc68a6d87f8ecdf52a57a34ae5ae844a13510	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u20	\N	\N	4096	0fdb04b8	ed814d58318c1055e475ff678609d189727bf9b4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u15	\N	\N	4096	7c2842d5	a8a568da68babd0ccb9f2cee4182fc01c3138494	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pengo2u	pengo.u14	\N	\N	4096	6e3c1f2f	2ee821b0f6e0f3cfeae7f5ff25a6e9bd977efce0	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	phozon	\N	\N	\N	\N	\N	Phozon	1983	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	sound.prm	\N	\N	256	ad43688f	072f427453efb1dda8147da61804fff06e1bc4d5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	3b.rom	\N	\N	8192	5a4b3a79	2774681ea668403de31ea218d5df3ce64e3b9243	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	5t.rom	\N	\N	8192	d50f08f8	4e9dda0d5ad1c1b8b3be7edb05b3060f5f63a9c7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	6c.rom	\N	\N	8192	f1fda22e	789881e94743efae01c63c1e3ce8d039cfa0324c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	6d.rom	\N	\N	8192	f40e6df0	48585ac1eff8fb7ed35f56c767d725cae88ff128	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	6e.rom	\N	\N	8192	a6686af1	87a948b289356675d0418c87c3c0ae36ceba3ee0	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	6h.rom	\N	\N	8192	72a65ba0	b1d5146c009469d4c6695f08ea2c6ad5d05b5b9b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	7j.rom	\N	\N	4096	27f9db5b	12ef817136b45927d7f279952fa19049a1349f60	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	8j.rom	\N	\N	4096	15b12ef8	e3303656b4e8b988e55a9551e5344e289958f677	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	9r.rom	\N	\N	8192	5d9f0a28	2caef680229180b237f8c4becf052f1a96592efd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	chr.prm	\N	\N	256	429e8fee	7b1899ca3f33f4561b572de1f24d9ea9d7d84b59	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	palette.prm	\N	\N	32	60e856ed	dcc9a2dfc728b9ca1ab895008de07e20ebed9da3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	sprite.prm	\N	\N	256	9061db07	4305d37e613e1d15d37539b152c948648189c2cd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	green.prm	\N	\N	256	d6e08bef	b0ca7f8a77b7208cf974a8cc565fc91b7f40f51f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	red.prm	\N	\N	256	a2880667	b24d9b3354d20a7ecc02c428245669c6c86bfd61	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	phozon	blue.prm	\N	\N	256	b2d69c72	e7b1ed698ab0e87872cb3a8f3ec102ca3a753259	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	pooyan	\N	\N	\N	\N	\N	Pooyan	1982	Konami	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	pooyan.pr1	\N	\N	32	a06a6d0e	ae131320b66d76d4bc9108da6708f6f874b2e123	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	pooyan.pr2	\N	\N	256	82748c0b	9ce8eb92e482eba5a9077e9db99841d65b011346	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	pooyan.pr3	\N	\N	256	8cd4cd60	e0188ecd5b53a8e6e28c1de80def676740772334	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	1.4a	\N	\N	8192	bb319c63	5401b8ef586127c8cf5a431e5c44e38be2254a98	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	2.5a	\N	\N	8192	a1463d98	b23cc7e61276c61a78e80fe08c7f0c8adadf2ffe	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	4.7a	\N	\N	8192	9e0f9bcc	4d9707423ad531ac535db432e329b3d52cbb4559	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	7.9g	\N	\N	4096	bbe6d6e4	de5447d59a99c4c08c4f40c0b7dd3c3c609c11d4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	8.10g	\N	\N	4096	931b29eb	0325c1c1fdb44e0044b82b7c79b5eeabf5c11ce7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	3.6a	\N	\N	8192	fe1a9e08	5206893760f188ac71a5e6bd42561cf25fcc3d49	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	xx.8a	\N	\N	4096	e1795b3d	9ab4e5362f9f7d9b46b750e14b1d9d71c57be40f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	xx.7a	\N	\N	4096	fbe2b368	5689a84ef110bdc0039ad1a6c5778e0b8eccfce0	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	6.9a	\N	\N	4096	b2d8c121	189ad488869f34d7a38b82ef70eb805acfe04312	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	pooyan	5.8a	\N	\N	4096	1097c2b6	c815f0d27593efd23923511bdd13835456ef7f76	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	qix	\N	\N	\N	\N	\N	Qix	1981	Taito America Corporation	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u10	\N	\N	2048	568be942	8b6a01d983d355a64372fa76af810ab53e09d5df	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u12	\N	\N	2048	aad35508	5fa72e00b4373de21e27a86b49a44a9769f769f4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u13	\N	\N	2048	46c13504	19c084c38b75f14bf5094b317afeecaca6870f7a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u14	\N	\N	2048	5115e896	8359a1700fff7a38e8ea4f92a4f18bc628cf1cb1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u15	\N	\N	2048	ccd52a1b	86d134cd769ef12820638b96a4ffedd8b15dffd2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u16	\N	\N	2048	cd1c36ee	b379b1fe3109947a12c9683cd0c2400c2ee845b3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u17	\N	\N	2048	1acb682d	a2c60964e8d838d09662f8a670c6da41ba850df9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u18	\N	\N	2048	de77728b	8e183bb27858aad9a996e4a2e5a95f0145d1f5b4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u19	\N	\N	2048	c0994776	9452a98c78a038679c4e58f4a9983adb28ea5e78	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u27	\N	\N	2048	f3782bd0	bfc6d29f9668e02857453e96c005c81568ae931d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u4	\N	\N	2048	5b906a09	84a2e817d6718e0276fcea702811a91bc054a670	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u5	\N	\N	2048	254a3587	66045c71cc1d04d4e03c728e578f570fbf7c650d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u6	\N	\N	2048	ace30389	50c6275d13cfbca7750d5a3e725faedba7574e04	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u7	\N	\N	2048	8ebcfa7c	21ccf5e74424ab5470473d1059ee6a43d144f685	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u8	\N	\N	2048	b8a3c8f9	32ba771913ef44b1133ecfaedaae7f96dcc84343	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix	u9	\N	\N	2048	26cbcd55	2e55e222f850548cd1d461ab5337e98dd817b567	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	qix2	\N	\N	\N	\N	\N	Qix 2 (Tournament)	1981	Taito America Corporation	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u27.rmb	\N	\N	2048	f3782bd0	bfc6d29f9668e02857453e96c005c81568ae931d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u9.rmb	\N	\N	2048	e80e9b1d	66ef22a26df3f766ae813213473b9ac4b35b01f6	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u8.rmb	\N	\N	2048	3159bc00	479a69bfe5af48d5ce63978265ce59f79c25749f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u7.rmb	\N	\N	2048	bad037c9	17218c31895b1547b71d2d9d2b6a93d2e5d73bdd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u6.rmb	\N	\N	2048	8630120e	14a020fd1bff4acbb034883e33130adda85884e5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u5.rmb	\N	\N	2048	948f53f3	db6eddec8ba41335316d80b6f97e932bf91139af	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u4.rmb	\N	\N	2048	6cfb4185	6545dece8eaeb716877aa6e7b24c21f6e5991451	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u10.rmb	\N	\N	2048	9a55d360	fc5f8c853dcc573f6b36dbdd63e5d1edba88bce1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u19.rmb	\N	\N	2048	68e8d5a6	d09252c393be2fdaf3b9b9f477c79f721d15943f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u18.rmb	\N	\N	2048	1f91ed7a	85bb5370a244719663a4f859f66860613aa2b86e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u17.rmb	\N	\N	2048	cf31dc49	71c089d827ab61ba69e5e95b7e53220763786df9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u16.rmb	\N	\N	2048	cc139e34	0ed3e7179b0cbaa31fa91e1ed862b86f5032919a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u15.rmb	\N	\N	2048	60f3913d	a97b658fe2c58b00c2749072828b2e0032894915	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u14.rmb	\N	\N	2048	362123a9	3e2a853f6960f2d5fdcdef8dec8ccf5aad449548	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u13.rmb	\N	\N	2048	3d089fcb	f4f31134c9c15160d2d15cb41296dfec6f2dfe37	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u12.rmb	\N	\N	2048	484280fd	a60c1a278e519721294b2486dc817d248d19c3be	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	qix2	u3.rmb	\N	\N	2048	19cebaca	7d7e79ab0920952cf7618567c9c65397535b6d4f	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	rallyx	\N	\N	\N	\N	\N	Rally X	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	HiVE_v1.04	rallyx	1b	\N	\N	4096	5882700d	b6029e9730f1694894fe8b729ac0ba8d6712dea9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	rallyx	1e	\N	\N	4096	786585ec	8aa75f10d695f4b3483c4bf7030b733318fd3bf3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	rallyx	1h	\N	\N	4096	110d7dcd	23e0855c2c9300f2068711d160fcdfaedd07832f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	rallyx	1k	\N	\N	4096	473ab447	f0a37ccc48c97c53672f754ca2ac37dc0dc91a9f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	rallyx	8e	\N	\N	4096	277c1de5	30bc57263e8dad870c501c76bce6f42d69ab9e00	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	rallyx	im5623.3p	\N	\N	256	4bad7017	3e6da9d798f5e07fa18d6ce7d0b148be98c766d5	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	rallyx	bang.sam	
game	HiVE_v1.04	robotron	\N	\N	\N	\N	\N	Robotron	1982	Williams	\N	\N	\N	
