game	Callus_v0.42	1941	\N	\N	\N	\N	\N	1941 - Counter Attack	1990	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl30.bin	\N	\N	131072	7ac8407a	3613699213db47bfeabedf87f12eb0fa7e5973b6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl5.bin	\N	\N	524288	0ba9c0b0	c4945b603115f32b7346d72426571dc2d361159f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl6.bin	\N	\N	524288	4ba90b59	35bc9dec5ddbf064c30c951627581c16764456ac	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl7.bin	\N	\N	524288	5d760ab9	212176947933fcfef991bc80ad5bd91718689ffe	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl8.bin	\N	\N	524288	4bdee9de	7d0c4736f16577afe9966447a18f039728f6fbdf	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	gngj	\N	\N	gng	gng	\N	Daimakaimura	1988	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl09.bin	ghl09.bin	\N	65536	ae24bb19	aa91c6ffe657b878e10e4e930457b530f7bb529b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl10.bin	ghl10.bin	\N	65536	bcc0f28c	02f587aa4ae71631f27b0e3aaf1829cdded1bdc2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl11.bin	ghl11.bin	\N	65536	37c9b6c6	b2bb82537e335339846dbf9588cfacfdbdd75ee6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl12.bin	ghl12.bin	\N	65536	da088d61	67229eff2827a42af97a60ceb252e132e7f307bc	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl13.bin	ghl13.bin	\N	65536	3f70dd37	9ecb4dec9d131e9fca15ded7d71986a9fcb62c19	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl14.bin	ghl14.bin	\N	65536	20f85c03	86385139a9b42270aade758bfe338525936f5671	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl15.bin	ghl15.bin	\N	65536	3c2a212a	f8fa0e0e2d09ea37c54d1c2493752b4e97e3f534	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl16.bin	ghl16.bin	\N	65536	f187ba1c	6d9441d04ecef2a9d9c7a2cc7781acd7904c2061	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl17.bin	ghl17.bin	\N	524288	3ea1b0f2	c51f1c38cdaed77ad715cedd845617a291ab2441	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl18.bin	ghl18.bin	\N	65536	d34e271a	55211fc2861dce32951f41624c9c99c09bf3b184	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl19.bin	ghl19.bin	\N	65536	2a40166a	dc4e75d7ed87ae5386d721a09113bba364740465	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl20.bin	ghl20.bin	\N	65536	2f1345b4	14c450abcf9defa29c6f48e5ffd0b9d1e4a66a1d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl21.bin	ghl21.bin	\N	65536	17e11df0	42fb15e9300b07fc5f4bc21744484869859b130c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl22.bin	ghl22.bin	\N	65536	7e69e2e6	4e0b4d2474beaa5c869c8f1a91893c79ac6e7f39	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl23.bin	ghl23.bin	\N	65536	8426144b	2dbf9625413b302fcdad5bef8733a9dfbfaead52	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl24.bin	ghl24.bin	\N	65536	889aac05	9301dcecee699e7f7672bb498122e1f4831ce536	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl25.bin	ghl25.bin	\N	65536	29f79c78	26000a58454a06c3016f99ebc3a79c52911a7070	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl26.bin	ghl26.bin	\N	65536	3692f6e5	61b8438d60a39b4cf5062dff0a53228e8a4e4b5f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl5.bin	ghl5.bin	\N	524288	0ba9c0b0	c4945b603115f32b7346d72426571dc2d361159f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl6.bin	ghl6.bin	\N	524288	4ba90b59	35bc9dec5ddbf064c30c951627581c16764456ac	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl7.bin	ghl7.bin	\N	524288	5d760ab9	212176947933fcfef991bc80ad5bd91718689ffe	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghl8.bin	ghl8.bin	\N	524288	4bdee9de	7d0c4736f16577afe9966447a18f039728f6fbdf	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghlj27.bin	\N	\N	131072	a17c170a	62a9cb65df90827334d453a98e826dc1bfc27136	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghlj28.bin	\N	\N	131072	6af0b391	5a2d74d207c04e24bcea7eeffa1c8b96b6df77e1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghlj29.bin	\N	\N	131072	82fd1798	7a199384659d8e6602384b1953339f221d61a9e6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gngj	ghlj30.bin	\N	\N	131072	35366ccc	42c7004a641f34b9dd1333be51b50639a97e2be9	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	knights	\N	\N	\N	\N	\N	Knights of the Round (91/11/27 - ETC)	1991	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_09.rom	\N	\N	65536	5e44d9ee	47a7503321be8d52b5c44af838e3bb82ee15a415	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_18.rom	\N	\N	131072	da69d15f	9616207e693bae85705f786cef60b9f6951b5067	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_19.rom	\N	\N	131072	bfc654e9	01b3d92e4dedf55ea3933d387c7ddb9ba2549773	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_22.rom	\N	\N	524288	d0b671a9	9865472c5fc3f617345e23b5de5a9ba177945b5a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_23e.rom	\N	\N	524288	1b3997eb	724b68eff319fcdf0dd3bc1eb6662996c1f6ecd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx1.rom	\N	\N	524288	9e36c1a4	772daae74e119371dfb76fde9775bda78a8ba125	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx2.rom	\N	\N	524288	f095be2d	0427d1574062f277a9d04440019d5638b05de561	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx3.rom	\N	\N	524288	c5832cae	a188cf401cd3a2909b377d3059f14d22ec3b0643	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx4.rom	\N	\N	524288	179dfd96	b1844e69da7ab13474da569978d5b47deb8eb2be	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx5.rom	\N	\N	524288	1f4298d2	4b162a7f649b0bcd676f8ca0c5eee9a1250d6452	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx6.rom	\N	\N	524288	0200bc3d	c900b1be2b4e49b951e5c1e3fd1e19d21b82986e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx7.rom	\N	\N	524288	37fa8751	b88b39d1f08621f15a5620095aef998346fa9891	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knights	kr_gfx8.rom	\N	\N	524288	0bb2b4e7	983b800925d58e4aeb4e5105f93ed5faf66d009c	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	knightsj	\N	\N	\N	\N	\N	Knights of the Round (91/11/27 - Japan)	1991	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr05.bin	\N	\N	524288	f095be2d	0427d1574062f277a9d04440019d5638b05de561	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr06.bin	\N	\N	524288	9e36c1a4	772daae74e119371dfb76fde9775bda78a8ba125	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr07.bin	\N	\N	524288	179dfd96	b1844e69da7ab13474da569978d5b47deb8eb2be	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr08.bin	\N	\N	524288	c5832cae	a188cf401cd3a2909b377d3059f14d22ec3b0643	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr09.bin	\N	\N	65536	5e44d9ee	47a7503321be8d52b5c44af838e3bb82ee15a415	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr14.bin	\N	\N	524288	0200bc3d	c900b1be2b4e49b951e5c1e3fd1e19d21b82986e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr15.bin	\N	\N	524288	1f4298d2	4b162a7f649b0bcd676f8ca0c5eee9a1250d6452	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr16.bin	\N	\N	524288	0bb2b4e7	983b800925d58e4aeb4e5105f93ed5faf66d009c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr17.bin	\N	\N	524288	37fa8751	b88b39d1f08621f15a5620095aef998346fa9891	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr18.bin	\N	\N	131072	da69d15f	9616207e693bae85705f786cef60b9f6951b5067	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	kr19.bin	\N	\N	131072	bfc654e9	01b3d92e4dedf55ea3933d387c7ddb9ba2549773	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj28.bin	\N	\N	131072	fe6eb08d	a67ca33895ff7f41e8521ff7b39e629048d04d30	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj29.bin	\N	\N	131072	f854b020	3d8bd0ab5e0fa2da3c868b591edff5c66f1f08ed	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj30.bin	\N	\N	131072	ad3d1a8e	327f9e818f1500836fc549afeffbb2a3c5aafe8c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj31.bin	\N	\N	131072	85596094	74ad294de63aa6b60aa8b885c45c3d41a07ce19a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj35.bin	\N	\N	131072	1172806d	5ad08bf9bada036d89a55f5a542ee1db22df45b2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj36.bin	\N	\N	131072	eb52e78d	b9462c9d97848a6dc4d55475053824df8c9e7f02	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj37.bin	\N	\N	131072	e694a491	5a4d27c879c10032c49880019501de3e45ab1b35	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	knightsj	krj38.bin	\N	\N	131072	9198bf8f	aa3610600286ab25ce81705ea1319d42e7cc7f6c	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	kod	\N	\N	\N	\N	\N	The King of Dragons (91/07/11 - ETC)	1991	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod01.rom	\N	\N	524288	5f74bf78	b7c43eea9bf77a0fb571dcd53f8be719e6655fd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod02.rom	\N	\N	524288	e45b8701	604e39e455e81695ee4f899f102d0bcd789cedd0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod03.rom	\N	\N	524288	5e5303bf	d9f90b898ffdf4398b2bbeb48247f06f728e7c00	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod04.rom	\N	\N	524288	a7750322	3c583496a53cd64edf377db35f7f40f02b59b7e7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod09.rom	\N	\N	65536	f5514510	07e9c836adf9ef2f7e7729e99015f71e3b5f16e0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod10.rom	\N	\N	524288	9ef36604	b42ca0a910b65e1e7bb6e7d734e853ce67e821bf	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod11.rom	\N	\N	524288	113358f3	9d98eafa74a046f65bf3847fe1d88ea1b0c82b0c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod12.rom	\N	\N	524288	402b9b4f	4c11976976eadf1ad293b31b0a4d047d05032b06	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod13.rom	\N	\N	524288	38853c44	a6e552fb0138a76a7878b90d202904e2b44ae7ec	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod18.rom	\N	\N	131072	69ecb2c8	fadf266b6b20bd6329a3e638918c5a3106413476	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod19.rom	\N	\N	131072	02d851c1	c959a6fc3e7d893557f319debae91f28471f4be2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod28.rom	\N	\N	131072	9367bcd9	8243b4b9bb9756f3fa726717e19a166cb2f5b50a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod29.rom	\N	\N	131072	6a0ba878	82e4037d73889a76b0cdc7a4f8e77e585d38e56e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod30.rom	\N	\N	131072	c7414fd4	37d27fbe7c617a26b53bfdfcd532cf573d42f33b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod31.rom	\N	\N	131072	1fffc7bd	822c9ad996ca51a99a2bb1fe08fa19e18413030d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod35.rom	\N	\N	131072	4ca6a48a	9d440ecd8d2d0e293fecf64ca3915252b94e7aef	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod36.rom	\N	\N	131072	b509b39d	6023855e54b170e55abf0f607600031e19e5e722	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod37.rom	\N	\N	131072	a5bf40d2	cd34dbeabd0974709411579e669f01d0d799c2a1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kod	kod38.rom	\N	\N	131072	89e57a82	aad35f86a8b1b7e3a0b5f3e6efd0e844b3d3d82f	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	kodj	\N	\N	\N	\N	\N	The King of Dragons (91/08/05 - Japan)	1991	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd05.bin	\N	\N	524288	5f74bf78	b7c43eea9bf77a0fb571dcd53f8be719e6655fd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd06.bin	\N	\N	524288	e45b8701	604e39e455e81695ee4f899f102d0bcd789cedd0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd07.bin	\N	\N	524288	5e5303bf	d9f90b898ffdf4398b2bbeb48247f06f728e7c00	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd08.bin	\N	\N	524288	a7750322	3c583496a53cd64edf377db35f7f40f02b59b7e7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd09.bin	\N	\N	65536	bac6ec26	6cbb6d55660150ae3f5270e023328275ee1bbf50	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd14.bin	\N	\N	524288	9ef36604	b42ca0a910b65e1e7bb6e7d734e853ce67e821bf	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd15.bin	\N	\N	524288	113358f3	9d98eafa74a046f65bf3847fe1d88ea1b0c82b0c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd16.bin	\N	\N	524288	402b9b4f	4c11976976eadf1ad293b31b0a4d047d05032b06	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd17.bin	\N	\N	524288	38853c44	a6e552fb0138a76a7878b90d202904e2b44ae7ec	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd18.bin	\N	\N	131072	4c63181d	270f27534a95cb0be3ff3f9ca71c502320d8090b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd19.bin	\N	\N	131072	92941b80	5fa7c2793e6febee54a83042d118ddd4f2b7d127	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd30.bin	\N	\N	131072	ebc788ad	f4a297e409fcdbb2c15a13b39a16e4a83e7e060b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd31.bin	\N	\N	131072	c710d722	a2e9b84d3e7d835a910ab9f584bdc64c2559995a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd33.bin	\N	\N	524288	9bd7ad4b	7bece5d408fd13116bd5518014b632ecc9a2feaa	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd37.bin	\N	\N	131072	e55c3529	a5254895499a53b4fbaac6fd50464b9e08175b8d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	kodj	kd38.bin	\N	\N	131072	57d6ed3a	a47da5068723c8e16ed458fbfa3e3db57b32d87d	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	mbomber	\N	\N	\N	\N	\N	Muscle Bomber Duo (93/12/06 - ETC)	1993	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_20.rom	\N	\N	524288	b8b2139b	88c9169a9979b711ab7afb8272df0a1c80bb357b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_21.rom	\N	\N	524288	690c026a	80ad780743b50750b6bfe1d4e28efe98e562233e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_24.rom	\N	\N	131072	c20895a5	35116f7ef8576753ec989647ca2f6a6131d6909f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_25.rom	\N	\N	131072	9bdb6b11	fbfbd6b5a72ca3237713ce43a798660f899b707d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_26.rom	\N	\N	131072	72b7451c	380ef57bb00f1c92d2f29e551b0a670eb5a56cb7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_27.rom	\N	\N	131072	4086f534	a2b949f00035b06cb1cd01185902daca3d89d0e3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_28.rom	\N	\N	131072	2618d5e1	50797c6dda04df95267ff9ef08933c17c3ce7057	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_29.rom	\N	\N	131072	3f52d5e5	0b1ed8e876a6ec2cfb83676afe43a81e8a033e52	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_30.rom	\N	\N	131072	a036dc16	a68cf74976f482dbc581734e143669511a9a4bee	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mbde_31.rom	\N	\N	131072	085f47f0	ac93a196faf17b7dbe7179ce1e850d9cd7293a21	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx01.rom	\N	\N	524288	41468e06	fb365798f2889a20eebaea2393c9c2c8827003c4	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx02.rom	\N	\N	524288	2ffbfea8	13e30133664a009686e1114c92b558bdbb91ea32	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx03.rom	\N	\N	524288	f453aa9e	24a103dc6f0dc96f8d0f6164ad732909c9cd2d6a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx04.rom	\N	\N	524288	1eb9841d	685da3e011a96b36be9f639a241b2f8f27da4629	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx05.rom	\N	\N	524288	506b9dc9	933bf2fb9bcc1a408f961f0e7052da80144bddad	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx06.rom	\N	\N	524288	b76c70e9	c21e255815ec9a985919dbd760ed266c28bd47cd	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx07.rom	\N	\N	524288	aff8c2fb	ce37a6d5b1eb58c2d74f23f84ec824c214c93217	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx08.rom	\N	\N	524288	e60c9556	b91c14092aa8dbb0922d96998123ef1970a658f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx10.rom	\N	\N	524288	97976ff5	ec9d3460816ab971a02fbce42960283091777e47	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx11.rom	\N	\N	524288	8fb94743	294f6182c8a41b640d1f57cb5e3a2abce3b06482	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx12.rom	\N	\N	524288	b350a840	2b8b996cd08051e7e8e134bff5448775d78058a0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_gfx13.rom	\N	\N	524288	da810d5f	392bbd405244b8c99024c9228cfec6a7ef0accdb	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q.rom	\N	\N	131072	d6fa76d1	3bfcb703e0e458ef1bb843230f8537167f1d4c3c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q1.rom	\N	\N	524288	0630c3ce	520fc74c5c3638f611fa2f1b5efb08b91747e29b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q2.rom	\N	\N	524288	354f9c21	1dc6b39791fd0f760697f409a6b62361a7bf62e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q3.rom	\N	\N	524288	7838487c	056b7da05cfca46873edacd674ca25c70855c6db	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q4.rom	\N	\N	524288	ab66e087	066ea69a0157e8647eea3c44d0a1843898860678	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q5.rom	\N	\N	524288	c789fef2	10d1e3d92288fccd4e064a3716a788a165efc3c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q6.rom	\N	\N	524288	ecb81b61	e339f21ae47de4782f3b338befcdac659c3503f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q7.rom	\N	\N	524288	041e49ba	3220b033a5c0cfbbe75c0c113cf2db39fb093a7e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomber	mb_q8.rom	\N	\N	524288	59fe702a	807178dfc6d864e49fd7aabb5c4895835cf0e85b	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	mbomberj	\N	\N	\N	\N	\N	Muscle Bomber Duo (93/12/06 - Japan)	1993	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_20.rom	\N	\N	524288	b8b2139b	88c9169a9979b711ab7afb8272df0a1c80bb357b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_21.rom	\N	\N	524288	690c026a	80ad780743b50750b6bfe1d4e28efe98e562233e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_24.rom	\N	\N	131072	c20895a5	35116f7ef8576753ec989647ca2f6a6131d6909f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_25.rom	\N	\N	131072	9bdb6b11	fbfbd6b5a72ca3237713ce43a798660f899b707d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_26.rom	\N	\N	131072	72b7451c	380ef57bb00f1c92d2f29e551b0a670eb5a56cb7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_27.rom	\N	\N	131072	4086f534	a2b949f00035b06cb1cd01185902daca3d89d0e3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_28.rom	\N	\N	131072	2618d5e1	50797c6dda04df95267ff9ef08933c17c3ce7057	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_29.rom	\N	\N	131072	3f52d5e5	0b1ed8e876a6ec2cfb83676afe43a81e8a033e52	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_30.rom	\N	\N	131072	beff31cf	8a3a1fa848fe8fad239d21aef1871e54bbcb582f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mbde_31.rom	\N	\N	131072	085f47f0	ac93a196faf17b7dbe7179ce1e850d9cd7293a21	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx01.rom	\N	\N	524288	a53b1c81	d1efb88eeaf6e30e51aaf1432078003e52454dd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx02.rom	\N	\N	524288	cb866c2f	b087f52e3b2a514a209612319d1d7c4f1c12b8bd	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx03.rom	\N	\N	524288	23fe10f6	deefa7cac4394b0642f7fb444f9374dbe0bc8843	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx04.rom	\N	\N	524288	c9143e75	e30090625ef6ac971a4f65d53f5458cebb5f146c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx05.rom	\N	\N	524288	506b9dc9	933bf2fb9bcc1a408f961f0e7052da80144bddad	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx06.rom	\N	\N	524288	b76c70e9	c21e255815ec9a985919dbd760ed266c28bd47cd	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx07.rom	\N	\N	524288	aff8c2fb	ce37a6d5b1eb58c2d74f23f84ec824c214c93217	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx08.rom	\N	\N	524288	e60c9556	b91c14092aa8dbb0922d96998123ef1970a658f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx10.rom	\N	\N	524288	97976ff5	ec9d3460816ab971a02fbce42960283091777e47	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx11.rom	\N	\N	524288	8fb94743	294f6182c8a41b640d1f57cb5e3a2abce3b06482	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	mbomberj	mb_gfx12.rom	\N	\N	524288	b350a840	2b8b996cd08051e7e8e134bff5448775d78058a0	\N	\N	\N	\N	\N	\N	
