game	Demul_v0.4.3	naomi	no	\N	\N	\N	\N	Naomi Bios	1998	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21988.ic9	\N	\N	8388608	ed61b155	679124f0f7c7bc4791025cff274d903cf5bcae70	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21989.ic10	\N	\N	8388608	ae8562cf	e31986e53159729434a7952e8c4ed2adf8dd8e9d	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21990.ic11	\N	\N	8388608	57fd9fdd	62b3bc4a2828751459557b63d900ca6d46792e24	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21991.ic12	\N	\N	8388608	d82f834a	06902713bdf6f68182749916cacc9ae6528dc355	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21992.ic13	\N	\N	8388608	599a2fb8	2a0007064ad2ee1e1a0fda1d5676df4ff19a9f2f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21993.ic14	\N	\N	4194304	fb28cf0a	d51b1d4514a93074d1f77bd1bc5995739604cf56	\N	\N	\N	\N	\N	\N	
game	Demul_v0.4.3	toyfight	\N	\N	\N	naomi	\N	Toy Fighter	1999	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	epr-22035.ic22	\N	\N	4194304	dbc76493	a9772bdb62610a39adf2b9f397781bcddda3e635	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22025.ic1	\N	\N	8388608	30237202	e229a7671b3a34b26a461716bd7b437da100e1c8	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22026.ic2	\N	\N	8388608	f28e71ff	019425fcf234beca2b586de5235cf9f171563533	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22027.ic3	\N	\N	8388608	1a84632d	f3880f21399c6713c48c710c06d0344a0a28f026	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22028.ic4	\N	\N	8388608	2b34ccba	76c39ea19c3be1d9a9ce9e67035be7543b71ff26	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22029.ic5	\N	\N	8388608	8162953a	15c9e10080a5f2e70c31b9b89a256050a1aed4e9	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22030.ic6	\N	\N	8388608	5bf5fed6	6c8eedb177aa49aee9a8b090f2e5f96644416c6c	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22031.ic7	\N	\N	8388608	ee7c40cc	b9d92ef5bae0e932ec8769a30ebd841a263d3e2a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22032.ic8	\N	\N	8388608	3c48c9ba	00be199b23040f8e81db2ec489ba98cbf615652c	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22033.ic9	\N	\N	8388608	5fe5586e	3ff41ae1f81469597684faadd88e62b5e0634352	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	toyfight	mpr-22034.ic10	\N	\N	8388608	3aa5ce5e	f00a906235e4522d6fc2ac771324114346875314	\N	\N	\N	\N	\N	\N	
game	Demul_v0.4.3	pjustice	\N	\N	\N	naomi	\N	Moero Justice Gakuen (JPN) / Project Justice (USA, EXP, KOR, AUS) 	2000	Capcom	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	epr23548a.22	\N	\N	4194304	f4ccf1ec	97485b2a4b9452ffeea2501f42d20d718410e716	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic14	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic15	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic16	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic17	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic18	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic19	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic20	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pjustice	ic21	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	pstone	\N	\N	\N	naomi	\N	Power Stone (JPN, USA, EUR, ASI, AUS)	1999	Capcom	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	epr21597.22	\N	\N	2097152	62c7acc0	bb61641a7f3650757132cde379447bdc9bd91c78	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	pstone2	\N	\N	\N	naomi	\N	Power Stone 2 (JPN, USA, EUR, ASI, AUS)	2000	Capcom	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	epr23127.22	\N	\N	4194304	185761d6	8c91b594dd59313d249c9da7b39dee21d3c9082e	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	pstone2	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	otrigger	\N	\N	\N	naomi	\N	OutTrigger (JPN, USA, EXP, KOR, AUS)	1999	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	epr22163.22	\N	\N	4194304	3bdafb6a	c4c5a4ba94d85c4353df22d70bb08be67e9c22c3	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic14	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic15	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic16	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic17	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic18	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	otrigger	ic19	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	samba	\N	\N	\N	naomi	\N	Samba De Amigo (JPN)	1999	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	epr22966b.ic22	\N	\N	4194304	893116b8	35cb4f40690ff21af5ab7cc5adbc53228d6fb0b3	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic14	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic15	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	samba	ic16	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	slasho	\N	\N	\N	naomi	\N	Slashout (JPN, USA, EXP, KOR, AUS)	2000	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	slasho	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
