game	ZiNc_v1.1	starglad	\N	\N	\N	cpzn1	\N	Star Gladiator (US 960627)	1996	Capcom	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	coh-1002e.353	coh-1002e.353	\N	524288	910f3a8b	cd68532967a25f476a6d73473ec6b6f4df2e1689	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	broar.213	\N	\N	524288	2c586534	a38dfc3a45446d24a1caac89b0f560989d46ded5	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	broar.212	\N	\N	524288	1c85d7fb	aa406a42c424cc16a9e5330c68dda9acf8760088	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	broar.215	\N	\N	524288	31c8e055	2811789ab6221b972d1e3ffe98916587990f7564	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	broar.214	\N	\N	524288	1cdc450a	9215e5fec52f7c5c0070feb621eb9c77f98e2362	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	rabroar1.217	\N	\N	4194304	11f1ba36	d41ae686c2c607640cbadf906215c89134758050	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	rabroar2.216	\N	\N	4194304	d46d46b7	1c42cb5dcda4b26c08c4ecf95efeadaf3a1d1dd2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	broar.046	\N	\N	262144	d4bb261a	9a295b1354ef15f37ea09bb209cf0cb98437c462	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	broar.042	\N	\N	262144	4d537f88	1760367d70a81606e29885ea315185d2c2a9409b	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	beastrzr	rabroar3.snd	\N	\N	4194304	b74cc4d1	eb5485582a12959ae06927a2f1d8a7e63e0f956f	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	bldyror2	\N	\N	\N	psarc95	\N	Bloody Roar 2 (JAPAN)	1998	Eighting/Raizing	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	coh-1002e.353	coh-1002e.353	\N	524288	910f3a8b	cd68532967a25f476a6d73473ec6b6f4df2e1689	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	flash0.021	\N	\N	2097152	fa7602e1	6fb6af09656fbb86d2abda35804b2ed4a4cd7461	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	flash1.024	\N	\N	2097152	4866dce3	484e659a8f0ca40b29d7f5e57788e8a9f6957cbc	\N	user2	baddump	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	rom-1a.028	\N	\N	4194304	0e711461	1d0bd80e6885432ef0623babde28e5760b714bfa	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	rom-1b.29	\N	\N	4194304	0cf153f9	53bb9f8642079f56d8e925792b069362df666819	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	rom-2a.026	\N	\N	4194304	b71d955d	49fce452c70ceafc8a149fa9ff073589b7261882	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	rom-2b.210	\N	\N	4194304	89959dde	99d54b9876f38f5e625334bbd1439618cdf01d56	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	br2_u049.049	\N	\N	524288	10dc855b	4e6e3a71911c8976ae07c2b6cac5a36f98193def	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	br2_u0412.412	\N	\N	524288	e254dd8a	5b8fcafcf2176e0b55efcf37799d7c0d97e01bdc	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	bldyror2	rom-3.336	\N	\N	4194304	b74cc4d1	eb5485582a12959ae06927a2f1d8a7e63e0f956f	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	brvblade	\N	\N	\N	tps	\N	Brave Blade (JAPAN)	2000	Eighting/Raizing	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	flash0.021	\N	\N	2097152	97e12c63	382970617a363f6c98ee741f26be6a75c9752bdb	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	flash1.024	\N	\N	2097152	d9d40a34	c91dbc6f85404e9397fa79a4bac28e8c3c1a5228	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	ra-bbl_rom1.028	\N	\N	4194304	418535e0	7c443e651704f2cd552565c35f4a93f2dc250558	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	spu0u049.bin	\N	\N	524288	c9df8ed9	00a58522189091c48d781b6703e4378e04343c33	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	spu1u412.bin	\N	\N	524288	6408b5b2	ba60aa1074df87e98fa260211e9ec99cea25023f	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	brvblade	ra-bbl_rom2.336	\N	\N	4194304	cd052c02	d955a70a89b3b1a0b505a05c0887c399fe7a2c68	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	psyforcj	\N	\N	psyforce	psyforce	\N	Psychic Force (Ver 2.4J)	1995	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-05.2	\N	\N	524288	7770242c	dd37575d3d9ffdef60fe0e4cab6c9e42d087f714	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-10.7	e22-10.7	\N	524288	f6341d63	99dc27aa694ae5951148054291912a486726e8c9	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-02.16	e22-02.16	\N	2097152	03b50064	0259537e86b266b3f34308c4fc0bcc04c037da71	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-03.19	e22-03.19	\N	2097152	8372f839	646b3919b6be63412c11850ec1524685abececc0	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-04.21	e22-04.21	\N	2097152	397b71aa	48743c362503c1d2dbeb3c8be4cb2aaaae015b88	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-07.22	e22-07.22	\N	131072	739af589	dbb4d1c6d824a99ccf27168e2c21644e19811523	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforcj	e22-01.15	e22-01.15	\N	2097152	808b8340	d8bde850dd9b5b71e94ea707d2d728754f907977	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	psyforce	\N	\N	\N	taitofx1	\N	Psychic Force (Ver 2.4O)	1995	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	pfexic2.bin	\N	\N	524288	997e4500	4a90b452c9a877ccec55a11f36c4cbc6df1f1f41	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	e22-10.7	\N	\N	524288	f6341d63	99dc27aa694ae5951148054291912a486726e8c9	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	e22-02.16	\N	\N	2097152	03b50064	0259537e86b266b3f34308c4fc0bcc04c037da71	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	e22-03.19	\N	\N	2097152	8372f839	646b3919b6be63412c11850ec1524685abececc0	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	e22-04.21	\N	\N	2097152	397b71aa	48743c362503c1d2dbeb3c8be4cb2aaaae015b88	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	e22-07.22	\N	\N	131072	739af589	dbb4d1c6d824a99ccf27168e2c21644e19811523	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyforce	e22-01.15	\N	\N	2097152	808b8340	d8bde850dd9b5b71e94ea707d2d728754f907977	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	psyfrcex	\N	\N	psyforce	psyforce	\N	Psychic Force EX (Ver 2.0J)	1995	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-11.2	\N	\N	524288	a263b41f	a797f1eb74a7ba7aeefabd9f5d55e6eec2df46e2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-12.7	\N	\N	524288	7426ffc5	24b0132241e2e49109e585b082bf4ab67f86b294	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-02.16	e22-02.16	\N	2097152	03b50064	0259537e86b266b3f34308c4fc0bcc04c037da71	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-03.19	e22-03.19	\N	2097152	8372f839	646b3919b6be63412c11850ec1524685abececc0	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-04.21	e22-04.21	\N	2097152	397b71aa	48743c362503c1d2dbeb3c8be4cb2aaaae015b88	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-07.22	e22-07.22	\N	131072	739af589	dbb4d1c6d824a99ccf27168e2c21644e19811523	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	psyfrcex	e22-01.15	e22-01.15	\N	2097152	808b8340	d8bde850dd9b5b71e94ea707d2d728754f907977	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	mgcldtex	\N	\N	\N	taitofx1	\N	Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J)	1997	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-08.2	\N	\N	1048576	3d42cd28	9017922e835a359ba5126c8a9e8c27380a5ce081	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-09.7	\N	\N	1048576	db7ec115	fa6f18de71ba997389d887d7ffe745aa25e24c20	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-01.1	\N	\N	4194304	cf5f1d01	5417f8aef5c8d0e9e63ba8c68efb5b3ef37b4693	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-02.6	\N	\N	4194304	61c8438c	bdbe6079cc634c0cd6580f76619eb2944c9a31d9	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-03.12	\N	\N	2097152	190d1618	838a651d32752015baa7e8caea62fd739631b8be	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-10.22	\N	\N	131072	adf3feb5	bae5bc3fad99a92a3492be1b775dab861007eb3b	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mgcldtex	e32-04.15	\N	\N	4194304	c72f9eea	7ab8b412a8ed00a42016acb7d13d3b074155780a	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	raystorj	\N	\N	raystorm	raystorm	\N	Ray Storm (Ver 2.05J)	1996	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	e24-05.4	\N	\N	524288	40097ab9	67e73568b35515c2c5a9119e97ac4709baff8c5a	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	e24-06.3	\N	\N	524288	d70cdf46	da6163d69d3ea9c1e3f4b7961a548f1f9d8d9909	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	e24-02.1	e24-02.1	\N	4194304	9f70950d	b3e4f925a61ae2e5dd4cc5d7ec3030a0d5c2c04d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	e24-03.2	e24-03.2	\N	4194304	6c1f0a5d	1aac37a7ff23e54021a4cec18c9bb93242337180	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	e24-09.14	e24-09.14	\N	524288	808589e1	46ada4c6d68c2462186a0b962abb435ee740c0ba	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorj	e24-04.27	e24-04.27	\N	4194304	f403493a	3e49fd2a060a3893e26f14cc3cf47c4ba91e17d4	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	raystorm	\N	\N	\N	taitofx1	\N	Ray Storm (Ver 2.06A)	1996	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	raystorm.ic4	\N	\N	524288	33f63638	fdda33ffc9902b3605a3272fae5a614e93856a86	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	raystorm.ic3	\N	\N	524288	5eeed3b2	d8bb1613d7285eabdc6f0a2d231d2eeeb52f307b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	e24-02.1	\N	\N	4194304	9f70950d	b3e4f925a61ae2e5dd4cc5d7ec3030a0d5c2c04d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	e24-03.2	\N	\N	4194304	6c1f0a5d	1aac37a7ff23e54021a4cec18c9bb93242337180	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	e24-09.14	\N	\N	524288	808589e1	46ada4c6d68c2462186a0b962abb435ee740c0ba	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	raystorm	e24-04.27	\N	\N	4194304	f403493a	3e49fd2a060a3893e26f14cc3cf47c4ba91e17d4	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	ftimpcta	\N	\N	\N	taitofx1	\N	Fighters' Impact A (Ver 2.00J)	1996	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	ftimpcta	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ftimpcta	e25-13.4	\N	\N	1048576	7f078d7b	df9800dd6885dbc33736c5143d877b0847221061	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ftimpcta	e25-14.3	\N	\N	1048576	0c5f474f	ce7031ba860297b99cddd6d0177f07e03520faeb	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ftimpcta	e25-01.1	\N	\N	4194304	8cc4be0c	9ca15558a83b7e332e50accf1f7852444a7ce730	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ftimpcta	e25-02.2	\N	\N	4194304	8e8b4c82	55c9d4d3a08fc3226a75ab3a674be433af83e289	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ftimpcta	e25-03.12	\N	\N	4194304	43b1c085	6e53550e9be0d2f415fc6b4f3b8a71185c5370b2	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	gdarius	\N	\N	\N	taitofx1	\N	G-Darius (Ver 2.01J)	1997	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius	e39-06.4	\N	\N	1048576	2980c30d	597321642125c3ae37581c2d9abc2723c7909996	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius	e39-05.3	\N	\N	1048576	750e5b13	68fe9cbd7d506cfd587dccc40b6ae0b0b6ee7c29	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius	e39-01.1	\N	\N	4194304	bdaaa251	a42daa706ee859c2b66be179e08c0ad7990f919e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius	e39-02.2	\N	\N	4194304	a47aab5d	64b58e47035ad9d8d6dcaf475cbcc3ad85f4d82f	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius	e39-03.12	\N	\N	4194304	a883b6a5	b8d00d944c90f8cd9c2b076688f4c68b2e6d557a	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	gdarius2	\N	\N	gdarius	gdarius	\N	G-Darius Ver.2 (Ver 2.03J)	1997	Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius2	coh-1000t.353	coh-1000t.353	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius2	e39-12.4	\N	\N	1048576	b23266c3	80aaddaaf10e40280ade4c7d11f45ddab47ee9a6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius2	e39-11.3	\N	\N	1048576	766f73df	9ce24c153920d259bc7fdef0778083eb6d639be3	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius2	e39-01.1	e39-01.1	\N	4194304	bdaaa251	a42daa706ee859c2b66be179e08c0ad7990f919e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius2	e39-02.2	e39-02.2	\N	4194304	a47aab5d	64b58e47035ad9d8d6dcaf475cbcc3ad85f4d82f	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	gdarius2	e39-03.12	e39-03.12	\N	4194304	a883b6a5	b8d00d944c90f8cd9c2b076688f4c68b2e6d557a	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	danceyes	\N	\N	\N	\N	\N	Dancing Eyes (DC1/VER.A)	1996	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1vera.2l	\N	\N	1048576	b164ad67	62a7f9bc7fb9c218e5031598512dbd1e013283b3	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1vera.2j	\N	\N	1048576	28e4cb3d	17923c66725da1f8e77b7c08d8017160bba53eb9	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1vera.2k	\N	\N	1048576	bdd9484e	2f85e0ac4b12b2cf4c9717fad745d2d68c27d39a	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1vera.2f	\N	\N	1048576	25a2f06f	400806a262681cf908ac16e039686b5a0d5fd58e	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm0l.5	\N	\N	2097152	8b5b4b13	9681e29ad95a2cc555d0fbb558a0865a87a77268	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm0u.6	\N	\N	2097152	93ca9bd0	c7d2ecbeb451bd57097fb39f21dc347b86a2b838	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm1l.3	\N	\N	2097152	380e0282	33389e3b15b93fb939991b8d7dc8b182ba88e78a	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm1u.8	\N	\N	2097152	47d966a7	3b6f004136bd9d75dbef846f417ca34a56893d61	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm2l.4	\N	\N	2097152	8f130220	7f086d502178c27511c1142254381a9a2a999e8d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm2u.7	\N	\N	2097152	24514dc6	f9f7d6a45cbd51513cc038f6321a30c1a72b7a58	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm3l.1	\N	\N	2097152	a76bcd4c	817abdc43158b7aaac329c3ea17782277acb36a4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1rm3u.9	\N	\N	2097152	1405d123	3d7be5558358740f5a0a3a3022543cf5aca4cf24	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1sprg.6d	\N	\N	262144	96cd7788	68a5a53a5fc50e2b6b684c99d27d81e3a8c56287	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	danceyes	dc1wave.8k	\N	\N	4194304	8ba0f6a7	e9868debd808e92b196d1baeeeae9c4855356a01	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	xevi3dg	\N	\N	\N	\N	\N	Xevious 3D/G (XV31/VER.A)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31vera.2l	\N	\N	1048576	419e0f13	876ae81c9fde18cdec792f3dfee682761ac99730	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31vera.2j	\N	\N	1048576	df95373a	65cf85ad4dcbc8f0376ac46ee0c1037d79099843	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31vera.2k	\N	\N	1048576	3d58138e	9203d6bdc2d968de818d5f465523cc030217dcf8	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31vera.2f	\N	\N	1048576	9e8780a2	83148d55456b2b92969f7ac2bdb2d492bf969895	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31rm0l.5	\N	\N	2097152	24e1e262	84df49b22a8a36284da771944a8390672a0c32bf	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31rm0u.6	\N	\N	2097152	cae38ef3	2dfe0b31969091975e8d8c8188ce7dd007e4a0f3	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31rm1l.3	\N	\N	2097152	46b4cb72	c3360c4fdb71ffcbccec3f4ad8d7963b08822e26	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31rm1u.8	\N	\N	2097152	be0eb5d1	f1a0adcb7c65bbba723fe09b07280b0b924d6b19	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31rm2l.4	\N	\N	2097152	8403a277	35193211351494a086d8422e3b0b71a8d3a262a6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31rm2u.7	\N	\N	2097152	ecf70432	bec128a215e0aef66e9a8707bb0d1eb7b098a356	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31sprg.6d	\N	\N	262144	e50b856a	631da4f60c9ce08387fca26a70481a2fdacf9765	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	xevi3dg	xv31wave.8k	\N	\N	4194304	14f25ddd	4981cf1017432ff85b768ec88c36f535df30b783	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	starswep	\N	\N	\N	\N	\N	Star Sweep (STP1/VER.A)	1997	Axela/Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	starswep	stp1vera.1j	\N	\N	2097152	ef83e126	f721b43358cedad0f28af5d2b292b44043fd47a0	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	starswep	stp1vera.1l	\N	\N	2097152	0ee7fe1e	8c2f5b0e7b49dbe0e8105bf55c493acd46a4f59d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	starswep	stp1sprg.7e	\N	\N	262144	08aaaf6a	51c913a39ff7c154aef8bb10139cc8b92eb4756a	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	starswep	stp1wave.bin	\N	\N	4194304	18f30e92	b3819455856298527a7224495f541145aecf23dd	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	myangel3	\N	\N	\N	\N	\N	Kosodate Quiz My Angel 3 (KQT1/VER.A)	1998	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1vera.1j	\N	\N	2097152	df7aef8a	d4ff144bcdecc1d4a3b834d0b9c182609ad9b260	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1vera.1l	\N	\N	2097152	ffc51c01	bba2c2c1ad31039c7dc7413e51e7fc317451e1e3	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1pr0l.bin	\N	\N	8388608	d67eee66	1842e987ae406ac2cf4c173aaaa73b5f67f4fd3d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1pr0u.bin	\N	\N	8388608	4d1c7bf3	6bf9712264a82920f7898896643d05a6b425e74a	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1pr1l.bin	\N	\N	8388608	298d8eeb	c421b1bdd5fd46c026a41e2cec47cafd1a69d33d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1pr1u.bin	\N	\N	8388608	911783db	1005fc9b38e212844e397150a6f98f43ad88d4b9	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1sprg.7e	\N	\N	262144	bb1888a6	4db07738079725413cdba7eb75252ee71ae50a66	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	myangel3	kqt1wave.bin	\N	\N	4194304	92ca8e4f	48d6bdfcc5de1c280afa36c3f0dd6d4177771355	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	tekkenb	\N	\N	tekken	tekken	\N	Tekken (TE1/VER.B)	1994	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1verb.2l	\N	\N	1048576	4291afee	2e04a6c786544176e2b7e22b5f469e3548896b19	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1verb.2j	\N	\N	1048576	5c534705	2430b5c36de419822de0283c006c5af2e7cd95ef	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1verb.2k	te1verb.2k	\N	1048576	b9860b29	678889fc5c70bf66f0bd9864a20636ffb620ed0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1verb.2f	te1verb.2f	\N	1048576	3dc01aad	266f346fa575c42b635bc469798f5aade9821e20	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1rm0l.5	te1rm0l.5	\N	2097152	03786e09	de2b9e19ace43c424d100dc5d3207217f66d6479	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1rm0u.6	te1rm0u.6	\N	2097152	75d91051	1c7958162315576c3881dcc684b85710f7f19cd6	\N	user2	\N	\N	\N	\N	
