game	Replay_v0.04	1942	\N	\N	\N	\N	\N	1942 (set 2)	1984	Capcom	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf14	\N	\N	16384	1df11d81	5055f0c8046f57d4c899ecf90a9bfcf0c1a58f59	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf4	\N	\N	16384	3f65313f	bd584896f558440a0f7bf8e1ca49bf478fe77553	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf5	\N	\N	16384	9ea325f3	7c35128a3e70e5994a5e17db656dec1a53c1fe67	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf6	\N	\N	8192	fbe9276e	84181c8da79e2c92af04aef3ab5d23f70969dad8	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf7	\N	\N	8192	c648f558	7cc085d8dc4a770d2828e39859b7b18e80148a00	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf8	\N	\N	8192	6b2cc9c8	ba7c902d08c21a1e33f450406bfbfa35abde3b3f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfub	kf9	\N	\N	16384	05fcce8b	5116cd65c53aa09a1c1d84df883606883e565464	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	kungfum	\N	\N	\N	\N	\N	Kung Fu Master	1984	Irem	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	a-4e-c.bin	\N	\N	16384	b6e2d083	17e2cfe2b9d6121239803aba7132918e54ae02bf	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	a-4d-c.bin	\N	\N	16384	7532918e	9d513d5a3b99cc54c4491371cd44af048ef0fb33	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	g-4c-a.bin	\N	\N	8192	6b2cc9c8	ba7c902d08c21a1e33f450406bfbfa35abde3b3f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	g-4d-a.bin	\N	\N	8192	c648f558	7cc085d8dc4a770d2828e39859b7b18e80148a00	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	g-4e-a.bin	\N	\N	8192	fbe9276e	84181c8da79e2c92af04aef3ab5d23f70969dad8	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4k-.bin	\N	\N	8192	16fb5150	a49faf617f948d3ccec2bc6ef97bd399f0958f65	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4f-.bin	\N	\N	8192	67745a33	fcc642fb1b932676c84c1a0901b989673c57c0e5	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4l-.bin	\N	\N	8192	bd1c2261	7155789a01801a9e1a55d4e68c94a3a3ee7d1b2e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4h-.bin	\N	\N	8192	8ac5ed3a	9c88e8c82420428b43923cdee7eb4504882bec69	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-3n-.bin	\N	\N	8192	28a213aa	0d6d668490bdf4394bc9fed2f3cdc72f2fea46f9	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4n-.bin	\N	\N	8192	d5228df3	836c4f95f873fbf07f9bec63a72c20a14651117c	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4m-.bin	\N	\N	8192	b16de4f2	512260e76c9cd21b8add771de53fbd27c2719213	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-3m-.bin	\N	\N	8192	eba0d66b	028f82fc1853b86a3201b24871f41091c3e0b542	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4c-.bin	\N	\N	8192	01298885	d4edf5fe707c5b7231ba72b731b96120064a7ecd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4e-.bin	\N	\N	8192	c77b87d4	c0f66f0130f6a290a58a3d77bba1d06f16016901	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4d-.bin	\N	\N	8192	6a70615f	f4683dc0a566567e95e85268612bcf0e6297d955	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	kungfum	b-4a-.bin	\N	\N	8192	6189d626	ce8e5e95c2684c685481e9c8d921380b20ac0460	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	ladybug	\N	\N	\N	\N	\N	Lady Bug	1981	Universal	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb1.cpu	\N	\N	4096	d09e0adb	ddc1f849cbcefb64b70a26c2a4c993f0516af814	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb2.cpu	\N	\N	4096	88bc4a0a	193c9f90b7550020c0923cb158dff7d5faa53bc6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb3.cpu	\N	\N	4096	53e9efce	1960e9cd896b6a65197aefc3f10348103552b598	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb4.cpu	\N	\N	4096	ffc424d7	2a4b9533e61e265bdd38c126add8c26d5bc048d5	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb5.cpu	\N	\N	4096	ad6af809	276275d56c725b9d90eeb44c317ceb06bac27ae7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb6.cpu	\N	\N	4096	cf1acca4	c05de7de4bd05d5c2af6aa752e057a9286f3effc	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb9.vid	\N	\N	4096	77b1da1e	58cb82417396a3d96acfc864f091b1a5988f228d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb10.vid	\N	\N	4096	aa82e00b	83a5b745e58844b6dd7d05dfe9dbb5959aaf5c40	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb8.cpu	\N	\N	4096	8b99910b	0bc812cf872f04eacedb50feed53f1aa8a1f24b9	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	ladybug	lb7.cpu	\N	\N	4096	86a5b448	f8585a6fcf921e3e21f112dd2de474cb53cef290	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	locomotn	\N	\N	\N	\N	\N	Loco-Motion	1982	Konami (Centuri license)	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	1a.cpu	\N	\N	4096	b43e689a	7f1a0fa1ea9ff95a9d51b23ea00792ba22024282	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	2a.cpu	\N	\N	4096	529c823d	714ae0af254646eb6ebc5f47422246832e89ccfb	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	3.cpu	\N	\N	4096	c9dbfbd1	10ec7403053ef52d0ce4aa6eab3e82a3ea5e57ff	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	4.cpu	\N	\N	4096	caf6431c	f013d8846fad9f64367b69febeb7512029a639c0	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	5.cpu	\N	\N	4096	64cf8dd6	8fa1b5c4a7f136cb74833425a565fa558eeee083	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	c1.cpu	\N	\N	4096	5732eda9	451de30946a9c8198c5ec83cc5c50e3ac2f9f56b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	locomotn	c2.cpu	\N	\N	4096	c3035300	ddb1d658a28b973b60e2ce72fd7662537e147860	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	losttomb	\N	\N	\N	\N	\N	Lost Tomb (easy)	1982	Stern	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2c	\N	\N	4096	d6176d2c	bc2bf63ee8d3e376f155d218704ceb5adcdf8e54	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2e	\N	\N	4096	a5f55f4a	3609fc2b15b6856e81738bbd370250735dba694d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2f	\N	\N	4096	0169fa3c	2c06b1deca6c80d067032bfc2386da6ab0111e5f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2h-easy	\N	\N	4096	054481b6	b0f5d19af0336883e4d9813e58a75c176a63a987	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2j	\N	\N	4096	249ee040	7297039e95e67220fa3e75fc50635f4df4c46a86	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2l	\N	\N	4096	c7d2e608	8aabecabd1dcd6833fb581e4571d71a680e6563a	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	2m	\N	\N	4096	bc4bc5b1	95ffa72e57d1da10ddeda4d9333c9e0a2fb33e82	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	5f	\N	\N	2048	61f137e7	8bff09bc29fa829e21e6b36f7b3f67f19f6bbb26	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	losttomb	5h	\N	\N	2048	5581de5f	763dacb0d2183c159e7f1f04c7ecb1182da18abf	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	lrescue	\N	\N	\N	\N	\N	Lunar Rescue	1979	Taito	\N	\N	\N	
game_rom	Replay_v0.04	lrescue	lrescue.1	\N	\N	2048	2bbc4778	0167f1ac1501ab0b4c4e555023fa5efed59d56ae	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	lrescue	lrescue.2	\N	\N	2048	49e79706	bed675bb97d59ae0132c007ccead0d096ed2ddf1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	lrescue	lrescue.3	\N	\N	2048	1ac969be	67ac47f45b9fa5c530bf6047bb7d5776b52847be	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	lrescue	lrescue.4	\N	\N	2048	782fee3c	668295e9d6d99084bb4e7c5491f00fe75f4f5a88	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	lrescue	lrescue.5	\N	\N	2048	58fde8bc	663665ac5254204c1eba18357d9867034eae55eb	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	lrescue	lrescue.6	\N	\N	2048	bfb0f65d	ea0943d764a16094b6e2289f62ef117c9f838c98	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mappy	\N	\N	\N	\N	\N	Mappy (US)	1983	Namco	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy1d.64	\N	\N	8192	52e6c708	b9722941438e93325e84691ada4e95620bec73b2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy1c.64	\N	\N	8192	a958a61c	e5198703cdf47b2cd7fc9f2a5fde7bf4ab2275db	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy1b.64	\N	\N	8192	203766d4	1dbc4f42d4c16a08240a221bec27dcc3a8dd7461	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy1k.64	\N	\N	8192	8182dd5b	f36b57f7f1e79f00b3f07afe1960bca5f5325ee2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy3b.32	\N	\N	4096	16498b9f	76610149c65f955484fef1c033ddc3fed3f4e568	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy3m.64	\N	\N	8192	f2d9647a	3cc216793c6a5f73c437ad2524563deb3b5e2890	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mappy	mappy3n.64	\N	\N	8192	757cf2b6	8dfbf03953d5219d9eb5fc654ec3392442ba1dc4	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mario	\N	\N	\N	\N	\N	Mario Bros. (US)	1983	Nintendo of America	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7f	\N	\N	8192	c0c6e014	36a04f9ca1c2a583477cb8a6f2ef94e044e08296	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7e	\N	\N	8192	116b3856	e372f846d0e5a2b9b47ebd0330293fcc8a12363f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7d	\N	\N	8192	dcceb6c1	b19804e69ce2c98cf276c6055c3a250316b96b45	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7c	\N	\N	4096	4a63d96b	b09060b2c84ab77cc540a27b8f932cb60ec8d442	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.3f	\N	\N	4096	28b0c42c	46749568aff88a28c3b6a1ac423abd1b90742a4d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.3j	\N	\N	4096	0c8cc04d	15fae47d701dc1ef15c943cee6aa991776ecffdf	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7m	\N	\N	4096	22b7372e	4a1c1e239cb6d483e76f50d7a3b941025963c6a3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7n	\N	\N	4096	4f3a1f47	0747d693b9482f6dd28b0bc484fd1d3e29d35654	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7p	\N	\N	4096	56be6ccd	15a6e16c189d45f72761ebcbe9db5001bdecd659	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7s	\N	\N	4096	56f1d613	9af6844dbaa3615433d0595e9e85e72493e31a54	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7t	\N	\N	4096	641f0008	589fe108c7c11278fd897f2ded8f0498bc149cfd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mario	mario.7u	\N	\N	4096	7baf5309	d9194ff7b89a18273d37b47228fc7fb7e2a0ed1f	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	milliped	\N	\N	\N	\N	\N	Millipede	1982	Atari	\N	\N	\N	
game_rom	Replay_v0.04	milliped	136013.104	\N	\N	4096	40711675	b595d6a0f5d3c611ade1b83a94c3b909d2124dc4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	milliped	136013.103	\N	\N	4096	fb01baf2	9c1d0bbc20bf25dd21761a311fd1ed80aa029241	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	milliped	136013.102	\N	\N	4096	62e137e0	9fe40db55ba1d20d4f11704f7f5df9ff75b87f30	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	milliped	136013.101	\N	\N	4096	46752c7d	ab06b1fd80271849946f90757b3837b617394929	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	milliped	136013.106	\N	\N	2048	f4468045	602fcc7290f9f4eacb841c76665961ebf4307f80	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	milliped	136013.107	\N	\N	2048	68c3437a	4c7ea33d9501456ee8f5a642da7d6c972f2bb90d	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	missile	\N	\N	\N	\N	\N	Missile Command (set 1)	1980	Atari	\N	\N	\N	
game_rom	Replay_v0.04	missile	035820.02	\N	\N	2048	7a62ce6a	9a39978138dc28fdefe193bfae1b226391e471db	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	missile	035821.02	\N	\N	2048	df3bd57f	0916925d3c94d766d33f0e4badf6b0add835d748	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	missile	035822.02	\N	\N	2048	a1cd384a	a1dd0953423750a0fbc6e3dccbf2ca64ef5a1f54	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	missile	035823.02	\N	\N	2048	82e552bb	d0f22894f779c74ceef644c9f03d840d9545efea	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	missile	035824.02	\N	\N	2048	606e42e0	9718f84a73c66b4e8ef7805a7ab638a7380624e1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	missile	035825.02	\N	\N	2048	f752eaeb	0339a6ce6744d2091cc7e07675e509b202b0f380	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mooncrsb	\N	\N	\N	\N	\N	Moon Cresta (bootleg set 1)	1980	bootleg	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr194	\N	\N	2048	0e5582b1	946ad4aeb10c0b7b3f93fd24925cc9bcb49e443c	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr195	\N	\N	2048	12cb201b	ebb01ec646b9e015cbcb93f70dfdaf448afefc12	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr196	\N	\N	2048	18255614	b373e22d47c0f7facba13148ca9c462ec9a0d732	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr197	\N	\N	2048	05ac1466	cbf93a8ce0925fa1c073c74f1274b190d9faefaf	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr198	\N	\N	2048	c28a2e8f	9ff6bab1e1185597ba55cb0d6086091a1fce01a6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr199	\N	\N	2048	5a4571de	2a4170dee105922fc69c99b79f6f328098e81918	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr200	\N	\N	2048	b7c85bf1	cc9f593658ea39c849d80c83ee0c2170cc29879e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr201	\N	\N	2048	2caba07f	8fec4904e12b4cfb6068784007278be986a3eede	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrsb	epr171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mooncrst	\N	\N	\N	\N	\N	Moon Cresta (Nichibutsu)	1980	Nichibutsu	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc1	\N	\N	2048	7d954a7a	a93ee403cfd7887538ad12d33f6dd6c71bea2a32	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc2	\N	\N	2048	44bb7cfa	349c2e23a9fce73f95bb8168d369082fa129fe3d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc3	\N	\N	2048	9c412104	1b40054ebb1ace965a8522119bb23f09797bc5f6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc4	\N	\N	2048	7e9b1ab5	435f603c0c3e788a509dd144a7916a34e791ae44	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc5	\N	\N	2048	16c759af	3b48050411f65f9d3fb41ff22901e22d82bf1cf6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc6	\N	\N	2048	69bcafdb	939c8c6ed1cd4660a3d99b8f17ed99cbd7e1352a	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc7	\N	\N	2048	b50dbc46	4fa084fd1ba5f78e7703e684c57af15ca7a844e4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mc8	\N	\N	2048	18ca312b	39219059003b949e38305553fea2d33071062c64	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mcb	\N	\N	2048	fb0f1f81	38a6679a8b69bc1870a0e67e692131c42f9535c8	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mcd	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mca	\N	\N	2048	631ebb5a	5bc9493afa76c55858b8c8849524cbc77dc838fc	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mooncrst	mcc	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	moonqsr	\N	\N	\N	\N	\N	Moon Quasar	1980	Nichibutsu	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq1	\N	\N	2048	132c13ec	d95166b025442f184e44a70312fb3b4f6366f324	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq2	\N	\N	2048	c8eb74f1	4efa85c40349852da47a0f725ae06873efe4ce1c	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq3	\N	\N	2048	33965a89	92912cea76a472d9b709c664d9818844a07fcc32	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq4	\N	\N	2048	a3861d17	d7037d93b7838ccdd9a6a1a1476571cfa869fca1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq5	\N	\N	2048	8bcf9c67	7af0d9308d20c52675301acf5d1a5d62358352a6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq6	\N	\N	2048	5750cda9	17c2bc38037833fdb8923d4a2262264386ef916b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq7	\N	\N	2048	78d7fe5b	4085562a0af94c65dad2a3550409727e597c0d5b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mq8	\N	\N	2048	4919eed5	526aaedd25e0f7c525eb7c66519218ae09b0407e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mqb	\N	\N	2048	b55ec806	fb52e53dfa3ae9dec162622d22de9cfdb0b5f9d6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mqd	\N	\N	2048	9e7d0e13	18951080d307ac13344f89745f671595e26d282c	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mqa	\N	\N	2048	66eee0db	eeb08efd226e15e248999558240488ffd0e39688	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	moonqsr	mqc	\N	\N	2048	a6db5b0d	476e197df047e991d2ea3c1fad92c799510f1647	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mpatrol	\N	\N	\N	\N	\N	Moon Patrol	1982	Irem	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-a.3m	\N	\N	4096	5873a860	8c03726d6e049c3edbc277440184e31679f78258	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-a.3l	\N	\N	4096	f4b85974	dfb2efb57378a20af6f20569f4360cde95596f93	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-a.3k	\N	\N	4096	2e1a598c	112c3c9678db8a8540a8df3708020c87fd10c91b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-a.3j	\N	\N	4096	dd05b587	727961b0dafa4a96b580d51013336db2a18aff1e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-e.3e	\N	\N	4096	e3ee7f75	b03d0d56150d3e9da4a4c871338097b4f450b649	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-e.3f	\N	\N	4096	cca6d023	fecb3059fb09897a096add9452b50aec55c07545	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-b.3m	\N	\N	4096	707ace5e	93c682e13e74bce29ced3a87bffb29569c114c3b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-b.3n	\N	\N	4096	9b72133a	1393ef92ae1ad58a4b62ca1660c0793d30a8b5e2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-e.3l	\N	\N	4096	c46a7f72	8bb7c9acaf6833fb6c0575b015991b873a305a84	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-e.3k	\N	\N	4096	c7aa1fb0	14c6c76e1d0db2c0745e5d6d33ea6945fac8e9ee	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mpatrol	mp-e.3h	\N	\N	4096	a0919392	8a090cb8d483a3d67c7360058e3fdd70e151cd62	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mplanets	\N	\N	\N	\N	\N	Mad Planets	1983	Gottlieb	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	rom4	\N	\N	8192	5402077f	f4e8699ab3c6dfc0f86b6df86d2a5b35caf2ca73	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	rom3	\N	\N	8192	5d18d740	30307d98704c49dec5aecd0a1ec2f06f1869a5d2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	rom2	\N	\N	8192	960c3bb1	305a7904fa8c0b9823ad186d1c5c7460c0900bad	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	rom1	\N	\N	8192	eb515f10	31c3519328eba7adc4a3b0adcc0384f606d81a57	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	rom0	\N	\N	8192	74de78aa	7ebd02e660c1413eff284a7ca77feeff41c1e2b7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	bg0	\N	\N	4096	709aa24c	95be072bf63320f4b44feaf88003ba011754e20f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	bg1	\N	\N	4096	4921e345	7b6e03458222be501ed150ffbd489433027fc6cb	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	fg3	\N	\N	8192	c990b39f	d1b6060744b78df430e914504b20e8693829bbd5	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	fg2	\N	\N	8192	735e2522	9fac59e9b1d81695d3da32107d640726cf96e31a	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	fg1	\N	\N	8192	6456cc1c	12c20f0ce49a7d3579049e8ba95e542c4aaee241	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mplanets	fg0	\N	\N	8192	a920e325	60f15d5014a55d9c18b06c17c7587d45716619e4	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	mranger	\N	\N	\N	\N	\N	Moon Ranger	1982	bootleg	\N	\N	\N	
game_rom	Replay_v0.04	mranger	mr-a.3m	\N	\N	4096	5873a860	8c03726d6e049c3edbc277440184e31679f78258	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mranger	mr-a.3l	\N	\N	4096	217dd431	7b81f854209afc1fd3df11b7375f36de6bc4a7c3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mranger	mr-a.3k	\N	\N	4096	9f0af7b2	3daaec15b0d3bc30723ebb14b50f66f288f0d096	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mranger	mr-a.3j	\N	\N	4096	7fe8e2cd	4ffad9c7a9360999b213b790c6c76cc79c8e49d5	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	mranger	mr-e.3e	\N	\N	4096	e3ee7f75	b03d0d56150d3e9da4a4c871338097b4f450b649	\N	\N	\N	\N	\N	\N	
