game	System_16_v0.82a	alexkidd	\N	\N	\N	\N	\N	Alex Kidd (Bootleg)	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7405.10b	\N	\N	32768	7a4f4e38	65a22097dd933e83f326bd64b3863915897780a6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epra7406.11b	\N	\N	32768	bb743639	5d99638a79f02ce14374d3b1f3d9fbfc5c13c6e1	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	moonwlkb	\N	\N	\N	\N	\N	Moonwalker (Bootleg)	1990	bootleg	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.01	\N	\N	65536	f49cdb16	34b7e98d31c3b9db2f0f055d7b249b0e5e5cb746	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.02	\N	\N	65536	0bde1896	42731ae90d56918dc50c0dcb53d092dcfb957159	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.03	\N	\N	65536	0c5fe15c	626e3f37f019448c3c96bf73b2d2b5fe4b3716c0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.04	\N	\N	65536	64692f79	ad7f32997b78863e3aa3214018cdd24e3ec9c5cb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.05	\N	\N	65536	c483f29f	8fdfa764d8e49754844a9dc001400d439f9af9f0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.06	\N	\N	65536	5b9fc688	53d8143c3876548f63b392f0ea16c0e7c30a7917	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.07	\N	\N	65536	9e600704	efd3d450b26f81dc2b74f44b4aaf906fa017e437	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwlkb.08	\N	\N	65536	546ca530	51f74878fdc221fee026e2e6a7ca96f290c8947f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.a4	\N	\N	131072	56c2e82b	d5755a1bb6e889d274dc60e883d4d65f12fdc877	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.a8	\N	\N	262144	de3786be	2279bb390aa3efab9aeee0a643e5cb6a4f5933b6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.a9	\N	\N	262144	f40dc45d	e9468cef428f52ecdf6837c6d9a9fea934e7676c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.a10	\N	\N	262144	9550091f	bb6e898f7b540e130fd338c10f74609a7604cef4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.a11	\N	\N	262144	a5e96346	a854f4dd5dc16975373255110fdb8ab3d121b1af	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b1	\N	\N	262144	862d2c03	3c5446d702a639b62a602c6d687f9875d8450218	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b2	\N	\N	262144	7d1ac3ec	8495357304f1df135bba77ef3b96e79a883b8ff0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b3	\N	\N	262144	56d3393c	50a2d065060692c9ecaa56046a781cb21d93e554	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b8	\N	\N	262144	9ae7546a	5413b0131881b0b32bac8de51da9a299835014bb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b9	\N	\N	262144	523df3ed	2e496125e75decd674c3a08404fbdb53791a965d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b10	\N	\N	262144	364f60ff	9ac887ec0b2e32b504b7c6a5f3bb1ce3fe41a15a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b11	\N	\N	262144	c59f107b	10fa60fca6e34eda277c483bb1c0e81bb88c8a47	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b4	\N	\N	262144	19e2061f	2dcf1718a43dab4da53b4f67722664e70ddd2169	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b5	\N	\N	262144	58d4d9ce	725e73a656845b02702ef131b4c0aa2a73cdd02e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	moonwlkb	moonwalk.b6	\N	\N	262144	623edc5d	c32d9f818d40f311877fbe6532d9e95b6045c3c4	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	outrun	\N	\N	\N	\N	\N	Out Run	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10185.rom	\N	\N	32768	22794426	a554d4b68e71861a0d0da4d031b3b811b246f082	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10187.rom	\N	\N	32768	a10abaa9	01c8a819587a66d2ee4d255656e36fa0904377b0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10188.rom	\N	\N	32768	bad30ad9	f70dd3a6362c314adef313b064102f7a250401c8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10189.rom	\N	\N	32768	01366b54	f467a6b807694d5832a985f5381c170d24aaee4e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10190.rom	\N	\N	32768	7cab70e2	a3c581d2b438630d0d4c39481dcfd85681c9f889	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10191.rom	\N	\N	32768	20a284ab	7c9027416d4122791ba53782fe2230cf02b7d506	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10192.rom	\N	\N	32768	770f1270	686bdf44d45c1d6002622f6658f037735382f3e0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10193.rom	\N	\N	32768	bcd10dde	417ce1d7242884640c5b14f4db8ee57cde7d085d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10230.rom	\N	\N	32768	686f5e50	03697b892f911177968aa40de6c5f464eb0258e7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10231.rom	\N	\N	32768	8908bcbf	8e1237b640a6f26bdcbfd5e201dadb2687c4febb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10232.rom	\N	\N	32768	776ba1eb	e3477961d19e694c97643066534a1f720e0c4327	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10266.rom	\N	\N	32768	9f6f1a74	09164e858ebeedcff4d389524ddf89e7c216dcae	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10267.rom	\N	\N	32768	a85bb823	a7e0143dee5a47e679fd5155e58e717813912692	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10268.rom	\N	\N	32768	95344b04	b3480714b11fc49b449660431f85d4ba92f799ba	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10327a.rom	\N	\N	65536	e28a5baf	f715bde96c73ed47035acf5a41630fdeb41bb2f9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10328a.rom	\N	\N	65536	d5ec5e5d	a4e3cfca4d803e72bc4fcf91ab00e21bf3f8959f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10329a.rom	\N	\N	65536	da131c81	57d5219bd0e2fd886217e37e8773fd76be9b40eb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10330a.rom	\N	\N	65536	ba9ec82a	2136c9572e26b7ae6de402c0cd53174407cc6018	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10380a.rom	\N	\N	65536	434fadbc	83c861d331e69ef4f2452c313ae4b5ea9d8b7948	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10381a.rom	\N	\N	65536	be8c412b	bf3ff05bbf81bdd44567f3b9bb4919ed4a499624	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10382.rom	\N	\N	65536	1ddcc04e	945d207d8d602d7fdb6d25f6b93c9c0b995e8d5a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	10383a.rom	\N	\N	65536	dcc586e7	d6e1de6b562359574d94b88ce6101646c506e701	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_1.bin	\N	\N	65536	77377e00	4f376b05692f33d529f4c058dac989136c808ca1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_2.bin	\N	\N	65536	2c0e7277	cf14d1ca1fba2e2687998c04ad2ab8c629917412	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_3.bin	\N	\N	65536	69ecc975	3560e9a31fc71e263a6ff61224b8db2b17836075	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_4.bin	\N	\N	65536	54761e57	dc0fc645eb998675ab9fe683d63d4ee57ae23693	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_5.bin	\N	\N	65536	b6a8d0e2	6184700dbe2c8c9c91f220e246501b7a865e4a05	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_6.bin	\N	\N	65536	a00d0676	c2ab29a7489c6f774ce26ef023758215ea3f7050	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_7.bin	\N	\N	65536	d632d8a2	27ca6faaa073bd01b2be959dba0359f93e8c1ec1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_8.bin	\N	\N	65536	da398368	115b2881d2d5ddeda2ce82bb209a2c0b4acfcae4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_17.bin	\N	\N	65536	4f784236	1fb610fd29d3ddd8c5d4892ae215386b18552e6f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_18.bin	\N	\N	65536	8d459356	143914b1ac074708fed1d89072f915424aeb841e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_19.bin	\N	\N	65536	ee4f7154	3a84c1b19d9dfcd5310e9cee90c0d4562a4a7786	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_20.bin	\N	\N	65536	c2825654	566ecb6e3dc76300351e54e4c0f24b9c2a6c710c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_21.bin	\N	\N	65536	e9880aa3	cc47f631e758bd856bbc6d010fe230f9b1ed29de	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_22.bin	\N	\N	65536	ef7d06fe	541b5ba45f4140e2cc29a9da2592b476d414af5d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_23.bin	\N	\N	65536	dc286dc2	eaa245b81f8a324988f617467fc3134a39b59c65	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrun	orun_24.bin	\N	\N	65536	1222af9f	2364bd54cbe21dd688efff32e93bf154546c93d6	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	outrunb	\N	\N	outrun	outrun	\N	Out Run (Bootleg)	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10185.rom	10185.rom	\N	32768	22794426	a554d4b68e71861a0d0da4d031b3b811b246f082	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10187.rom	10187.rom	\N	32768	a10abaa9	01c8a819587a66d2ee4d255656e36fa0904377b0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10188.rom	10188.rom	\N	32768	bad30ad9	f70dd3a6362c314adef313b064102f7a250401c8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10189.rom	10189.rom	\N	32768	01366b54	f467a6b807694d5832a985f5381c170d24aaee4e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10190.rom	10190.rom	\N	32768	7cab70e2	a3c581d2b438630d0d4c39481dcfd85681c9f889	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10191.rom	10191.rom	\N	32768	20a284ab	7c9027416d4122791ba53782fe2230cf02b7d506	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10192.rom	10192.rom	\N	32768	770f1270	686bdf44d45c1d6002622f6658f037735382f3e0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10193.rom	10193.rom	\N	32768	bcd10dde	417ce1d7242884640c5b14f4db8ee57cde7d085d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10230.rom	10230.rom	\N	32768	686f5e50	03697b892f911177968aa40de6c5f464eb0258e7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10231.rom	10231.rom	\N	32768	8908bcbf	8e1237b640a6f26bdcbfd5e201dadb2687c4febb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10232.rom	10232.rom	\N	32768	776ba1eb	e3477961d19e694c97643066534a1f720e0c4327	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10266.rom	10266.rom	\N	32768	9f6f1a74	09164e858ebeedcff4d389524ddf89e7c216dcae	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10267.rom	10267.rom	\N	32768	a85bb823	a7e0143dee5a47e679fd5155e58e717813912692	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10268.rom	10268.rom	\N	32768	95344b04	b3480714b11fc49b449660431f85d4ba92f799ba	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10327a.rom	10327a.rom	\N	65536	e28a5baf	f715bde96c73ed47035acf5a41630fdeb41bb2f9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10328a.rom	10328a.rom	\N	65536	d5ec5e5d	a4e3cfca4d803e72bc4fcf91ab00e21bf3f8959f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10329a.rom	10329a.rom	\N	65536	da131c81	57d5219bd0e2fd886217e37e8773fd76be9b40eb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10330a.rom	10330a.rom	\N	65536	ba9ec82a	2136c9572e26b7ae6de402c0cd53174407cc6018	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10381b	\N	\N	65536	be8c412b	bf3ff05bbf81bdd44567f3b9bb4919ed4a499624	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10380b	\N	\N	65536	1f6cadad	31e870f307f44eb4f293b607123b623beee2bc3c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10382b	\N	\N	65536	c4c3fa1a	69236cf9f27691dee290c79db1fc9b5e73ea77d7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	10383b	\N	\N	65536	10a2014a	1970895145ad8b5735f66ed8c837d9d453ce9b23	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_1.bin	orun_1.bin	\N	65536	77377e00	4f376b05692f33d529f4c058dac989136c808ca1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_2.bin	orun_2.bin	\N	65536	2c0e7277	cf14d1ca1fba2e2687998c04ad2ab8c629917412	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_3.bin	orun_3.bin	\N	65536	69ecc975	3560e9a31fc71e263a6ff61224b8db2b17836075	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_4.bin	orun_4.bin	\N	65536	54761e57	dc0fc645eb998675ab9fe683d63d4ee57ae23693	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_5.bin	orun_5.bin	\N	65536	b6a8d0e2	6184700dbe2c8c9c91f220e246501b7a865e4a05	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_6.bin	orun_6.bin	\N	65536	a00d0676	c2ab29a7489c6f774ce26ef023758215ea3f7050	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_7.bin	orun_7.bin	\N	65536	d632d8a2	27ca6faaa073bd01b2be959dba0359f93e8c1ec1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_8.bin	orun_8.bin	\N	65536	da398368	115b2881d2d5ddeda2ce82bb209a2c0b4acfcae4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_17.bin	orun_17.bin	\N	65536	4f784236	1fb610fd29d3ddd8c5d4892ae215386b18552e6f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_18.bin	orun_18.bin	\N	65536	8d459356	143914b1ac074708fed1d89072f915424aeb841e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_19.bin	orun_19.bin	\N	65536	ee4f7154	3a84c1b19d9dfcd5310e9cee90c0d4562a4a7786	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_20.bin	orun_20.bin	\N	65536	c2825654	566ecb6e3dc76300351e54e4c0f24b9c2a6c710c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_21.bin	orun_21.bin	\N	65536	e9880aa3	cc47f631e758bd856bbc6d010fe230f9b1ed29de	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_22.bin	orun_22.bin	\N	65536	ef7d06fe	541b5ba45f4140e2cc29a9da2592b476d414af5d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_23.bin	orun_23.bin	\N	65536	dc286dc2	eaa245b81f8a324988f617467fc3134a39b59c65	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	outrunb	orun_24.bin	orun_24.bin	\N	65536	1222af9f	2364bd54cbe21dd688efff32e93bf154546c93d6	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	passshtb	\N	\N	\N	\N	\N	Passing Shot (Bootleg)	1988	bootleg	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	pass3_2p.bin	\N	\N	65536	26bb9299	11bacf86dfdd8bcfbfb61f0ebc59890325c48adc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	pass4_2p.bin	\N	\N	65536	06ac6d5d	2dd71a8a956404326797de8beed7bca016c9919e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.a7	\N	\N	32768	789edc06	8c89c94e503513c287807d187de78a7fbd75a7cf	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b1	\N	\N	65536	b6e94727	0838e034f1f10d9cd1312c8c94b5c57387c0c271	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b2	\N	\N	65536	3e670098	2cfc83f4294be30cd868738886ac546bd8489962	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b3	\N	\N	65536	05733ca8	1dbc7c99450ebe6a9fd8c0244fd3cb38b74984ef	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b5	\N	\N	65536	17e8d5d5	ac1074b0a705be13c6e3391441e6cfec1d2b3f8a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b6	\N	\N	65536	50eb71cc	463b4917ca19c7f4ad2c2845caa104d5e4a2dda3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b7	\N	\N	65536	81e49697	a70fa409e3555ad6c8f28930a7026fdf2deb8c65	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b9	\N	\N	65536	d31c0b6c	610d04988da70c30300cc5614817eda9d2204f39	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b10	\N	\N	65536	b78762b4	d594ef846bd7fed8da91a89906b39c1a2867a1fe	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	passshtb	passshot.b11	\N	\N	65536	ea49f666	36ccd32cdcbb7fcc300628bb59c220ec3c324d82	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	quartet2	\N	\N	\N	\N	\N	Quartet II	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b1	\N	\N	32768	9f291306	96a09542a863ccf2ded43e2df6f913722b3f97b1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b2	\N	\N	32768	cb65ae4f	3ee7b3b4cce113a6f394e8dfd317cdb6ffae64f7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b3	\N	\N	32768	16fc67b1	788fe2878c5c9faea43c2f166f32c22ee51c7d09	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b4	\N	\N	32768	13fad5ac	75b480083fbb14cbef969126989bf9b2235fd31e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b5	\N	\N	32768	8e2762ec	872e19a6aab81d7a2472367d0e31dc1295da7182	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b6	\N	\N	32768	50f50b08	646c0d545150b95e5d8d47bf63360f7326add08f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b7	\N	\N	32768	0aa337bb	f31f8f294fccd866eadebfafee067bfae44b3184	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b8	\N	\N	32768	d87b2ca2	58adf0900e41036b1b78a931ab94b30ce601909d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b9	\N	\N	32768	67177cd8	c4ea001dfbeeb29a09d597fb50d71f54e4e9572a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b10	\N	\N	32768	4273c3b7	4cae221678a6d2b7806487becd4ba09b520f9fa0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.b11	\N	\N	32768	3a6a375d	8ebea6b7f1208438b47e887b46cb569725c4042a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c5	\N	\N	32768	8a1ab7d7	a2f317538c70a1603b65d795223407cbaaf88524	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c6	\N	\N	32768	b2d3f4f3	65e654fde10bee4cb5eee8234d0babb78fe41cfb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c7	\N	\N	32768	0af68de2	81163baf3f0e45bac950a6d9c24b3a886db1509c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c8	\N	\N	32768	ddfd40c0	6c12ad668cd0c82e7d7d46bfbdcee8b9d46ebd09	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c9	\N	\N	32768	547a6058	5248e974c8d12183c996b1fc8fda09e8a4bf0d2d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c10	\N	\N	32768	77ec901d	b5961895473c16a8f4a111185cce48b05ab66885	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	quartet2	quartet2.c11	\N	\N	32768	7e348cce	82bba65280faaf3280208c85caef48ec8baeade8	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	riotcity	\N	\N	\N	\N	\N	Riot City	1991	Sega / Westone	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14610.bin	\N	\N	131072	cd4f2c50	c7a7e95901c664a72195c202b50a159db8d5981d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14611.bin	\N	\N	131072	d9e6f80b	5ac56b3685bb121a4f07be3d81209807436e76ec	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14612.bin	\N	\N	131072	a1b331ec	49136ffed35ecc9e5e9a6ea7acbe534e6ccc9dd8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14613.bin	\N	\N	131072	0659df4c	a24005ce354113732306c318de373c818400a9c8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14614.bin	\N	\N	65536	c65cc69a	28a75dd2085b8e1447fe4e6af210a54a6666fcb1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14616.bin	\N	\N	131072	46d30368	a791ef0e881345b6be0b28f32af17127edb5b590	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14617.bin	\N	\N	131072	884e40f9	f7eeae57544e7d95139588137605986732937d38	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14618.bin	\N	\N	131072	00eb260e	f293180fb9a053c98022ef086bf4002563752f61	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14619.bin	\N	\N	262144	6f2b5ef7	a0186fcc5b12c31b65b84355f88bcb10b1434135	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14620.bin	\N	\N	262144	66183333	44bb9d57cd0308c0d7b6a10ba9bd95763ceea775	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14621.bin	\N	\N	262144	c0f2820e	ae433f6c5065ed495f5f57f50d6abe5ff98b041e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14622.bin	\N	\N	262144	7ca7e40d	57d26cc1b530cb867b2a4779bb5108ac457b2154	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14623.bin	\N	\N	262144	98630049	216ae0b4a59f306b51bd50dfcbf831c3186a4d2a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14624.bin	\N	\N	262144	d1a68448	7591f0476e899a11042d9b7e93f99b64de48b0ef	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14625.bin	\N	\N	131072	abfb80fe	5f0d61d55f27e8f776b573e3193164c4d70ec12b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14626.bin	\N	\N	131072	4ef55846	2f23474e7d1d8880dc251ada55c5fca2fc19256a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	riotcity	epr14627.bin	\N	\N	131072	961e5f82	dc88b511dff6cdebf96fe8bf388bf76098296b0f	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	sdi	\N	\N	\N	\N	\N	S.D.I.	1987	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a1.rom	\N	\N	32768	a9f816ef	5ccab14b088d2249f83ff5e80591eccb4afb6e20	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a2.rom	\N	\N	32768	369af326	d6517c38f3a386e8f23b058fe8fa0607918ba215	\N	\N	\N	\N	\N	\N	
