game	Nebula_Model_2_v0.9b	bel	\N	\N	\N	\N	\N	Behind Enemy Lines [Model 2C CRX]	1998	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21268.tp1	\N	\N	4194304	16ce2147	39cba6b4f1130a3da7e2d226c948425eec34090e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21269.tp3	\N	\N	4194304	8c06255e	9a8c302528e590be1b56ed301da30abf21f0be2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21270.tp5	\N	\N	4194304	b61f81c3	7733f44e791974070df139958eb97e0585ee50f8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21271.tp7	\N	\N	4194304	a5325c75	d52836760475c7d9fbb4e5b8147ac416ffd1fcd9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21272.tx0	\N	\N	4194304	dd605c21	8363a082a666ceeb84df84929ff3fbaff49af821	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21273.tx2	\N	\N	4194304	722ec8a2	1a1dc92488cde6284a96acce80e47a9cceccde76	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21274.tx1	\N	\N	4194304	f045e3d1	548909d2da22ed98594e0ab6ecffebec4fca2f93	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkids	mp21275.tx3	\N	\N	4194304	c4870b7c	feb8a34acb620a36ed5aea92d22622a76d7e1b29	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	pltkidsb	\N	\N	pltkids	pltkids	\N	Pilot Kids (Rev A) [Model 2B CRX]	1999	Psikyo	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	ep21276.sd0	ep21276.sd0	\N	524288	8f415bc3	4e8e1ccbe025deca42fcf2582f3da46fa34780b7	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	ep21285a.15	\N	\N	524288	bdde5b41	14c3f5031f85c6756c00bc67765a967ebaf7eb7f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	ep21286a.16	\N	\N	524288	c8092e0e	01030621efa9c97eb43f4a5e3e029ec99a2363c5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21277.sd1	mp21277.sd1	\N	2097152	bfba0ff6	11081b3eabc33a42ecfc0b2b535ce16510496144	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21278.sd2	mp21278.sd2	\N	2097152	27e18e08	254c0ad4d6bd572ff0efc3ea80489e73716a31a7	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21279.sd3	mp21279.sd3	\N	2097152	3a8dcf68	312496b45b699051c8b4dd0e5d94e73fe5f3ad8d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21280.sd4	mp21280.sd4	\N	2097152	aa548124	a94adfe16b5c3236746451c181ccd3e1c27432f4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21262.da0	mp21262.da0	\N	4194304	aa71353e	6eb5e8284734f01beec1dbbee049b6b7672e2504	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21263.da1	mp21263.da1	\N	4194304	d55d4509	641db6ec3e9266f8265a4b541bcd8c2f7d164cc3	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21264.tp0	mp21264.tp0	\N	4194304	6b35204d	3a07701b140eb3088fad29c8b2d9c1e1e7ef9471	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21265.tp2	mp21265.tp2	\N	4194304	f061e639	a89b7a84192fcc1e9e0fe9adf7446f7b275d5a03	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21266.tp4	mp21266.tp4	\N	4194304	f9c32021	b21f8bf281bf2cfcdc7e5eb798cd633e905ab8b8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21267.tp6	mp21267.tp6	\N	4194304	c42cc938	6153f52add63295122e1215dd07d648d030a7306	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21268.tp1	mp21268.tp1	\N	4194304	16ce2147	39cba6b4f1130a3da7e2d226c948425eec34090e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21269.tp3	mp21269.tp3	\N	4194304	8c06255e	9a8c302528e590be1b56ed301da30abf21f0be2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21270.tp5	mp21270.tp5	\N	4194304	b61f81c3	7733f44e791974070df139958eb97e0585ee50f8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21271.tp7	mp21271.tp7	\N	4194304	a5325c75	d52836760475c7d9fbb4e5b8147ac416ffd1fcd9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21272.tx0	mp21272.tx0	\N	4194304	dd605c21	8363a082a666ceeb84df84929ff3fbaff49af821	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21273.tx2	mp21273.tx2	\N	4194304	722ec8a2	1a1dc92488cde6284a96acce80e47a9cceccde76	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21274.tx1	mp21274.tx1	\N	4194304	f045e3d1	548909d2da22ed98594e0ab6ecffebec4fca2f93	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	pltkidsb	mp21275.tx3	mp21275.tx3	\N	4194304	c4870b7c	feb8a34acb620a36ed5aea92d22622a76d7e1b29	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	schamp	\N	\N	\N	\N	\N	Sonic The Fighters [Model 2B CRX]	1996	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	ep19001.15	\N	\N	524288	9b088511	20718d985d14f4d2b1b8e982bfbebddd73cdb972	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	ep19002.16	\N	\N	524288	46f510da	edcbf61122db568ccaa4c3106f507087c1740c9b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	ep19003.7	\N	\N	524288	63bae5c5	cbd55b7b7376ac2f67befaf4c43eef3727ba7b7f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	ep19004.8	\N	\N	524288	c10c9f39	cf806501dbfa48d16cb7ed5f39a6146f734ba455	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19005.9	\N	\N	4194304	98cd1127	300c9cdef199f31255bacb95399e9c75be73f817	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19006.10	\N	\N	4194304	e79f0a26	37a4ff13cfccfda587ca59a9ef08b5914d2c28d4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19007.11	\N	\N	4194304	8b8ff751	5343a9a2502052e3587424c984bd48caa7564849	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19008.12	\N	\N	4194304	a94654f5	39ad2e9431543ea6cbc0307bc39933cf64956a74	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19009.17	\N	\N	4194304	fd410350	5af3a90c87ec8a90a8fc58ae469ef23ec6e6213c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19010.18	\N	\N	4194304	6fd94187	e3318ef0eb0168998e139e527339c7c667c17fb1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19012.21	\N	\N	4194304	9bb7b5b6	8e13a0bb34e187a340b38d76ab15ff6fe4bae764	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19013.22	\N	\N	4194304	9e232fe5	a6c4b2b3bf8efc6f6263f73d6f4cacf9785010c1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19015.29	\N	\N	2097152	c74d99e3	9914be9925b86af6af670745b5eba3a9e4f24af9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19016.30	\N	\N	2097152	746ae931	a6f0f589ad174a34493ee24dc0cb509ead3aed70	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19017.25	\N	\N	4194304	7b298379	52fad61412040c90c7dd300c0fd7aa5b8d5af441	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19018.26	\N	\N	4194304	3b7e7a12	9c707a7c2cffc5eff19f9919ddfae7300842fd19	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19019.27	\N	\N	4194304	59121896	c29bedb41b14d63c6067ae12ad009deaafca2aa4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19020.28	\N	\N	4194304	9540dba0	7b9a75caa8c5b12ba54c6f4f746d80b165ee97ab	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	ep19021.31	\N	\N	524288	0b9f7583	21290389cd8bd9e52ed438152cc6cb5793f809d3	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19022.32	\N	\N	2097152	4381869b	43a21609b49926a227558d4938088526acf1fe42	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19023.33	\N	\N	2097152	07c67f88	696dc85e066fb27c7618e52e0acd0d00451e4589	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19024.34	\N	\N	2097152	15ff76d3	b431bd85c973aa0a4d6032ac98fb057139f142a2	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	schamp	mp19025.35	\N	\N	2097152	6ad8fb70	b666d31f9be26eb0cdcb71041a3c3c08d5aa41e1	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	sgt24h	\N	\N	\N	\N	\N	Super GT 24H [Model 2B CRX]	1996	Jaleco	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	ep18643a.7	\N	\N	131072	b5e048ec	8182e05a2ffebd590a936c1359c81e60caa79c2a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	ep19155.15	\N	\N	524288	593952fd	1fc4afc6e3910cc8adb0688542e61a9efb442e56	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	ep19156.16	\N	\N	524288	a91fc4ee	a37611da0295f7d7e5d2411c3f9b73140d311f74	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	ep19157.31	\N	\N	524288	8ffea0cf	439e784081329db2fe03419681150f3216f4ccff	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19146.11	\N	\N	4194304	d66b5b0f	c2a5b83c9041d8f46dfac4a3ff8cfdefb96d02b3	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19147.12	\N	\N	4194304	d5558f48	c9f40328d6974b7767fa6ba719d0d2b7a173c210	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19148.9	\N	\N	4194304	a14c86db	66cd8672c00e4e2572de7c5648de595674ffa8f8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19149.10	\N	\N	4194304	94ef5849	3e1748dc5e61c93eedbf0ca6b1946a30be722403	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19150.17	\N	\N	4194304	e0ad870e	3429d9f9434d75ddb5fa05d4b493828adfe826a4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19151.21	\N	\N	4194304	e2a1b125	cc5c2d9ab8a01f52e66969464f53ae3cefca6a09	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19152.25	\N	\N	2097152	363769a2	51b2f11a01fb72e151025771f8a8496993e605c2	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19153.27	\N	\N	2097152	136adfd0	70ce4e609c8b003ff04518044c18d29089e6a353	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	sgt24h	mp19154.32	\N	\N	4194304	7cd9e679	b9812c4f3042f95febc96bcdd46e3b0724ad4b4f	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	stcc	\N	\N	\N	\N	\N	Sega Touring Car Championship [Model 2C CRX]	1996	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep18643a.7	\N	\N	131072	b5e048ec	8182e05a2ffebd590a936c1359c81e60caa79c2a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19272a.15	\N	\N	524288	20cedd05	e465967c784de18caaaac77e164796e9779f576a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19273a.16	\N	\N	524288	1b0ab4d6	142bcd53fa6632fcc866bbda817aa83470111ef1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19266.18	\N	\N	524288	41464ee2	afbbc0328bd36c34c69f0f54404dfd6a64036417	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19267.22	\N	\N	524288	780f994d	f134482ed0fcfc7b3eea39947da47081301a111a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19268.26	\N	\N	524288	bc4e081c	b89d39ed19a146d1e94e52682f67d2cd23d8df7f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19269.28	\N	\N	524288	01881121	fe711709e70b3743b2a0318b823d859f233d3ff8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19270.9	\N	\N	524288	7bd1d04e	0490f3abc97af16e05f0dc9623e8fc635b1d4262	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19271.10	\N	\N	524288	d2d74f85	49e7a1e6478122b4f0e679d7b336fb34044b503b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19274.31	\N	\N	131072	2dcc08ae	bad26e2c994f2d4db5d9be0e34cf21a8bf5aa7e9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19251.17	\N	\N	4194304	e06ff7ba	6d472d03cd3caeb66be929c74ae63c32d305a3db	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19252.21	\N	\N	4194304	68509993	654d5cdf44e7e1e788b26593f418ce76a5c1165a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19253.25	\N	\N	2097152	41ba79fb	f4d8a4f8278eec6d528bd947b91ebeb5223559d5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19254.27	\N	\N	2097152	1ec49c02	a9bdbab7b4b265c9118cf27fd45ca94f4516d5c6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19255.29	\N	\N	2097152	d78bf030	e6b3d8422613d22db50cf6c251f9a21356d96653	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19256.30	\N	\N	2097152	cb2b2d9e	86b2b8bb6074352f72eb81e616093a1ba6f5163f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19257.11	\N	\N	4194304	ac28ee24	31d360dc435336942f70365d0491a2ccfc24c4c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19258.12	\N	\N	4194304	f5ba7d78	9c8304a1f856d1ded869ed2b86de52129510f019	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19259.32	\N	\N	4194304	4d55dbfc	6e57e6e6e785b0f14bb5e221a44d518dbde7ad65	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19261.34	\N	\N	4194304	b88878ff	4bebcfba68b0cc2fa0bcacfaaf2d2e8af3625c5d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	ep19275.2s	\N	\N	131072	ee809d3f	347080858fbfe9955002f382603a1b86a52d26d5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19262.57s	\N	\N	2097152	922aed7a	8d6872bdd46eaf2076c10d18c10af8ccbd3b10e8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19263.58s	\N	\N	2097152	a256f4cd	a17b49050f1ecf1970477b12201cc3b58b31d89c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19264.59s	\N	\N	2097152	b6c51d0f	9e0969a1e49ec1462f69cd0f0f9ce630d66174ce	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stcc	mp19265.60s	\N	\N	2097152	7d98700a	bedd37314ecab424b5b27030e1e7dc1b596303f3	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	stccb	\N	\N	stcc	stcc	\N	Sega Touring Car Championship (Rev B) [Model 2C CRX]	1996	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	sega-tc.u15	\N	\N	524288	efdfb625	5026e28b9d8267492bd0d9746d64526540a001da	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	sega-tc.u16	\N	\N	524288	61a357d9	3f22f13a3baa46f93cb40e8af9534afaa57ead9c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19257.11	mp19257.11	\N	4194304	ac28ee24	31d360dc435336942f70365d0491a2ccfc24c4c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19258.12	mp19258.12	\N	4194304	f5ba7d78	9c8304a1f856d1ded869ed2b86de52129510f019	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19270.9	ep19270.9	\N	524288	7bd1d04e	0490f3abc97af16e05f0dc9623e8fc635b1d4262	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19271.10	ep19271.10	\N	524288	d2d74f85	49e7a1e6478122b4f0e679d7b336fb34044b503b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19255.29	mp19255.29	\N	2097152	d78bf030	e6b3d8422613d22db50cf6c251f9a21356d96653	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19256.30	mp19256.30	\N	2097152	cb2b2d9e	86b2b8bb6074352f72eb81e616093a1ba6f5163f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19274.31	ep19274.31	\N	131072	2dcc08ae	bad26e2c994f2d4db5d9be0e34cf21a8bf5aa7e9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19259.32	mp19259.32	\N	4194304	4d55dbfc	6e57e6e6e785b0f14bb5e221a44d518dbde7ad65	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19261.34	mp19261.34	\N	4194304	b88878ff	4bebcfba68b0cc2fa0bcacfaaf2d2e8af3625c5d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19251.17	mp19251.17	\N	4194304	e06ff7ba	6d472d03cd3caeb66be929c74ae63c32d305a3db	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19252.21	mp19252.21	\N	4194304	68509993	654d5cdf44e7e1e788b26593f418ce76a5c1165a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19266.18	ep19266.18	\N	524288	41464ee2	afbbc0328bd36c34c69f0f54404dfd6a64036417	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19267.22	ep19267.22	\N	524288	780f994d	f134482ed0fcfc7b3eea39947da47081301a111a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19254.27	mp19254.27	\N	2097152	1ec49c02	a9bdbab7b4b265c9118cf27fd45ca94f4516d5c6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	mp19253.25	mp19253.25	\N	2097152	41ba79fb	f4d8a4f8278eec6d528bd947b91ebeb5223559d5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19269.28	ep19269.28	\N	524288	01881121	fe711709e70b3743b2a0318b823d859f233d3ff8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	stccb	ep19268.26	ep19268.26	\N	524288	bc4e081c	b89d39ed19a146d1e94e52682f67d2cd23d8df7f	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	von	\N	\N	\N	\N	\N	Virtual-On Cyber Troopers [Model 2B CRX]	1996	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	ep18643a.7	\N	\N	131072	b5e048ec	8182e05a2ffebd590a936c1359c81e60caa79c2a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	ep18664b.15	\N	\N	524288	27d0172c	f3bcae9898c7d656eccb4d2546c9bb93daaefbb7	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	ep18665b.16	\N	\N	524288	2f0142ee	73f2a19a519ced8e0a1ab5cf69a4bf9d9841e288	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	ep18666.13	\N	\N	524288	66edb432	b67131b0158a58138380734dd5b9394b70010026	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	ep18667.14	\N	\N	524288	b593d31f	1e9f23f4052ab1b0275307cc80e51352f13bc319	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	ep18670.31	\N	\N	524288	3e715f76	4fd997e379a8cdb94ec3b1986b3ab443fc6fa12a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18648.11	\N	\N	4194304	2edbe489	ded2e4b295be08970d13c387818c570c3afe8109	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18649.12	\N	\N	4194304	e68c5aa6	cdee1ba9247eda4282442d0522f8de7d7c86e1e6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18650.9	\N	\N	4194304	89a855b9	5096db1da1f7e175000e89fca2a1dd3fd53030ea	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18651.10	\N	\N	4194304	f4c23107	f65984614111b12dd414db80751efe64fcf5ef16	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18652.32	\N	\N	4194304	037eee53	e592f9e97abe0a7bc9009d8327b93da9bc43749c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18653.34	\N	\N	4194304	9ec3e7bf	197bc8adc823e93128c1cebf69361a7c7297f808	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18654.17	\N	\N	4194304	6a0caf29	9f009f44e62ae0f9dec7a34a163bc186d1c4cbbd	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18655.21	\N	\N	4194304	a4293e78	af512c994bedbdaf3a5eeed607e771dcd87810fc	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18656.18	\N	\N	4194304	b4f51e76	eb71ada331576f2a7219d238ea07a61bcbf6381a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18657.22	\N	\N	4194304	a9be4674	a918c2a3de78a08104480097edfb9d6aeaeda873	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18658.25	\N	\N	2097152	3d0fcd01	c8626c879bfcf7abd095cac5dc03a04ae8629423	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18659.26	\N	\N	2097152	27aa8ae2	e9b756e5b4b1c19e52e47af03c773fee544be420	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18660.27	\N	\N	2097152	e53663e5	0a4908be654bad4f00d7d58f0e42f631996911c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18661.28	\N	\N	2097152	52b50410	64ea7b2f86745954e0b8a15d71203444705240a2	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18662.29	\N	\N	2097152	a33d3335	991bbe9dcbef8bfa96682e9d142623fc9b7c0879	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	von	mp18663.30	\N	\N	2097152	ea74a641	a684e13c0afe2ef3f3108ae9b73389121368fc4e	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	vonusa	\N	\N	von	von	\N	Virtual-On (US) [Model 2B CRX]	1996	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	ep18643a.7	ep18643a.7	\N	131072	b5e048ec	8182e05a2ffebd590a936c1359c81e60caa79c2a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	vo-prog0.usa	\N	\N	524288	6499cc59	8289be295f021acbf0c903513ba97ae7de50dedb	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	vo-prog1.usa	\N	\N	524288	0053b10f	b89cc814b02b4ab5e37c75ee1a9cf57b88b63053	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	ep18666.13	ep18666.13	\N	524288	66edb432	b67131b0158a58138380734dd5b9394b70010026	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	ep18667.14	ep18667.14	\N	524288	b593d31f	1e9f23f4052ab1b0275307cc80e51352f13bc319	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	ep18670.31	ep18670.31	\N	524288	3e715f76	4fd997e379a8cdb94ec3b1986b3ab443fc6fa12a	\N	\N	\N	\N	\N	\N	
