game	Calice_v0.6.6	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	mshj	msh.02	msh.02	\N	131072	ce67d0d9	324226597cc5a11603f04085fef7715a314ecc05	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	mshj	msh.11	msh.11	\N	2097152	37ac6d30	ec67421fbf4a08a686e76792cb35e9cbf04d022d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	mshj	msh.12	msh.12	\N	2097152	de092570	a03d0df901f6ea79685eaed67db65bee14ec29c6	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	pgear	\N	\N	armwar	armwar	\N	Powered Gear: Strategic Variant Armor Equipment (Japan 941024)	1994	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwgj.03a	\N	\N	524288	c79c0c02	4e24d34be255bb3886bd6b767779ee5fc81dca6e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwgj.04a	\N	\N	524288	167c6ed8	23a4a7faae817ffc6c5faa4db5b96b8c8c0dfe86	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwgj.05a	\N	\N	524288	a63fb400	b27464b000cd12d9247254f843be27639fbf3a48	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.06	pwg.06	\N	524288	87a60ce8	e2085c7c8c6792d055dbbb023c7f4e4aa38ae924	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.07	pwg.07	\N	524288	f7b148df	f369669713cf647222094c570a2eacd48a8637cf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.08	pwg.08	\N	524288	cc62823e	edaf9bebdfc65ae5414090abd6844176eec39a00	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.09a	pwg.09a	\N	524288	4c26baee	685f050206b9b904ce6a1ae9a8e8f019012cea43	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.10	pwg.10	\N	524288	07c4fb28	58a1ff3d105be7df833dd4f32973766649efcbcf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwgjx.03a	\N	\N	524288	cf0284a9	444d7788072be253bb7c4cecc487a26d5f61d73c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwgjx.04a	\N	\N	524288	99437cf1	f2b4ad733a2467e89c8d082291e330bc29411998	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.13	pwg.13	\N	4194304	ae8fe08e	b6f09663dcda69b5d7ac13e4afaf1efd692fb61e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.15	pwg.15	\N	4194304	db560f58	0c3716b32eb24544ff5d16b5dcadce195cd10d00	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.17	pwg.17	\N	4194304	bc475b94	a157664450895a146a532581dd6f4b63dff21c86	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.19	pwg.19	\N	4194304	07439ff7	f71e07c6d77c32828f5e319268b24b13a1a4b0c2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.14	pwg.14	\N	1048576	c3f9ba63	66191a52c39daa89b17ede5804ee41c028036f14	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.16	pwg.16	\N	1048576	815b0e7b	549785daac3122253fb94f6541bc7016147f5306	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.18	pwg.18	\N	1048576	0109c71b	eb51284ee0c85ff8f605fe1d166b7aa202be1344	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.20	pwg.20	\N	1048576	eb75ffbe	e9d1deca60be696ac5bff2017fb5de3525e5239a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.01	pwg.01	\N	131072	18a5c0e4	bb1353dd74884aaeec9b5f1d0b284d9cad53c0ff	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.02	pwg.02	\N	131072	c9dfffa6	64e71028befe9a2514074be765dd020e1d2ea70b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.11	pwg.11	\N	2097152	a78f7433	e47ffba7b9dac9d0dda985c5d966194be18260f7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgear	pwg.12	pwg.12	\N	2097152	77438ed0	733ca6c6a792e66e2aa12c5fc06dd459527afe4b	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	pgearr1	\N	\N	armwar	armwar	\N	Powered Gear: Strategic Variant Armor Equipment (Japan 940916)	1994	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwgj.03	\N	\N	524288	f264e74b	db0a675a9d46df9227334259db633e27f7dc79ab	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwgj.04	\N	\N	524288	23a84983	a3ed606f6213bb6e447c4ff84d6d3435a0170762	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwgj.05	\N	\N	524288	bef58c62	178c255171c4010cec758ee11d96bdcee85abee0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.06	pwg.06	\N	524288	87a60ce8	e2085c7c8c6792d055dbbb023c7f4e4aa38ae924	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.07	pwg.07	\N	524288	f7b148df	f369669713cf647222094c570a2eacd48a8637cf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.08	pwg.08	\N	524288	cc62823e	edaf9bebdfc65ae5414090abd6844176eec39a00	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.09	\N	\N	524288	ddc85ca6	e794c679531632e2142c6a5e3b858494389ce65e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.10	pwg.10	\N	524288	07c4fb28	58a1ff3d105be7df833dd4f32973766649efcbcf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwgjx.03	\N	\N	524288	ebd9e371	e4ed713ed924918d44ad8fdcbca7a805098b7892	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwgjx.04	\N	\N	524288	e05a4756	ef29b663493f4101202df601134ffe61e2fa5edf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.13	pwg.13	\N	4194304	ae8fe08e	b6f09663dcda69b5d7ac13e4afaf1efd692fb61e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.15	pwg.15	\N	4194304	db560f58	0c3716b32eb24544ff5d16b5dcadce195cd10d00	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.17	pwg.17	\N	4194304	bc475b94	a157664450895a146a532581dd6f4b63dff21c86	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.19	pwg.19	\N	4194304	07439ff7	f71e07c6d77c32828f5e319268b24b13a1a4b0c2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.14	pwg.14	\N	1048576	c3f9ba63	66191a52c39daa89b17ede5804ee41c028036f14	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.16	pwg.16	\N	1048576	815b0e7b	549785daac3122253fb94f6541bc7016147f5306	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.18	pwg.18	\N	1048576	0109c71b	eb51284ee0c85ff8f605fe1d166b7aa202be1344	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.20	pwg.20	\N	1048576	eb75ffbe	e9d1deca60be696ac5bff2017fb5de3525e5239a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.01	pwg.01	\N	131072	18a5c0e4	bb1353dd74884aaeec9b5f1d0b284d9cad53c0ff	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.02	pwg.02	\N	131072	c9dfffa6	64e71028befe9a2514074be765dd020e1d2ea70b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.11	pwg.11	\N	2097152	a78f7433	e47ffba7b9dac9d0dda985c5d966194be18260f7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pgearr1	pwg.12	pwg.12	\N	2097152	77438ed0	733ca6c6a792e66e2aa12c5fc06dd459527afe4b	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sfaer1	\N	\N	sfa	sfa	\N	Street Fighter Alpha: Warriors' Dreams (Euro 950727)	1995	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfze.03b	\N	\N	524288	ebf2054d	6e7b9e4202b86ab237ea5634c98b71b82d812ef2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.04b	\N	\N	524288	8b73b0e5	5318761f615c21395366b5333e75eaaa73ef2073	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.05a	sfz.05a	\N	524288	0810544d	5f39bda3e7b16508eb58e5a2e0cc58c09cf428ce	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.06	sfz.06	\N	524288	806e8f38	b6d6912aa8f2f590335d7ff9a8214648e7131ebb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfzex.03b	\N	\N	524288	505a1b4a	3bfdd956ceb4412f260a6044ab2bcee334c1c5cb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.14	sfz.14	\N	2097152	90fefdb3	5eb28c8de57acfeaefebdd01509c7d9ba5244705	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.16	sfz.16	\N	2097152	5354c948	07588f1ba6addc04fef3274c971174aaf3e632ab	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.18	sfz.18	\N	2097152	41a1e790	ce25dad542308691dbe9606b26279bbd59ea4b81	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.20	sfz.20	\N	2097152	a549df98	f054e95df650a891ef56da8bfb31cb2c945a9aed	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.01	sfz.01	\N	131072	ffffec7d	75b4aef001b72a0f571b51b2b97803facc1832dd	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.02	sfz.02	\N	131072	45f46a08	e32dbd27b52ab708278045b5a829376e55a4ca81	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.11	sfz.11	\N	2097152	c4b093cd	256526bb693a0b72443f047e060304c9b739acd1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfaer1	sfz.12	sfz.12	\N	2097152	8bdbc4b4	0e21c9a75a17a7e7dfd8bb51098c2b9dc4c933ec	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sfz2	\N	\N	sfa2	sfa2	\N	Street Fighter Zero 2 (Japan 960227)	1996	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2j.03a	\N	\N	524288	97461e28	8fbe4c9a59f51612f86adb8ef5057e43be0348bf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2j.04a	\N	\N	524288	ae4851a9	4771bc22fe1b376b753a68506c012c52bd4b886d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2j.05a	\N	\N	524288	98e8e992	41745b63e6b3888081d189b8315ed3b7526b3d20	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2j.06a	\N	\N	524288	5b1d49c0	f0a0c894c9cbe2b18e7f59058665949ee0025732	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2j.07a	\N	\N	524288	d910b2a2	aa201660caa9cef993c147a1077c9e7767b34a78	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2j.08a	\N	\N	524288	0fe8585d	0cd5369a5aa90c98d8dc1ff3342cd4d990631cff	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2jx.03a	\N	\N	524288	6a765c08	dab39e17e749b32908a22fa62812034a0e1a5189	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2jx.04a	\N	\N	524288	66139273	e9a3c56bfd0f29f192cc9a53447bddadadb3815a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.13	sz2.13	\N	4194304	4d1f1f22	659fb4305bcf0cbbbbec97ede6e68a8323b13308	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.15	sz2.15	\N	4194304	19cea680	4cb88963a0fbcef191c8419b6379387c01b4c81e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.17	sz2.17	\N	4194304	e01b4588	c2936608fd75ff6cd5fa94c6d6d6f0c77c44a450	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.19	sz2.19	\N	4194304	0feeda64	f5b350601437bd94b70d97feb23d791df19da6b3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.14	sz2.14	\N	1048576	0560c6aa	f2bed3a8efef18052b51a7f0f6a888a18db813a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.16	sz2.16	\N	1048576	ae940f87	39ee26333abbe302ba76dced0196a2e6b3b1d02a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.18	sz2.18	\N	1048576	4bc3c8bc	6256963c515bf56f39b6e559afefd653ead56c54	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.20	sz2.20	\N	1048576	39e674c0	8e771a2d8c2accad0463bccd21d7b23af0c895a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.01	sz2.01	\N	131072	1bc323cf	83fbd6e9b327700dc9f1c59700b7385bc3705749	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.02	sz2.02	\N	131072	ba6a5013	7814f3e56b69529b9860dd61c3b1e8d700244b03	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.11	sz2.11	\N	2097152	aa47a601	a4d1ee89c84a3b9db06469bb66e85293b5aa9ac9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2	sz2.12	sz2.12	\N	2097152	2237bc53	96d5693047e4cf1ed10a8ee1905cea267a278e92	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sfz2a	\N	\N	sfa2	sfa2	\N	Street Fighter Zero 2 Alpha (Japan 960805)	1996	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szaj.03a	\N	\N	524288	a3802fe3	c983a15ed675b22aebfe6ac55890b4e0b5eb8d48	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szaj.04a	\N	\N	524288	e7ca87c7	e44c930b27431dd2b983d93471a440d292e7a8bb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szaj.05a	\N	\N	524288	c88ebf88	e37cf232fc70b9a3254dea99754e288232f04e25	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szaj.06a	\N	\N	524288	35ed5b7a	b03cb92f594eb35fa374445f74930e9040a2baff	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szaj.07a	\N	\N	524288	975dcb3e	a2ca8e5a768e49cce9e2137ec0dcba9337ed2ad5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szaj.08a	\N	\N	524288	dc73f2d7	09fa10e7d1ff5f0dac87a6cf3d66730e3ab9ad25	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szajx.03a	\N	\N	524288	6d3aa71e	f7827993639c7fe626f15dcb520de4d9ee361ca3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	szajx.04a	\N	\N	524288	006d5cb8	45773cb0b376faef5053603acca71ce577ada2aa	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.13	sz2.13	\N	4194304	4d1f1f22	659fb4305bcf0cbbbbec97ede6e68a8323b13308	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.15	sz2.15	\N	4194304	19cea680	4cb88963a0fbcef191c8419b6379387c01b4c81e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.17	sz2.17	\N	4194304	e01b4588	c2936608fd75ff6cd5fa94c6d6d6f0c77c44a450	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.19	sz2.19	\N	4194304	0feeda64	f5b350601437bd94b70d97feb23d791df19da6b3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.14	sz2.14	\N	1048576	0560c6aa	f2bed3a8efef18052b51a7f0f6a888a18db813a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.16	sz2.16	\N	1048576	ae940f87	39ee26333abbe302ba76dced0196a2e6b3b1d02a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.18	sz2.18	\N	1048576	4bc3c8bc	6256963c515bf56f39b6e559afefd653ead56c54	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.20	sz2.20	\N	1048576	39e674c0	8e771a2d8c2accad0463bccd21d7b23af0c895a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.01	sz2.01	\N	131072	1bc323cf	83fbd6e9b327700dc9f1c59700b7385bc3705749	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.02	sz2.02	\N	131072	ba6a5013	7814f3e56b69529b9860dd61c3b1e8d700244b03	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.11	sz2.11	\N	2097152	aa47a601	a4d1ee89c84a3b9db06469bb66e85293b5aa9ac9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfz2a	sz2.12	sz2.12	\N	2097152	2237bc53	96d5693047e4cf1ed10a8ee1905cea267a278e92	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sfzh	\N	\N	sfa	sfa	\N	Street Fighter Zero (Hispanic 950627)	1995	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfzh.03c	\N	\N	524288	bce635aa	323da2de6c3ff6fd8c2c66ce6bd1d287873db9b1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.04a	sfz.04a	\N	524288	5f99e9a5	e9f286315d17096adc08e6b4e6ff7c5351f5bef3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.05a	sfz.05a	\N	524288	0810544d	5f39bda3e7b16508eb58e5a2e0cc58c09cf428ce	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.06	sfz.06	\N	524288	806e8f38	b6d6912aa8f2f590335d7ff9a8214648e7131ebb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfzhx.03c	\N	\N	524288	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.14	sfz.14	\N	2097152	90fefdb3	5eb28c8de57acfeaefebdd01509c7d9ba5244705	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.16	sfz.16	\N	2097152	5354c948	07588f1ba6addc04fef3274c971174aaf3e632ab	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.18	sfz.18	\N	2097152	41a1e790	ce25dad542308691dbe9606b26279bbd59ea4b81	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.20	sfz.20	\N	2097152	a549df98	f054e95df650a891ef56da8bfb31cb2c945a9aed	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.01	sfz.01	\N	131072	ffffec7d	75b4aef001b72a0f571b51b2b97803facc1832dd	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.02	sfz.02	\N	131072	45f46a08	e32dbd27b52ab708278045b5a829376e55a4ca81	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.11	sfz.11	\N	2097152	c4b093cd	256526bb693a0b72443f047e060304c9b739acd1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sfzh	sfz.12	sfz.12	\N	2097152	8bdbc4b4	0e21c9a75a17a7e7dfd8bb51098c2b9dc4c933ec	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	smbomber	\N	\N	slam2e	slam2e	\N	Super Muscle Bomber: The International Blowout (Japan 940808)	1994	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbj.03	\N	\N	524288	52eafb10	5abfe07e948748eba982dc8f2e21462aec187590	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbj.04	\N	\N	524288	aa6e8078	58b4e15e7e3209e59a37ce48d8b9f0dc8b933cdc	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbj.05	\N	\N	524288	b69e7d5f	e66430ef05ed0d1c848d24c7436ee5f1b511dcea	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbj.06	\N	\N	524288	8d857b56	48c4e5f195e4343a8b7b9ec496fa1a77d659f72e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.07b	smb.07b	\N	524288	b9a11577	e9b58ef8acd1fedd3c9e0a3489593c7e931106c0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.08b	smb.08b	\N	524288	f931b76b	0b7e8d1278dcba89f0063bd09cda96d6ae1bc282	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbjx.03	\N	\N	524288	b0b67439	eec7e9c4172379946d642e9bb2cb0188e77ae2e2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbjx.04	\N	\N	524288	a012f690	b9c591d9cedfc7e69267c79bfab9b198a22d8c6e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smbjx.05	\N	\N	524288	f6e886d0	ea7e3bfa39b115b74b8969cbedcc0c5c0fe404cb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.13	smb.13	\N	2097152	d9b2d1de	e8658983070dadcd1300a680a42c8431579e2b4f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.15	smb.15	\N	2097152	9a766d92	afdf88afbec527268d63c11ea32f861b52e11489	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.17	smb.17	\N	2097152	51800f0f	9526cd69a23340a81841271b51de03d9bf2b979f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.19	smb.19	\N	2097152	35757e96	c915f3b9e4fdec3defc7eecb2c1f7377e6072228	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.14	smb.14	\N	2097152	e5bfd0e7	327e626df4c2152f921f15535c01dda6c4437527	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.16	smb.16	\N	2097152	c56c0866	1e2218e852ae72a9a95861dd37129fe78d4b1329	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.18	smb.18	\N	2097152	4ded3910	d883541ce4d83f4e7ab095f2ef273408d9911f9a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.20	smb.20	\N	2097152	26ea1ec5	22be249b1f73272feacf4026f09fc877f5d86353	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.21	smb.21	\N	524288	0a08c5fc	ff3fad4fbc98e3013291c7ba7ee5e057a2628b36	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.23	smb.23	\N	524288	0911b6c4	e7a7061b192658724d98cae8693f63dd5bc40c00	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.25	smb.25	\N	524288	82d6c4ec	ed8ed02a00f59a048b9891ec2a77720bb6a5e03d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.27	smb.27	\N	524288	9b48678b	4fa300d356c538947983ae85bb5c5cfd1fb835e7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.01	smb.01	\N	131072	0abc229a	967f574e6358dfc1b01e6a4a4df1a8f34eb3d814	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.02	smb.02	\N	131072	d051679a	583c2521a30db1740d95dd94a38751fbeff3aae5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.11	smb.11	\N	2097152	c56935f9	ca1705e48e31ddc13505e6297bceca2bec1bb209	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	smbomber	smb.12	smb.12	\N	2097152	955b0782	ee09500e7b44e923126533613bfe26cdabc7ab5f	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	ssf2a	\N	\N	ssf2	ssf2	\N	Super Street Fighter 2: The New Challengers (Asia 930914)	1993	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	ssf2a	ssfa.03a	\N	\N	524288	d2a3c520	514131f0d8a7c6b5bf68630250e4b1b5983d490d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	ssf2a	ssfa.04a	\N	\N	524288	5d873642	74e3541ed586454a8b56e331bc9ffdb8d69f7983	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	ssf2a	ssfa.05a	\N	\N	524288	f8fb4de2	e3cde329405d4d59b7c234a30a7c178afb22deef	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	ssf2a	ssfa.06a	\N	\N	524288	aa8acee7	e696b0391e41728f0cc7f190681c5fa7c96a3f81	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	ssf2a	ssfa.07a	\N	\N	524288	36e29217	86563b42676c923c6e3d760e22621e687de3a991	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	ssf2a	ssfax.03a	\N	\N	524288	d628422c	5e76205cc92f1c8456fedb150bf43ce5ad27ff1c	\N	\N	\N	\N	\N	\N	
