game	Callus95_v0.42_patch_2.4	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	psu31.rom	\N	\N	131072	78d4c298	6e7fbaed9ad9230a6e5035c6eda64b2f1f83048c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	psu24.rom	\N	\N	131072	1cfecad7	f4dcf5066dc59507cece0c53ccc208e4323ae26f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	psu28.rom	\N	\N	131072	bdf921c1	89a6709756c7c32e7c888806f983ce5af61cfcef	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	psu25.rom	\N	\N	131072	c51acc94	34ffd6392914e3e67d7d0804215bd1193846b554	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	psu29.rom	\N	\N	131072	52dce1ca	45277abe34feacdcaedaec56f513b7437d4260e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_21.rom	ps_21.rom	\N	524288	8affa5a9	268760b83b1723ff50a019ec51ef7af2e49935bf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx2.rom	ps_gfx2.rom	\N	524288	64fa58d4	d4a774285ed15273195b6b26d2965ce370e54e73	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx6.rom	ps_gfx6.rom	\N	524288	a544f4cc	9552df8934ba25f19a22f2e07783712d8c8ef03c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx1.rom	ps_gfx1.rom	\N	524288	77b7ccab	e08e5d55a79e4c0c8ca819d6d7d2a14f753c6ec3	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx5.rom	ps_gfx5.rom	\N	524288	c54ea839	0733f37329edd9d0cace1319a7544b40aa7ecb0b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx4.rom	ps_gfx4.rom	\N	524288	60da42c8	95eec4a58d9628a2d9764951dd8dc11e4860a899	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx8.rom	ps_gfx8.rom	\N	524288	8f02f436	a2f0ebb7e9593469c7b843f8962a66f3d77f79e5	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx3.rom	ps_gfx3.rom	\N	524288	0122720b	5f0d3097e097f64106048156fbb0d343fe78fffa	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_gfx7.rom	ps_gfx7.rom	\N	524288	04c5acbd	fddc94b0f36d4d22d7c357856ae15b7514c342d3	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_q.rom	ps_q.rom	\N	131072	49ff4446	87af12f87a940a6c5428b4574ad44a4b54867bc3	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_q1.rom	ps_q1.rom	\N	524288	31fd8726	1d73a76682e9fb908db0c55b9a18163f7539fea1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_q2.rom	ps_q2.rom	\N	524288	980a9eef	36571381f349bc726508a7e618ba1c635ec9d271	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_q3.rom	ps_q3.rom	\N	524288	0dd44491	903cea1d7f3120545ea3229d30fbd687d11ad68f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	punishru	ps_q4.rom	ps_q4.rom	\N	524288	bed42f03	21302f7e75f9c795392a3b34e16a959fc5f6e4e9	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	qad	\N	\N	\N	\N	\N	Quiz & Dragons (US)	1992	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_36a.rom	\N	\N	131072	de9c24a0	458962943e8d97d1f4e5a15ac1c8d3bcaa32918b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_42a.rom	\N	\N	131072	cfe36f0c	370a47461b2dbb7807f547f5b4b33296572c5d78	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_37a.rom	\N	\N	131072	10d22320	73b2876d5447f50a850c466789d9297269f732d6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_43a.rom	\N	\N	131072	15e6beb9	68d11e9bdd82775060281c5880f249e3515dc235	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_24.rom	\N	\N	131072	2f1bd0ec	017e0dc521bf402c700775ee06cbc124f7ce0e3f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_17.rom	\N	\N	131072	a812f9e2	9b7ceb347fbe00c40338b97ee6e8e4d1db9e7cb3	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_09.rom	\N	\N	131072	8c3f9f44	b5ab20515b7f3e7db023be42d4c7ed1941b37d9b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_01.rom	\N	\N	131072	f688cf8f	1b20095e536a24406513715cded249c9be1aa1d2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_38.rom	\N	\N	131072	ccdddd1f	8304c4cdfaa1ae6b37e2733e9a6ddce9252fd43a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_32.rom	\N	\N	131072	a8d295d3	d4d0bdaeb40f652ef33b317cb2b566b4c3550242	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_13.rom	\N	\N	131072	afbd551b	02e2f12196c542a004325689bda8949213ef0333	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_05.rom	\N	\N	131072	c3db0910	cf3aa3d3b64031dea92a80e5650151315cf871bf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_23.rom	\N	\N	65536	cfb5264b	e662ed5555d02ccf4e62cdbcfa0bbfc019734ee1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_30.rom	\N	\N	131072	f190da84	d5cd4c69b5d135a2f2fea8ca9631251c9da79e70	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qad	qdu_31.rom	\N	\N	131072	b7583f73	3896e0fcf375e9e5d9ba70cc1ed001cd702f9ff7	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	qadj	\N	\N	qad	qad	\N	Quiz & Dragons (Japan)	1994	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad23a.bin	\N	\N	524288	4d3553de	07eabcb02fbbe11397ce91405a2e6bb53b3d5d4f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad22a.bin	\N	\N	524288	3191ddd0	2806021a5dc809ca43692bbe9c4f5ef690c9ac14	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad03.bin	\N	\N	524288	cea4ca8c	5c50758647419129f2b35ab4dc712796fa801c12	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad01.bin	\N	\N	524288	9d853b57	380b41a3eced1f4a5523999b63d80b7593a85eca	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad04.bin	\N	\N	524288	41b74d1b	78aa2faec512c505f98b4e8053fc161941d41773	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad02.bin	\N	\N	524288	b35976c4	3e128db89186c4e88c46be9da310b755ae5b816c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad09.bin	\N	\N	65536	733161cc	dfb8c5a1037bd3b2712fb327122ec39ceb993b8d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad18.bin	\N	\N	131072	2bfe6f6a	b2a98ac034c65b7ac8167431f05f35d4799032ea	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qadj	qad19.bin	\N	\N	131072	13d3236b	785d49de484e9ac6971eaceebebfecb8e58563f6	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	qsound	\N	\N	\N	\N	\N	QSound ROMs	1995	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.01	\N	\N	131072	eb247e8c	24296c18d9b1136d69712bf1c9d9d15463041e83	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q01	\N	\N	524288	a6f9da5c	6d19f83a01bd25b838d5c2871f7964529d926c98	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q02	\N	\N	524288	8c66ae26	32a82aee6ed4480e5a990f9af161734c7c0a1403	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q03	\N	\N	524288	695cc2ca	c2675f0233608b76de528d2a6ef19846d1348060	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q04	\N	\N	524288	9d9ebe32	9b26329370041374f1a90b479a172d2bc2801c4d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q05	\N	\N	524288	4770e7b7	0e764f0befb9227b0b36508d8ca8ec9be31bcb05	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q06	\N	\N	524288	4e79c951	1144781d7dc57ef8a6458d982f5c91548ff59e27	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q07	\N	\N	524288	cdd14313	ebe767a9d4b51dba4282fa0a36a546a88620dd59	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	ssf.q08	\N	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	sfz.01	\N	\N	131072	ffffec7d	75b4aef001b72a0f571b51b2b97803facc1832dd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	sfz.02	\N	\N	131072	45f46a08	e32dbd27b52ab708278045b5a829376e55a4ca81	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	sfz.11	\N	\N	2097152	c4b093cd	256526bb693a0b72443f047e060304c9b739acd1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qsound	sfz.12	\N	\N	2097152	8bdbc4b4	0e21c9a75a17a7e7dfd8bb51098c2b9dc4c933ec	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	qtono2	\N	\N	\N	\N	\N	Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan)	1995	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-30.11e	\N	\N	131072	9226eb5e	91649974f9652caed90eb28ec6caf4fe61f5d279	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-37.11f	\N	\N	131072	d1d30da1	7ca1695ed804b5860d4c15964cdbb922db3918ee	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-31.12e	\N	\N	131072	015e6a8a	0835bec4867438a167bd01e3550090c88e7ae779	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-38.12f	\N	\N	131072	1f139bcc	ee907f1bfef1a887e2c768648fe811e0733eddf7	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-28.9e	\N	\N	131072	86d27f71	89d6d18e05deaaa1ac7deb70ca03d051d2fde472	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-35.9f	\N	\N	131072	7a1ab87d	f1729a8c0c82cf42f60644a7796dc8a39bf7c6fa	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-29.10e	\N	\N	131072	9c384e99	3d3961f625ccc4776531eff50fc1b4bee062370e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-36.10f	\N	\N	131072	4c4b2a0a	9a25fcfb9358ea42d9bc662df2cafea08febb411	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-01m.3a	\N	\N	524288	cb950cf9	8337a500141c1aec82b6636ad79ecafbdbebd691	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-10m.3c	\N	\N	524288	a34ece70	15864d6b280f624245add8a611f1699da570392b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-02m.4a	\N	\N	524288	f2016a34	3862960fa14742547f6a6deacf0b9f409d08fee8	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-11m.4c	\N	\N	524288	d0edd30b	a76d7f134f9e52f79a485402d17dcc7a1fe99f29	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-03m.5a	\N	\N	524288	18a5bf59	afbfcb28c40551747bb5276aac2b9c15a24328e1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-12m.5c	\N	\N	524288	e04ff2f4	774c19909a2ae2c691f5d3f15b6e19cc94baf799	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-04m.6a	\N	\N	524288	094e0fb1	7c9a9a7d03e226109002dd389c872e3d4be43287	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2-13m.6c	\N	\N	524288	426621c3	89156bc9d585f546cd619db419dd1f4d9871d930	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-09.12a	\N	\N	32768	6d8edcef	9ec2d64278b30cc4316238c3efee663a8bbb255e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-18.11c	\N	\N	131072	a40bf9a7	07cb1076262a281e31a621cbcc10be0cae883175	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	qtono2	tn2j-19.12c	\N	\N	131072	5b3b931e	cf28891f84814cbfaa3adaade8bb08b1e0546a3d	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	sf2	\N	\N	\N	\N	\N	Street Fighter II - The World Warrior (World 910214)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2e_30b.rom	\N	\N	131072	57bd7051	5e211e75b1649b07723cabc03cf15636dbbae595	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2e_37b.rom	\N	\N	131072	62691cdd	328703c3e737ada544e67c36119eeb4a100ca740	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2e_31b.rom	\N	\N	131072	a673143d	e565f0ec23d6deb543c72af5a83f070c07319477	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2e_38b.rom	\N	\N	131072	4c2ccef7	77b119c70c255622b023de25d9af3b3aac52ea47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_28b.rom	\N	\N	131072	4009955e	7842dbef7650485639fbae49b9f4db7494d4f73d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_35b.rom	\N	\N	131072	8c1f3994	5e1d334399d05a837c2d80f79eada543e83afaf7	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_29b.rom	\N	\N	131072	bb4af315	75f0827f4f7e9f292add46467f8d4fe19b2514c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_36b.rom	\N	\N	131072	c02a13eb	b807cc495bff3f95d03b061fc629c95f965cb6d8	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx01.rom	\N	\N	524288	ba529b4f	520840d727161cf09ca784919fa37bc9b54cc3ce	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx10.rom	\N	\N	524288	14b84312	2eea16673e60ba7a10bd4d8f6c217bb2441a5b0e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx20.rom	\N	\N	524288	c1befaa8	a6a7f4725e52678cbd8d557285c01cdccb2c2602	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx02.rom	\N	\N	524288	22c9cc8e	b9194fb337b30502c1c9501cd6c64ae4035544d4	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx11.rom	\N	\N	524288	2c7e2229	357c2275af9133fd0bd6fbb1fa9ad5e0b490b3a2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx21.rom	\N	\N	524288	994bfa58	5669b845f624b10e7be56bfc89b76592258ce48b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx03.rom	\N	\N	524288	4b1b33a8	2360cff890551f76775739e2d6563858bff80e41	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx12.rom	\N	\N	524288	5e9cd89a	f787aab98668d4c2c54fc4ba677c0cb808e4f31e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx22.rom	\N	\N	524288	0627c831	f9a92d614e8877d648449de2612fc8b43c85e4c2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx04.rom	\N	\N	524288	57213be8	3759b851ac0904ec79cbb67a2264d384b6f2f9f9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx13.rom	\N	\N	524288	b5548f17	baa92b91cf616bc9e2a8a66adc777ffbf962a51b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2gfx23.rom	\N	\N	524288	3e66ad9d	9af9df0826988872662753e9717c48d46f2974b0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_09.rom	\N	\N	65536	a4823a1b	7b6bf59dfd578bfbbdb64c27988796783442d659	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_18.rom	\N	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2	sf2_19.rom	\N	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	sf2a	\N	\N	sf2	sf2	\N	Street Fighter II - The World Warrior (US 910206)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2u.30a	\N	\N	131072	08beb861	d47f16d0d692dc6405df0aecd7d9fc3f9718c0d1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2u.37a	\N	\N	131072	b7638d69	b615a2e0e8772462fd875b2e8d2ccba82a8b3c47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2u.31a	\N	\N	131072	0d5394e0	e1d88ff3669f1dbe1e3fbdf8aa9e2c63adbbcb48	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2u.38a	\N	\N	131072	42d6a79e	5f1e2c176d065325883a60767d05b1a542372b6a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2u.28a	\N	\N	131072	387a175c	2635bb82758cf217cee63b254a537b02275a6838	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2u.35a	\N	\N	131072	a1a5adcc	47874e6d403256d828474b29e3d93c92efd9e1ce	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2_29b.rom	sf2_29b.rom	\N	131072	bb4af315	75f0827f4f7e9f292add46467f8d4fe19b2514c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2_36b.rom	sf2_36b.rom	\N	131072	c02a13eb	b807cc495bff3f95d03b061fc629c95f965cb6d8	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx01.rom	sf2gfx01.rom	\N	524288	ba529b4f	520840d727161cf09ca784919fa37bc9b54cc3ce	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx10.rom	sf2gfx10.rom	\N	524288	14b84312	2eea16673e60ba7a10bd4d8f6c217bb2441a5b0e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx20.rom	sf2gfx20.rom	\N	524288	c1befaa8	a6a7f4725e52678cbd8d557285c01cdccb2c2602	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx02.rom	sf2gfx02.rom	\N	524288	22c9cc8e	b9194fb337b30502c1c9501cd6c64ae4035544d4	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx11.rom	sf2gfx11.rom	\N	524288	2c7e2229	357c2275af9133fd0bd6fbb1fa9ad5e0b490b3a2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx21.rom	sf2gfx21.rom	\N	524288	994bfa58	5669b845f624b10e7be56bfc89b76592258ce48b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx03.rom	sf2gfx03.rom	\N	524288	4b1b33a8	2360cff890551f76775739e2d6563858bff80e41	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx12.rom	sf2gfx12.rom	\N	524288	5e9cd89a	f787aab98668d4c2c54fc4ba677c0cb808e4f31e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx22.rom	sf2gfx22.rom	\N	524288	0627c831	f9a92d614e8877d648449de2612fc8b43c85e4c2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx04.rom	sf2gfx04.rom	\N	524288	57213be8	3759b851ac0904ec79cbb67a2264d384b6f2f9f9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx13.rom	sf2gfx13.rom	\N	524288	b5548f17	baa92b91cf616bc9e2a8a66adc777ffbf962a51b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2gfx23.rom	sf2gfx23.rom	\N	524288	3e66ad9d	9af9df0826988872662753e9717c48d46f2974b0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2_09.rom	sf2_09.rom	\N	65536	a4823a1b	7b6bf59dfd578bfbbdb64c27988796783442d659	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2_18.rom	sf2_18.rom	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2a	sf2_19.rom	sf2_19.rom	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	sf2b	\N	\N	sf2	sf2	\N	Street Fighter II - The World Warrior (US 910214)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2e_30b.rom	sf2e_30b.rom	\N	131072	57bd7051	5e211e75b1649b07723cabc03cf15636dbbae595	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2u.37b	\N	\N	131072	4a54d479	eaff7a0d3c858a567c02086fde163850f0f5631e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2e_31b.rom	sf2e_31b.rom	\N	131072	a673143d	e565f0ec23d6deb543c72af5a83f070c07319477	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2e_38b.rom	sf2e_38b.rom	\N	131072	4c2ccef7	77b119c70c255622b023de25d9af3b3aac52ea47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2_28b.rom	sf2_28b.rom	\N	131072	4009955e	7842dbef7650485639fbae49b9f4db7494d4f73d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2_35b.rom	sf2_35b.rom	\N	131072	8c1f3994	5e1d334399d05a837c2d80f79eada543e83afaf7	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2_29b.rom	sf2_29b.rom	\N	131072	bb4af315	75f0827f4f7e9f292add46467f8d4fe19b2514c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2_36b.rom	sf2_36b.rom	\N	131072	c02a13eb	b807cc495bff3f95d03b061fc629c95f965cb6d8	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2gfx01.rom	sf2gfx01.rom	\N	524288	ba529b4f	520840d727161cf09ca784919fa37bc9b54cc3ce	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2gfx10.rom	sf2gfx10.rom	\N	524288	14b84312	2eea16673e60ba7a10bd4d8f6c217bb2441a5b0e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2gfx20.rom	sf2gfx20.rom	\N	524288	c1befaa8	a6a7f4725e52678cbd8d557285c01cdccb2c2602	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2gfx02.rom	sf2gfx02.rom	\N	524288	22c9cc8e	b9194fb337b30502c1c9501cd6c64ae4035544d4	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	sf2b	sf2gfx11.rom	sf2gfx11.rom	\N	524288	2c7e2229	357c2275af9133fd0bd6fbb1fa9ad5e0b490b3a2	\N	\N	\N	\N	\N	\N	
