game	RAGE_v0.9	1943	\N	\N	\N	\N	\N	1943 - The Battle of Midway (US)	1987	Capcom	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-b0.bin	\N	\N	32768	a7b17491	5b390770e56ba2d35e108534d7eda8dca996fdf7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-b1.bin	\N	\N	32768	b9709686	700905a3e9661e0874939f54da2909e1396ce596	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-b2.bin	\N	\N	32768	433b229a	14222eaa3e67e5a7f80eafcf22bac4eb2d485a9a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-b3.bin	\N	\N	32768	ad89b072	e2683d0e7415f3abd147e518bf6c87e44744cd4f	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	sonson	\N	\N	\N	\N	\N	Son Son	1984	Capcom	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss.01e	\N	\N	16384	cd40cc54	4269586099638d31dd30381e94538701982e9f5a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss.02e	\N	\N	16384	c3476527	499b879a12b55443ec833e5a2819e9da20e3b033	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss.03e	\N	\N	16384	1fd0e729	e04215b0c3d11ce844ab250ff3e1a845dd0b6c3e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss3.v12	\N	\N	8192	1135c48a	bfc10363fc42fb589088675a6e8e3d1668d8a6b8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss5.v12	\N	\N	8192	990890b1	0ae5da75e8ff013d32f2a6e3a015d5e1623fbb19	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss6.v12	\N	\N	8192	9388ff82	31ff5e61d062262754bbf6763d094495c1d2e838	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss7.v12	\N	\N	16384	32b14b8e	457a6fe077924c74192f58d4aad2e539c4ec8b24	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss8.v12	\N	\N	16384	9f59014e	b2ad810c901ea1bf2e30b31f2a7445aa8e329fa7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	sonson	ss9.v12	\N	\N	16384	517fa26d	70f69015c6b4483a6b78195cb72a1552f0963a3f	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	tnk3	\N	\N	\N	\N	\N	TNK III (US?)	1985	SNK	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p1.bin	\N	\N	16384	0d2a8ca9	eba950dab044496e8c1c02af20a9d380996ea20a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p2.bin	\N	\N	16384	0ae0a483	6a1ba86da4fd75bfb00855db04eac2727ec4159e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p3.bin	\N	\N	16384	d16dd4db	dcbc61251c13e11ce3cdd7a5ad200cd2d2758cab	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p4.bin	\N	\N	16384	01b45a90	85ba3b157cd6463c92ed831bb48d38f3a16f9537	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p5.bin	\N	\N	16384	60db6667	9c4bb99473c6d9b8ac9086b7364b6278b70757f6	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p6.bin	\N	\N	16384	4761fde7	dadf60e33f5dd8108478ca480bcef6b2624cfca8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p10.bin	\N	\N	16384	7bf0a517	0197feeaf511ac59f3df8195ec57e947fb08e995	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p11.bin	\N	\N	16384	0569ce27	7aa73f57ad97445ce5729f05cd8d24973886dbf5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p14.bin	\N	\N	8192	1fd18c43	611b5aa97df84c0117681772deb006f32a899ad3	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p12.bin	\N	\N	16384	ff495a16	e6b97a63efe58018260ff34f0ea4edc81718cb14	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p13.bin	\N	\N	16384	f8344843	c741dc84b48f830f6d4eaa4476f5c2a391153acc	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p7.bin	\N	\N	16384	06b92c88	b39c2cc4a58937d89f9b0c9093b9742509db64a3	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p8.bin	\N	\N	16384	63d0e2eb	96182639bb620d9692a4c8266130769c44dd29f8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	tnk3	tnk3-p9.bin	\N	\N	16384	872e3fac	98e7e9315fe7ccc51151c67dc60a362a1c2d8372	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	uccops	\N	\N	\N	\N	\N	Undercover Cops (World)	1992	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_h0.rom	\N	\N	262144	240aa5f7	8d864bb1377e9f6d266631ed365c5809b9da33f8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_l0.rom	\N	\N	262144	df9a4826	298033d97b9587e3548cb3bffa16b7ba9a6ff20d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_h1.rom	\N	\N	131072	8d29bcd6	470b77d1b8f88824bac294bd12a205a23dad2287	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_l1.rom	\N	\N	131072	a8a402d8	0b40fb69f0a3e24e6b60117d2d2fd4cc170bc621	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_w38m.rom	\N	\N	524288	130a40e5	f70bad2fe126bb0e451a3fa6100a610928e9a502	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_w39m.rom	\N	\N	524288	e42ca144	ea83b1027d403e874fda6e68097814f8b9ce25d6	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_w40m.rom	\N	\N	524288	c2961648	b5d28638e72ab50d598e284f31bf389956ae12c6	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_w41m.rom	\N	\N	524288	f5334b80	6fa70ceba4f67fb0562be7b24b28bda0ffc13ef5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_k16m.rom	\N	\N	1048576	4a225f09	f4d27813241fd9b020e4df8b03c852c8ecb92586	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_k17m.rom	\N	\N	1048576	e4ed9a54	55befbd2e156c765c5e79a3176cf4336d2111293	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_k18m.rom	\N	\N	1048576	a626eb12	826c4796c2e63f777490b43f84ffa37a6b749ca2	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	uccops	uc_k19m.rom	\N	\N	1048576	5df46549	87b0b799b50bf2b6ee916d9f8dfc1ee7666ce800	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	victroad	\N	\N	\N	\N	\N	Victory Road	1986	SNK	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p1	\N	\N	65536	e334acef	f6d8da554276abbe5579c92eea46591a92623f6e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p2	\N	\N	65536	907fac83	691d95f95ef7a308c7f5e7defb20971b54423745	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p3	\N	\N	65536	bac745f6	c118d94aff16cbf1b85615ff5a93292f6e98c149	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p7	\N	\N	16384	2b6ed95b	dddf3aa21776778153572a20d29d47928a7116d8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p17	\N	\N	32768	19d4518c	133ac6e3d75af6cfc9aa9d1d467f16696c7f3794	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p18	\N	\N	32768	d818be43	274827b13e8572f68302b7e0b5964d3e32544303	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p19	\N	\N	32768	d64e0f89	41204d5b0bc9d2f2599c3e881f10b73bddae3c5c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p20	\N	\N	32768	edba0f31	b3fc886d3cf7a34b470dd72cc0268a193f9a64d7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p8	\N	\N	32768	df7f252a	435aade99144c9be51f65d76583256aa089cce78	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p9	\N	\N	32768	9897bc05	ec181dc64dd78ff2fab193509743376ab192b99e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p10	\N	\N	32768	ecd3c0ea	f398b6a64706fcaa727ff1c150e05888091cb77c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p11	\N	\N	32768	668b25a4	235423e3b442271581dde0195fdff2a37596a9bc	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p14	\N	\N	32768	a7031d4a	9ea184990372909de7d8fe0891bb3e0441b13f90	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p12	\N	\N	32768	f44e95fa	6633bd1e9e947cae5ba696f6fd393bf0cd7969b0	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p15	\N	\N	32768	120d2450	8699db76f598e7719fa5f9a3dcc07d24c53e5da4	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p13	\N	\N	32768	980ca3d8	bda6f19edf43c61c0c8d2235bb60def76c801b87	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	victroad	p16	\N	\N	32768	9f820e8a	2be0128d6861241f6a9c5a7032368dbc6d57b44e	\N	\N	\N	\N	\N	\N	
