game	AAE_Alpha_Build_87	alienst	\N	\N	\N	\N	\N	Aliens (Tempest Prototype)	2001	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.107	\N	\N	8192	63154484	c098cdbc339c9ea291c4c4fb203c60b3284e894a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.109	\N	\N	8192	d2894424	5390025136b677b66d948c8cf6ea5e20203a4bae	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.110	\N	\N	8192	acb50363	9efa9ca88efdd2d5e212bd537903892b67b4fe53	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.201	\N	\N	8192	7e7be63a	11b2d0168cdbaa7a48656b77abc0bcbe9408fe84	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.203	\N	\N	8192	bdc52fad	c8ede54a4f7f555adffa5b4bfea6bf646a0d02d4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.206	\N	\N	8192	2d8f5759	54b0388ef44b5d34e621b48b465566aa16887e8f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.208	\N	\N	8192	dab4066b	dbb82df8e6de4e0f9f6e7ddd5f07618864fce8f9	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	redbaron	\N	\N	\N	\N	\N	Red Baron	1980	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	036995.01e	\N	\N	2048	ad81d1da	8bd66e5f34fc1c75f31eb6b168607e52aa3aa4df	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	036996.01e	\N	\N	2048	c0e7589e	c1aedc95966afffd860d7e0009d5a43e8b292036	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	036997.01e	\N	\N	2048	7434acb4	c950c4c12ab556b5051ad356ab4a0ed6b779ba1f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	036998.01e	\N	\N	2048	d1104dd7	0eab47cb45ede9dcc4dd7498dcf3a8d8194460b4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	037000.01e	\N	\N	2048	69bed808	27d99efc74113cdcbbf021734b8a5a5fdb78c04c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	037006.01e	\N	\N	2048	9fcffea0	69b76655ee75742fcaa0f39a4a1cf3aa58088343	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	037007.01e	\N	\N	2048	60250ede	9c48952bd69863bee0c6dce09f3613149e0151ef	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	redbaron	037587.01	\N	\N	4096	60f23983	7a9e5380bf49bf50a2d8ab0e0bd1ba3ac8efde24	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	ripoff	\N	\N	\N	\N	\N	Rip Off	1980	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	ripoff	ripoff.p7	\N	\N	2048	a9208afb	ea362494855be27a07014832b01e65c1645385d0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	ripoff	ripoff.r7	\N	\N	2048	150bd4c8	e1e2f0dfec4f53d8ff67b0e990514c304f496b3a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	ripoff	ripoff.t7	\N	\N	2048	40c2c5b8	bc1f3b540475c9868443a72790a959b1f36b93c6	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	ripoff	ripoff.u7	\N	\N	2048	29c13701	5e7672deffac1fa8f289686a5527adf7e51eb0bb	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	solarq	\N	\N	\N	\N	\N	Solar Quest	1981	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	solarq	solar.6p	\N	\N	4096	d6c16bcc	6953bdc698da060d37f6bc33a810ba44595b1257	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	solarq	solar.6r	\N	\N	4096	b763fff2	af1fd978e46a4aee3048e6e36c409821d986f7ee	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	solarq	solar.6t	\N	\N	4096	1f3c5333	58d847b5f009a0363ae116768b22d0bcfb3d60a4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	solarq	solar.6u	\N	\N	4096	a5970e5c	9ac07924ca86d003964022cffdd6a0436dde5624	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	spacduel	\N	\N	\N	\N	\N	Space Duel	1980	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.102	\N	\N	4096	4c451e8a	c05c52bb08acccb60950a15f05c960c3bc163d3e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.103	\N	\N	4096	ee72da63	d36d62cdf7fe76ee9cdbfc2e76ac5d90f22986ba	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.104	\N	\N	4096	e41b38a3	9e8773e78d65d74db824cfd7108e7038f26757db	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.105	\N	\N	4096	5652710f	b15891d22a47ac3448d2ced40c04d0ab80606c7d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.106	\N	\N	2048	691122fe	f53be76a49dba319050ca7767de3441521910e83	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.107	\N	\N	4096	d8dd0461	58060b20b2511d30d2ec06479d21840bdd0b53c6	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacduel	136006.201	\N	\N	4096	f4037b6e	9bacb64d257edd31f53db878477604f50681d78f	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	spacewar	\N	\N	\N	\N	\N	Space Wars	1977	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacewar	spacewar.1l	\N	\N	2048	edf0fd53	a543d8b95bc77ec061c6b10161a6f3e07401e251	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacewar	spacewar.2r	\N	\N	2048	4f21328b	8889f1a9353d6bb1e1078829c1ba77557853739b	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	spacfura	\N	\N	\N	\N	\N	Space Fury (revision A)	1981	Sega	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	960a.prom-u1	\N	\N	2048	e1ea7964	9c84c525973fcf1437b062d98195272723249d02	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	961a.prom-u2	\N	\N	2048	cdb04233	6f8d2fe6d46d04ebe94b7943006d63b24c88ed5a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	962a.prom-u3	\N	\N	2048	5f03e632	c6e8d72ba13ab05ec01a78502948a73c21e0fd69	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	963a.prom-u4	\N	\N	2048	45a77b44	91f4822b89ec9c16c67c781a11fabfa4b9914660	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	964a.prom-u5	\N	\N	2048	ba008f8b	24f5bef240ae2bcfd5b1d95f51b3599f79518b56	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	965a.prom-u6	\N	\N	2048	78677d31	ed5810aa4bddbfe36a6ff9992dd0cb58cce66836	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	966a.prom-u7	\N	\N	2048	a8a51105	f5e0fa662552f50fa6905f579d4c678b790ffa96	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	967a.prom-u8	\N	\N	2048	d60f667d	821271ec1918e22ed29a5b1f4b0182765ef5ba10	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	968a.prom-u9	\N	\N	2048	aea85b6a	8778ff0be34cd4fd5b8f6f76c64bfca68d4d240e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	969a.cpu-u25	\N	\N	2048	896a615c	542386196eca9fd822e36508e173201ee8a962ed	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfura	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	spacfurb	\N	\N	\N	\N	\N	Space Fury (revision B)	1981	Sega	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	960b.prom-u1	\N	\N	2048	8a99b63f	4b9ec152e0fad50afeea11f5d61331f3211da606	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	961b.prom-u2	\N	\N	2048	c72c1609	b489423b52a15275b63f6b01b9aa75ad1ce777b5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	962b.prom-u3	\N	\N	2048	7ffc338d	2c37049657305c465e3a5301e0be9f1afc9333c0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	963b.prom-u4	\N	\N	2048	4fe0bd88	d1902c8b2c2577fb49894aeac4c9d6b8cf38f2f6	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	964b.prom-u5	\N	\N	2048	09b359db	e1d6af48680dc0f34068ee6e916650dac738e280	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	965b.prom-u6	\N	\N	2048	7c1f9b71	ebe29a558e7239b4f0bc49a1fe92e5f1903edce3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	966b.prom-u7	\N	\N	2048	8933b852	dabb219195a668893c82ccc80ed09989f7fd83af	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	967b.prom-u8	\N	\N	2048	82b5768d	823d8c0a537bad62e8186f88f8d02a0f3dc6da0f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	968b.prom-u9	\N	\N	2048	fea68f02	83bef40dfaac014b7929239d81075335ff8fd506	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	969a.cpu-u25	\N	\N	2048	896a615c	542386196eca9fd822e36508e173201ee8a962ed	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfurb	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	spacfury	\N	\N	\N	\N	\N	Space Fury (revision C)	1981	Sega	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	960c.prom-u1	\N	\N	2048	d071ab7e	c7d2429e4fa77988d7ac62bc68f876ffb7467838	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	961c.prom-u2	\N	\N	2048	aebc7b97	d0a0328ed34de9bd2c83da4ddc2d017e2b5a8bdc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	962c.prom-u3	\N	\N	2048	dbbba35e	0400d1ba09199d19f5b8aa5bb1a85ed27930822d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	963c.prom-u4	\N	\N	2048	d9e9eadc	1ad228d65dca48d084bbac358af80882886e7a40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	964c.prom-u5	\N	\N	2048	7ed947b6	c0fd7ed74a87cc422a42e2a4f9eb947f5d5d9fed	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	965c.prom-u6	\N	\N	2048	d2443a22	45e5d43eae89e25370bb8e8db2b664642a238eb9	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	966c.prom-u7	\N	\N	2048	1985ccfc	8c5931519b976c82a94d17279cc919b4baad5bb7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	967c.prom-u8	\N	\N	2048	330f0751	07ae52fdbfa2cc326f88dc76c3dc8e145b592863	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	968c.prom-u9	\N	\N	2048	8366eadb	8e4cb30a730237da2e933370faf5eaa1a41cacbf	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	969c.cpu-u25	\N	\N	2048	411207f2	2a082be4052b5d8f365abd0a51ea805d270d1189	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	spacfury	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	speedfrk	\N	\N	\N	\N	\N	Speed Freak	1979	Vectorbeam	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	speedfrk	speedfrk.p7	\N	\N	2048	4b90cdec	69e2312acdc22ef52236b1c4dfee9f51fcdcaa52	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	speedfrk	speedfrk.r7	\N	\N	2048	fbe90d63	e42b17133464ae48c90263bba01a7d041e938a05	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	speedfrk	speedfrk.t7	\N	\N	2048	3552c03f	c233dd064195b336556d7405b51065389b228c78	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	speedfrk	speedfrk.u7	\N	\N	2048	616c7cf9	3c5bf59a09d85261f69e4b9d499cb7a93d79fb57	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	starcas	\N	\N	\N	\N	\N	Star Castle (version 3)	1980	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starcas	starcas3.p7	\N	\N	2048	f6bc2f4d	ef6f01556b154cfb3e37b2a99d6ea6292e5ec844	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starcas	starcas3.r7	\N	\N	2048	c367b69d	98354d34ceb03e080b1846611d533be7bdff01cc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starcas	starcas3.t7	\N	\N	2048	b5838b5d	6ac30be55514cba55180c85af69072b5056d1d4c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starcas	starcas3.u7	\N	\N	2048	188cd97c	c021e93a01e9c65013073de551a8c24fd1a68bde	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	starhawk	\N	\N	\N	\N	\N	Star Hawk	1979	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starhawk	starhawk.r7	\N	\N	2048	bb71144f	79591cd3ef8df78ec26e158f7e82ca0dcd72260d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starhawk	starhawk.u7	\N	\N	2048	376e6c5c	7d9530ed2e75464578b541f61408ba64ee9d2a95	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	startrek	\N	\N	\N	\N	\N	Star Trek	1982	Sega	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1848.prom-u1	\N	\N	2048	65e3baf3	0c081ed6c8be0bb5eb3d5769ac1f0b8fe4735d11	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1849.prom-u2	\N	\N	2048	8169fd3d	439d4b857083ae40df7d7f53c36ec13b05d86a86	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1850.prom-u3	\N	\N	2048	78fd68dc	fb56567458807d9becaacac11091931af9889620	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1851.prom-u4	\N	\N	2048	3f55ab86	f75ce0c56e22e8758dd1f5ce9ac00f5f41b13465	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1852.prom-u5	\N	\N	2048	2542ecfb	7cacee44670768e9fae1024f172b867193d2ea4a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1853.prom-u6	\N	\N	2048	75c2526a	6e86b30fcdbe7622ab873092e7a7a46d8bad790f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1854.prom-u7	\N	\N	2048	096d75d0	26e90c296b00239a6cde4ec5e80cccd7bb36bcbd	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1855.prom-u8	\N	\N	2048	bc7b9a12	6dc60e380dc5790cd345b06c064ea7d69570aadb	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1856.prom-u9	\N	\N	2048	ed9fe2fb	5d56e8499cb4f54c5e76a9231c53d95777777e05	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1857.prom-u10	\N	\N	2048	28699d45	c133eb4fc13987e634d3789bfeaf9e03196f8fd3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1858.prom-u11	\N	\N	2048	3a7593cb	7504f960507579d043b7ee20fb8fd2610399ff4b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1859.prom-u12	\N	\N	2048	5b11886b	b0fb6e912953822242501943f7214e4af6ab7891	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1860.prom-u13	\N	\N	2048	62eb96e6	51d1f5e48e3e21147584ace61b8832ad892cb6e2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1861.prom-u14	\N	\N	2048	99852d1d	eaea6a99f0a7f0292db3ea19649b5c1be45b9507	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1862.prom-u15	\N	\N	2048	76ce27b2	8fa8d73aa4dcf3709ecd057bad3278fac605988c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1863.prom-u16	\N	\N	2048	dd92d187	5a11cdc91bb7b36ea98503892847d8dbcedfe95a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1864.prom-u17	\N	\N	2048	e37d3a1e	15d949989431dcf1e0406f1e3745f3ee91012ff5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1865.prom-u18	\N	\N	2048	b2ec8125	70982c614471614f6b490ae2d65faec0eff2ac37	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1866.prom-u19	\N	\N	2048	6f188354	e99946467090b68559c2b54ad2e85204b71a459f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1867.prom-u20	\N	\N	2048	b0a3eae8	51a0855753dc2d4fe1a05bd54fa958beeab35299	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1868.prom-u21	\N	\N	2048	8b4e2e07	11f7de6327abf88012854417224b38a2352a9dc7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1869.prom-u22	\N	\N	2048	e5663070	735944c2b924964f72f3bb3d251a35ea2aef3d15	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1870.prom-u23	\N	\N	2048	4340616d	e93686a29377933332523425532d102e30211111	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	1873.cpu-u25	\N	\N	2048	be46f5d9	fadf13042d31b0dacf02a3166545c946f6fd3f33	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	startrek	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	starwar1	\N	\N	\N	\N	\N	Star Wars (rev 1)	1983	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.102	\N	\N	8192	f725e344	f8943b67f2ea032ab9538084756ba86f892be5ca	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.104	\N	\N	8192	7e406703	981b505d6e06d7149f8bcb3e81e4d0c790f2fc86	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.105	\N	\N	4096	538e7d2f	032c933fd94a6b0b294beee29159a24494ae969b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.107	\N	\N	8192	dbf3aea2	c38661b2b846fe93487eef09ca3cda19c44f08a0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.110	\N	\N	1024	01061762	199549ead9ff9a5d5db75a2d15aef0240feb1aca	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.111	\N	\N	1024	2e619b70	f76132b884ffdf3a4fe58637238c5235aab50408	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.112	\N	\N	1024	6cfa3544	be059bfffe6b5bfcb4af78e9e7a98870ccf21985	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.113	\N	\N	1024	03f6acb2	1bad540950575581067b97e3a1cadd479c68adf1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.114	\N	\N	16384	e75ff867	3a40de920c31ffa3c3e67f3edf653b79fcc5ddd7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.203	\N	\N	8192	f6da0a00	dd53b643be856787bbc4da63e5eb132f98f623c3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.206	\N	\N	8192	c7e51237	4960f4446271316e3f730eeb2531dbc702947395	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwar1	136021.208	\N	\N	8192	e38070a8	c858ae1702efdd48615453ab46e488848891d139	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	starwars	\N	\N	\N	\N	\N	Star Wars (rev 2)	1983	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.102	\N	\N	8192	f725e344	f8943b67f2ea032ab9538084756ba86f892be5ca	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.104	\N	\N	8192	7e406703	981b505d6e06d7149f8bcb3e81e4d0c790f2fc86	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.105	\N	\N	4096	538e7d2f	032c933fd94a6b0b294beee29159a24494ae969b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.107	\N	\N	8192	dbf3aea2	c38661b2b846fe93487eef09ca3cda19c44f08a0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.110	\N	\N	1024	01061762	199549ead9ff9a5d5db75a2d15aef0240feb1aca	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.111	\N	\N	1024	2e619b70	f76132b884ffdf3a4fe58637238c5235aab50408	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.112	\N	\N	1024	6cfa3544	be059bfffe6b5bfcb4af78e9e7a98870ccf21985	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.113	\N	\N	1024	03f6acb2	1bad540950575581067b97e3a1cadd479c68adf1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.203	\N	\N	8192	f6da0a00	dd53b643be856787bbc4da63e5eb132f98f623c3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.206	\N	\N	8192	c7e51237	4960f4446271316e3f730eeb2531dbc702947395	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.208	\N	\N	8192	e38070a8	c858ae1702efdd48615453ab46e488848891d139	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	starwars	136021.214	\N	\N	16384	04f1876e	c1d3637cb31ece0890c25f6122d6bcd27e6ffe0c	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	sundance	\N	\N	\N	\N	\N	Sundance	1979	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	sundance	sundance.p7	\N	\N	2048	445c4f20	972d0b0613f154ee3347206cae05ee8c36796f84	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	sundance	sundance.r7	\N	\N	2048	10b77ebd	3d43bd47c498d5ea74a7322f8d25dbc0c0187534	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	sundance	sundance.t7	\N	\N	2048	d5b9cb19	72dca386b48a582186898c32123d61b4fd58632e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	sundance	sundance.u7	\N	\N	2048	67887d48	be225dbd3508fad2711286834880065a4fc0a2fc	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tacscan	\N	\N	\N	\N	\N	Tac-Scan	1982	Sega	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1670c.prom-u1	\N	\N	2048	98de6fd5	f22c215d7558e00366fec5092abb51c670468f8c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1671a.prom-u2	\N	\N	2048	dc400074	70093ef56e0784173a06da1ac781bb9d8c4e7fc5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1672a.prom-u3	\N	\N	2048	2caf6f7e	200119260f78bb1c5389707b3ceedfbc1ae43549	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1673a.prom-u4	\N	\N	2048	1495ce3d	3189f8061961d90a52339c855c06e81f4537fb2b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1674a.prom-u5	\N	\N	2048	ab7fc5d9	b2d9241d83d175ead4da36d7311a41a5f972e06a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1675a.prom-u6	\N	\N	2048	cf5e5016	78a3f1e4a905515330d4737ac38576ac6e0d8611	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1676a.prom-u7	\N	\N	2048	b61a3ab3	0f4ef5c7fe299ad20fa4637260282a733f1cf461	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1677a.prom-u8	\N	\N	2048	bc0273b1	8e8d8830f17b9fa6d45d98108ca02d90c29de574	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1678b.prom-u9	\N	\N	2048	7894da98	2de7c121ad847e51a10cb1b81aec84cc44a3d04c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1679a.prom-u10	\N	\N	2048	db865654	db4d5675b53ff2bbaf70090fd064e98862f4ad33	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1680a.prom-u11	\N	\N	2048	2c2454de	74101806439c9faeba88ffe573fa4f93ffa0ba3c	\N	\N	\N	\N	\N	\N	
