game	Modeler_v0.9.3a	ga2	\N	\N	\N	\N	\N	Golden Axe 2 - The Revenge of Death Adder	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14237.22	\N	\N	524288	0a4b4b29	98447a587f903ba03e17d6a145b7c8bfddf25c4d	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14241.06	\N	\N	131072	59a5f63d	325a26a09475ddc828de71e71a1d3043f3959cec	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13511.36	\N	\N	1048576	f8f15b11	da6c2b8c3a94c4c263583f046823eaea818aff7c	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13512.32	\N	\N	1048576	d0be34a6	b42a63e30f0f7a94de8a825ca93cf8efdb7a7648	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13513.27	\N	\N	1048576	feef1982	bdf906317079a12c48ef4fca5bef0d437e9bf050	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13514.23	\N	\N	1048576	d0f9ebd1	510ebd3d7a52bcab2debea61591770d1dff172a1	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13515.37	\N	\N	1048576	77bf2387	7215dde5618e238edbe16b3007ede790785fe25f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13516.33	\N	\N	1048576	8c4bc62d	3206f623ec0b7558413d063404103b183f26b488	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13517.28	\N	\N	1048576	1d7d84a7	954cfccfc7250a5bead2eeba42e655d5ac82955f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14084.17	\N	\N	32768	f14ed074	e1bb23eac85e3236046527c5c7688f6f23d43aef	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	f1exhaustnote	\N	\N	\N	\N	\N	F1 Exhaust Note	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14365	\N	\N	524288	36913790	4a447cffb44b023fe1441277db1e411d4cd119eb	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14447.026	\N	\N	524288	db1cfcbd	c76eb2ced5571a548ad00709097dd272747127a2	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14448.031	\N	\N	524288	87ca1e8d	739274171c13983a60d061176095645419dade49	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14444.007	\N	\N	262144	07724354	9d7f64a80553c4ae0e9cf716478fd5c4b8277470	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14359	\N	\N	262144	70305c68	7a6a1bf7381eba8cc1c3897497b32ca63316972a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14360	\N	\N	262144	c5e8da79	662a6c146fe3d0b8763d845379c06d0ee6ced1ed	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14361	\N	\N	262144	e3204bda	34157e80edd6d685bd5a5e23b1e0130a5f3d138a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14362	\N	\N	262144	fb1c4e79	38ee23763b9e5bb62bbc54cab95041415404f0c4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14363	\N	\N	524288	f3427a56	6a99d7432dfff35470ddcca5cfde36689a77e706	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14364	\N	\N	524288	0fa12ecd	6a34c7718edffbeddded8786e11cac181b485ebd	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14445.014	\N	\N	262144	d06261ab	6e1c4ce4e49a142fd5b1ecac98145960d7afd567	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14366	\N	\N	524288	21078e83	f35f643c28aad3bf18cb9906b114c4f49b7b4cd1	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14367	\N	\N	524288	77bb9003	6370fdeab4967976840d752577cd860b9ce8efca	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14368	\N	\N	524288	5744a30e	98544fb234a8e93716e951d5414a490845e213c5	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14369	\N	\N	524288	7765116d	9493148aa84adc90143cf638265d4c55bfb43990	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	mpr14370	\N	\N	524288	fda78289	3740affdcc738c50d07ff3e5b592bdf8a8b6be15	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14449.035	\N	\N	131072	2d29699c	cae02e5533a0edd3b3b4a54a1a43321285e06416	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14452a.006	\N	\N	131072	b5b4a9d9	6699c15dc1155c3cee33a06d320acbff0ab5ad11	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1exhaustnote	epr14446.022	\N	\N	524288	646ec2cb	67e453f128ae227e22c68f55d0d3f5831fbeb2f9	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	titlef	\N	\N	\N	\N	\N	Title Fight	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15371.rom	\N	\N	2097152	999046c6	37ce4e8aaf537b5366eacabaf36e4477b5624121	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15372.rom	\N	\N	2097152	c187c36a	bb55c2a768a43ef19a7847a4aa113523fee26c20	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15373.rom	\N	\N	2097152	9b3294d9	19542f14ce09753385a44098dfd1aaf331e7af0e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15374.rom	\N	\N	2097152	e026aab0	75dfaef6d50c3d1d7f27aa5e44fcbc0ff2173c6f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15375.rom	\N	\N	2097152	046a9b50	2b4c53f2a0264835cb7197daa9b3461c212541e8	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15376.rom	\N	\N	2097152	de3e05c5	cac0d04ecd37e5836d246c0809bcfc11430df591	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15379.rom	\N	\N	2097152	e5c74b11	67e4460efe5dcd88ffc12024b255efc843e6a8b5	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15380.rom	\N	\N	2097152	6ea0e58d	1c4b761522157b0b9d086181ba6f6994879d8fdf	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15381.rom	\N	\N	2097152	162cc4d6	2369d3d76ab5ef8f033aa45530ab957f0e5ff028	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15382.rom	\N	\N	2097152	fd03a130	040c36383ef5d8298af714958cd5b0a4c7556ae7	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15384.rom	\N	\N	131072	0f7d208d	5425120480f813210fae28951e8bfd5acb08ca53	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15385.rom	\N	\N	2097152	5a9b0aa0	d208aa165f9eea05e3b8c3f406ff44374e4f6887	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15386.rom	\N	\N	262144	7ceaf15d	0295ac248e5814fbe7caecb346ccbcaf8abf67dc	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	titlef	tf-15387.rom	\N	\N	262144	aaf3cb03	2956ee95b038fd08933174e16f84617c043034c3	\N	\N	\N	\N	\N	\N	
