game	PASMulator_v0.22	amidars	\N	\N	\N	\N	\N	Amidar (Scramble hardware)	1982	Konami	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2f	\N	\N	2048	a1f14f4c	3eae2b3e4596505a8afb5c5cfb108e823c2c4319	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2h	\N	\N	2048	591bc0d9	170f9e92f0a3bee04407be27210b4fa825367688	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2j	\N	\N	2048	22f11b6b	e426ef6a7444a39a34d59799973b07d11b89f372	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2l	\N	\N	2048	705ffe49	174df3f281068c767344f751daace646360e26d6	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2m	\N	\N	2048	ea26c35c	a2f3380982d93a022f46756f974fd16c4cd617de	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2p	\N	\N	2048	94d8f5e3	f3a9c4d1d91836476fcad87ea0d243dde7171e0a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	5f	\N	\N	2048	5f30311a	d64134089bebd995b3a1a089411e180c8c29f32d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	5h	\N	\N	2048	516e029e	81b44eb1ce43cebde87f0a41ade2e7eb291af78d	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	earthinv	\N	\N	\N	\N	\N	Super Earth Invasion	1980	bootleg	\N	\N	\N	
game_rom	PASMulator_v0.22	earthinv	invaders.h	\N	\N	2048	58a750c8	90bfa4ea06f38e67fe4286d37d151632439249d2	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	earthinv	invaders.g	\N	\N	2048	b91742f1	8d9ca92405fbaf1d5a7138d400986616378d061e	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	earthinv	invaders.f	\N	\N	2048	4acbbc60	b8c1efb4251a1e690ff6936ec956d6f66136a085	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	earthinv	invaders.e	\N	\N	2048	df397b12	e7e8c080cb6baf342ec637532e05d38129ae73cf	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	snapjack	\N	\N	\N	\N	\N	Snap Jack	1982	Universal	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2a.bin	\N	\N	4096	6b30fcda	85e4ebbbe8e8d6c79a14387d7a6818abc9430037	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2b.bin	\N	\N	4096	1f1088d1	0fd5204ea27e9bdd811e9ea21e9bbab84b916f4a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2c.bin	\N	\N	4096	edd65f3a	763d588f0755a22c0f24269e6f38979fd516693f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2d.bin	\N	\N	4096	f4481192	514bb124a1d75a622e2ca4c2175d819092d4638d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2e.bin	\N	\N	4096	1bff7d05	47246095313ebba30f42d715a9fb5fc1abb68ea6	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2f.bin	\N	\N	4096	21793edf	11e259161bab3a32a8b52f7baa4fec17be6d4302	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2i.bin	\N	\N	4096	ff2011c7	38409e2318dee3cc0678d4ee9e93d9b895883df6	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2j.bin	\N	\N	4096	f097babb	461662719bc7f1cf21c41759f4832a92b0fdb4f2	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2h.bin	\N	\N	4096	b7f105b6	1135c3188b41cb0ccb24079c613188209b624683	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	snapjack	sj2g.bin	\N	\N	4096	1cdb03a8	5f390a672f3adf6392f8060bf7f0bcabc2eba139	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	spaceph	\N	\N	\N	\N	\N	Space Phantoms	1979	Zilec Games	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv01.bin	\N	\N	1024	de84771d	13a7e5eedb826cca4d59634d38db9fcf5e65b732	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv02.bin	\N	\N	1024	957fc661	ac0edc901d8033619f62967f8eaf53a02947e109	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv03.bin	\N	\N	1024	dbda38b9	73a277616a0c236b07c9ffa66f16a27a78c12d70	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv04.bin	\N	\N	1024	f51544a5	368411a2dadaebcbb4d5b6cf6c2beec036ce817f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv05.bin	\N	\N	1024	98d02683	f13958df8d385f532e993e4c34569d992904a4ed	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv06.bin	\N	\N	1024	4ec390fd	ade23efde5d55d282fbb28a5f8a1346601501b79	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv07.bin	\N	\N	1024	170862fd	ac64a97b1510ca81d4ef3a5fcf45b7e6c7414914	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv08.bin	\N	\N	1024	511b12cf	08ba43024c8574ded11aa457eca24b72984f5ea9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv09.bin	\N	\N	1024	af1cd1af	286d77e8556e475b291a3b1a53acaca8b7dc3678	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv10.bin	\N	\N	1024	31b7692e	043880750d134d04311eab55e30ee223977d3d17	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv11.bin	\N	\N	1024	50257351	5c3eb29f36f04b7fb8f0351ccf9c8cfc7587f927	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceph	sv12.bin	\N	\N	1024	a2a3366a	87032787450216d378406122effa95ea01145bf7	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	superg	\N	\N	\N	\N	\N	Super Galaxians	1979	hack	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.u	\N	\N	2048	e8f3aa67	a0e9576784dbe602dd9780e667f01f31defd7c00	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.v	\N	\N	2048	f58283e3	edc6e72516c50fd3402281d9936574d276581ce9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.w	\N	\N	2048	ddeabdae	daa5109a32c7c9a80bdb212dc3e4e3e3c104a731	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.y	\N	\N	2048	9463f753	d9cb35c19aafec43d08b048bbe2337a790f6ba9d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.z	\N	\N	2048	e6312e35	c4010459379d7fe00f605aaf288928b2deffb8b2	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.1h	\N	\N	2048	84decf98	2e565cb6057b1816a6b4541e6dfadd3c3762fa36	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	superg	galaxian.1k	\N	\N	2048	c31ada9e	237ebb48549b34ca59a13cc2706512d957413ec4	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	theend	\N	\N	\N	\N	\N	The End (Stern)	1980	[Konami] (Stern license)	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic13	\N	\N	2048	90e5ab14	b926801ab1cc1e2787a76ced6c7cffd6fce753d4	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic14	\N	\N	2048	950f0a07	bde9f3c6cf060dc6f5b7652287b94e04bed7bcf7	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic15	\N	\N	2048	6786bcf5	7556d3dc51d6a112b6357b8a36df05fd1a4d1cc9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic16	\N	\N	2048	380a0017	3354eb328a32537f722fe8a0949ddcab6cf21eb8	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic17	\N	\N	2048	af067b7f	855c6ddf29fbfea004c7143fe29064abf53801ad	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic18	\N	\N	2048	a0411b93	d644968758a1b73d13e09b24d24bfec82276e8f4	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic56	\N	\N	2048	3b2c2f70	bcccdacacfc9a3b5f1412dfba6bb0046d283bccc	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic55	\N	\N	2048	e0429e50	27678fc3172cbca3ae1eae96e9d8a62561d5ce40	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic30	\N	\N	2048	527fd384	92a384899d5acd2c689f637da16a0e2d11a9d9c6	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	theend	ic31	\N	\N	2048	af6d09b6	f3ad51dc88aa58fd39195ead978b039e0b0b585c	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	triplep	\N	\N	\N	\N	\N	Triple Punch	1982	KKI	\N	\N	\N	
game_rom	PASMulator_v0.22	triplep	triplep.2g	\N	\N	4096	c583a93d	2bd4a02f945d64ef3ff814d0b8cbf32380d3f790	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	triplep	triplep.2h	\N	\N	4096	c03ddc49	5a2fba848c4ddf2ef0bb0f00e93dbd88e939441a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	triplep	triplep.2k	\N	\N	4096	e83ca6b5	b16690cfe6fb45cf7b9a9cfa22822ba947c0e432	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	triplep	triplep.2l	\N	\N	4096	982cc3b9	28bb08679126e5aa8bd0b8f387b881fe799fb009	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	triplep	triplep.5f	\N	\N	2048	d51cbd6f	c3766a69a4599e54b8d7fb893e45802ec8bf6713	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	triplep	triplep.5h	\N	\N	2048	f21c0059	b1ba87f13908e3e662de8bf444f59bd5c2009720	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	uniwars	\N	\N	\N	\N	\N	UniWar S	1980	Irem	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u1	\N	\N	2048	d975af10	a2e2a36a75db8fd09441308b08b6ae073c68b8cf	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u2	\N	\N	2048	b2ed14c3	7668df11f64b8e296eedfee53437777dc53a56d5	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u3	\N	\N	2048	945f4160	5fbe879f51e14c4c7ae551e5b3089f8e148770a4	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u4	\N	\N	2048	ddc80bc5	18c3920198baf87267bc7f12db6b23b090d3577a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u5	\N	\N	2048	62354351	85bf18942f73023b8be0c3659a0dcd3dfcccfc2c	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u6	\N	\N	2048	270a3f4d	20f5097033fca515d70fe47178cbd341a1d07443	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u7	\N	\N	2048	c9245346	239bad3fe64eaab2dfc3febd06d1124103a10504	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u8	\N	\N	2048	797d45c7	76fb8b45fcce3622c59c04af32cfa001ef7bf71d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u10	\N	\N	2048	012941e0	4f7ec4d95939cb7c4086bb7df43759ac504ae47c	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u12	\N	\N	2048	c26132af	7ae125a911dfd47aeca4f129f580762ce4d8d91a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u9	\N	\N	2048	fc8b58fd	72553e2735b0dcc2dcfce9698d49566732492588	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	uniwars	u11	\N	\N	2048	dcc2b33b	c3a5ac935c519400dfabb28909f7e460769d1837	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	warofbug	\N	\N	\N	\N	\N	War of the Bugs	1981	Armenia	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.u	\N	\N	2048	b8dfb7e3	c7c675b2638869a9cd7dbd554e6131d8c71b567a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.v	\N	\N	2048	fd8854e0	b39ab41b834f18341968dd780f0a3cd07d70c16c	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.w	\N	\N	2048	4495aa14	f1be281db1d831770efa9cc41ea87eb348e70108	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.y	\N	\N	2048	c14a541f	d32e89fd18d9e1db2e4a545186eac728c0b02255	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.z	\N	\N	2048	c167fe55	d85c4d1bd7aa5e14eb2f11dfa14979e5dbc084a8	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.1k	\N	\N	2048	8100fa85	06641c431cace36dec98b87555f62e72f3e53a31	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	warofbug	warofbug.1j	\N	\N	2048	d1220ae9	e892bc8b0b71d8b07503e474e9c30e6cab460682	\N	\N	\N	\N	\N	\N	
