game	Nebula_v2.25b	sf2turyu	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (Turyu)	1992	hack	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2ar1	ssf.q08	ssf.q08	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	ssf2j	\N	\N	ssf2	ssf2	\N	Super Street Fighter II (Japan 931005)	1993	Capcom	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfj.03b	\N	\N	524288	5c2e356d	379f1e508778adda4a4087ec52c89b2253265f82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfj.04a	\N	\N	524288	013bd55c	2482f823a980d45baeea8009dadae7f996bcdb5d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfj.05	\N	\N	524288	0918d19a	c23be61dd193058eb1391d39fbc22fbcf0640ee0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfj.06b	\N	\N	524288	014e0c6d	4a5689a05900564c2544c95741cd450ce55da0a7	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfj.07	\N	\N	524288	eb6a9b1b	daedb669b0025f6efb0f3302a40d88dcde2fc76f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfjx.03b	\N	\N	524288	693985dd	eb37c10a1be5ba80587837ada371ae815420d28d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfjx.04a	\N	\N	524288	f866d34a	858a2d7ddf2f1743363e506d55aaab20fe40811a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfjx.05	\N	\N	524288	7282bb56	7627d0262cb5ecf54b402c56c603173e9e096c4c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfjx.06b	\N	\N	524288	c597bc4a	a65df50ca71bf140536d603a6adb2d7747b82082	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssfjx.07	\N	\N	524288	2af7cab2	adcebcca11f746d7b7d881338e0f2b053584e04e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.13m	ssf.13m	\N	2097152	cf94d275	bf2a6d98a656d1cb5734da7836686242d3211137	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.15m	ssf.15m	\N	2097152	5eb703af	4b302dbb66e8a5c2ad92798699391e981bada427	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.17m	ssf.17m	\N	2097152	ffa60e0f	b21b1c749a8241440879bf8e7cb33968ccef97e5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.19m	ssf.19m	\N	2097152	34e825c5	4d320fc96d1ef0b9928a8ce801734245a4c097a5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.14m	ssf.14m	\N	1048576	b7cc32e7	0f4d26af338dab5dce5b7b34d32ad0c573434ace	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.16m	ssf.16m	\N	1048576	8376ad18	f4456833fb396e6501f4174c0fe5fd63ea40a188	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.18m	ssf.18m	\N	1048576	f5b1b336	4b060501e56b9d61294748da5387cdae5280ec4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.20m	ssf.20m	\N	1048576	459d5c6b	32b11ba7a12004aff810d719bff7508204c7b7c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.01	ssf.01	\N	131072	eb247e8c	24296c18d9b1136d69712bf1c9d9d15463041e83	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q01	ssf.q01	\N	524288	a6f9da5c	6d19f83a01bd25b838d5c2871f7964529d926c98	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q02	ssf.q02	\N	524288	8c66ae26	32a82aee6ed4480e5a990f9af161734c7c0a1403	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q03	ssf.q03	\N	524288	695cc2ca	c2675f0233608b76de528d2a6ef19846d1348060	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q04	ssf.q04	\N	524288	9d9ebe32	9b26329370041374f1a90b479a172d2bc2801c4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q05	ssf.q05	\N	524288	4770e7b7	0e764f0befb9227b0b36508d8ca8ec9be31bcb05	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q06	ssf.q06	\N	524288	4e79c951	1144781d7dc57ef8a6458d982f5c91548ff59e27	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q07	ssf.q07	\N	524288	cdd14313	ebe767a9d4b51dba4282fa0a36a546a88620dd59	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2j	ssf.q08	ssf.q08	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	ssf2jr1	\N	\N	ssf2	ssf2	\N	Super Street Fighter II (Japan 930911)	1993	Capcom	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfj.03a	\N	\N	524288	0bbf1304	be93b559ebfcc0fd72cde787c5ea4f50eac52bbf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfj.04a	\N	\N	524288	013bd55c	2482f823a980d45baeea8009dadae7f996bcdb5d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfj.05	\N	\N	524288	0918d19a	c23be61dd193058eb1391d39fbc22fbcf0640ee0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfj.06	\N	\N	524288	d808a6cd	214a4281abacdf6b74b7f51379a93cc64b4c1d7d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfj.07	\N	\N	524288	eb6a9b1b	daedb669b0025f6efb0f3302a40d88dcde2fc76f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfjx.03a	\N	\N	524288	c1b1d0c1	77a4d4e6b07b8e37760f0bb0559ea90766941b5d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfjx.04a	\N	\N	524288	f866d34a	858a2d7ddf2f1743363e506d55aaab20fe40811a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfjx.05	\N	\N	524288	7282bb56	7627d0262cb5ecf54b402c56c603173e9e096c4c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfjx.06	\N	\N	524288	cc027506	5968863f6fd7cd0622d3aadcbd4584a195f51636	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssfjx.07	\N	\N	524288	2af7cab2	adcebcca11f746d7b7d881338e0f2b053584e04e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.13m	ssf.13m	\N	2097152	cf94d275	bf2a6d98a656d1cb5734da7836686242d3211137	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.15m	ssf.15m	\N	2097152	5eb703af	4b302dbb66e8a5c2ad92798699391e981bada427	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.17m	ssf.17m	\N	2097152	ffa60e0f	b21b1c749a8241440879bf8e7cb33968ccef97e5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.19m	ssf.19m	\N	2097152	34e825c5	4d320fc96d1ef0b9928a8ce801734245a4c097a5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.14m	ssf.14m	\N	1048576	b7cc32e7	0f4d26af338dab5dce5b7b34d32ad0c573434ace	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.16m	ssf.16m	\N	1048576	8376ad18	f4456833fb396e6501f4174c0fe5fd63ea40a188	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.18m	ssf.18m	\N	1048576	f5b1b336	4b060501e56b9d61294748da5387cdae5280ec4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.20m	ssf.20m	\N	1048576	459d5c6b	32b11ba7a12004aff810d719bff7508204c7b7c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.01	ssf.01	\N	131072	eb247e8c	24296c18d9b1136d69712bf1c9d9d15463041e83	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q01	ssf.q01	\N	524288	a6f9da5c	6d19f83a01bd25b838d5c2871f7964529d926c98	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q02	ssf.q02	\N	524288	8c66ae26	32a82aee6ed4480e5a990f9af161734c7c0a1403	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q03	ssf.q03	\N	524288	695cc2ca	c2675f0233608b76de528d2a6ef19846d1348060	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q04	ssf.q04	\N	524288	9d9ebe32	9b26329370041374f1a90b479a172d2bc2801c4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q05	ssf.q05	\N	524288	4770e7b7	0e764f0befb9227b0b36508d8ca8ec9be31bcb05	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q06	ssf.q06	\N	524288	4e79c951	1144781d7dc57ef8a6458d982f5c91548ff59e27	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q07	ssf.q07	\N	524288	cdd14313	ebe767a9d4b51dba4282fa0a36a546a88620dd59	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr1	ssf.q08	ssf.q08	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	ssf2jr2	\N	\N	ssf2	ssf2	\N	Super Street Fighter II (Japan 930910)	1993	Capcom	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfj.03	\N	\N	524288	7eb0efed	c389301cf26cc72ef10c20a7d37223622d05e9ca	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfj.04	\N	\N	524288	d7322164	b83c8523d152384a3eb9f459685b11c6e77cd6d4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfj.05	\N	\N	524288	0918d19a	c23be61dd193058eb1391d39fbc22fbcf0640ee0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfj.06	\N	\N	524288	d808a6cd	214a4281abacdf6b74b7f51379a93cc64b4c1d7d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfj.07	\N	\N	524288	eb6a9b1b	daedb669b0025f6efb0f3302a40d88dcde2fc76f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfjx.03	\N	\N	524288	c3eca34c	3c81e7125b6c0988cc73f68ac0b25ab3a53d0dda	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfjx.04	\N	\N	524288	4e1080c2	30a676795b8011530c7792585471f68065915f28	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfjx.05	\N	\N	524288	7282bb56	7627d0262cb5ecf54b402c56c603173e9e096c4c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfjx.06	\N	\N	524288	cc027506	5968863f6fd7cd0622d3aadcbd4584a195f51636	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssfjx.07	\N	\N	524288	2af7cab2	adcebcca11f746d7b7d881338e0f2b053584e04e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.13m	ssf.13m	\N	2097152	cf94d275	bf2a6d98a656d1cb5734da7836686242d3211137	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.15m	ssf.15m	\N	2097152	5eb703af	4b302dbb66e8a5c2ad92798699391e981bada427	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.17m	ssf.17m	\N	2097152	ffa60e0f	b21b1c749a8241440879bf8e7cb33968ccef97e5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.19m	ssf.19m	\N	2097152	34e825c5	4d320fc96d1ef0b9928a8ce801734245a4c097a5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.14m	ssf.14m	\N	1048576	b7cc32e7	0f4d26af338dab5dce5b7b34d32ad0c573434ace	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.16m	ssf.16m	\N	1048576	8376ad18	f4456833fb396e6501f4174c0fe5fd63ea40a188	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.18m	ssf.18m	\N	1048576	f5b1b336	4b060501e56b9d61294748da5387cdae5280ec4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.20m	ssf.20m	\N	1048576	459d5c6b	32b11ba7a12004aff810d719bff7508204c7b7c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.01	ssf.01	\N	131072	eb247e8c	24296c18d9b1136d69712bf1c9d9d15463041e83	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q01	ssf.q01	\N	524288	a6f9da5c	6d19f83a01bd25b838d5c2871f7964529d926c98	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q02	ssf.q02	\N	524288	8c66ae26	32a82aee6ed4480e5a990f9af161734c7c0a1403	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q03	ssf.q03	\N	524288	695cc2ca	c2675f0233608b76de528d2a6ef19846d1348060	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q04	ssf.q04	\N	524288	9d9ebe32	9b26329370041374f1a90b479a172d2bc2801c4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q05	ssf.q05	\N	524288	4770e7b7	0e764f0befb9227b0b36508d8ca8ec9be31bcb05	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q06	ssf.q06	\N	524288	4e79c951	1144781d7dc57ef8a6458d982f5c91548ff59e27	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q07	ssf.q07	\N	524288	cdd14313	ebe767a9d4b51dba4282fa0a36a546a88620dd59	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2jr2	ssf.q08	ssf.q08	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	ssf2tb	\N	\N	ssf2	ssf2	\N	Super Street Fighter II TB (World 931119)	1993	Capcom	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfe.3tc	\N	\N	524288	496a8409	3101689e86ab78c544524e31057478fce336ddaa	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfe.4tc	\N	\N	524288	4b45c18b	9c7ecb6fee70e317d1005bcadadf59cf11f58050	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfe.5t	\N	\N	524288	6a9c6444	76ba626136268a48b139f6aacd6eeded94d1354d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfe.6tb	\N	\N	524288	e4944fc3	2d77bc19140c8895eca445b6a290bc793946ccfb	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfe.7t	\N	\N	524288	2c9f4782	de046e6bd9823129fb3d1bfff3710689816a6b0a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfex.3tc	\N	\N	524288	9b2cda8c	610c44fbe02ad93abdf9f6c978bdf6732ca588f7	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfex.4tc	\N	\N	524288	62d26dc2	fdf7955256f3be49f60d4866e095f5ef26261209	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfex.5t	\N	\N	524288	3ae42ff3	0654debcf58847e5bb005c8bebb817b8f2518ca6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfex.6tb	\N	\N	524288	f12e7228	1d90c5fbc51325069c4d1f971d948208b22ecb2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssfex.7t	\N	\N	524288	4d51f760	a15de77b304a4e1847017f146fef80ead54fe658	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.13m	ssf.13m	\N	2097152	cf94d275	bf2a6d98a656d1cb5734da7836686242d3211137	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.15m	ssf.15m	\N	2097152	5eb703af	4b302dbb66e8a5c2ad92798699391e981bada427	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.17m	ssf.17m	\N	2097152	ffa60e0f	b21b1c749a8241440879bf8e7cb33968ccef97e5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.19m	ssf.19m	\N	2097152	34e825c5	4d320fc96d1ef0b9928a8ce801734245a4c097a5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.14m	ssf.14m	\N	1048576	b7cc32e7	0f4d26af338dab5dce5b7b34d32ad0c573434ace	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.16m	ssf.16m	\N	1048576	8376ad18	f4456833fb396e6501f4174c0fe5fd63ea40a188	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.18m	ssf.18m	\N	1048576	f5b1b336	4b060501e56b9d61294748da5387cdae5280ec4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.20m	ssf.20m	\N	1048576	459d5c6b	32b11ba7a12004aff810d719bff7508204c7b7c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.01	ssf.01	\N	131072	eb247e8c	24296c18d9b1136d69712bf1c9d9d15463041e83	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q01	ssf.q01	\N	524288	a6f9da5c	6d19f83a01bd25b838d5c2871f7964529d926c98	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q02	ssf.q02	\N	524288	8c66ae26	32a82aee6ed4480e5a990f9af161734c7c0a1403	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q03	ssf.q03	\N	524288	695cc2ca	c2675f0233608b76de528d2a6ef19846d1348060	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q04	ssf.q04	\N	524288	9d9ebe32	9b26329370041374f1a90b479a172d2bc2801c4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q05	ssf.q05	\N	524288	4770e7b7	0e764f0befb9227b0b36508d8ca8ec9be31bcb05	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q06	ssf.q06	\N	524288	4e79c951	1144781d7dc57ef8a6458d982f5c91548ff59e27	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q07	ssf.q07	\N	524288	cdd14313	ebe767a9d4b51dba4282fa0a36a546a88620dd59	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tb	ssf.q08	ssf.q08	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	ssf2t	\N	\N	ssf2	ssf2	\N	Super Street Fighter II Turbo (World 940223)	1994	Capcom	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxe.03c	\N	\N	524288	2fa1f396	2aa58309811f34901554b84396556630a22ce9bc	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxe.04a	\N	\N	524288	d0bc29c6	d9f89bcd79cba26db2100a00dd7bd8ee6ecb75f3	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxe.05	\N	\N	524288	65222964	025bb708dc5b6365cc7fe60fc3f242511ad8f384	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxe.06a	\N	\N	524288	8fe9f531	b5d9ed498f730fdb968992bdec33605db1a007f4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxe.07	\N	\N	524288	8a7d0cb6	27ea0cea73a93c27257bf2a170d1deaf938cc311	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxe.08	\N	\N	524288	74c24062	f3eca09e0544c6aa46b0c4bead2246ab1e9a97d9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.09	\N	\N	524288	642fae3f	746df99b826b9837bba267104132161153c1daff	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxex.03c	\N	\N	524288	a181b207	9e8d6d9aa19d39d2893be8faaa9a8cc74221bbdc	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxex.04a	\N	\N	524288	df28bd00	50e8c003e665c647d37ab12c3fa8b52604060322	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxex.05	\N	\N	524288	29b7bda4	beccb5a2678ca3ba2a06cf84af123ec3839e5b30	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxex.06a	\N	\N	524288	6c8719b3	e6a5a3b04256fbfe8baa463785a3f247c89ac9e4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxex.07	\N	\N	524288	dfc3b3cd	2b2c2fe474ba7dfd6d46343cdae1be30dab0cf65	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfxex.08	\N	\N	524288	d7436ae9	1861f9c81ff2ffd956b94412ef6eb096f7558b96	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.13m	ssf.13m	\N	2097152	cf94d275	bf2a6d98a656d1cb5734da7836686242d3211137	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.15m	ssf.15m	\N	2097152	5eb703af	4b302dbb66e8a5c2ad92798699391e981bada427	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.17m	ssf.17m	\N	2097152	ffa60e0f	b21b1c749a8241440879bf8e7cb33968ccef97e5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.19m	ssf.19m	\N	2097152	34e825c5	4d320fc96d1ef0b9928a8ce801734245a4c097a5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.14m	ssf.14m	\N	1048576	b7cc32e7	0f4d26af338dab5dce5b7b34d32ad0c573434ace	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.16m	ssf.16m	\N	1048576	8376ad18	f4456833fb396e6501f4174c0fe5fd63ea40a188	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.18m	ssf.18m	\N	1048576	f5b1b336	4b060501e56b9d61294748da5387cdae5280ec4d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	ssf.20m	ssf.20m	\N	1048576	459d5c6b	32b11ba7a12004aff810d719bff7508204c7b7c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.21m	\N	\N	1048576	e32854af	1a5e11e9caa2b96108d89ae660ef1f6bcb469a74	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.23m	\N	\N	1048576	760f2927	491e28e14ee06821fc9e709efa7b91313bc0c2db	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.25m	\N	\N	1048576	1ee90208	83df1d9953560edddc2951ea426d29fb014e6a8a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.27m	\N	\N	1048576	f814400f	ad6921af36d0bd5dfb89b1fb53c3ca3fd92d7204	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.01	\N	\N	131072	b47b8835	c8b2d50fe3a329bd0592ea160d505155d873dab1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.02	\N	\N	131072	0022633f	cab3afc79da53e3887eb1ccd1f4d19790728e6cd	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.11m	\N	\N	2097152	9bdbd476	a8520f77f30b97aae36408e0c4ca1ebbde1808a5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2t	sfx.12m	\N	\N	2097152	a05e3aab	d4eb9cae66c74e956569fea8b815156fbd420f83	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	ssf2tur1	\N	\N	ssf2	ssf2	\N	Super Street Fighter II Turbo (US 940223)	1994	Capcom	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tur1	sfxu.03c	\N	\N	524288	86e4a335	04db3fd519973aeb7b32be62871e0fb4605946eb	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tur1	sfxu.04a	\N	\N	524288	532b5ffd	769a8a9d4e04e291ce7427b89e537bba2258ca82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tur1	sfxu.05	\N	\N	524288	ffa3c6de	7cce55a3e07b5ba2e2e37e4c66a52678a1b19a63	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	ssf2tur1	sfxu.06a	\N	\N	524288	e4c04c99	01fe284363e4795e7bdf4206f54a6108fcdac18b	\N	\N	\N	\N	\N	\N	
