game	Laser_v0.20a	pong	\N	\N	\N	\N	\N	Pong	1972	Atari	\N	\N	\N	
game_rom	Laser_v0.20a	lrescue	lrescue.5	\N	\N	2048	58fde8bc	663665ac5254204c1eba18357d9867034eae55eb	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lrescue	lrescue.6	\N	\N	2048	bfb0f65d	ea0943d764a16094b6e2289f62ef117c9f838c98	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	starw	\N	\N	\N	\N	\N	Star Wars	1979	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	starw	roma	\N	\N	1024	60e8993c	0bdf163ff0f2e6a8771987d4e7ac604c45af21b8	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	starw	romb	\N	\N	1024	b8060773	92aa358c338ef8f5773bccada8988d068764e7ea	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	starw	romc	\N	\N	1024	307ce6b8	f4b6f54db3d2377ec27d62d33fa1c4946559a092	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	starw	romd	\N	\N	1024	2b0d0a88	d079d12b6d4136519ded32415d668a02147b7601	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	starw	rome	\N	\N	1024	5b1c3ad0	edb42eec59c3dd7e274e2ea08fed0f3e8fc72e9e	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	starw	romf	\N	\N	1024	c8e42d3d	841b27af251b9c3a964972e864fb7c88acc742e0	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	galxwars	\N	\N	\N	\N	\N	Galaxy Wars (Universal set 1)	1979	Universal	\N	\N	\N	
game_rom	Laser_v0.20a	galxwars	univgw3.0	\N	\N	1024	937796f4	88e9494cc532498e51e3a68fa1122c40f22b27dd	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwars	univgw4.1	\N	\N	1024	4b86e7a6	167f9f7491a2de39d08e3e6f7057cc75b36c9340	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwars	univgw5.2	\N	\N	1024	47a187cd	640c896ba25f34d323624005bd676257ad17b687	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwars	univgw6.3	\N	\N	1024	7b7d22ff	74364cf2b04dcfbbc8e0131fa12c0e574f693d34	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwars	univgw1.4	\N	\N	1024	0871156e	3726d0bfe153a0afc62ea56737662074986064b0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwars	univgw2.5	\N	\N	1024	6036d7bf	36c2ad2ffdb47bbecc40fd67ced6ab51a5cd2f3e	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	galxwar2	\N	\N	\N	\N	\N	Galaxy Wars (Universal set 2)	1979	Universal	\N	\N	\N	
game_comment	Laser_v0.20a	galxwar2	 In addition to these ROMs, galxwar2 also needs to load:	
game_comment	Laser_v0.20a	galxwar2	\tunivgw4.1, univgw5.2, univgw6.3, univgw2.5 from galxwars	
game_comment	Laser_v0.20a	galxwar2	 So long as galxwars is complete though, galxwar2 will still run	
game_rom	Laser_v0.20a	galxwar2	3192.h6	\N	\N	4096	bde6860b	e04b8add32d8f7ea588fae6d6a387f1d40495f1b	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwar2	3193.h7	\N	\N	4096	a17cd507	554ab0e8bdc0e7af4a30b0ddc8aa053c8e70255c	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	galxwart	\N	\N	\N	\N	\N	Galaxy Wars (Taito?)	1979	Taito?	\N	\N	\N	
game_rom	Laser_v0.20a	galxwart	galxwars.0	\N	\N	1024	608bfe7f	a41a40a2f0a1bb61a70b9ff8a7da925ab1db7f74	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwart	galxwars.1	\N	\N	1024	a810b258	030a72fffcf240f643bc3006028cb4883cf58bbc	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwart	galxwars.2	\N	\N	1024	74f31781	1de70e8ebbb26eea20ffedb7bd0ca051a67f45e7	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwart	galxwars.3	\N	\N	1024	c88f886c	4d705fbb97e3868c3f6c90c5e5753ad17cfbf5d6	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwart	galxwars.4	\N	\N	1024	ae4fe8fb	494f44167dc84e4515b769c12f6e24419461dce4	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	galxwart	galxwars.5	\N	\N	1024	37708a35	df6fd521ddfa146ef93e390e47741bdbfda1e7ba	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	sinvemag	\N	\N	\N	\N	\N	Super Invaders (EMAG)	????	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	sinvemag	sv0h.bin	\N	\N	1024	86bb8cb6	a75648e7f2446c756d86624b15d387d25ce47b66	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sinvemag	emag_si.b	\N	\N	1024	febe6d1a	e1c3a24b4fa5862107ada1f9d7249466e8c3f06a	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sinvemag	emag_si.c	\N	\N	1024	aafb24f7	6718cdfae09f77d735be5145b9d202a73d8ed9db	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sinvemag	emag_si.d	\N	\N	1024	68c4b9da	8953dc0427b09b71bd763e65caa7deaca09a15da	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sinvemag	emag_si.e	\N	\N	1024	c4e80586	3d427d5a2eea3c911ec7bd055e06e6747ce5e84d	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sinvemag	emag_si.f	\N	\N	1024	077f5ef2	625de6839073ac4c904f949efc1b2e0afea5d676	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	alieninv	\N	\N	\N	\N	\N	Alien Invasion Part II	????	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	alieninv	1h.bin	\N	\N	2048	c46df7f4	eec34b3d5585bae03c7b80585daaa05ddfcc2164	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	alieninv	1g.bin	\N	\N	2048	4b1112d6	b693667656e5d8f44eeb2ea730f4d4db436da579	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	alieninv	1f.bin	\N	\N	2048	adca18a5	7e02651692113db31fd469868ae5ffdb0f941ecf	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	alieninv	1e.bin	\N	\N	2048	0449cb52	8adcb7cd4492fa6649d9ee81172d8dff56621d64	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	spceking	\N	\N	invaders	invaders	\N	Space King	1978	Leijac (Konami)	\N	\N	\N	
game_rom	Laser_v0.20a	spceking	invaders.h	invaders.h	\N	2048	734f5ad8	ff6200af4c9110d8181249cbcef1a8a40fa40b7f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spceking	spcekng2	\N	\N	2048	96dcdd42	e18d7ffca92e863ef40e235b2be973d8c5879fdb	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spceking	spcekng3	\N	\N	2048	95fc96ad	38175edad0e538a1561cec8f7613f15ae274dd14	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spceking	spcekng4	\N	\N	2048	54170ada	1e8b3774355ec0d448f04805a917f4c1fe64bceb	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	spcewars	\N	\N	spcewr3	spcewr3	\N	Space War (Sanritsu)	1978	Sanritsu	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.1	\N	\N	1024	ca331679	5c362c3d1c721d293bcddbef4033533769c8f0e0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.2	\N	\N	1024	48dc791c	91a98205c83ca38961e6ba2ac43a41e6e8bc2675	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	ic35.bin	ic35.bin	\N	2048	40c2d55b	b641b63046d242ad23911143ed840011fc98eaff	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.5	\N	\N	1024	77475431	15a04a2655847ee462be65d1065d643c872bb47c	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.6	\N	\N	1024	392ef82c	77c98c11ee727ed3ed6e118f13d97aabdb555540	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.7	\N	\N	1024	b3a93df8	3afc96814149d4d5343fe06eac09f808384d02c4	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.8	\N	\N	1024	64fdc3e1	c3c278bc236ced7fc85e1a9b018e80be6ab33402	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewars	sanritsu.9	\N	\N	1024	b2f29601	ce855e312f50df7a74682974803cb4f9b2d184f3	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	spcewr3	\N	\N	\N	\N	\N	Space War Part 3	1978	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	spcewr3	ic36.bin	\N	\N	2048	9e30f88a	314dfb2920d9b43b977cc19e40ac315e6933c3b9	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewr3	ic35.bin	\N	\N	2048	40c2d55b	b641b63046d242ad23911143ed840011fc98eaff	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewr3	ic34.bin	\N	\N	2048	b435f021	2d0d813b99d571b53770fa878a1f82ca67827caa	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewr3	ic33.bin	\N	\N	2048	cbdc6fe8	63038ea09d320c54e3d1cf7f043c17bba71bf13c	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewr3	ic32.bin	\N	\N	2048	1e5a753c	5b7cd7b347203f4edf816f02c366bd3b1b9517c4	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	invader1	\N	\N	\N	\N	\N	Space Invaders (Logitec)	1978	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	c01	\N	\N	1024	499f253a	e13353194277f5d35e92db9b11912b5f392f51b7	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	c02	\N	\N	1024	2d0b2e1f	2e0262d9dba607824fcd720d2995531649bdd03d	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	c03	\N	\N	1024	03033dc2	87d7838e6a6542c2c5510af593df45137cb397c6	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	c07	\N	\N	1024	5a7bbf1f	659f2a8c646660d316d6e70f1d9548375f1da63f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	c04	\N	\N	1024	455b1fa7	668800a0a3ba18d8b54c2aa4dfd4bd01a667d679	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	c05	\N	\N	1024	40cbef75	15994ed8bb8ab8faed6198926873851062c9d95f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invader1	sv06.bin	\N	\N	1024	2c68e0b4	a5e5357120102ad32792bf3ef6362f45b7ba7070	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	jspecter	\N	\N	\N	\N	\N	Jatre Specter (set 1)	1979	Jatre	\N	\N	\N	
game_rom	Laser_v0.20a	jspecter	3305.u6	\N	\N	4096	ab211a4f	d675ed29c3479d7318f8559bd56dd619cf631b6a	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	jspecter	3306.u7	\N	\N	4096	0df142a7	2f1c32d6fe7eafb7808fef0bdeb69b4909427417	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	jspectr2	\N	\N	\N	\N	\N	Jatre Specter (set 2)	1979	Jatre	\N	\N	\N	
game_rom	Laser_v0.20a	jspectr2	unksi.b2	\N	\N	4096	0584b6c4	c130021b878bde2beda4a189f71bbfed61088535	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	jspectr2	unksi.a2	\N	\N	4096	58095955	545df3bb9ee4ff09f491d7a4b704e31aa311a8d7	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	cosmicmo	\N	\N	\N	\N	\N	Cosmic Monsters	1979	Universal	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.1	\N	\N	1024	d6e4e5da	8b4275a3c71ac3fa80d17237dc04de5f586645f4	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.2	\N	\N	1024	8f7988e6	b6a01d5dcab013350f8f7f3e3ebfc986bb939fe0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.3	\N	\N	1024	2d2e9dc8	dd3da4fc752e003e5e7c64bf189288133aed545b	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.4	\N	\N	1024	26cae456	2f2262340c10e5c29d71317f6eb8072c26655563	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.5	\N	\N	1024	b13f228e	a0de05aa36435e72c77f5333f3ad964ec448a8f0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.6	\N	\N	1024	4ae1b9c4	8eed87eebe68caa775fa679363b0fe3728d98c34	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	cosmicmo	cosmicmo.7	\N	\N	1024	6a13b15b	dc03a6c3e938cfd08d16bd1660899f951ba72ea2	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	superinv	\N	\N	\N	\N	\N	Super Invaders	????	bootleg	\N	\N	\N	
game_comment	Laser_v0.20a	superinv	 Instead of the correct ROMs (00/01/03/04/05), superinv really loads:	
game_comment	Laser_v0.20a	superinv	\tinvaders.h, invaders.g and invaders.f from invaders	
game_comment	Laser_v0.20a	superinv	\t04 from invadpt2 (which does not exist)	
game_comment	Laser_v0.20a	superinv	\t05 from invaddlx (which does not exist)	
game_comment	Laser_v0.20a	superinv	 i.e. superinv WILL NOT LOAD into the emulator!	
game_rom	Laser_v0.20a	superinv	00	\N	\N	1024	7a9b4485	dde918ec106971972bf7c7e5085c1262522f7e35	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	superinv	01	\N	\N	1024	7c86620d	9e92ec0aa4eee96a7fa115a14a611c488d13b9dd	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	superinv	02	\N	\N	1024	ccaf38f6	8eb0456e8abdba0d1dda20a335a9ecbe7c38f9ed	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	superinv	03	\N	\N	1024	8ec9eae2	48d7a7dc61e0417ca4093e5c2a36efd96e359233	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	superinv	04	\N	\N	1024	68719b30	2084bd63cd61ef1d2497c32112cdb42b7b582da4	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	superinv	05	\N	\N	1024	8abe2466	17494b1e5db207e37a7d28d7c89cbc5f36b7aefc	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	sstrangr	\N	\N	\N	\N	\N	Space Stranger	1978	Yachiyo Electronics, Ltd.	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-01.58	\N	\N	1024	feec7600	787a6be4e24ce931e7678e777699b9f6789bc199	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-02.59	\N	\N	1024	7281ff0b	56649d1362be1b9f517cb8616cbf9e4f955e9a2d	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-03.60	\N	\N	1024	a09ec572	9c4ad811a6c0460403f9cdc9fe5381c460249ff5	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-04.61	\N	\N	1024	ec411aca	b72eb6f7c3d69e2829280d1ab982099f6eff0bde	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-05.62	\N	\N	1024	7b1b81dd	3fa6e244e203fb75f92b19db7b4b18645b3f66a3	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-06.63	\N	\N	1024	de383625	7ec0d7171e771c4b43e026f3f50a88d8ab2236bb	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-07.64	\N	\N	1024	2e41d0f0	bba720b0c5a7bd47abb8bc8498a989e17dc52428	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrangr	hss-08.65	\N	\N	1024	bd14d0b0	9665f639afef9c1291f2efc054216ff44c595b45	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	sstrngr2	\N	\N	\N	\N	\N	Space Stranger 2	1979	Yachiyo Electronics, Ltd.	\N	\N	\N	
game_rom	Laser_v0.20a	sstrngr2	4764.09	\N	\N	8192	d88f86cc	9f284ee50caf3c64bd04a79a798de620348881bc	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrngr2	2708.10	\N	\N	1024	eba304c1	3fa6fbb29fa46c146283f69a712bfc51cbb2a43c	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	sstrngr2	2708.15	\N	\N	1024	c176a89d	955dd540dc3787091c3f34ae122a13e6b7523414	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	moonbase	\N	\N	\N	\N	\N	Moon Base	????	Nichibutsu	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	pv.01	\N	\N	2048	7288a511	ff617872784c28ed03591aefa9f0519e5651701f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	pv.02	\N	\N	2048	097dd8d5	8d68654d54d075c0f0d7f63c87ff4551ce8b7fbf	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	ze3-5.bin	\N	\N	1024	2b105ed3	fa0767089b3aaec25be39e950e7163ecbdc2f39f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	ze3-6.bin	\N	\N	1024	cb3d6dcb	b4923b12a141c76b7d50274f19a3224db26a5669	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	ze3-7.bin	\N	\N	1024	774b52c9	ddbbba874ac069fb930b364a890c45675ec389f7	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	ze3-8.bin	\N	\N	1024	e88ea83b	ef05be4783c860369ee5ecd4844837207e99ad9f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	ze3-9.bin	\N	\N	1024	2dd5adfa	62cb98cad1e48de0e0cbf30392d35834b38dadbd	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	moonbase	ze3-10.bin	\N	\N	1024	1e7c22a4	b34173375494ffbf5400dd4014a683a9807f4f08	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	spcewar1	\N	\N	\N	\N	\N	Space War (Leijac)	1979	Leijac (Konami)	\N	\N	\N	
game_rom	Laser_v0.20a	spcewar1	spcewarl.1	\N	\N	2048	1fcd34d2	674139944e0d842a85bd21b326bd735e15453038	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewar1	spcewarl.2	\N	\N	2048	43bc65c5	5f9827c02c2d221e1607359c840374ff7fb92fbf	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewar1	spcewarl.3	\N	\N	2048	7820df3a	53315857f4282c68624b338b068d80ee6828af4c	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spcewar1	spcewarl.4	\N	\N	2048	adc05b8d	c4acf75537c0662a4785d5d6a90643239a54bf43	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	rollingc	\N	\N	\N	\N	\N	Rolling Crash / Moon Base	1979	Nichibutsu	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc01.bin	\N	\N	1024	66fa50bf	7451d4ff8d3b351a324aaecdbdc5b46672f5fdd0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc02.bin	\N	\N	1024	61c06ae4	7685c806e20e4a4a0508a547ac08ca8f6d75bb79	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc03.bin	\N	\N	1024	77e39fa0	16bf88af1b97c5a2a81e105af08b8d9d1f10dcc8	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc04.bin	\N	\N	1024	3fdfd0f3	4c5e7136a766f3f16399e61eaaa0e00ef6b619f7	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc05.bin	\N	\N	1024	c26a8f5b	f7a541999cfe04c6d6927d285484f0f81857e04a	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc06.bin	\N	\N	1024	0b98dbe5	33cedab82ddccb4caaf681fce553b5230a8d6f92	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc07.bin	\N	\N	1024	6242145c	b01bb02835dda89dc02604ec52e423167183e8c9	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc08.bin	\N	\N	1024	d23c2ef1	909e3d53291dbd219f4f9e0047c65317b9f6d5bd	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc09.bin	\N	\N	2048	2e2c5b95	33f4e2789d67e355ccd99d2c0d07301ec2bd3bc1	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc10.bin	\N	\N	2048	ef94c502	07c0504b2ebce0fa6e53e6957e7b6c0e9caab430	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc11.bin	\N	\N	2048	a3164b18	7270af25fa4171f86476f5dc409e658da7fba7fc	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	rollingc	rc12.bin	\N	\N	2048	2052f6d9	036702fc40cf133eb374ed674695d7c6c79e8311	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	solfight	\N	\N	\N	\N	\N	Solar Fight	1979	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	solfight	solfight.m	\N	\N	2048	a4f2814e	e2437e3543dcc97eeaea32babcd4aec6455581ac	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	solfight	solfight.n	\N	\N	2048	5657ec07	9a2fb398841160f59483bb70060caba37addb8a4	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	solfight	solfight.p	\N	\N	2048	ef9ce96d	96867b4f2d72f3a8827b1eb3a0748922eaa8d608	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	solfight	solfight.r	\N	\N	2048	4f1ef540	a798e57959e72bfb554dd2fed0e37027312f9ed3	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	solfight	mw05	\N	\N	2048	3bc7d4c7	b084f8cd2ce0f502c2e915da3eceffcbb448e9c0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	solfight	solfight.t	\N	\N	2048	3b6fb206	db631f4a0bd5344d130ff8d723d949e9914b6f92	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	spaceph	\N	\N	\N	\N	\N	Space Phantoms	1979	Zilec Games	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv01.bin	\N	\N	1024	de84771d	13a7e5eedb826cca4d59634d38db9fcf5e65b732	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv02.bin	\N	\N	1024	957fc661	ac0edc901d8033619f62967f8eaf53a02947e109	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv03.bin	\N	\N	1024	dbda38b9	73a277616a0c236b07c9ffa66f16a27a78c12d70	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv04.bin	\N	\N	1024	f51544a5	368411a2dadaebcbb4d5b6cf6c2beec036ce817f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv05.bin	\N	\N	1024	98d02683	f13958df8d385f532e993e4c34569d992904a4ed	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv06.bin	\N	\N	1024	4ec390fd	ade23efde5d55d282fbb28a5f8a1346601501b79	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv07.bin	\N	\N	1024	170862fd	ac64a97b1510ca81d4ef3a5fcf45b7e6c7414914	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv08.bin	\N	\N	1024	511b12cf	08ba43024c8574ded11aa457eca24b72984f5ea9	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv09.bin	\N	\N	1024	af1cd1af	286d77e8556e475b291a3b1a53acaca8b7dc3678	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv10.bin	\N	\N	1024	31b7692e	043880750d134d04311eab55e30ee223977d3d17	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv11.bin	\N	\N	1024	50257351	5c3eb29f36f04b7fb8f0351ccf9c8cfc7587f927	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spaceph	sv12.bin	\N	\N	1024	a2a3366a	87032787450216d378406122effa95ea01145bf7	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	invaders	\N	\N	\N	\N	\N	Space Invaders	1978	Midway	\N	\N	\N	
game_rom	Laser_v0.20a	invaders	invaders.h	\N	\N	2048	734f5ad8	ff6200af4c9110d8181249cbcef1a8a40fa40b7f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invaders	invaders.g	\N	\N	2048	6bfaca4a	16f48649b531bdef8c2d1446c429b5f414524350	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invaders	invaders.f	\N	\N	2048	0ccead96	537aef03468f63c5b9e11dd61e253f7ae17d9743	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	invaders	invaders.e	\N	\N	2048	14e538b0	1d6ca0c99f9df71e2990b610deb9d7da0125e2d8	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	yosakdon	\N	\N	\N	\N	\N	Yosaku To Donbee (bootleg)	1979	bootleg	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd1.bin	\N	\N	1024	607899c9	219c0c99894715818606fba49cc75517f6f43e0c	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd2.bin	\N	\N	1024	78336df4	b0b6254568d191d2d0b9c9280a3ccf2417ef3f38	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd3.bin	\N	\N	1024	c5af6d52	c40af79fe060562c64fc316881b7d0348e11ee3f	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd4.bin	\N	\N	1024	dca8064f	77a58137cc7f0b5fbe0e9e8deb9c5be88b1ebbcf	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd5.bin	\N	\N	1024	38804ff1	9b7527b9d2b106355f0c8df46666b1e3f286b2e3	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd6.bin	\N	\N	1024	988d2362	deaf864b4e287cbc2585c2a11343b1ae82e15463	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	yosakdon	yd7.bin	\N	\N	1024	2744e68b	5ad5a7a615d36f57b6d560425e035c15e25e9005	\N	\N	\N	\N	\N	\N	
