game	ACE_v1.9	3wonders	\N	\N	\N	\N	\N	Three Wonders (World)	1991	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	pdpon_s1.rom	\N	\N	65536	4a421612	8a79055be7bf6e2c344a72d6afe6a33be3d4a6c3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	pdpon_m1.rom	\N	\N	131072	9c0291ea	3fa67c62acba79be6b3a98cc1601e45569fa11ae	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	pdpon_v1.rom	\N	\N	524288	debeb8fb	49a3d3578c087f1a0050168571ef8d1b08c5dc05	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	pdpon_c1.rom	\N	\N	1048576	cc0095ef	3d86f455e6db10a2449b775dc386f1826ba3b62e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	puzzledp	pdpon_c2.rom	\N	\N	1048576	42371307	df794f989e2883634bf7ffeea48d6bc3854529af	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	rckman2j	\N	\N	\N	\N	\N	Rockman 2: The Power Fighters (Japan 960708)	1996	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2j.03	\N	\N	524288	dbaa1437	849572090bdbde7d9f191959f4b6ad26f46811f4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2j.04	\N	\N	524288	cf5ba612	f0b56db8df7ad676e00325c97cf16791f409e35a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2j.05	\N	\N	524288	02ee9efc	1b80c40389b51a03b930051f232630616c12e6c5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2jx.03	\N	\N	524288	2c297750	bf93b275113aac4fa290aea920772060324db9b3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2jx.04	\N	\N	524288	676a116e	c8b6ab70efb22fdd9b7b4b736084a0d3eb123e3c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.14	\N	\N	2097152	9b1f00b4	c1c5c2d9d00121425ae6598444d704f420ef4eef	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.16	\N	\N	2097152	c2bb0c24	38724c49d9db49765a4ed9bc2dc8f57cec45ec7c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.18	\N	\N	2097152	12257251	20cb58afda0e6200991277817485340a6a41ae2b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.20	\N	\N	2097152	f9b6e786	aeb4acff7208e66a35198143fd2478039fdaa3a6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.01	\N	\N	131072	d18e7859	0939fac70042d0b4db5c2fdcef1f79b95febd45e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.02	\N	\N	131072	c463ece0	5c3e41eb61610b3f8c431206f6672907e3a0bdb0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.11	\N	\N	2097152	2106174d	0a35d9ca8ebcad74904b20648d5320f839d6377e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	rckman2j	rm2.12	\N	\N	2097152	546c1636	f96b172ab899f2c6ee17a5dd1fb61af9432e3cd2	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ringdest	\N	\N	\N	\N	\N	Ring of Destruction: Slammasters II (Euro 940902)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbe.03b	\N	\N	524288	b8016278	f744b08b27c11b8567ca7a94fbd75e398563c008	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbe.04b	\N	\N	524288	18c4c447	3723ad6d6939fa1ac7dd016254b32017b5e7b24e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbe.05b	\N	\N	524288	18ebda7f	eacc3e76af5c47abe0a778be7a7beacf0924884e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbe.06b	\N	\N	524288	89c80007	4c85aa5b224fdbb64f719a7b8b5b2e7413107c70	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.07	\N	\N	524288	b9a11577	e9b58ef8acd1fedd3c9e0a3489593c7e931106c0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.08	\N	\N	524288	f931b76b	0b7e8d1278dcba89f0063bd09cda96d6ae1bc282	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbex.03b	\N	\N	524288	3b1457bd	7e5eaaed00c4ed106a685b1f34a3695fed9b014e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbex.04b	\N	\N	524288	6299eb4e	232b09cc1e65b47e11369d0dbe5b0724567269e1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smbex.05b	\N	\N	524288	be4a84d1	a958c98140fa52798f78d955cf56e24c7c0b8f21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.13	\N	\N	2097152	d9b2d1de	e8658983070dadcd1300a680a42c8431579e2b4f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.15	\N	\N	2097152	9a766d92	afdf88afbec527268d63c11ea32f861b52e11489	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.17	\N	\N	2097152	51800f0f	9526cd69a23340a81841271b51de03d9bf2b979f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.19	\N	\N	2097152	35757e96	c915f3b9e4fdec3defc7eecb2c1f7377e6072228	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.14	\N	\N	2097152	e5bfd0e7	327e626df4c2152f921f15535c01dda6c4437527	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.16	\N	\N	2097152	c56c0866	1e2218e852ae72a9a95861dd37129fe78d4b1329	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.18	\N	\N	2097152	4ded3910	d883541ce4d83f4e7ab095f2ef273408d9911f9a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.20	\N	\N	2097152	26ea1ec5	22be249b1f73272feacf4026f09fc877f5d86353	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.21	\N	\N	524288	0a08c5fc	ff3fad4fbc98e3013291c7ba7ee5e057a2628b36	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.23	\N	\N	524288	0911b6c4	e7a7061b192658724d98cae8693f63dd5bc40c00	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.25	\N	\N	524288	82d6c4ec	ed8ed02a00f59a048b9891ec2a77720bb6a5e03d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.27	\N	\N	524288	9b48678b	4fa300d356c538947983ae85bb5c5cfd1fb835e7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.01	\N	\N	131072	0abc229a	967f574e6358dfc1b01e6a4a4df1a8f34eb3d814	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.02	\N	\N	131072	d051679a	583c2521a30db1740d95dd94a38751fbeff3aae5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.11	\N	\N	2097152	c56935f9	ca1705e48e31ddc13505e6297bceca2bec1bb209	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ringdest	smb.12	\N	\N	2097152	955b0782	ee09500e7b44e923126533613bfe26cdabc7ab5f	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	smbomb	\N	\N	ringdest	ringdest	\N	Super Muscle Bomber: The International Blowout (Japan 940831)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbj.03a	\N	\N	524288	1c5613de	e6257078ad2e18537aa606b0d0c5e04806244386	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbj.04a	\N	\N	524288	29071ed7	eb438fcb42e3fbe38e20bc021be079a3dd7a89fa	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbj.05a	\N	\N	524288	eb20bce4	b78a447d3d1d3f9a62a6b5abcd893f5e091f1bbc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbj.06a	\N	\N	524288	94b420cd	4cc43d3f7fed224443e26df5b0076bd24e6cd04b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.07	smb.07	\N	524288	b9a11577	e9b58ef8acd1fedd3c9e0a3489593c7e931106c0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.08	smb.08	\N	524288	f931b76b	0b7e8d1278dcba89f0063bd09cda96d6ae1bc282	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbjx.03a	\N	\N	524288	3600f8d8	6ab25c8ab17e5a53ab48103c235542c69373be1b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbjx.04a	\N	\N	524288	6d0f1b81	870d057c1f9ad22a1b2163fabfbad67107956ea4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smbjx.05a	\N	\N	524288	97f5b4af	559c95b29607c223a8ad7f410d89ff4d45087d74	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.13	smb.13	\N	2097152	d9b2d1de	e8658983070dadcd1300a680a42c8431579e2b4f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.15	smb.15	\N	2097152	9a766d92	afdf88afbec527268d63c11ea32f861b52e11489	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.17	smb.17	\N	2097152	51800f0f	9526cd69a23340a81841271b51de03d9bf2b979f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.19	smb.19	\N	2097152	35757e96	c915f3b9e4fdec3defc7eecb2c1f7377e6072228	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.14	smb.14	\N	2097152	e5bfd0e7	327e626df4c2152f921f15535c01dda6c4437527	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.16	smb.16	\N	2097152	c56c0866	1e2218e852ae72a9a95861dd37129fe78d4b1329	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.18	smb.18	\N	2097152	4ded3910	d883541ce4d83f4e7ab095f2ef273408d9911f9a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.20	smb.20	\N	2097152	26ea1ec5	22be249b1f73272feacf4026f09fc877f5d86353	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.21	smb.21	\N	524288	0a08c5fc	ff3fad4fbc98e3013291c7ba7ee5e057a2628b36	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.23	smb.23	\N	524288	0911b6c4	e7a7061b192658724d98cae8693f63dd5bc40c00	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.25	smb.25	\N	524288	82d6c4ec	ed8ed02a00f59a048b9891ec2a77720bb6a5e03d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.27	smb.27	\N	524288	9b48678b	4fa300d356c538947983ae85bb5c5cfd1fb835e7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.01	smb.01	\N	131072	0abc229a	967f574e6358dfc1b01e6a4a4df1a8f34eb3d814	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.02	smb.02	\N	131072	d051679a	583c2521a30db1740d95dd94a38751fbeff3aae5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.11	smb.11	\N	2097152	c56935f9	ca1705e48e31ddc13505e6297bceca2bec1bb209	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbomb	smb.12	smb.12	\N	2097152	955b0782	ee09500e7b44e923126533613bfe26cdabc7ab5f	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	smbombr1	\N	\N	ringdest	ringdest	\N	Super Muscle Bomber: The International Blowout (Japan 940808)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbj.03	\N	\N	524288	52eafb10	5abfe07e948748eba982dc8f2e21462aec187590	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbj.04	\N	\N	524288	aa6e8078	58b4e15e7e3209e59a37ce48d8b9f0dc8b933cdc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbj.05	\N	\N	524288	b69e7d5f	e66430ef05ed0d1c848d24c7436ee5f1b511dcea	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbj.06	\N	\N	524288	8d857b56	48c4e5f195e4343a8b7b9ec496fa1a77d659f72e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.07	smb.07	\N	524288	b9a11577	e9b58ef8acd1fedd3c9e0a3489593c7e931106c0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.08	smb.08	\N	524288	f931b76b	0b7e8d1278dcba89f0063bd09cda96d6ae1bc282	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbjx.03	\N	\N	524288	b0b67439	eec7e9c4172379946d642e9bb2cb0188e77ae2e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbjx.04	\N	\N	524288	a012f690	b9c591d9cedfc7e69267c79bfab9b198a22d8c6e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smbjx.05	\N	\N	524288	f6e886d0	ea7e3bfa39b115b74b8969cbedcc0c5c0fe404cb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.13	smb.13	\N	2097152	d9b2d1de	e8658983070dadcd1300a680a42c8431579e2b4f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.15	smb.15	\N	2097152	9a766d92	afdf88afbec527268d63c11ea32f861b52e11489	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.17	smb.17	\N	2097152	51800f0f	9526cd69a23340a81841271b51de03d9bf2b979f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.19	smb.19	\N	2097152	35757e96	c915f3b9e4fdec3defc7eecb2c1f7377e6072228	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.14	smb.14	\N	2097152	e5bfd0e7	327e626df4c2152f921f15535c01dda6c4437527	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.16	smb.16	\N	2097152	c56c0866	1e2218e852ae72a9a95861dd37129fe78d4b1329	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.18	smb.18	\N	2097152	4ded3910	d883541ce4d83f4e7ab095f2ef273408d9911f9a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.20	smb.20	\N	2097152	26ea1ec5	22be249b1f73272feacf4026f09fc877f5d86353	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.21	smb.21	\N	524288	0a08c5fc	ff3fad4fbc98e3013291c7ba7ee5e057a2628b36	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.23	smb.23	\N	524288	0911b6c4	e7a7061b192658724d98cae8693f63dd5bc40c00	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.25	smb.25	\N	524288	82d6c4ec	ed8ed02a00f59a048b9891ec2a77720bb6a5e03d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.27	smb.27	\N	524288	9b48678b	4fa300d356c538947983ae85bb5c5cfd1fb835e7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.01	smb.01	\N	131072	0abc229a	967f574e6358dfc1b01e6a4a4df1a8f34eb3d814	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.02	smb.02	\N	131072	d051679a	583c2521a30db1740d95dd94a38751fbeff3aae5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.11	smb.11	\N	2097152	c56935f9	ca1705e48e31ddc13505e6297bceca2bec1bb209	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	smbombr1	smb.12	smb.12	\N	2097152	955b0782	ee09500e7b44e923126533613bfe26cdabc7ab5f	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	sdodgeb	\N	\N	\N	neogeo	\N	Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu	1996	Technos	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_p1.rom	\N	\N	2097152	127f3d32	18e77b79b1197a89371533ef9b1e4d682c44d875	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_s1.rom	\N	\N	131072	64abd6b3	0315d724e4d83a44ce84c531ff9b8c398363c039	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_m1.rom	\N	\N	131072	0a5f3325	04e0236df478a5452654c823dcb42fea65b6a718	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_v1.rom	\N	\N	2097152	8b53e945	beb7d63f6101f8435f35321fddb8479d312505c4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_v2.rom	\N	\N	2097152	af37ebf8	f5c511479483533480f2b9ecf8edd4b7ae64c2d9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_c1.rom	\N	\N	4194304	93d8619b	6588cb67e38722d5843fb29943d92e3905101aff	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_c2.rom	\N	\N	4194304	1c737bb6	8e341989981a713e61dfed8bde9a6459583ef46d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_c3.rom	\N	\N	2097152	14cb1703	a46acec03c1b2351fe36810628f02b7c848d13db	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sdodgeb	sdb_c4.rom	\N	\N	2097152	c7165f19	221f03de893dca0e5305fa17aa94f96c67713818	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	sf2	\N	\N	\N	\N	\N	Street Fighter II - The World Warrior (World 910214)	1991	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2e_30b.rom	\N	\N	131072	57bd7051	5e211e75b1649b07723cabc03cf15636dbbae595	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2e_37b.rom	\N	\N	131072	62691cdd	328703c3e737ada544e67c36119eeb4a100ca740	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2e_31b.rom	\N	\N	131072	a673143d	e565f0ec23d6deb543c72af5a83f070c07319477	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2e_38b.rom	\N	\N	131072	4c2ccef7	77b119c70c255622b023de25d9af3b3aac52ea47	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_28b.rom	\N	\N	131072	4009955e	7842dbef7650485639fbae49b9f4db7494d4f73d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_35b.rom	\N	\N	131072	8c1f3994	5e1d334399d05a837c2d80f79eada543e83afaf7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_29b.rom	\N	\N	131072	bb4af315	75f0827f4f7e9f292add46467f8d4fe19b2514c9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_36b.rom	\N	\N	131072	c02a13eb	b807cc495bff3f95d03b061fc629c95f965cb6d8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx01.rom	\N	\N	524288	ba529b4f	520840d727161cf09ca784919fa37bc9b54cc3ce	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx10.rom	\N	\N	524288	14b84312	2eea16673e60ba7a10bd4d8f6c217bb2441a5b0e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx20.rom	\N	\N	524288	c1befaa8	a6a7f4725e52678cbd8d557285c01cdccb2c2602	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx02.rom	\N	\N	524288	22c9cc8e	b9194fb337b30502c1c9501cd6c64ae4035544d4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx11.rom	\N	\N	524288	2c7e2229	357c2275af9133fd0bd6fbb1fa9ad5e0b490b3a2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx21.rom	\N	\N	524288	994bfa58	5669b845f624b10e7be56bfc89b76592258ce48b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx03.rom	\N	\N	524288	4b1b33a8	2360cff890551f76775739e2d6563858bff80e41	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx12.rom	\N	\N	524288	5e9cd89a	f787aab98668d4c2c54fc4ba677c0cb808e4f31e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx22.rom	\N	\N	524288	0627c831	f9a92d614e8877d648449de2612fc8b43c85e4c2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx04.rom	\N	\N	524288	57213be8	3759b851ac0904ec79cbb67a2264d384b6f2f9f9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx13.rom	\N	\N	524288	b5548f17	baa92b91cf616bc9e2a8a66adc777ffbf962a51b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2gfx23.rom	\N	\N	524288	3e66ad9d	9af9df0826988872662753e9717c48d46f2974b0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_09.rom	\N	\N	65536	a4823a1b	7b6bf59dfd578bfbbdb64c27988796783442d659	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_18.rom	\N	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sf2	sf2_19.rom	\N	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	sfa	\N	\N	\N	\N	\N	Street Fighter Alpha: Warriors' Dreams (Euro 950727)	1995	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfze.03b	\N	\N	524288	ebf2054d	6e7b9e4202b86ab237ea5634c98b71b82d812ef2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.04b	\N	\N	524288	8b73b0e5	5318761f615c21395366b5333e75eaaa73ef2073	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.05a	\N	\N	524288	0810544d	5f39bda3e7b16508eb58e5a2e0cc58c09cf428ce	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.06	\N	\N	524288	806e8f38	b6d6912aa8f2f590335d7ff9a8214648e7131ebb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfzex.03b	\N	\N	524288	505a1b4a	3bfdd956ceb4412f260a6044ab2bcee334c1c5cb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.14	\N	\N	2097152	90fefdb3	5eb28c8de57acfeaefebdd01509c7d9ba5244705	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.16	\N	\N	2097152	5354c948	07588f1ba6addc04fef3274c971174aaf3e632ab	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.18	\N	\N	2097152	41a1e790	ce25dad542308691dbe9606b26279bbd59ea4b81	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.20	\N	\N	2097152	a549df98	f054e95df650a891ef56da8bfb31cb2c945a9aed	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.01	\N	\N	131072	ffffec7d	75b4aef001b72a0f571b51b2b97803facc1832dd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.02	\N	\N	131072	45f46a08	e32dbd27b52ab708278045b5a829376e55a4ca81	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.11	\N	\N	2097152	c4b093cd	256526bb693a0b72443f047e060304c9b739acd1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfa	sfz.12	\N	\N	2097152	8bdbc4b4	0e21c9a75a17a7e7dfd8bb51098c2b9dc4c933ec	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	sfar1	\N	\N	sfa	sfa	\N	Street Fighter Alpha: Warriors' Dreams (Euro 950605)	1995	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	sfar1	sfze.03a	\N	\N	524288	fdbcd434	1d5f9b821d9e0d45be61896969500b877a112fad	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfar1	sfz.04	\N	\N	524288	0c436d30	84229896c99bb2a4fbbab33644f779c9f86704fb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfar1	sfz.05	\N	\N	524288	1f363612	87203b5db2d3887762da431d6fc2f2b76d4feedb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfar1	sfz.06	sfz.06	\N	524288	806e8f38	b6d6912aa8f2f590335d7ff9a8214648e7131ebb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	sfar1	sfzex.03a	\N	\N	524288	b50d87c7	f2361f669875bc261862014f331f94f9d1d3ac71	\N	\N	\N	\N	\N	\N	
