game	DSP_v0.9	pacman	\N	\N	\N	\N	\N	Pac-Man (Midway)	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz15.prm	\N	\N	256	a6168d7f	0c7b31adcd764ce2631c3fb5c1a968b01f65e741	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz14.prm	\N	\N	256	52aad300	ff09772b930afa87e28d0628ef85a589a3d149c9	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	starforc	\N	\N	\N	\N	\N	Star Force	1984	Tehkan	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.3	\N	\N	16384	8ba27691	2b8b1e634ef5bed5c61a078e64a6dda77f84cdf5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.2	\N	\N	16384	0fc4d2d6	0743e3928d5cc0e3f1bcdaf4b0cc83aeb7a2f7a8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.1	\N	\N	8192	2735bb22	1bd0558e05b41aebab3911991969512df904fea5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.7	\N	\N	4096	f4803339	a119d68c2dd1c0e191231ce77353b31f30f7aa76	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.8	\N	\N	4096	96979684	bb4f7d3afc8dfaa723dfb5374996cc4bfd76fa3c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.9	\N	\N	4096	eead1d5c	7c9165ed227c5228122b494a265cbfd6e843ba61	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.15	\N	\N	8192	c3bda12f	3748ea8e34222a31a365a02ec77430f268b0b397	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.14	\N	\N	8192	9e9384fe	3aaa9cc64ef3775325f64733da4f6c328abf6514	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.13	\N	\N	8192	84603285	f4d6dfa3968fbd8ebf1a6451d5ea1821d65d9b49	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.12	\N	\N	8192	fdd9e38b	3766835d9e9fc7e5dd99521e7303562029b78a65	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.11	\N	\N	8192	668aea14	62eb0df48f2f0c5778bb230cc3bf0b8eb3b4e3f8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.10	\N	\N	8192	c62a19c1	9ce0e29630d3c8cba4db4cff333b250481348968	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.18	\N	\N	4096	6455c3ad	b163ccd3dc26ccfa8be1d16d52e17bc660ff84e3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.17	\N	\N	4096	68c60d0f	1152ba0c274ecadb534133a860bbc8a93577dcf2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.16	\N	\N	4096	ce20b469	60177a669d9c8cbeedd03ca5e2edf3f589c1c815	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.6	\N	\N	16384	5468a21d	4a1196d4cfb99616efdac9b3927609a85c6f1758	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.5	\N	\N	16384	f71717f8	bf673571f772d8e0eddae89c00f31390c49a25d2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	starforc	starforc.4	\N	\N	16384	dd9d68a4	34c60d2b34c7980bf65a5ebadb9c73f89128141f	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	bombjack	\N	\N	\N	\N	\N	Bomb Jack (set 1)	1984	Tehkan	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	09_j01b.bin	\N	\N	8192	c668dc30	51dd6a2688b42e9f28f0882bd76f75be7ec3222a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	10_l01b.bin	\N	\N	8192	52a1e5fb	e1cdc4b4efbc6c7a1e4fa65019486617f2acba1b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	11_m01b.bin	\N	\N	8192	b68a062a	43bae56494ac0202aaa8f1ed5c1ed1bff775b2b8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	12_n01b.bin	\N	\N	8192	1d3ecee5	8b3c49e21ea4952cae7042890d1be2115f7d6fda	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	13.1r	\N	\N	8192	70e0244d	67654155e42821ea78a655f869fb81c8d6387f63	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	01_h03t.bin	\N	\N	8192	8407917d	318face9f7a7ab6c7eeac773995040425e780aaf	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	03_e08t.bin	\N	\N	4096	9f0470d5	94ef52ef47b4399a03528fe3efeac9c1d6983446	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	04_h08t.bin	\N	\N	4096	81ec12e6	e29ba193f21aa898499187603b25d2e226a07c7b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	05_k08t.bin	\N	\N	4096	e87ec8b1	a66808ef2d62fca2854396898b86bac9be5f17a3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	06_l08t.bin	\N	\N	8192	51eebd89	515128a3971fcb97b60c5b6bdd2b03026aec1921	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	07_n08t.bin	\N	\N	8192	9dd98e9d	6db6006a6e20ff7c243d88293ca53681c4703ea5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	08_r08t.bin	\N	\N	8192	3155ee7d	e7897dca4c145f10b7d975b8ef0e4d8aa9354c25	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	16_m07b.bin	\N	\N	8192	94694097	de71bcd67f97d05527f2504fc8430be333fb9ec2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	15_l07b.bin	\N	\N	8192	013f58f2	20c64593ab9fcb04cefbce0cd5d17ce3ff26441b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	14_j07b.bin	\N	\N	8192	101c858d	ed1746c15cdb04fae888601d940183d5c7702282	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	bombjack	02_p04t.bin	\N	\N	4096	398d4a02	ac18a8219f99ba9178b96c9564de3978e39c59fd	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	tehkanwc	\N	\N	\N	\N	\N	Tehkan World Cup (set 1)	1985	Tehkan	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-1.bin	\N	\N	16384	34d6d5ff	72f4d408b8a7766d348f6a229d395e0c98215c40	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-2.bin	\N	\N	16384	7017a221	4b4700af0a6ff64f976db369ba4b9d97cee1fd5f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-3.bin	\N	\N	16384	8b662902	13bcd4bf23e34dd7193545561e05bb2cb2c95f9b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-4.bin	\N	\N	32768	70a9f883	ace04359265271eb37512a89eb0217eb013aecb7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-6.bin	\N	\N	16384	e3112be2	7859e51b4312dc5df01c88e1d97cf608abc7ca72	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-12.bin	\N	\N	16384	a9e274f8	02b46e1b149a856f0be74a23faaeb792935b66c7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-8.bin	\N	\N	32768	055a5264	fe294ba57c2c858952e2fab0be1b8859730846cb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-7.bin	\N	\N	32768	59faebe7	85dad90928369601e039467d575750539410fcf6	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-11.bin	\N	\N	32768	669389fc	a93e8455060ce5242cb65f78e47b4840aa13ab13	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-9.bin	\N	\N	32768	347ef108	bb9c2f51d65f28655404e10c3be44d7ade98711b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	tehkanwc	twc-5.bin	\N	\N	16384	444b5544	0786d6d9ada7fe49c8ab9751b049095474d2e598	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	rygar	\N	\N	\N	\N	\N	Rygar (US set 1)	1986	Tecmo	\N	\N	\N	
game_rom	DSP_v0.9	rygar	5.5p	\N	\N	32768	062cd55d	656e29c890f5de964920b7841b3e11469cd20051	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	cpu_5m.bin	\N	\N	16384	7ac5191b	305f39d974f906f9bc24e9fe2ca58e647925ab63	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	cpu_5j.bin	\N	\N	32768	ed76d606	39c8a07e9a1f218ad088d00a2c9dfc993efafb6b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	cpu_4h.bin	\N	\N	8192	e4a2fa87	ed58187dbbcf59358496a98ffd6c227a87d6c433	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	cpu_8k.bin	\N	\N	32768	4d482fb6	57ad838b6d30b49dbd2d0ec425f33cfb15a67918	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6k.bin	\N	\N	32768	aba6db9e	43eb6f4f92afb5fbc11adc7e2ab04878ab56cb17	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6j.bin	\N	\N	32768	ae1f2ed6	6e6a33e665ba0884b7f57e9ad69d3f51e41d9e7b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6h.bin	\N	\N	32768	46d9e7df	a24e0bea310a03636af704a0ad3f1a9cc4aafe12	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6g.bin	\N	\N	32768	45839c9a	eaee5767d8b0b62b991c089ef51b922e89850b79	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6p.bin	\N	\N	32768	9eae5f8e	ed83b608ca57b9bf69fa866d9b8f55d16b7cff63	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6o.bin	\N	\N	32768	5a10a396	12ebed3952ff35a2c275cb27c915f82183048cd4	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6n.bin	\N	\N	32768	7b12cf3f	6b9d8cad6e15317df01bab0591fab09199ca6d40	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6l.bin	\N	\N	32768	3cea7eaa	1dd194d5672dfe71c2b27d2d7b76f5a611cff76f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6f.bin	\N	\N	32768	9840edd8	f19a1a1d932214037144c533ad07ed81256c34e7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6e.bin	\N	\N	32768	ff65e074	513c1bad336ef5d871f15d6ba8943020f98d1f4a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6c.bin	\N	\N	32768	89868c85	f21550f40e7a177e95c40f2726c651f85ca8edce	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	vid_6b.bin	\N	\N	32768	35389a7b	a887a89f9bbb5979bb589468d80efba1f243690b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	rygar	cpu_1f.bin	\N	\N	16384	3cc98c5a	ea1035be939ed1a994f3273b33412c85dda0973e	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	pooyan	\N	\N	\N	\N	\N	Pooyan	1982	Konami	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	1.4a	\N	\N	8192	bb319c63	5401b8ef586127c8cf5a431e5c44e38be2254a98	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	2.5a	\N	\N	8192	a1463d98	b23cc7e61276c61a78e80fe08c7f0c8adadf2ffe	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	3.6a	\N	\N	8192	fe1a9e08	5206893760f188ac71a5e6bd42561cf25fcc3d49	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	4.7a	\N	\N	8192	9e0f9bcc	4d9707423ad531ac535db432e329b3d52cbb4559	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	xx.7a	\N	\N	4096	fbe2b368	5689a84ef110bdc0039ad1a6c5778e0b8eccfce0	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	xx.8a	\N	\N	4096	e1795b3d	9ab4e5362f9f7d9b46b750e14b1d9d71c57be40f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	8.10g	\N	\N	4096	931b29eb	0325c1c1fdb44e0044b82b7c79b5eeabf5c11ce7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	7.9g	\N	\N	4096	bbe6d6e4	de5447d59a99c4c08c4f40c0b7dd3c3c609c11d4	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	6.9a	\N	\N	4096	b2d8c121	189ad488869f34d7a38b82ef70eb805acfe04312	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	5.8a	\N	\N	4096	1097c2b6	c815f0d27593efd23923511bdd13835456ef7f76	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	pooyan.pr1	\N	\N	32	a06a6d0e	ae131320b66d76d4bc9108da6708f6f874b2e123	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	pooyan.pr3	\N	\N	256	8cd4cd60	e0188ecd5b53a8e6e28c1de80def676740772334	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pooyan	pooyan.pr2	\N	\N	256	82748c0b	9ce8eb92e482eba5a9077e9db99841d65b011346	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	sbasketb	\N	\N	\N	\N	\N	Super Basketball (version G, encrypted)	1984	Konami	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405g05	\N	\N	8192	336dc0ab	0fe47fdbf183683c569785fc6b980337a9cfde95	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405g04	\N	\N	8192	f064a9bc	4f1b94a880385c6ba74cc0883b24f6fec934e35d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405g03	\N	\N	8192	b9de7d53	5a4e5491ff3511992d949367fd7b5d383c2727db	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405g02	\N	\N	8192	e98470a0	79af25af941fe357a8c9f0a2f11e5558670b8027	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405g01	\N	\N	8192	1bd0cd2e	d162f9b989f718d9882a02a8c64743adf3d8e239	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e13	\N	\N	8192	1ec7458b	a015b982bff5f9e7ece33f2e69ff8c6c2174e710	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e12	\N	\N	16384	e02c54da	2fa19f3bce894ef05820f95e0b88428e4f946a35	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e06	\N	\N	8192	7e2f5bb2	e22008c0ef7ae000dcca7f43a386d43064aaea62	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e07	\N	\N	8192	963a44f9	03cd7699668b010f27af025ba6bd44509526ec7b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e08	\N	\N	8192	63901deb	c65d896298846ed8b70a4d38b32820746214fa5c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e09	\N	\N	8192	e1873677	19788e43cc1a6cf5ab375cbc2c745bb6cc8c163d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e10	\N	\N	8192	824815e8	470e9d74fa2c397605a74e0bf173a6d9db4cc721	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e11	\N	\N	8192	dca9b447	12d7e85dc2fc6bd4ea7ad9035ae0b7487e4bc4bc	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e17	\N	\N	256	b4c36d57	c4a63f57edce2b9588e2394ff54a28f91213d550	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e16	\N	\N	256	0b7b03b8	81297cb2b0b28b0fc0939a37ff30844d69fb65ac	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e18	\N	\N	256	9e533bad	611e7af6813caaf2bc36c311ae48a5efd30e6f0c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e20	\N	\N	256	8ca6de2f	67d29708d1a07d17c5dc5793a3293e7ace3a4e19	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e19	\N	\N	256	e0bc782f	9f71e696d11a60f771535f6837ecad6132047b0a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sbasketb	405e15	\N	\N	8192	01bb5ce9	f48477b4011befba13c8bcd83e0c9f7deb14a1e1	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	mikie	\N	\N	\N	\N	\N	Mikie	1984	Konami	\N	\N	\N	
game_rom	DSP_v0.9	mikie	n14.11c	\N	\N	8192	f698e6dd	99220eeee4e7b88caa26f2d08502689e1f1fcdf8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	o13.12a	\N	\N	16384	826e7035	bd62783cb1ba4e7f0196f337280461bb7627f70f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	o17.12d	\N	\N	16384	161c25c8	373a92b8412676ad9870cb562c73e47db7b40bea	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	n10.6e	\N	\N	8192	2cf9d670	b324b92aff70d7878160128611dd5fdec6949659	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	o11.8i	\N	\N	16384	3c82aaf3	c84256ac5fd5e40b197651c56e303c69aae72950	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	001.f1	\N	\N	16384	a2ba0df5	873d49c1c2efbb222d1bf63396729d4b7d9477c3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	003.f3	\N	\N	16384	9775ab32	0271567c5f5a6bb2eaffb9d5dc2af6b8142dc8a9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	005.h1	\N	\N	16384	ba44aeef	410bfd9146242254a920092e280af87586709527	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	007.h3	\N	\N	16384	31afc153	31ca33f585fddb86131ef61de73e3563fa027455	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	d19.1i	\N	\N	256	8b83e7cf	4fce779947f9f318023c7c54a71a4751f6bb8eb1	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	d21.3i	\N	\N	256	3556304a	6f4fc3ef6b1b44278e7c8c1034ee4fbef90cf85a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	d20.2i	\N	\N	256	676a0669	14236a831204d52cdf8c2ef318a565d6c5587ce0	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	d22.12h	\N	\N	256	872be05c	1525303589d7ed909bc6e2827fbaa2c16ad4030b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mikie	d18.f9	\N	\N	256	7396b374	fedcc421a61d6623dc9c41b0a3e164efeb50ec7c	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	yiear	\N	\N	\N	\N	\N	Yie Ar Kung-Fu (set 1)	1985	Konami	\N	\N	\N	
game_rom	DSP_v0.9	yiear	i08.10d	\N	\N	16384	e2d7458b	1b192130b5cd879ab686a21aa2b518c90edd89aa	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	i07.8d	\N	\N	16384	7db7442e	d604a995a5505251904447ad697fc9e7f94bf241	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	g16_1.bin	\N	\N	8192	b68fd91d	c267931d69794c292b7ebae5bc35ad842194683a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	g15_2.bin	\N	\N	8192	d9b167c6	a2fd10bddfa4e95e9d49892737ace146209bfa2b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	g04_5.bin	\N	\N	16384	45109b29	0794935b490497b21b99045c90231b7bac151d42	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	g03_6.bin	\N	\N	16384	1d650790	5f2a4983b20251c712358547a7c62c0331c6cb6f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	g06_3.bin	\N	\N	16384	e6aa945b	c5757d16c28f5966fd04675c0c640ef9b6b76ca5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	g05_4.bin	\N	\N	16384	cc187c22	555ba18a9648681e5140b3fd84af16959ee5296d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	yiear.clr	\N	\N	32	c283d71f	10cd39f4e951ba6ca5610081c8c1fcd9d68b34d2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	yiear	a12_9.bin	\N	\N	8192	f75a1539	f139f6cb41351eb81ee47d777db03012aa5fadb1	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	shaolins	\N	\N	\N	\N	\N	Shao-lin's Road	1985	Konami	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kikrd8.bin	\N	\N	8192	2598dfdd	70a9d81b73bbd4ff6b627a3e4102d5328a946d20	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kikrd9.bin	\N	\N	16384	0cf0351a	a9da783b29a63a46912a29715e8d11dc4cd22265	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kikrd11.bin	\N	\N	16384	654037f8	52d098386fe87ae97d4dfefab0bd3a902f66d70b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	shaolins.6	\N	\N	8192	ff18a7ed	f28bfeff84bb6a08a8bee999a0b7a19e09a8dfc3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	shaolins.7	\N	\N	8192	5f53ae61	ad29e2255855c503295c6b63eb4cd6700a1e3f0e	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kikrh14.bin	\N	\N	16384	b94e645b	65ae48134a0fe1e910a787714f7ae721734ded5b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kikrh13.bin	\N	\N	16384	61bbf797	97d276099172975499f646f381a6fc587c022435	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kicker.a12	\N	\N	256	b09db4b4	d21176cdc7def760da109083eb52e5b6a515021f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kicker.a13	\N	\N	256	270a2bf3	c0aec04bd3bceccddf5f5a814a560a893b29ef6b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kicker.a14	\N	\N	256	83e95ea8	e0bfa20600488f5c66233e13ea6ad857f62acb7c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kicker.b8	\N	\N	256	aa900724	c5343273d0a7101b8ba6876c4f22e43d77610c75	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shaolins	kicker.f16	\N	\N	256	80009cf5	a367f3f55d75a9d5bf4d43f9d77272eb910a1344	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	gberet	\N	\N	\N	\N	\N	Green Beret	1985	Konami	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l03.10c	\N	\N	16384	ae29e4ff	5c66de1403c5df5b6647bb37e26070ffd33590e8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l02.8c	\N	\N	16384	240836a5	b76f3789f152198bf8a9a366378d664e683c6c9d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l01.7c	\N	\N	16384	41fa3e1f	90d1463e16b0f52c01078be044ce3672d4acebff	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l07.3f	\N	\N	16384	4da7bd1b	54adba9ae086852902d78ab36039498aae50d7a9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l06.5e	\N	\N	16384	0f1cb0ca	094004e70c05df8cd486d0854c258fa766e2925d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l05.4e	\N	\N	16384	523a8b66	5f2bcf2b702fe05f8a022b6284cb2d0a5b5f222f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l08.4f	\N	\N	16384	883933a4	b565842edf09feeb2c4ac44ad58331757586b6aa	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577l04.3e	\N	\N	16384	ccecda4c	cac053cab68cb420edd408ce032143db7abc29f5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577h09.2f	\N	\N	32	c15e7c80	c0e8a01e63ed8cf20b33456b68890313b387ad23	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577h11.6f	\N	\N	256	2a1a992b	77cff7c9c8433f999a87776021935864cf9dccb4	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gberet	577h10.5f	\N	\N	256	e9de1e53	406b8dfe54e6176082005cc5545e79c098672547	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	asteroid	\N	\N	\N	\N	\N	Asteroids (rev 2)	1979	Atari	\N	\N	\N	
game_rom	DSP_v0.9	asteroid	035145.02	\N	\N	2048	0cc75459	2af85c9689b878155004da47fedbde5853a18723	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	asteroid	035144.02	\N	\N	2048	096ed35c	064d680ded7f30c543f93ae5ca85f90d550f73e5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	asteroid	035143.02	\N	\N	2048	312caa02	1ce2eac1ab90b972e3f1fc3d250908f26328d6cb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	asteroid	035127.02	\N	\N	2048	8b71fd9e	8cd5005e531eafa361d6b7e9eed159d164776c70	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	mystston	\N	\N	\N	\N	\N	Mysterious Stones - Dr. John's Adventure	1984	Technos	\N	\N	\N	
game_rom	DSP_v0.9	mystston	rom6.bin	\N	\N	8192	7bd9c6cd	4d14edc783ba1a6c01d2fb9ea29ec85b8fec3c3b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	rom5.bin	\N	\N	8192	a83f04a6	d8cdf310511c1fef4fbde80ef2161fda00f965d7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	rom4.bin	\N	\N	8192	46c73714	5b9ac3a35aeeea6a0cd2d838c144925d83b36a7f	\N	\N	\N	\N	\N	\N	
