game	Retrocade_v1.2_b2	1942	\N	\N	\N	\N	\N	1942	1984	Capcom	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.107	\N	\N	4096	a41bce72	2b9b74f56aa7939d9d47cf29497ae11f10d78598	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.108	\N	\N	2048	3d24a3af	857ae93e2a41258a129dcecbaed2df359540b735	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.114	\N	\N	4096	d6822397	055ca6514141323f1e6dfcf91451507c04114d41	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.115	\N	\N	4096	754539be	466ae754eb4721df8814d4d33a31d867507d45b3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.116	\N	\N	4096	e22957c8	4700c63f4f680cb8ab8c44e6f3e1712aabd5daa4	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.117	\N	\N	4096	a3bbfd85	2105455762e0de120f2d943f9010a7d06c6b6448	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.118	\N	\N	4096	458499e9	578bd839f9218c3cf4feee1223a461144e455df8	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.119	\N	\N	4096	c58252a0	bd79e39e8a572d2b5c205e6de27ca23e43ec9f51	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	digdug.1c	\N	\N	256	00c7c419	7ea149e8eb36920c3b84984b5ce623729d492fd3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	digdug.2n	\N	\N	256	e9b3e08e	a294cc4da846eb702d61678396bfcbc87d30ea95	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	digdug.5n	\N	\N	32	4cb9da99	91a5852a15d4672c29fdcbae75921794651f960c	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	digdug.spr	\N	\N	256	7a2815b4	085ada18c498fdb18ecedef0ea8fe9217edb7b46	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	digdug2	\N	\N	\N	\N	\N	Dig Dug 2	1985	Namco	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddclr-4c.bin	\N	\N	256	55a88695	bd6bd641c9f220b6a2cc414a1117d5c089571400	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddclr-5b.bin	\N	\N	32	9b169db5	77e840d10ab59708a051c3b15305b33d431ee06d	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddclr-5k.bin	\N	\N	256	1525a4d1	bbedb0cf5957671fca1229d38cb33086356813e1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddsnd.bin	\N	\N	256	e0074ee2	f4f02977130110be52f4dd82fc3c0d02f45778b9	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddug2-1.bin	\N	\N	16384	5c77c0d4	56709e5db1686fd996d21c1005accf34e2d863e1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddug2-3.bin	\N	\N	16384	be7ec80b	a053274ffbf3200e9b89a8be1bd91744acb4a823	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddug2-3b.bin	\N	\N	4096	afcb4509	c9a54df22b0b92efbe7417a00200587225906b46	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddug2-3m.bin	\N	\N	16384	df1f4ad8	004fba630018dbf03c4b0e284c98077e19fface3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddug2-3n.bin	\N	\N	16384	ccadb3ea	77d8d8e6039272f73e63c8f76084138ec613365a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug2	ddug2-4.bin	\N	\N	8192	737443b1	0e46204089cc6e5ffab0d2a62f9a1728f8c35948	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	dotron	\N	\N	\N	\N	\N	Discs Of Tron	1983	Bally Midway	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	fga-5	\N	\N	8192	ce957f1a	24177a8dd6dcb377cf8aee7c7b47b26f29e77e20	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	fga-6	\N	\N	8192	d26053ce	b7fb3d1df9b80c056cf131574565addb529645e1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	fga-7	\N	\N	8192	57a2b1ff	b97539ffd2f5fc8b86fc2f8f233cc26ba16f82ee	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	fga-8	\N	\N	8192	3bb4d475	3795ba1640790041da51ebeac8517cc7d32e243e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-a	\N	\N	4096	2de6a8a8	6bba00daed8836297f3189db4e4fe8e158adc465	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-bg1	\N	\N	8192	bb2d7a5d	8044be9ffca9520fd77e0da492147e553f9f7da3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-bg2	\N	\N	8192	40167124	782c8192dd58a3f23ff2338452dd03206d79030a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-b	\N	\N	4096	4097663e	afb5224529550cec378415a5cd81b47f6c6c101b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-cpu1	\N	\N	16384	eee31b8c	c05ad1d10588a6c1050c608f1a473685ebe4daad	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-cpu2	\N	\N	16384	75ba6ad3	d02c3d731073fb6083bd8f771f76338939384a07	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-cpu3	\N	\N	16384	94bb1a0e	af4769fac39e67eff840675bf93cc4304f2875fd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-cpu4	\N	\N	16384	0477e9a2	95d8ee87b56a5c83012fe12eab6da017cb5f86da	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-c	\N	\N	4096	f576b9e7	4ff39c46c390aa93d900f5f7a0b35fa71f066863	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	loc-d	\N	\N	4096	74b0059e	1fe393721446538036fb6110fdc3920959ebd596	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	pre-u3	\N	\N	4096	c3d0f762	a1857641c35b5bcb33f29fe79a1a581c4cbf129b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	pre-u4	\N	\N	4096	7ca79b43	c995e1e67d70706a090eb777e9fec0f1ba03f82d	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	pre-u5	\N	\N	4096	24e9618e	eb245ff381a76b314a0ed3519e140444afae341c	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	vgaloc-a	\N	\N	8192	b35f5374	3f330ffde52ac57c02dfdf8e105aefcc10f87a0b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	vgaloc-b	\N	\N	8192	565a5c48	9dfafd58bd552bfda4e1799a175735ecc1369ba3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	vgaloc-c	\N	\N	8192	ef45d146	6cd83909b4376abce287e435a10e5bc25e18b265	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dotron	vgaloc-d	\N	\N	8192	5e8a3ef3	74983c922eae1326ecd0ff14000851e0b424cc61	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	domino	\N	\N	\N	\N	\N	Domino Man	1982	Bally Midway	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dm-a10.snd	\N	\N	4096	958c7287	0dd1ae1b6073f19925d0ec1ba1090d736e0a7cf6	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dm-a7.snd	\N	\N	4096	fa982dcc	970340bfa0ac13ad8c2bf5adc21d7ca7aa9e525a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dm-a8.snd	\N	\N	4096	72839019	4aa278cfb00fac76cba88600bb300ee88ec3f7ee	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dm-a9.snd	\N	\N	4096	ad760da7	024fce0f5d46e82b66c4283925556130735b863e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanbg0.bin	\N	\N	8192	9163007f	a7b2e3ed68105ff99841776e8114279f557c90ed	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanbg1.bin	\N	\N	8192	28615c56	d4b91c092f594b1216d9a135345ba8955e5e5ec5	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanfg0.bin	\N	\N	8192	0b1f9f9e	051d0b126d060300283a5572e1179c7624cedbbf	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanfg1.bin	\N	\N	8192	16aa4b9b	700f7dc3ce20dacce38dc40783b28fc9b4c1443a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanfg2.bin	\N	\N	8192	4a8e76b8	563b9db39940060265b771f3b0c4a2055963cf2b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanfg3.bin	\N	\N	8192	1f39257e	645f9b7e8bd2254167d15567c3bd577d3a574f7d	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanpg0.bin	\N	\N	8192	3bf3bb1c	0dc38b47fc1f6828cd1dc2e14f43448d878ccd8a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanpg1.bin	\N	\N	8192	85cf1d69	32198a2b8fbfb5b9593f083034ef4762b7ab1a27	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanpg2.bin	\N	\N	8192	7dd2177a	b4b17e2580679fbe340d8b8d8cb7171c49ae0a21	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	domino	dmanpg3.bin	\N	\N	8192	f2e0aa44	2f04dc74c69dfe3847d5e4330e560b0a9f18c33a	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	dkong	\N	\N	\N	\N	\N	Donkey Kong	1981	Nintendo of America	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.3f	\N	\N	2048	4743fe92	6c82b57637c0212a580591397e6a5a1718f19fd2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.3h	\N	\N	2048	45a4ed06	144d24464c1f9f01894eb12f846952290e6e32ef	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.3n	\N	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.3p	\N	\N	2048	15e9c5e9	976eb1e18c74018193a35aa86cff482ebfc5cc4e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.5a	\N	\N	4096	b9005ac0	3fe3599f6fa7c496f782053ddf7bacb453d197c4	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.5b	\N	\N	4096	1c97d324	c7966261f3a1d3296927e0b6ee1c58039fc53c1f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.5c	\N	\N	4096	5ec461ec	acb11a8fbdbb3ab46068385fe465f681e3c824bd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.5e	\N	\N	4096	ba70b88b	d76ebecfea1af098d843ee7e578e480cd658ac1a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.7c	\N	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.7d	\N	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.7e	\N	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkong	dk.7f	\N	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	dkongjr	\N	\N	\N	\N	\N	Donkey Kong Jr.	1982	Nintendo of America	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.3h	\N	\N	4096	715da5f8	f708c3fd374da65cbd9fe2e191152f5d865414a0	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.3n	\N	\N	4096	8d51aca9	64887564b079d98e98aafa53835e398f34fe4e3f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.3p	\N	\N	4096	4ef64ba5	41a7a4005087951f57f62c9751d62a8c495e6bb3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.5b	\N	\N	8192	dea28158	08baf84ae6f9b40a2c743fe1d8c158c74a40e95a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.5c	\N	\N	8192	6fb5faf6	ce1cfde71a9e2a8b5896a6301d386f72869a1d2e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.5e	\N	\N	8192	d042b6a8	57ac237d273496b44220b4437118115ef11dbd9f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.7c	\N	\N	2048	dc7f4164	07a6242e95b5c3b8dfdcd4b4950f463dba16dd77	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.7d	\N	\N	2048	0ce7dcf6	0654b77526c49f0dfa077ac4f1f69cf5cb2e2f64	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.7e	\N	\N	2048	24d1ff17	696854bf3dc5447d33b4815db357e6ce3834d867	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	dkongjr	dkj.7f	\N	\N	2048	0f8c083f	0b688ae9da296b2447fffa5e135fd6a56ec3e790	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	fantasy	\N	\N	\N	\N	\N	Fantasy	1981	[SNK] (Rock-ola license)	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic07.cpu	\N	\N	4096	0e2880b6	666d6942864eb7a90178b3b6e2b0eb23aa3c967f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic08.cpu	\N	\N	4096	4c331317	800850f4e8bcfbbade54eb9e47a53941f8798641	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic09.cpu	\N	\N	4096	6ac1dbfc	b9c7bf8d3b085db0b53646b5639c09f9ced2b1fe	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic10.cpu	\N	\N	4096	c796a406	1b7f5f307a81b481a3e7791128a01d4c1a20c4bf	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic12.cpu	\N	\N	4096	22cb2249	6c43e3fa9638b6d2e069199968923e470bd5d18b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic14.cpu	\N	\N	4096	6f1f0698	05bd114dcd08c990d897518a8ea7965bc82279bf	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic15.cpu	\N	\N	4096	5534d57e	e564a3325766423b47de18d6adb61760cbbf88be	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic16.cpu	\N	\N	4096	6c2aeb6e	fd0b913a663bf2a5f45fc3d342d7575a9c7dae46	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic17.cpu	\N	\N	4096	f6aa5de1	ca53cf66cc6cdb21a60760102f35a5b0745ce09b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic50.vid	\N	\N	4096	86a801c3	c040b5807c25823072f7e8ceab57b95d4bed89fe	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic51.cpu	\N	\N	2048	48094ec5	7d6118133bc1eb8ebc5d8a95d10ef842daffef89	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic51.vid	\N	\N	4096	9dfff71c	7a7c017170f2ea903a730a4e5ab69db379a4fc61	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic52.cpu	\N	\N	2048	1d0316e8	6a3ab289b5fefef8663514bd1d5817c70fe58882	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	fantasy	ic53.cpu	\N	\N	2048	49fd4ae8	96ff1267c0ffab1e8a0769fa869516e2546ab640	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	foodf	\N	\N	\N	\N	\N	Food Fight	1982	Atari	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.4d	\N	\N	8192	8870e3d6	702007d3d543f872b5bf5d00b49f6e05b46d6600	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.4e	\N	\N	8192	84372edf	9beef3ff3b28405c45d691adfbc233921073be47	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.6lm	\N	\N	8192	c13c90eb	ebd2bbbdd7e184851d1ab4b5648481d966c78cc2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.8c	\N	\N	8192	dfc3d5a8	7abe5e9c27098bd8c93cc06f1b9e3db0744019e9	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.8d	\N	\N	8192	64b93076	efa4090d96aa0ffd4192a045f174ac5960810bca	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.8e	\N	\N	8192	e6cff1b1	7c7ad2dcdff60fc092e8a825c5a6de6b506523de	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.8f	\N	\N	8192	17828dbb	9d8e29a5e56a8a9c5db8561e4c20ff22f69b46ca	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.9c	\N	\N	8192	ef92dc5c	eb41291615165f549a68ebc6d4664edef1a04ac5	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.9d	\N	\N	8192	ea596480	752aa33a8e8045650dd32ec7c7026e00d7896e0f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.9e	\N	\N	8192	95159a3e	f180126671776f62242ec9fd4a82a581c551ffce	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	foodf	foodf.9f	\N	\N	8192	608690c9	419020c69ce6fded0d9af44ead8ec4727468d58b	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	atarifb	\N	\N	\N	\N	\N	Football	1978	Atari	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	03302601.m1	\N	\N	2048	f8ce7ed8	54520d7d31c6c8f9028b7253a33aba3b2c35ae7c	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	03302701.n1	\N	\N	2048	7740be51	3f610061f081eb5589b00a496877bc58f6e0f09f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	03302801.p1	\N	\N	2048	a79c79ca	7791b431e9aadb09fd286ae56699c4beda54830a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	033029.n7	\N	\N	1024	12f43dca	a463f5068d5522ddf74052429aa6da23e5475844	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	033030.c5	\N	\N	512	eac9ef90	0e6284392852695ab7323be82105d32f57ad00f1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	033031.d5	\N	\N	512	89d619b8	0af5d1f4e6f9a377dc2d49a8039866b1857af01f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	atarifb	034006.l5	\N	\N	256	c5ac7bf6	68744208efc9c2a2ae9aff0a74c8a5c463aa063c	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	frenzy	\N	\N	\N	\N	\N	Frenzy	1982	Stern	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frenzy	1c-0	\N	\N	4096	abdd25b8	e6a3ab826b51b2c6ddd63d55681848fccad800dd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frenzy	1d-1	\N	\N	4096	536e4ae8	913385c43b8902d3d3ad2194a3137e19e61c6573	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frenzy	3d-2	\N	\N	4096	3eb9bc9b	1e43e76ae0606a6d41d9006005d6001bdee48694	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frenzy	5c-5	\N	\N	4096	c71c0011	1ceaf73df40e531df3bfb26b4fb7cd95fb7bff1d	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frenzy	5d-3	\N	\N	4096	e1d3133c	2af4a9bc2b29735a548ae770f872127bc009cc42	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frenzy	6d-4	\N	\N	4096	5581a7b1	1f633c1c29d3b64f701c601feba26da66a6c6f23	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	frogger	\N	\N	\N	\N	\N	Frogger	1981	Konami	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.606	\N	\N	2048	f524ee30	dd768967add61467baa08d5929001f157d6cd911	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.607	\N	\N	2048	05f7d883	78831fd287da18928651a8adb7e578d291493eff	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.608	\N	\N	2048	e8ab0256	f090afcfacf5f13cdfa0dfda8e3feb868c6ce8bc	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.609	\N	\N	2048	7380a48f	75582a94b696062cbdb66a4c5cf0bc0bb94f81ee	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.610	\N	\N	2048	31d7eb27	2e1d34ae4da385fd7cac94707d25eeddf4604e1a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.ic5	\N	\N	4096	efab0c79	68c99b6cdcb9396bb473739a62ffc009b4bf57d5	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.ic6	\N	\N	4096	aeca9c13	cdf560adbd7f2813e86e378da7781cccf7928a44	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.ic7	\N	\N	4096	dd251066	4612e1fe1ab7182a277140b1a1976cc17e0746a5	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	frogger	frogger.ic8	\N	\N	4096	bf293a02	be94e9f5caa74c3de6fd95bd20928f4a9c514227	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	galaga	\N	\N	\N	\N	\N	Galaga	1981	Namco	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	04d_g06.bin	\N	\N	4096	8995088d	d6cb439de0718826d1a0363c9d77de8740b18ecf	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	04e_g05.bin	\N	\N	4096	3102fccd	d29b68d6aab3217fa2106b3507b9273ff3f927bf	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	04h_g04.bin	\N	\N	4096	83874442	366cb0dbd31b787e64f88d182108b670d03b393e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	04j_g03.bin	\N	\N	4096	753ce503	481f443aea3ed3504ec2f3a6bfcf3cd47e2f8f81	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	04k_g02.bin	\N	\N	4096	43bb0d5c	666975aed5ce84f09794c54b550d64d95ab311f0	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	04m_g01.bin	\N	\N	4096	a3a0f743	6907773db7c002ecde5e41853603d53387c5c7cd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	07e_g10.bin	\N	\N	4096	ad447c80	e697c180178cabd1d32483c5d8889a40633f7857	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	07h_g09.bin	\N	\N	4096	dd6f1afc	c340ed8c25e0979629a9a1730edc762bd72d0cff	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	07m_g08.bin	\N	\N	4096	58b2f47c	62f1279a784ab2f8218c4137c7accda00e6a3490	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	1c.bin	\N	\N	256	b6f585fb	dd10147c4f05fede7ae6e7a760681700a660e87e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	1d.bin	\N	\N	256	86d92b24	6bef9102b97c83025a2cf84e89d95f2d44c3d2ed	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	2n.bin	\N	\N	256	a547d33b	7323084320bb61ae1530d916f5edd8835d4d2461	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaga	5n.bin	\N	\N	32	54603c6b	1a6dea13b4af155d9cb5b999a75d4f1eb9c71346	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	galaxian	\N	\N	\N	\N	\N	Galaxian	1979	Namco	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaxian	1h	\N	\N	2048	39fb43a4	4755609bd974976f04855d51e08ec0d62ab4bc07	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaxian	1k	\N	\N	2048	7e3f56a2	a9795d8b7388f404f3b0e2c6ce15d713a4c5bafa	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaxian	7f	\N	\N	4096	b10533fd	ea8653e80000d607cd37a41f2de27ffe6e190f0f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	galaxian	7j	\N	\N	4096	9163454d	683ce43c0e24fd5110b860e424e5de30d59e5223	\N	\N	\N	\N	\N	\N	
