game	NeoRAGEx_v0.6b	2020bb	\N	\N	\N	neogeo	\N	2020 Super Baseball (set 1)	1991	SNK / Pallas	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.038	\N	\N	524288	30cbd46b	48357c8b704526da7101c06a120b096ec160a7bb	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.1f8	\N	\N	524288	8db2effe	4bdfc36ed3c986ef153e03efbc581536876a3ebb	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.1fc	\N	\N	524288	a49fe238	378842d7fa93496ee103be3a0996c6943d285274	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.378	\N	\N	131072	99419733	b2524af8704941acc72282aa1d62fd4c93e3e822	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.4f8	\N	\N	131072	b6683092	623ec7ec2915fb077bf65b4a16c815e071c25259	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.538	\N	\N	524288	83d59ccf	90daecf9594715ac33c4a6294f481914351c702f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.53c	\N	\N	524288	b2f1409d	ab3af0fb4f4ca4afba098a6f8e9926b530a279df	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.638	\N	\N	524288	9e115a04	16f04c7b3c5f6888591e9c2e385efb984e393571	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001a.63c	\N	\N	524288	1bb648c1	21afaf1e5ea541d5ac9bb273887baf662c52dfab	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001b.1f8	\N	\N	524288	2ba17cb7	99fa247c003b74b5da56631d11a63045dd5ef0d5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001b.1fc	\N	\N	524288	42419a29	5185c978edb89a1764ee0b874be980b61280c822	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001b.538	\N	\N	524288	eaa2801a	fec321bc839e5eeb4bfc88785276ee7af345f6c0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001b.53c	\N	\N	524288	c718b731	37eb725d43ecda891f67b607b5d5f039fc81a8cb	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001b.638	\N	\N	524288	32bf4a2d	f68419c9414dfbcc67c3a4b8cbef42b0b5fda0bc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	mutnat	n054001b.63c	\N	\N	524288	7d120067	d0e4f0f8c1455a51b5d769fa4bcd5f29bd894c13	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	nam1975	\N	\N	\N	neogeo	\N	NAM-1975	1990	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_p1.rom	\N	\N	524288	cc9fc951	92f4e6ddeeb825077d92dbb70b50afea985f15c0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_s1.rom	\N	\N	65536	8ded55a5	27c8ffac16fbcc19c843d1b5b47ae8d8ef83d44a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_m1.rom	\N	\N	65536	cd088502	939f745cd576905f326e6246a2eed78e9fa88178	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_v11.rom	\N	\N	524288	a7c3d5e5	e3efc86940f91c53b7724c4566cfc21ea1a7a465	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_v21.rom	\N	\N	524288	55e670b3	a047049646a90b6db2d1882264df9256aa5a85e5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_v22.rom	\N	\N	524288	ab0d8368	404114db9f3295929080b87a5d0106b40da6223a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_v23.rom	\N	\N	524288	df468e28	4e5d4a709a4737a87bba4083aeb788f657862f1a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_c1.rom	\N	\N	524288	32ea98e1	c2fb3fb7dd14523a4b4b7fbdb81f44cb4cc48239	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_c2.rom	\N	\N	524288	cbc4064c	224c970fd060d841fd430c946ef609bb57b6d78c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_c3.rom	\N	\N	524288	0151054c	f24fb501a7845f64833f4e5a461bcf9dc3262557	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_c4.rom	\N	\N	524288	0a32570d	f108446ec7844fde25f7a4ab454f76d384bf5e52	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_c5.rom	\N	\N	524288	90b74cc2	89898da36db259180e5261ed45eafc99ca13e504	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	nam1975	nam_c6.rom	\N	\N	524288	e62bed58	d05b2903b212a51ee131e52c761b714cb787683e	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	ncombat	\N	\N	\N	neogeo	\N	Ninja Combat	1990	Alpha Denshi Co.	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.038	\N	\N	524288	89660a31	ac37a1060ee82733d8efef8c50f79672fe312097	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.178	\N	\N	524288	cf32a59c	af5b7fcd8a4aff1307c0a1d937e5f0460c32de79	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.17c	\N	\N	524288	7b3588b7	a4e6d9d4113ff4ce48b371f65e9187d551821d3b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.278	\N	\N	524288	365f9011	aebd292214ab280b05ee9e759b7e9a681a099c4a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.378	\N	\N	131072	d49afee8	77615f12edf08ae8f1353f7a056a8f3a50d3ebdc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.478	\N	\N	65536	83821d6e	687ad38aa20a113c4f59e7ebc1c911bb8e635ad7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.538	\N	\N	524288	0147a4b5	0a2f60bb7166bd5a2ad669820b0f26d630e94958	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.53c	\N	\N	524288	4df6123a	53970d86a848f498ebd5676c0a9d6fe8e026def8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.638	\N	\N	524288	e3d367f8	8129c6845b8969f26c7cfe8761bb2bb07e5dc549	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001a.63c	\N	\N	524288	1c1f6101	9594d199bafa9317bcf8b7447442171ea9b1056d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001b.178	\N	\N	524288	505a01b5	9426a4f5b31e16f74e72e61951c189a878f211c5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001b.538	\N	\N	524288	19441c78	6355039f445456ffe32a512b635e365c5519d0c7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncombat	n046001b.638	\N	\N	524288	f417f9ac	438e76b54bb82517a57cb3405a99dda0b3d66dc0	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	ncommand	\N	\N	\N	neogeo	\N	Ninja Commando	1992	Alpha Denshi Co.	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.038	\N	\N	524288	fdaaca42	aa32936bbe8ee53e717a3582847af89d1e160ff4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.03c	\N	\N	524288	b34e91fe	3fbf40b9473bc6b0633c62fffdebc43d86785c7d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.378	\N	\N	131072	db8f9c8e	11cb82cf3c4d0fc2da5df0c26410a64808093610	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.4f8	\N	\N	65536	26e93026	ea38754748ee2a9250864cd1836db463a1b29b1e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.1f8	\N	\N	524288	222e71c8	5a598414b859ae6fbe4fb1b4bf622b1198232864	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.1fc	\N	\N	524288	12acd064	c2d7f55df6e49c54c0cab6d5db4cb82f97c6bab9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001b.1f8	\N	\N	524288	80b8a984	950cf0e78ceffa4037663f1086fbbc88588f49f2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.538	\N	\N	524288	73acaa79	1394c93132337469e283053f34c83658a9df771e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.53c	\N	\N	524288	ad56623d	afeaeed8917f259905a5cb46deb42bf6b0e7fd35	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001b.538	\N	\N	524288	c8d763cd	1d489c22bedd324d19cb02bed874e986f2627152	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001b.53c	\N	\N	524288	63829529	132f835fc2a6ca073700b1935ce3ebd32ba37f3e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.638	\N	\N	524288	7b24359f	99c5f59d479afbbc6ab8ef9dc4f90b9b5d42a199	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001a.63c	\N	\N	524288	0913a784	5cee03ff0b41c58ad0b663c4bf100ae4a2152ee1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001b.638	\N	\N	524288	574612ec	6c5863f2fc7b63808e8762aa839614919034aaa8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ncommand	n054001b.63c	\N	\N	524288	990d302a	e0d07eb287b2ad143c72eeef39a3455d9d802a4a	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	neobombe	\N	\N	\N	neogeo	\N	Neo Bomberman	1997	Hudson	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_p1.rom	\N	\N	1048576	a1a71d0d	059284c84f61a825923d86d2f29c91baa2c439cd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_s1.rom	\N	\N	131072	4b3fa119	41cb0909bfb017eb6f2c530cb92a423319ed7ab1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_m1.rom	\N	\N	131072	e81e780b	c56c53984e0f92e180e850c60a75f550ee84917c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_v1.rom	\N	\N	4194304	43057e99	b24a44daf54ec76801e7dc863645022dc2d4abdb	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_v2.rom	\N	\N	2097152	a92b8b3d	b672c97b85d2f52eba3cb26025008ebc7a18312a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_c1.rom	\N	\N	4194304	b90ebed4	e9e441fb9b425505e500e0e0b40ef11a43b2d4b2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_c2.rom	\N	\N	4194304	41e62b4f	2fb1f752643d7dd3470ade76229e3756818412f7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_c3.rom	\N	\N	524288	e37578c5	20024caa0f09ee887a6418dd02d02a0df93786fd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neobombe	bombm_c4.rom	\N	\N	524288	59826783	0110a2b6186cca95f75225d4d0269d61c2ad25b1	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	neocup98	\N	\N	\N	neogeo	\N	Neo-Geo Cup '98 - The Road to the Victory	1998	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_p1.rom	\N	\N	2097152	f8fdb7a5	f34ee5d1c24e70427d05ef488f46906dbd9f9950	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_s1.rom	\N	\N	131072	9bddb697	2f479bcd5a433201168792a578de3057252d649f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_m1.rom	\N	\N	131072	a701b276	055550ebc650835bcf8ea4457b2c91bd73e21281	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_v1.rom	\N	\N	4194304	79def46d	63414235de2e177654508f1c840040424f8993e6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_v2.rom	\N	\N	2097152	b231902f	9209772e947a2c7ac31b49dd613bf2eab0cb3358	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_c1.rom	\N	\N	8388608	d2c40ec7	989d972aabcc7f190bdd5d861d3e13c09dd0803e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neocup98	nc98_c2.rom	\N	\N	8388608	33aa0f35	3443c7765c6aa177003d42bbfcac9f31d1e12575	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	neodrift	\N	\N	\N	neogeo	\N	Neo Drift Out - New Technology	1996	Visco	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_p1.rom	\N	\N	2097152	e397d798	10f459111db4bab7aaa63ca47e83304a84300812	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_s1.rom	\N	\N	131072	b76b61bc	5fdb407d16ab9e33c4f26ee09ff70891ae1d2bd0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_m1.rom	\N	\N	131072	200045f1	7a6cd1c8d4447ea260d7ff4520c676b8d685f2e4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_v1.rom	\N	\N	2097152	a421c076	129f05c1a28a6493442f47a79c2d3577a1a43ef5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_v2.rom	\N	\N	2097152	233c7dd9	be7f980aa83831b6605aaaf4ec904180bb96c935	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_c1.rom	\N	\N	4194304	62c5edc9	df3ed81b37fc03503c8702741d361f44adfcd481	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neodrift	drift_c2.rom	\N	\N	4194304	9dc9c72a	c3960b18d940233332c2b1ee2b2b94685c724d1e	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	neomrdo	\N	\N	\N	neogeo	\N	Neo Mr. Do!	1996	Visco	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neomd-p1.rom	\N	\N	524288	39efdb82	75fe68921f871872e5fc92594e43b4cd712e819b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neomd-s1.rom	\N	\N	65536	6c4b09c4	2e9eac88afab606fad6c439efba0f6490389dd5f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neomd-m1.rom	\N	\N	131072	81eade02	d6d135bc525f3ed14a8c255f0b83d83a52b0659c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neomd-v1.rom	\N	\N	2097152	4143c052	561b19bc8811b80f2f42ffc0b5df27132696470a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neomd-c1.rom	\N	\N	2097152	c7541b9d	25ca1a2b14cc2648d8dbe432cbd1396017af822c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	neomrdo	neomd-c2.rom	\N	\N	2097152	f57166d2	bf3aa47d17156485c2177fb63cba093f050abb98	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	ninjamas	\N	\N	\N	neogeo	\N	Ninja Master's - haoh-ninpo-cho	1996	ADK / SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_p1.rom	\N	\N	1048576	3e97ed69	336bcae375a5109945d11356503bf0d9f4a9a50a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_p2.rom	\N	\N	2097152	191fca88	e318e5931704779bbe461719a5eeeba89bd83a5d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_s1.rom	\N	\N	131072	8ff782f0	90099c154357042ba658d4ef6abe4d9335bb7172	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_m1.rom	\N	\N	131072	d00fb2af	6bcaa52e1641cc24288e1f22f4dc98e8d8921b90	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_v1.rom	\N	\N	4194304	1c34e013	5368e413d2188c4fd063b6bb7d5f498ff83ea812	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_v2.rom	\N	\N	2097152	22f1c681	09da03b2e63d180e55173ff25e8735c4162f027b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c1.rom	\N	\N	4194304	58f91ae0	365e8b865bbd3a8a5ffc7d8ffa0e7694a0bf3a2a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c2.rom	\N	\N	4194304	4258147f	c996477ba1da2ee38e46fb3dc0ecfd322ff3dd52	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c3.rom	\N	\N	4194304	36c29ce3	90bfcf4c4d72fdc3d87055afb8ec56ab6cee7003	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c4.rom	\N	\N	4194304	17e97a6e	ecf5905a8116f2ae1ae7a42f13e0ebe770fadb14	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c5.rom	\N	\N	4194304	4683ffc0	b3667cb143e2eb7a199e8b55e1815dd35abcf1ff	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c6.rom	\N	\N	4194304	de004f4a	4b685e6efbfa74d7fcab2d1c8569df20662e2a6e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c7.rom	\N	\N	4194304	3e1885c0	0fc611cbaebce6db3ff2caf54819a335aaf8dcab	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	ninjamas	ninjm_c8.rom	\N	\N	4194304	5a5df034	1863cdc8af52590b94c4a55f9333fc00d9b0b8a6	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	overtop	\N	\N	\N	neogeo	\N	Over Top	1996	ADK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_p1.rom	\N	\N	2097152	16c063a9	5432869f830eed816ee5ed71c7fd39f749d15619	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_s1.rom	\N	\N	131072	481d3ddc	7b0df3fc5b19f282abfd0eb5a4c6ed836a536ece	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_m1.rom	\N	\N	131072	fcab6191	488b8310b0957f0012fe50f73641b606f6ac4a57	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_v1.rom	\N	\N	4194304	013d4ef9	438a697c44525bdf78b54432c4f7217ab5667047	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_c1.rom	\N	\N	4194304	50f43087	e5a8c914ef8e77c7a29bffdeb18f1877b5c2fc7d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_c2.rom	\N	\N	4194304	a5b39807	e98e82cf99576cb48cc5e8dc655b7e9a428c2843	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_c3.rom	\N	\N	4194304	9252ea02	269066e0f893d3e8e7c308528026a486c2b023a2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_c4.rom	\N	\N	4194304	5f41a699	abbb162658e06a37db8475b659ece7e1270ebb49	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_c5.rom	\N	\N	2097152	fc858bef	0031def13e7cf4a465a1eca7aa0d13d1b21427e2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	overtop	ovr_c6.rom	\N	\N	2097152	0589c15e	b1167caf7cb61f3e05a5d342290bfe00e02e9d38	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	panicbom	\N	\N	\N	neogeo	\N	Panic Bomber	1994	Eighting / Hudson	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_p1.rom	\N	\N	262144	0b21130d	885c67347d33c0a4cd8c91b45c72959900d707a5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_s1.rom	\N	\N	131072	b876de7e	910347d7657470da914fb0a6b0ea02891e13c081	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_m1.rom	\N	\N	131072	3cdf5d88	6d8365a946fbd0b7c7b896536322638d80f6a764	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_v1.rom	\N	\N	2097152	7fc86d2f	aa4234d22157060e0ba97a09c4e85c5276b74099	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_v2.rom	\N	\N	1048576	082adfc7	19c168e9a6cadcbed79033c320bcf3a45f846daf	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_c1.rom	\N	\N	1048576	8582e1b5	e17d8f57b8ebee14b8e705374b34abe928937258	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	panicbom	panic_c2.rom	\N	\N	1048576	e15a093b	548a418c81af79cd7ab6ad165b8d6daee30abb49	\N	\N	\N	\N	\N	\N	
