game	nonmame	sfzch	\N	\N	\N	\N	\N	CPS Changer (Street Fighter ZERO)	1995	Capcom	\N	\N	\N	
game_rom	nonmame	cps1frog	frog09-09.bin	\N	\N	65536	3ac7fb5c	01057078b67dc82d80403533a3dca3deb95f166c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cps1frog	frog18-18.bin	\N	\N	131072	65d1ef07	0bc2dbf5053430f659d64d1b287799bb5cc4db65	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cps1frog	frog19-19.bin	\N	\N	131072	7ee8cdcd	67dfd19f3eb3649d6f3f6631e44d0bd36b8d8d19	\N	\N	\N	\N	\N	\N	
game	nonmame	pgmfrog	\N	\N	\N	pgm	\N	Frog Feast (PGM) [Homebrew]	2006	RasterSoft	\N	\N	\N	
game_rom	nonmame	pgmfrog	p0103.rom	\N	\N	2097152	cdec9e8d	183753b3f19e9b06c6059206aac85d865bf1dd66	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	t0100.rom	\N	\N	4194304	8f58b6d8	79b3b503f29593170a7faa93d75707682d800c66	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	a0100.rom	\N	\N	4194304	dc1eafe6	11eb0d02c38df828ae0361bc7624c4658047df67	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	b0100.rom	\N	\N	4194304	3d44b66f	04347002bd942d320c6b8240e4485aec626f2aaa	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	m0100.rom	\N	\N	2097152	05e2f761	c93d94a8f11c41b019fcf9b6a90645416fd2c75b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	pgm_p01s.rom	pgm_p01s.rom	\N	131072	e42b166e	2a9df9ec746b14b74fae48b1a438da14973702ea	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	pgm_t01s.rom	pgm_t01s.rom	\N	2097152	1a7123a0	cc567f577bfbf45427b54d6695b11b74f2578af3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgmfrog	pgm_m01s.rom	pgm_m01s.rom	\N	2097152	45ae7159	d3ed3ff3464557fd0df6b069b2e431528b0ebfa8	\N	\N	\N	\N	\N	\N	
game	nonmame	knghtsha	\N	\N	knights	knights	\N	Knights of the Round (911127 etc hack) [Hack]	1991	bootleg	\N	\N	\N	
game_rom	nonmame	knghtsha	krha_23.rom	\N	\N	524288	a7fd309a	b4f163d9588e9d8dd6f2ba6d6ae520efb620c1ac	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	krh_22.rom	\N	\N	524288	1438d070	4f6fad844c3e8eb960bb6cb85ac570979c0ae973	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx1.rom	kr_gfx1.rom	\N	524288	9e36c1a4	772daae74e119371dfb76fde9775bda78a8ba125	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx3.rom	kr_gfx3.rom	\N	524288	c5832cae	a188cf401cd3a2909b377d3059f14d22ec3b0643	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx2.rom	kr_gfx2.rom	\N	524288	f095be2d	0427d1574062f277a9d04440019d5638b05de561	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx4.rom	kr_gfx4.rom	\N	524288	179dfd96	b1844e69da7ab13474da569978d5b47deb8eb2be	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx5.rom	kr_gfx5.rom	\N	524288	1f4298d2	4b162a7f649b0bcd676f8ca0c5eee9a1250d6452	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx7.rom	kr_gfx7.rom	\N	524288	37fa8751	b88b39d1f08621f15a5620095aef998346fa9891	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx6.rom	kr_gfx6.rom	\N	524288	0200bc3d	c900b1be2b4e49b951e5c1e3fd1e19d21b82986e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_gfx8.rom	kr_gfx8.rom	\N	524288	0bb2b4e7	983b800925d58e4aeb4e5105f93ed5faf66d009c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_09.rom	kr_09.rom	\N	65536	5e44d9ee	47a7503321be8d52b5c44af838e3bb82ee15a415	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_18.rom	kr_18.rom	\N	131072	da69d15f	9616207e693bae85705f786cef60b9f6951b5067	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	knghtsha	kr_19.rom	kr_19.rom	\N	131072	bfc654e9	01b3d92e4dedf55ea3933d387c7ddb9ba2549773	\N	\N	\N	\N	\N	\N	
game	nonmame	pgemeni	\N	\N	\N	pgm	\N	P-GeMeni (060123) [Homebrew]	2006	blastar@gmx.net	\N	\N	\N	
game_rom	nonmame	pgemeni	p0103.rom	\N	\N	2097152	6cafa56b	0b3447357cf9dc10e9473102a109a2c9f63be66b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	t0100.rom	\N	\N	4194304	42b979dd	38ae8a7e07f1169b876bd41e0a9bfe19ecb0256f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	a0100.rom	\N	\N	4194304	105d7cee	43b19032e9e3a1aeabd7ce11438c6658ac4b5dd0	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	b0100.rom	\N	\N	4194304	b4127373	fa731bedec8ff4c19ec68bd44e8ce0b80ec0c716	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	m0100.rom	\N	\N	2097152	8d89877e	7d76d48d64d7ac5411d714a4bb83f37e3e5b8df6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	pgm_p01s.rom	pgm_p01s.rom	\N	131072	e42b166e	2a9df9ec746b14b74fae48b1a438da14973702ea	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	pgm_t01s.rom	pgm_t01s.rom	\N	2097152	1a7123a0	cc567f577bfbf45427b54d6695b11b74f2578af3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	pgemeni	pgm_m01s.rom	pgm_m01s.rom	\N	2097152	45ae7159	d3ed3ff3464557fd0df6b069b2e431528b0ebfa8	\N	\N	\N	\N	\N	\N	
game	nonmame	wofah	\N	\N	wof	wof	\N	Sangokushi II (921005 Asia, bootleg set 2) [Bootleg]	1992	bootleg	\N	\N	\N	
game_rom	nonmame	wofah	htk2a_23b.rom	\N	\N	524288	1b17fc85	d8c2bd31474dce2330adb05b859ce3fd13040d23	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2a_22b.rom	\N	\N	524288	900ad4cd	988007447f93f3467029b9c29fd9670a7ecadaa3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx1.rom	tk2_gfx1.rom	\N	524288	0d9cb9bf	cc7140e9a01a14b252cb1090bcea32b0de461928	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx3.rom	tk2_gfx3.rom	\N	524288	45227027	b21afc593f0d4d8909dfa621d659cbb40507d1b2	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx2.rom	tk2_gfx2.rom	\N	524288	c5ca2460	cbe14867f7b94b638ca80db7c8e0c60881183469	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx4.rom	tk2_gfx4.rom	\N	524288	e349551c	1d977bdf256accf750ad9930ec4a0a19bbf86964	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx5.rom	tk2_gfx5.rom	\N	524288	291f0f0b	094baf0f960f25fc2525b3b1cc378a49d9a0955d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx7.rom	tk2_gfx7.rom	\N	524288	3edeb949	c155698dd9ee9eb24bbc97a21118ef2e897ea82f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx6.rom	tk2_gfx6.rom	\N	524288	1abd14d6	dffff3126f102b4ec028a81405fc5b9bd7bb65b3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_gfx8.rom	tk2_gfx8.rom	\N	524288	b27948e3	870d5d23f56798831c641e877ea94217058b2ddc	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_qa.rom	tk2_qa.rom	\N	131072	c9183a0d	d8b1d41c572f08581f8ab9eb878de77d6ea8615d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_q1.rom	tk2_q1.rom	\N	524288	611268cf	83ab059f2110fb25fdcff928d56b790fc1f5c975	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_q2.rom	tk2_q2.rom	\N	524288	20f55ca9	90134e9a9c4749bb65c728b66ea4dac1fd4d88a4	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_q3.rom	tk2_q3.rom	\N	524288	bfcf6f52	2a85ff3fc89b4cbabd20779ec12da2e116333c7c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wofah	tk2_q4.rom	tk2_q4.rom	\N	524288	36642e88	8ab25b19e2b67215a5cb1f3aa81b9d26009cfeb8	\N	\N	\N	\N	\N	\N	
game	nonmame	wof3js	\N	\N	wof	wof	\N	Sangokushi II: San Jian Sheng (Chinese bootleg) [Bootleg]	1992	bootleg	\N	\N	\N	
game_rom	nonmame	wof3js	3js_23.rom	\N	\N	524288	1ebb76da	a3d9643a03e964477abd5164202566fe4a11b902	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_22.rom	\N	\N	524288	f41d6153	a2cafea8402ab58e8022020242397e7cdce57aff	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_24.rom	\N	\N	131072	06ead409	7289afd15fecd185350d2705476d74baa6909782	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_28.rom	\N	\N	131072	8ba934e6	b9fb1d000a90cf2dbe2113130939c146f16a776e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	tk2_gfx1.rom	tk2_gfx1.rom	\N	524288	0d9cb9bf	cc7140e9a01a14b252cb1090bcea32b0de461928	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	tk2_gfx3.rom	tk2_gfx3.rom	\N	524288	45227027	b21afc593f0d4d8909dfa621d659cbb40507d1b2	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	tk2_gfx2.rom	tk2_gfx2.rom	\N	524288	c5ca2460	cbe14867f7b94b638ca80db7c8e0c60881183469	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	tk2_gfx4.rom	tk2_gfx4.rom	\N	524288	e349551c	1d977bdf256accf750ad9930ec4a0a19bbf86964	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_gfx5.rom	\N	\N	524288	94b58f82	937e7bb74e47f7ed670f63cdf7e502cf6ffe09c8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_gfx7.rom	\N	\N	524288	df4fb386	4eece42595084dbab1fa2c603f231fc67efb292d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_gfx6.rom	\N	\N	524288	c22c5bd8	4dd3598ca9cbbceabfb28b1b0d8a4879fcdb9a13	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_gfx8.rom	\N	\N	524288	f9cfd08b	cd55ef014705d8b07c3eb9dafdbf2a831ea25b7c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	3js_09.rom	\N	\N	65536	21ce044c	425fd8d33d54f35ef90d68a7530db7a0eafb600d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	18	\N	\N	131072	c04be720	2e544e0a0358b6afbdf826d35d9c4c59e4787a93	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	wof3js	19	\N	\N	131072	fbb8d8c1	8a7689bb7ed56243333133cbacf01a0ae825201e	\N	\N	\N	\N	\N	\N	
game	nonmame	sf2m8	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - champion edition (bootleg, M8) [Bootleg]	1992	Capcom	\N	\N	\N	
game_rom	nonmame	sf2m8	k4-222	\N	\N	524288	db567b66	315bfbf2786ef67a95afb87de836ab348523dbbe	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	k4-196	\N	\N	524288	95ea597e	5eb82feaa1de5611a96888e4670744bbb7d90393	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	u221.epr	\N	\N	131072	d8276822	8fe5205f21a0243f66582c03ca54d6b079cbd000	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	u195.epr	\N	\N	131072	924c6ce2	676a912652bd75da5087f0c7eae047b7681a993c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m8	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	nonmame	sf2m9	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - champion edition (bootleg, M9) [Bootleg]	1992	Capcom	\N	\N	\N	
game_rom	nonmame	sf2m9	sf3a-1.040	\N	\N	524288	9e6d058a	8c9adca7b65dc929c325c0a62304d24dc0902c08	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	sf3a-3.040	\N	\N	524288	518d8404	635d8ac07126caf3c623d1f28aad38c5bc4c4bae	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	sf3a-2	\N	\N	131072	fca4fc1e	2b05d67443af099f95ef50f5e25d7a74b957e7a5	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	sf3a-4	\N	\N	131072	cfdd6f54	2aa3f5a7b36930185382c64712cc0cfceb6f1ab3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m9	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	nonmame	sf2m10	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - champion edition (bootleg, M10) [Bootleg]	1992	Capcom	\N	\N	\N	
game_rom	nonmame	sf2m10	sfu9-1.040	\N	\N	524288	95306baf	471d1578607ae1090aa46cb111a8c2745d1fd47b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	sfu9-3.040	\N	\N	524288	21024d5f	986b3910ce749f4ad42e1f86537a8fc3f0f3f867	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	sfu9-2.020	\N	\N	262144	0b3fe5dd	9b66cb867da61595f53d1c9e6b48c6bb7e06e1e0	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	sfu9-4.020	\N	\N	262144	dbee7b18	e56af12fc9d30e92d37e688ff621ea09abb94b53	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m10	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	nonmame	sf2m11	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - champion edition (bootleg, M11) [Bootleg]	1992	Capcom	\N	\N	\N	
game_rom	nonmame	sf2m11	sfu7-1.040	\N	\N	524288	866a9b31	92f89084293b69a9d5cd8d282ffaaca0739f1b03	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	sfu7-3.040	\N	\N	524288	f3a45593	0ba0d05f904ac17cd34c0a7c9dd0a20759ff4e78	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	sfu7-2.010	\N	\N	131072	d1707134	5bfdf7bc57bdb85183647ebb175346070dd102ee	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	sfu7-4.010	\N	\N	131072	cd1d5666	8befd2c324eb29bdad6fc8fb2554cdfaf9808f9b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m11	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	nonmame	sf2m12	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - champion edition (bootleg, M12) [Bootleg]	1992	Capcom	\N	\N	\N	
game_rom	nonmame	sf2m12	sfu8-1.040	\N	\N	524288	10ec67fe	9eb30a0f64bf29028f89f9af74cb9d840ed197e2	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m12	sfu8-3.040	\N	\N	524288	92eb3a1c	0ee294c8b82b100f98da697562f9644b71cabcdd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m12	sfu8-2.010	\N	\N	131072	1073b7b6	81ca1eab65ceac69520584bb23a684ccb9d92f89	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m12	sfu8-4.010	\N	\N	131072	924c6ce2	676a912652bd75da5087f0c7eae047b7681a993c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m12	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m12	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	sf2m12	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
