game	CottAGE_v0.12	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	06c_gs13.bin	06c_gs13.bin	\N	32768	f6769fc5	d192ec176425327ca4b7e25fc8432fc47837ba29	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	06l_gs18.bin	06l_gs18.bin	\N	32768	f69a3c7c	e9eb9dfa7d53aa7b728150f91d05bfc3bf6f1e75	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	06n_gs22.bin	06n_gs22.bin	\N	32768	dc9c508c	920505dd4c63b177918feb4e54cca8a7948ec9d9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	08f_g-08.bin	08f_g-08.bin	\N	256	ef91cdd2	90b9191c9f10a153d64055a4238eb6e15b8c12bc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	09d_g-04.bin	09d_g-04.bin	\N	256	906612b5	7b727a6200c088538180758320ede84aa7e5b96d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	09f_g-09.bin	09f_g-09.bin	\N	256	3cee181e	3f95bdb12391cb9b3673191bda8d09c84b36b4d3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	10n_gs04.bin	10n_gs04.bin	\N	32768	8d4b423f	149274c2ed1526ca1f419fdf8a24059ff138f7f2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	11c_gs14.bin	11c_gs14.bin	\N	32768	0af4f7eb	24a98fdeedeeaf1035b4af52d5a8dd5e47a5e62d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	11f_gs01.bin	11f_gs01.bin	\N	16384	b61ece9b	eb3fc62644cc5b5a2b9cbe67c393d4a0e2a59ca9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	12n_gs05.bin	12n_gs05.bin	\N	32768	2b5667fb	5b689bca1e76d803b4cae22feaa7744fa528e93f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	14a_g-06.bin	14a_g-06.bin	\N	256	4a9da18b	fed3b81b56aab2ed0a21ed1fcebe3f1ae095a13b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	15a_g-07.bin	15a_g-07.bin	\N	256	cb9394fc	8ad0fde6a8ef8326d2da4b6dbf3b51f5f6c668c8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmokj	gs03_9n.rom	\N	\N	32768	b56b5df6	0295a3ef491b6b8ee9c198fd08dddc29d88bbef6	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	gunsmoku	\N	\N	gunsmoke	gunsmoke	\N	Gun.Smoke (US set 1)	1985	Capcom (Romstar license)	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	01f_g-05.bin	01f_g-05.bin	\N	256	25c90c2a	42893572bab757ec01e181fc418cb911638d37e0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	01l_gs15.bin	01l_gs15.bin	\N	32768	7f14270e	dd06c333c2ea097e25185a1423cd61e1b7afc42b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	01n_gs19.bin	01n_gs19.bin	\N	32768	63072f93	cb3a2729782cf2855558d081fe92d28366228b8e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	02a_gs06.bin	02a_gs06.bin	\N	32768	4cafe7a6	fe501f3a5e9ce9e82e9708f1cd297f4c94ef0f81	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	02c_gs10.bin	02c_gs10.bin	\N	32768	f469c13c	54eda52d6fce58771c0adfe2c88292a41d5a9b99	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	02j_g-10.bin	02j_g-10.bin	\N	256	0eaf5158	bafd4108708f66cd7b280e47152b108f3e254fc9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	03b_g-01.bin	03b_g-01.bin	\N	256	02f55589	8a3f98304aedf3aba1c08b615bf457752a480edc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	03l_gs16.bin	03l_gs16.bin	\N	32768	0d99c3b3	436c566b76f632242448671e3b6319f7d9f65322	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	03n_gs20.bin	03n_gs20.bin	\N	32768	0be932ed	1c5af5884a23112dbc36579515d1cb497992da2f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	04a_gs07.bin	04a_gs07.bin	\N	32768	4382c0d2	8615e62bc57b40d082f6ca211d64f22185bed1fd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	04b_g-02.bin	04b_g-02.bin	\N	256	e1e36dd9	5bd88a35898a2d973045bdde8311aac3a12826de	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	04c_gs11.bin	04c_gs11.bin	\N	32768	125ba58e	cf6931653cebd051564bed8121ab8713a55095c5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	04l_gs17.bin	04l_gs17.bin	\N	32768	4e98562a	0341b8a79be1d71a57d0d76ed890e15f9f92259e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	04n_gs21.bin	04n_gs21.bin	\N	32768	68883749	c7bf2bf49c53feddf8f30b4001dc2d59b52b1c28	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	05a_gs08.bin	05a_gs08.bin	\N	32768	e87e526d	d10068addf30322424a85bbc6382cb762ae3fbe2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	05b_g-03.bin	05b_g-03.bin	\N	256	989399c0	e408e391f49ed0c7b9e16479fea44b809440fefc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	05c_gs12.bin	05c_gs12.bin	\N	32768	d997b78c	3b4a9b6f9e57ecfb4ab9734379bd0ee765fd6daa	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	06a_gs09.bin	06a_gs09.bin	\N	32768	539f182d	4190c0adbecc57b92f4d002e121acb77e8c5d8d8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	06c_gs13.bin	06c_gs13.bin	\N	32768	f6769fc5	d192ec176425327ca4b7e25fc8432fc47837ba29	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	06l_gs18.bin	06l_gs18.bin	\N	32768	f69a3c7c	e9eb9dfa7d53aa7b728150f91d05bfc3bf6f1e75	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	06n_gs22.bin	06n_gs22.bin	\N	32768	dc9c508c	920505dd4c63b177918feb4e54cca8a7948ec9d9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	08f_g-08.bin	08f_g-08.bin	\N	256	ef91cdd2	90b9191c9f10a153d64055a4238eb6e15b8c12bc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	09d_g-04.bin	09d_g-04.bin	\N	256	906612b5	7b727a6200c088538180758320ede84aa7e5b96d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	09f_g-09.bin	09f_g-09.bin	\N	256	3cee181e	3f95bdb12391cb9b3673191bda8d09c84b36b4d3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	10n_gs04.bin	10n_gs04.bin	\N	32768	8d4b423f	149274c2ed1526ca1f419fdf8a24059ff138f7f2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	11c_gs14.bin	11c_gs14.bin	\N	32768	0af4f7eb	24a98fdeedeeaf1035b4af52d5a8dd5e47a5e62d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	11f_gs01.bin	11f_gs01.bin	\N	16384	b61ece9b	eb3fc62644cc5b5a2b9cbe67c393d4a0e2a59ca9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	12n_gs05.bin	12n_gs05.bin	\N	32768	2b5667fb	5b689bca1e76d803b4cae22feaa7744fa528e93f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	14a_g-06.bin	14a_g-06.bin	\N	256	4a9da18b	fed3b81b56aab2ed0a21ed1fcebe3f1ae095a13b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	15a_g-07.bin	15a_g-07.bin	\N	256	cb9394fc	8ad0fde6a8ef8326d2da4b6dbf3b51f5f6c668c8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gunsmoku	9n_gs03.bin	\N	\N	32768	592f211b	8de44b3cafa3d2ce9aba515cf3ec4bac0bcdeb5b	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	gyruss	\N	\N	\N	\N	\N	Gyruss (Konami)	1983	Konami	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.1	\N	\N	8192	c673b43d	7c464fb154bac35dd6e2f547e157addeb8798194	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.2	\N	\N	8192	a4ec03e4	08c33ad7fcc2ad5e5787a1050284e3f8164f4618	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.3	\N	\N	8192	27454a98	030c7df225652ee20d5ef64d005eb011dc89a27d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.4	\N	\N	8192	27d8329b	564ff945465a23d93a93137ad277298770dfa06a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.5	\N	\N	8192	4f22411a	763bcd039f8c1838a0d7da7d4dadc14a26e25596	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.6	\N	\N	8192	c949db10	fcb8bcbd2bdd751fecb322a33c8a92fb6f07a7ab	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.7	\N	\N	8192	8e8d388c	8f2928d71c02aba977d67575d6e34d69bda2b9d4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.8	\N	\N	8192	47cd1fbc	8203c4ff0b1cd7b4dbc708e300bfeac1e7366e09	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.9	\N	\N	8192	822bf27e	36d5bea2392a7d3476dd797dc05602705cfa23ef	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.pr1	\N	\N	256	7ed057de	c04069ae1e2c62f9b3048844cd8cf5e1b03b7d3c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.pr2	\N	\N	256	de823a81	1af94b2a6a319a89b238a5076a2867f1cfd279b0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	gyruss	gyrussk.pr3	\N	\N	32	98782db3	b891e43b25187faca8002919ccb44d744daa3594	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	hexa	\N	\N	\N	\N	\N	Hexa	????	D. R. Korea	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.001	\N	\N	256	88a055b4	eee86a7930d0a251f3e5c2134532cd1dede2026c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.002	\N	\N	256	ff15366c	7feaf1c768bfe76432fb80991585e13d95960b34	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.003	\N	\N	256	3e9d4932	9a336dba7134400312985b9902c77b4141105853	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.17	\N	\N	32768	f6911dd6	b12ea27ecddd60820a32d4346afab0cc9d06fa57	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.18	\N	\N	32768	6e3d95d2	6399b7b5d088ceda08fdea9cf650f6b405f038e7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.19	\N	\N	32768	ffe97a31	f16b5d2b9ace09bcbbfe3dfb73db7fa377d1af7f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.20	\N	\N	32768	98b00586	3591a3b0486d720f0aaa9f0bf4be352cd0ffcbc7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hexa	hexa.21	\N	\N	32768	3d5d006c	ad4eadab82024b122182eacb5a322cfd6e476a70	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	hyperspt	\N	\N	\N	\N	\N	Hyper Sports	1984	Konami (Centuri license)	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	a09_c29.bin	\N	\N	256	811a3f3f	474f03345847cd9791ff6b7161286bbfef3f990a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c01	\N	\N	8192	0c720eeb	cc0719db7e59c72e603ab2ca42565303bc41d281	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c02	\N	\N	8192	560258e0	788d0d3cbbd97fb54eceb3281ccf84a31e5e3e98	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c03	\N	\N	8192	9b01c7e6	0106f94b38ad62e7514e56aab35581968074bbe0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c03_c27.bin	\N	\N	32	bc8a5956	90746145d9f380c29919edea3ef7a8434c48c9d9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c04	\N	\N	8192	10d7e9a2	ebf1dd7ba10179c41b42358c45e49424ce8495cd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c05	\N	\N	8192	b105a8cd	7d77ab4d75c0bff7ac7372a5ff5fe55839b57d19	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c06	\N	\N	8192	1a34a849	daa42a959ea162ca7f098010c85a7453a8805df8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c11	\N	\N	8192	66cbcb4d	c4ea51a6f30d2cd0cd6e22fdadb83d889f2cc471	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c12	\N	\N	8192	74d2cc69	684b65455217f243b3690822d445efdcb18211bb	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c13	\N	\N	8192	76565608	418fb9a81c0583d0214afb27fea28794563b8460	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c14	\N	\N	8192	c72d63be	0677b4f7196551ebc1bbbecd0e15d79f8e32857d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c15	\N	\N	8192	f3d454e6	9d04dcd1b0354e01773923295bba2602e00467f9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c16	\N	\N	8192	d7ff9f2b	b0e6a056db96027ba0c10d3ee3bfdef145a236e2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c17	\N	\N	8192	b145b39f	e696e1f9b44aa44360ea9962c4ee9b61db8e53f5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c18	\N	\N	8192	ed25e669	2e306db101cd4443b0a81cecf817e5ebbdaf1bba	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c20	\N	\N	8192	183f4324	f6bcd03c25dea300876ace950f118a971557168f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c22	\N	\N	8192	ed9271a0	a458ad79922383f45f6522775e19cf693e226883	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c24	\N	\N	8192	5fb230c0	8caebf3788c1fb71c1ba72b0045503d45936d4ce	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	c26	\N	\N	8192	a6897eac	a1dd950c29885f7bb4784fed46810ae47bff87dd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hyperspt	j12_c28.bin	\N	\N	256	2c891d59	79050fbe058c24349927edc7937ec68a77f450f1	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	hpolym84	\N	\N	hyperspt	hyperspt	\N	Hyper Olympics '84	1984	Konami	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	330e04.bin	\N	\N	8192	9c5e2934	7d25e53ca54f6b382785888838acff27bc2c1d43	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	330e20.bin	\N	\N	8192	29969b92	baf394c56b8a2855f32b9e6d7346faf50e75bcf2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	330e24.bin	\N	\N	8192	f9bbfe1d	f24a0c3e10e727e3e9fd123cda8bb557af1fea12	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	a09_c29.bin	a09_c29.bin	\N	256	811a3f3f	474f03345847cd9791ff6b7161286bbfef3f990a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c01	c01	\N	8192	0c720eeb	cc0719db7e59c72e603ab2ca42565303bc41d281	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c02	c02	\N	8192	560258e0	788d0d3cbbd97fb54eceb3281ccf84a31e5e3e98	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c03	c03	\N	8192	9b01c7e6	0106f94b38ad62e7514e56aab35581968074bbe0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c03_c27.bin	c03_c27.bin	\N	32	bc8a5956	90746145d9f380c29919edea3ef7a8434c48c9d9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c05	c05	\N	8192	b105a8cd	7d77ab4d75c0bff7ac7372a5ff5fe55839b57d19	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c06	c06	\N	8192	1a34a849	daa42a959ea162ca7f098010c85a7453a8805df8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c11	c11	\N	8192	66cbcb4d	c4ea51a6f30d2cd0cd6e22fdadb83d889f2cc471	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c12	c12	\N	8192	74d2cc69	684b65455217f243b3690822d445efdcb18211bb	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c13	c13	\N	8192	76565608	418fb9a81c0583d0214afb27fea28794563b8460	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c14	c14	\N	8192	c72d63be	0677b4f7196551ebc1bbbecd0e15d79f8e32857d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c15	c15	\N	8192	f3d454e6	9d04dcd1b0354e01773923295bba2602e00467f9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c16	c16	\N	8192	d7ff9f2b	b0e6a056db96027ba0c10d3ee3bfdef145a236e2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c17	c17	\N	8192	b145b39f	e696e1f9b44aa44360ea9962c4ee9b61db8e53f5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c18	c18	\N	8192	ed25e669	2e306db101cd4443b0a81cecf817e5ebbdaf1bba	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c22	c22	\N	8192	ed9271a0	a458ad79922383f45f6522775e19cf693e226883	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	c26	c26	\N	8192	a6897eac	a1dd950c29885f7bb4784fed46810ae47bff87dd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hpolym84	j12_c28.bin	j12_c28.bin	\N	256	2c891d59	79050fbe058c24349927edc7937ec68a77f450f1	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	invaders	\N	\N	\N	\N	\N	Space Invaders	1978	Midway	\N	\N	\N	
game_rom	CottAGE_v0.12	invaders	invaders.e	\N	\N	2048	14e538b0	1d6ca0c99f9df71e2990b610deb9d7da0125e2d8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaders	invaders.f	\N	\N	2048	0ccead96	537aef03468f63c5b9e11dd61e253f7ae17d9743	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaders	invaders.g	\N	\N	2048	6bfaca4a	16f48649b531bdef8c2d1446c429b5f414524350	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaders	invaders.h	\N	\N	2048	734f5ad8	ff6200af4c9110d8181249cbcef1a8a40fa40b7f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	alieninv	\N	\N	invaders	invaders	\N	Alien Invasion Part II	????	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	alieninv	1e.bin	\N	\N	2048	0449cb52	8adcb7cd4492fa6649d9ee81172d8dff56621d64	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	alieninv	1f.bin	\N	\N	2048	adca18a5	7e02651692113db31fd469868ae5ffdb0f941ecf	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	alieninv	1g.bin	\N	\N	2048	4b1112d6	b693667656e5d8f44eeb2ea730f4d4db436da579	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	alieninv	1h.bin	\N	\N	2048	c46df7f4	eec34b3d5585bae03c7b80585daaa05ddfcc2164	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	cosmicmo	\N	\N	invaders	invaders	\N	Cosmic Monsters	1979	Universal	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.1	\N	\N	1024	d6e4e5da	8b4275a3c71ac3fa80d17237dc04de5f586645f4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.2	\N	\N	1024	8f7988e6	b6a01d5dcab013350f8f7f3e3ebfc986bb939fe0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.3	\N	\N	1024	2d2e9dc8	dd3da4fc752e003e5e7c64bf189288133aed545b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.4	\N	\N	1024	26cae456	2f2262340c10e5c29d71317f6eb8072c26655563	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.5	\N	\N	1024	b13f228e	a0de05aa36435e72c77f5333f3ad964ec448a8f0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.6	\N	\N	1024	4ae1b9c4	8eed87eebe68caa775fa679363b0fe3728d98c34	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	cosmicmo	cosmicmo.7	\N	\N	1024	6a13b15b	dc03a6c3e938cfd08d16bd1660899f951ba72ea2	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	earthinv	\N	\N	invaders	invaders	\N	Super Earth Invasion	1980	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	earthinv	earthinv.e	\N	\N	2048	df397b12	e7e8c080cb6baf342ec637532e05d38129ae73cf	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	earthinv	earthinv.f	\N	\N	2048	4acbbc60	b8c1efb4251a1e690ff6936ec956d6f66136a085	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	earthinv	earthinv.g	\N	\N	2048	b91742f1	8d9ca92405fbaf1d5a7138d400986616378d061e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	earthinv	earthinv.h	\N	\N	2048	58a750c8	90bfa4ea06f38e67fe4286d37d151632439249d2	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	invaderl	\N	\N	invaders	invaders	\N	Space Invaders (Logitec)	1978	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	c01	\N	\N	1024	499f253a	e13353194277f5d35e92db9b11912b5f392f51b7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	c02	\N	\N	1024	2d0b2e1f	2e0262d9dba607824fcd720d2995531649bdd03d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	c03	\N	\N	1024	03033dc2	87d7838e6a6542c2c5510af593df45137cb397c6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	c04	\N	\N	1024	455b1fa7	668800a0a3ba18d8b54c2aa4dfd4bd01a667d679	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	c05	\N	\N	1024	40cbef75	15994ed8bb8ab8faed6198926873851062c9d95f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	c07	\N	\N	1024	5a7bbf1f	659f2a8c646660d316d6e70f1d9548375f1da63f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invaderl	sv06.bin	\N	\N	1024	2c68e0b4	a5e5357120102ad32792bf3ef6362f45b7ba7070	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	invrvnga	\N	\N	invaders	invaders	\N	Invader's Revenge (Dutchford)	????	Zenitone Microsec (Dutchford license)	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnga	5m.bin	\N	\N	2048	b145cb71	127eb11de7ab9835f06510fb12838c0b728c0d42	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnga	5n.bin	\N	\N	2048	660e8af3	bd52eadf4ee3d717fd5bd7206e1e87d729250c92	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnga	5p.bin	\N	\N	2048	6ec5a9ad	d1e84d2d60c6128c092f2cd20a2b87216df3034b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnga	5r.bin	\N	\N	2048	74516811	0f595c7b0fae5f3f83fdd1ffed5a408ee77c9438	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	invrvnge	\N	\N	invaders	invaders	\N	Invader's Revenge	????	Zenitone Microsec	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnge	invrvnge.e	\N	\N	2048	1ec8dfc8	fc8fbe1161958f57c9f4ccbcab8a769184b1c562	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnge	invrvnge.f	\N	\N	2048	e350de2c	e845565e2f96f9dec3242ec5ab75910a515428c9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnge	invrvnge.g	\N	\N	2048	cfe89dad	218b6a0b636c49c4cdc3667e8b1387ef0e257115	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	invrvnge	invrvnge.h	\N	\N	2048	aca41bbb	ca71f792abd6d9a44d15b19d2ccf678e82ccba4f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	jspecter	\N	\N	invaders	invaders	\N	Jatre Specter (set 1)	1979	Jatre	\N	\N	\N	
