game	Sil_s_Single_Emulator_v2.0	1942	\N	\N	\N	\N	\N	1942 (set 2)	1984	Capcom	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg6	\N	\N	2048	888f3c3e	c2b5917bf13071131dd53ea76f0da86706db2d80	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg7	\N	\N	2048	f5265c10	9a320790d7a03fd6192a92d30b3e9c754bbc6a9d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg8	\N	\N	2048	1a21a381	d5367a327d19fb57ba5e484bd4fda1b10953c040	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.ch1	\N	\N	2048	c62bbabf	f6f28ae33c2ab274105283b22b49ad243780a95e	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.ch2	\N	\N	2048	3591b89d	79bb456be6c39c1ccd7d077fbe181523131fb300	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.ch3	\N	\N	2048	ca8c184c	833aa845824ed80777b62f03df36a920ad7c3656	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.ch4	\N	\N	2048	1b1d9096	53771c573051db43e7185b1d188533056290a620	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	pacman	\N	\N	\N	\N	\N	Pac-Man (Midway)	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacman	pacman.6e	\N	\N	4096	c1e6ab10	e87e059c5be45753f7e9f33dff851f16d6751181	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacman	pacman.6f	\N	\N	4096	1a6fb2d4	674d3a7f00d8be5e38b1fdc208ebef5a92d38329	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacman	pacman.6h	\N	\N	4096	bcdd1beb	8e47e8c2c4d6117d174cdac150392042d3e0a881	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacman	pacman.6j	\N	\N	4096	817d94e3	d4a70d56bb01d27d094d73db8667ffb00ca69cb9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacman	pacman.5e	\N	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacman	pacman.5f	\N	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	pacplus	\N	\N	\N	\N	\N	Pac-Man Plus	1982	[Namco] (Midway license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacplus	pacplus.6e	\N	\N	4096	d611ef68	8531c54ca6b0de0ea4ccc34e0e801ba9847e75bc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacplus	pacplus.6f	\N	\N	4096	c7207556	8ba97215bdb75f0e70eb8d3223847efe4dc4fb48	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacplus	pacplus.6h	\N	\N	4096	ae379430	4e8613d51a80cf106f883db79685e1e22541da45	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacplus	pacplus.6j	\N	\N	4096	5a6dff7b	b956ae5d66683aab74b90469ad36b5bb361d677e	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacplus	pacplus.5e	\N	\N	4096	022c35da	57d7d723c7b029e3415801f4ce83469ec97bb8a1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacplus	pacplus.5f	\N	\N	4096	4de65cdd	9c0699204484be819b77f0b212c792fe9e9fae5d	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	pengo	\N	\N	\N	\N	\N	Pengo (set 1)	1982	Sega	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic8	\N	\N	4096	f37066a8	0930de17a763a527057f60783a92662b09554426	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic7	\N	\N	4096	baf48143	4c97529e61eeca5d94938b1dfbeac41bf8cbaf7d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic15	\N	\N	4096	adf0eba0	c8949fbdbfe5023ee17a789ef60205e834a76c81	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic14	\N	\N	4096	a086d60f	7079769d14dfe3873ffe29623ba0a93413706c6d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic21	\N	\N	4096	b72084ec	c0508951c2ad8dc31481be8b3bfee2063e3fb0d7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic20	\N	\N	4096	94194a89	7b47aec61593efd758e2a031f72a854bb0ba8af1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic32	\N	\N	4096	af7b12c4	207ed466546f40ca60a38031b83aef61446902e2	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic31	\N	\N	4096	933950fe	fec7236b3dee2ea6e39c68440a6d2d9e3f72675a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic92	\N	\N	8192	d7eec6cd	e542bcc28f292be9a0a29d949de726e0b55e654a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pengo	ic105	\N	\N	8192	5bfd26e9	bdec535e486b43a8f5550334beff423eeace10b2	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	ponpoko	\N	\N	\N	\N	\N	Ponpoko (Venture Line)	1982	Sigma Ent. Inc. (Venture Line license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko1.bin	\N	\N	4096	49077667	3e760cd4dbe5913e58d786caf510237ff635c775	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko2.bin	\N	\N	4096	5101781a	a82fbd2418ac7866f9463092e9dd37fd7ba9b694	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko3.bin	\N	\N	4096	d790ed22	2d32f91f6993232db40b44b35bd2503d85e5c874	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko4.bin	\N	\N	4096	4e449069	d5e6e346f80e66eb0db530de9721d9b6f22e86ae	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko5.bin	\N	\N	4096	54ca3d7d	b54299b00573fbd6d3278586df0c12c09235615d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko6.bin	\N	\N	4096	3055c7e0	ab3fb9c8846effdcea0569d08a84c5fa19057a8f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko7.bin	\N	\N	4096	3cbe47ca	577c79c016be26a9fc7895cef0f30bf3f0b15097	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko8.bin	\N	\N	4096	b39be27d	c299d22d26da68bec8fc53c898523135ec4016fa	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko9.bin	\N	\N	4096	b73e1a06	f1229e804eb15827b71f0e769a8c9e496c6d1de7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ponpoko	ppoko10.bin	\N	\N	4096	62069b5d	1b58ad1c2cc2d12f4e492fdd665b726d50c80364	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	popeye	\N	\N	\N	\N	\N	Popeye (bootleg)	1982	bootleg	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po1	\N	\N	8192	b14a07ca	b8666a4c6b833f60905692774e30e73f0795df11	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po2	\N	\N	8192	995475ff	5cd5ac23a73722e32c80cd6ffc435584750a46c9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po3	\N	\N	8192	99d6a04a	b683a5bb1ac4f6bec7478760c8ad0ff7c00bc652	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po4	\N	\N	8192	548a6514	006e076781a3e5c3afa084c723247365358e3187	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po_d1-e1.bin	\N	\N	32	8de22998	e3a232ff85fb207afbe23049a65e828420589342	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po5	\N	\N	4096	cca61ddd	239f87947c3cc8c6693c295ebf5ea0b7638b781c	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po6	\N	\N	8192	0f2cd853	426c9b4f6579bfcebe72b976bfe4f05147d53f96	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po7	\N	\N	8192	888f3474	ddee56b2b49bd50aaf9c98d8ef6e905e3f6ab859	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po8	\N	\N	8192	7e864668	8e275dbb1c586f4ebca7548db05246ef0f56d7b1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	popeye	po9	\N	\N	8192	49e1d170	bd51a4e34ce8109f26954760156e3cf05fb9db57	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	rallyx	\N	\N	\N	\N	\N	Rally X	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	rallyx	rallyx.1b	\N	\N	4096	5882700d	b6029e9730f1694894fe8b729ac0ba8d6712dea9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	rallyx	rallyx.1e	\N	\N	4096	786585ec	8aa75f10d695f4b3483c4bf7030b733318fd3bf3	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	rallyx	rallyx.1h	\N	\N	4096	110d7dcd	23e0855c2c9300f2068711d160fcdfaedd07832f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	rallyx	rallyx.1k	\N	\N	4096	473ab447	f0a37ccc48c97c53672f754ca2ac37dc0dc91a9f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	rallyx	rallyx.8e	\N	\N	4096	277c1de5	30bc57263e8dad870c501c76bce6f42d69ab9e00	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	scobra	\N	\N	\N	\N	\N	Super Cobra (Stern)	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra2c.bin	\N	\N	4096	e15ade38	21cf26d1781d133fa336d275d8a61d3f95d10b77	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra2e.bin	\N	\N	4096	a270e44d	8b7307af458b9cd3c45bb72b35e682d6d109ed01	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra2f.bin	\N	\N	4096	bdd70346	bda0dc5777233a86a3a0aceb6eded45145057ba8	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra2h.bin	\N	\N	4096	dca5ec31	50073d44ccef76a3c36c73a6ed4479127f2c98ee	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra2j.bin	\N	\N	4096	0d8f6b6e	0ca0096cd55cdb87d14cb7f4c7c7b853ec1661c7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra2l.bin	\N	\N	4096	6f80f3a9	817d212454c5eb16c5d7471d2ccefc4f8708d57f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra5c.bin	\N	\N	2048	d4346959	5eab4505beb69a5bdd88b23db60e1193371250cf	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra5d.bin	\N	\N	2048	cc025d95	2b0784c4d05c466e0b7648f16e14f34393d792c3	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra5e.bin	\N	\N	2048	1628c53f	ec79a73e4a2d7373454b227dd7eff255f1cc60cc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra5f.bin	\N	\N	2048	64d113b4	7b439bb74d5ecc792e0ca8964bcca8c6b7a51262	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scobra	scobra5h.bin	\N	\N	2048	a96316d3	9de0e94932e91dc34aea7c81880bde6a486d103b	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	scramble	\N	\N	\N	\N	\N	Scramble (Stern)	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2d	\N	\N	2048	b89207a1	5422df979e82bcc73df49f50515fe76c126c037b	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2e	\N	\N	2048	e9b4b9eb	a8ee9ddfadf5e9accedfaf81da757a88a2e55a0a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2f	\N	\N	2048	a1f14f4c	3eae2b3e4596505a8afb5c5cfb108e823c2c4319	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2h	\N	\N	2048	591bc0d9	170f9e92f0a3bee04407be27210b4fa825367688	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2j	\N	\N	2048	22f11b6b	e426ef6a7444a39a34d59799973b07d11b89f372	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2l	\N	\N	2048	705ffe49	174df3f281068c767344f751daace646360e26d6	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2m	\N	\N	2048	ea26c35c	a2f3380982d93a022f46756f974fd16c4cd617de	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	2p	\N	\N	2048	94d8f5e3	f3a9c4d1d91836476fcad87ea0d243dde7171e0a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	5c	\N	\N	2048	bcd297f0	8ed78487d76fd0a917ab7b258937a46e2cd9800c	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	5d	\N	\N	2048	de7912da	8558b4eff5d7e63029b325edef9914feda5834c3	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	5e	\N	\N	2048	ba2fa933	1f976d8595706730e29f93027e7ab4620075c078	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	5f	\N	\N	2048	5f30311a	d64134089bebd995b3a1a089411e180c8c29f32d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	scramble	5h	\N	\N	2048	516e029e	81b44eb1ce43cebde87f0a41ade2e7eb291af78d	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	stargate	\N	\N	\N	\N	\N	Stargate	1981	Williams	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	01	\N	\N	4096	88824d18	f003a5a9319c4eb8991fa2aae3f10c72d6b8e81a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	02	\N	\N	4096	afc614c5	087c6da93318e8dc922d3d22e0a2af7b9759701c	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	03	\N	\N	4096	15077a9d	7badb4318b208f49d7fa65e915d0aa22a1e37915	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	04	\N	\N	4096	a8b4bf0f	6b4d47c2899fe9f14f9dab5928499f12078c437d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	05	\N	\N	4096	2d306074	54f871983699113e31bb756d4ca885c26c2d66b4	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	06	\N	\N	4096	53598dde	54b02d944caf95283c9b6f0160e75ea8c4ccc97b	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	07	\N	\N	4096	23606060	a487ffcd4920d1056b87469735f7e1002f6a2e49	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	08	\N	\N	4096	4ec490c7	8726ebaf048db9608dfe365bf434ed5ca9452db7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	09	\N	\N	4096	88187b64	efacc4a6d4b2af9a236c9d520de6d605c79cc5a8	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	10	\N	\N	4096	60b07ff7	ba833f48ddfc1bd04ddb41b1d1c840d66ee7da30	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	11	\N	\N	4096	7d2c5daf	6ca39f493eb8b370154ad46ef01976d352c929e1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	12	\N	\N	4096	a0396670	c46872550e0ca031453c6513f8f0448ecc9b5572	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	stargate	sg.snd	\N	\N	2048	2fcf6c4d	9c4334ac3ff15d94001b22fc367af40f9deb7d57	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	theglob	\N	\N	\N	\N	\N	The Glob	1983	Epos Corporation	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	theglob	glob.u2	\N	\N	8192	829d0bea	89f52b459a03fb40b9bbd97ac8a292f7ead6faba	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	theglob	glob.u3	\N	\N	8192	31de6628	35a47dcf34efd74b5b2fda137e06a3dcabd74854	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	theglob	glob.5e	\N	\N	4096	53688260	9ce0d1d67d12743b69e8190bf7506b00b2f02955	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	theglob	glob.5f	\N	\N	4096	051f59c7	e1e1322686997e5bcdac164704b328cce352ae42	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	turtles	\N	\N	\N	\N	\N	Turtles	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.2c	\N	\N	4096	ec5e61fb	3ca89800fda7a7e61f54d71d5302908be2706def	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.2e	\N	\N	4096	fd10821e	af74602bf2454eb8f3b9bb5c425e2476feeecd69	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.2f	\N	\N	4096	ddcfc5fa	2af9383e5a289c2d7fbe6cf5e5b1519c352afbab	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.2h	\N	\N	4096	9e71696c	3dcdf5dc601c875fc9d8b9a46e3ef588e7478e0d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.2j	\N	\N	4096	fcd49fef	bb1e91b2e6d4b5a861bf37907ef6b198328d8d83	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_snd.5c	\N	\N	4096	f0c30f9a	5621f336e9be8acf986a34bbb8855ed5d45c28ef	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_snd.5d	\N	\N	4096	af5fc43c	8a49c55feba094b07380615cf0b6f0878c25a260	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.5h	\N	\N	2048	e5999d52	bc3f52cf6c6e19dfd2dacd1e8c9128f437e995fc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	turtles	turt_vid.5f	\N	\N	2048	c3ffd655	dee51d77be262a2944488e381541c10a2b6e5d83	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	xevious	\N	\N	\N	\N	\N	Xevious (Atari)	1982	Namco (Atari license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-1m-a.bin	\N	\N	8192	8c2b50ec	f770873b711d838556dde67a8aac8a7f572fcc5b	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-1l-a.bin	\N	\N	8192	0821642b	c6c322c61d0985a2ac59f5e92d4e351107afb9eb	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-4c-a.bin	\N	\N	8192	14d8fa03	e8114141394adda86184b146f2497cfeef7fc2eb	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-2c-a.bin	\N	\N	4096	dd35cf1c	f8d1f8e019d8198308443c2e7e815d0d04b23d14	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-2a.bin	\N	\N	4096	57ed9879	3106d1aacff06cf78371bd19967141072b32b7d7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-2c.bin	\N	\N	4096	31e244dd	3f7eac12863697a98e1122111801606759e44b2a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-3b.bin	\N	\N	4096	088c8b26	9c3b61dfca2f84673a78f7f66e363777a8f47a59	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-3c.bin	\N	\N	4096	de60ba25	32bc09be5ff8b52ee3a26e0ac3ebc2d4107badb7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-3d.bin	\N	\N	4096	535cdbbc	fb9ffe5fc43e0213231267e98d605d43c15f61e8	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-4r.bin	\N	\N	8192	02417d19	b5f830dd2cf25cf154308d2e640f0ecdcda5d8cd	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-2b.bin	\N	\N	8192	ae3ba9e5	49064b25667ffcd81137cd5e800df4b78b182a46	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-4m.bin	\N	\N	8192	dc2c0ecb	19ddbd9805f77f38c9a9a1bb30dba6c720b8609f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-4p.bin	\N	\N	8192	dfb587ce	acff2bf5cde85a16cdc98a52cdea11f77fadf25a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	xevious	xe-4n.bin	\N	\N	4096	605ca889	3bf380ef76c03822a042ecc73b5edd4543c268ce	\N	\N	\N	\N	\N	\N	
