game	CPSE_v0.02	ssf2	\N	\N	\N	\N	\N	Super Street Fighter 2: The New Challengers (US 930911) [sound only]	1993	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcmj.03a	\N	\N	524288	30559f60	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcmj.04a	\N	\N	524288	5efc9366	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcmj.05a	\N	\N	524288	517ccde2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.73	\N	\N	524288	774c6e04	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.74	\N	\N	524288	004ec725	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.75	\N	\N	524288	70a73f99	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.76	\N	\N	524288	89a889ad	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.63	\N	\N	524288	acad7c62	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.64	\N	\N	524288	65c0464e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.65	\N	\N	524288	ecedad3d	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.66	\N	\N	524288	1300eb7b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.83	\N	\N	524288	6af30499	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.84	\N	\N	524288	fb3097cc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.85	\N	\N	524288	3d6186d8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.86	\N	\N	524288	6d974ebd	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.93	\N	\N	524288	7a5a5166	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.94	\N	\N	524288	2e16557a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.95	\N	\N	524288	8c7700f1	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.96	\N	\N	524288	7da4cd24	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.01	\N	\N	131072	d60cf8a3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.51	\N	\N	524288	b6d07080	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.52	\N	\N	524288	dfddc493	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.53	\N	\N	524288	6062ae3a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.54	\N	\N	524288	08c6f3bf	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.55	\N	\N	524288	f97dfccc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.56	\N	\N	524288	ade475bc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.57	\N	\N	524288	075effb3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	rckmanj	rcm.58	\N	\N	524288	f6c1f87b	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	msh	\N	\N	\N	\N	\N	Marvel Super Heroes (US 951024) [sound only]	1995	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	msh	mshu.03	\N	\N	524288	d2805bdd	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	mshu.04	\N	\N	524288	743f96ff	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.05	\N	\N	524288	6a091b9e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.06	\N	\N	524288	803e3fa4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.07	\N	\N	524288	c45f8e27	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.08	\N	\N	524288	9ca6f12c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.09	\N	\N	524288	82ec27af	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.10	\N	\N	524288	8d931196	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	mshux.03	\N	\N	524288	10bfc357	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	mshux.04	\N	\N	524288	871f0863	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.13	\N	\N	4194304	09d14566	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.15	\N	\N	4194304	ee962057	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.17	\N	\N	4194304	604ece14	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.19	\N	\N	4194304	94a731e8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.14	\N	\N	4194304	4197973e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.16	\N	\N	4194304	438da4a0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.18	\N	\N	4194304	4db92d94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.20	\N	\N	4194304	a2b0c6c0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.01	\N	\N	131072	c976e6f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.02	\N	\N	131072	ce67d0d9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.11	\N	\N	2097152	37ac6d30	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	msh	msh.12	\N	\N	2097152	de092570	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	mshj	\N	\N	msh	msh	\N	Marvel Super Heroes (Japan 951024) [sound only]	1995	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	mshj.03f	\N	\N	524288	ff172fd2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	mshj.04f	\N	\N	524288	ebbb205a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.05	msh.05	\N	524288	6a091b9e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.06	msh.06	\N	524288	803e3fa4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.07	msh.07	\N	524288	c45f8e27	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.08	msh.08	\N	524288	9ca6f12c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.09	msh.09	\N	524288	82ec27af	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.10	msh.10	\N	524288	8d931196	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	mshjx.03f	\N	\N	524288	a15f32f2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	mshjx.04f	\N	\N	524288	c81be228	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.13	msh.13	\N	4194304	09d14566	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.15	msh.15	\N	4194304	ee962057	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.17	msh.17	\N	4194304	604ece14	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.19	msh.19	\N	4194304	94a731e8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.14	msh.14	\N	4194304	4197973e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.16	msh.16	\N	4194304	438da4a0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.18	msh.18	\N	4194304	4db92d94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.20	msh.20	\N	4194304	a2b0c6c0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.01	msh.01	\N	131072	c976e6f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.02	msh.02	\N	131072	ce67d0d9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.11	msh.11	\N	2097152	37ac6d30	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshj	msh.12	msh.12	\N	2097152	de092570	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	mshh	\N	\N	msh	msh	\N	Marvel Super Heroes (Hispanic 951117) [sound only]	1995	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	mshh.03c	\N	\N	524288	8d84b0fa	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	mshh.04c	\N	\N	524288	d638f601	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	mshh.05a	\N	\N	524288	f37539e6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.06	msh.06	\N	524288	803e3fa4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.07	msh.07	\N	524288	c45f8e27	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.08	msh.08	\N	524288	9ca6f12c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.09	msh.09	\N	524288	82ec27af	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.10	msh.10	\N	524288	8d931196	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	mshhx.03c	\N	\N	524288	6daf52bb	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	mshhx.04c	\N	\N	524288	5684655a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.13	msh.13	\N	4194304	09d14566	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.15	msh.15	\N	4194304	ee962057	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.17	msh.17	\N	4194304	604ece14	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.19	msh.19	\N	4194304	94a731e8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.14	msh.14	\N	4194304	4197973e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.16	msh.16	\N	4194304	438da4a0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.18	msh.18	\N	4194304	4db92d94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.20	msh.20	\N	4194304	a2b0c6c0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.01	msh.01	\N	131072	c976e6f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.02	msh.02	\N	131072	ce67d0d9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.11	msh.11	\N	2097152	37ac6d30	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	mshh	msh.12	msh.12	\N	2097152	de092570	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	19xx	\N	\N	\N	\N	\N	19XX: The War Against Destiny (US 951207) [sound only]	1996	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xu.03	\N	\N	524288	05955268	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xu.04	\N	\N	524288	3111ab7f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xu.05	\N	\N	524288	38df4a63	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xu.06	\N	\N	524288	5c7e60d3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.07	\N	\N	524288	61c0296c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xux.03	\N	\N	524288	239a08ae	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xux.04	\N	\N	524288	c13a1072	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xux.05	\N	\N	524288	8c066ec3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19xux.06	\N	\N	524288	4b1caeb9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.13	\N	\N	524288	427aeb18	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.15	\N	\N	524288	63bdbf54	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.17	\N	\N	524288	2dfe18b5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.19	\N	\N	524288	cbef9579	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.14	\N	\N	2097152	e916967c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.16	\N	\N	2097152	6e75f3db	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.18	\N	\N	2097152	2213e798	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.20	\N	\N	2097152	ab9d5b96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.01	\N	\N	131072	ef55195e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.11	\N	\N	2097152	d38beef3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xx	19x.12	\N	\N	2097152	d47c96e2	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	19xxj	\N	\N	19xx	19xx	\N	19XX: The War Against Destiny (Japan 951225) [sound only]	1996	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19xj.03a	\N	\N	524288	ed08bdd1	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19xj.04a	\N	\N	524288	fb8e3f29	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19xj.05a	\N	\N	524288	aa508ac4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19xj.06a	\N	\N	524288	ff2d785b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.07	19x.07	\N	524288	61c0296c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.13	19x.13	\N	524288	427aeb18	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.15	19x.15	\N	524288	63bdbf54	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.17	19x.17	\N	524288	2dfe18b5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.19	19x.19	\N	524288	cbef9579	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.14	19x.14	\N	2097152	e916967c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.16	19x.16	\N	2097152	6e75f3db	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.18	19x.18	\N	2097152	2213e798	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.20	19x.20	\N	2097152	ab9d5b96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.01	19x.01	\N	131072	ef55195e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.11	19x.11	\N	2097152	d38beef3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxj	19x.12	19x.12	\N	2097152	d47c96e2	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	19xxjr1	\N	\N	19xx	19xx	\N	19XX: The War Against Destiny (Japan 951207) [sound only]	1996	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19xj.03	\N	\N	524288	26a381ed	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19xj.04	\N	\N	524288	30100cca	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19xj.05	\N	\N	524288	de67e938	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19xj.06	\N	\N	524288	39f9a409	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.07	19x.07	\N	524288	61c0296c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.13	19x.13	\N	524288	427aeb18	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.15	19x.15	\N	524288	63bdbf54	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.17	19x.17	\N	524288	2dfe18b5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.19	19x.19	\N	524288	cbef9579	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.14	19x.14	\N	2097152	e916967c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.16	19x.16	\N	2097152	6e75f3db	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.18	19x.18	\N	2097152	2213e798	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.20	19x.20	\N	2097152	ab9d5b96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.01	19x.01	\N	131072	ef55195e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.11	19x.11	\N	2097152	d38beef3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxjr1	19x.12	19x.12	\N	2097152	d47c96e2	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	19xxh	\N	\N	19xx	19xx	\N	19XX: The War Against Destiny (Hispanic 951218) [sound only]	1996	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xh.03a	\N	\N	524288	357be2ac	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xh.04a	\N	\N	524288	bb13ea3b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xh.05a	\N	\N	524288	cbd76601	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xh.06a	\N	\N	524288	b362de8b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.07	19x.07	\N	524288	61c0296c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xhx.03a	\N	\N	524288	374ce871	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xhx.04a	\N	\N	524288	ebd16e33	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xhx.05a	\N	\N	524288	0bb5ad27	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19xhx.06a	\N	\N	524288	3663c8d2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.13	19x.13	\N	524288	427aeb18	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.15	19x.15	\N	524288	63bdbf54	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.17	19x.17	\N	524288	2dfe18b5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.19	19x.19	\N	524288	cbef9579	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.14	19x.14	\N	2097152	e916967c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.16	19x.16	\N	2097152	6e75f3db	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.18	19x.18	\N	2097152	2213e798	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.20	19x.20	\N	2097152	ab9d5b96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.01	19x.01	\N	131072	ef55195e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.11	19x.11	\N	2097152	d38beef3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	19xxh	19x.12	19x.12	\N	2097152	d47c96e2	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	ddsom	\N	\N	\N	\N	\N	Dungeons & Dragons: Shadow over Mystara (Euro 960619) [sound only]	1996	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.03b	\N	\N	524288	cd2deb66	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.04d	\N	\N	524288	bfee43cc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.05b	\N	\N	524288	049ab19d	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.06d	\N	\N	524288	3994fb8b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.07	\N	\N	524288	bb777a02	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.08	\N	\N	524288	30970890	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.09	\N	\N	524288	99e2194d	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2e.10	\N	\N	524288	e198805e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2ex.03b	\N	\N	524288	e4924c80	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2ex.04d	\N	\N	524288	13c8b16f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.13	\N	\N	4194304	a46b4e6e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.15	\N	\N	4194304	d5fc50fc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.17	\N	\N	4194304	837c0867	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.19	\N	\N	4194304	bb0ec21c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.14	\N	\N	2097152	6d824ce2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.16	\N	\N	2097152	79682ae5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.18	\N	\N	2097152	acddd149	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.20	\N	\N	2097152	117fb0c0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.01	\N	\N	131072	99d657e5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.02	\N	\N	131072	117a3824	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.11	\N	\N	2097152	98d0c325	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsom	dd2.12	\N	\N	2097152	5ea2e7fa	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	ddsomu	\N	\N	ddsom	ddsom	\N	Dungeons & Dragons: Shadow over Mystara (US 960209) [sound only]	1996	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2u.03d	\N	\N	524288	0f700d84	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2u.04d	\N	\N	524288	b99eb254	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2u.05d	\N	\N	524288	b23061f3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2u.06d	\N	\N	524288	8bf1d8ce	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.07	\N	\N	524288	909a0b8b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.08	\N	\N	524288	e53c4d01	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.09	\N	\N	524288	5f86279f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.10	\N	\N	524288	ad954c26	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2ux.03d	\N	\N	524288	5cecbdb3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2ux.04d	\N	\N	524288	1307a77d	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.13	dd2.13	\N	4194304	a46b4e6e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.15	dd2.15	\N	4194304	d5fc50fc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.17	dd2.17	\N	4194304	837c0867	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.19	dd2.19	\N	4194304	bb0ec21c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.14	dd2.14	\N	2097152	6d824ce2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.16	dd2.16	\N	2097152	79682ae5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ddsomu	dd2.18	dd2.18	\N	2097152	acddd149	\N	\N	\N	\N	\N	\N	\N	
